# event_ticker=KXATPCHALLENGERMATCH-26MAR26CHOSAF
# final_score=6-2 6-3
# match_winner=Roman Safiullin
# fav_player=Roman Safiullin
# dog_player=Jan Choinski
# kalshi_date=2026-03-26
timestamp,Roman Safiullin,Jan Choinski
2026-03-26T03:54:00Z,,58.00
2026-03-26T04:04:00Z,,58.00
2026-03-26T04:29:00Z,44.00,58.00
2026-03-26T04:55:00Z,44.00,58.00
2026-03-26T04:58:00Z,44.00,58.00
2026-03-26T05:08:00Z,44.00,58.00
2026-03-26T05:10:00Z,44.00,58.00
2026-03-26T05:11:00Z,44.00,56.00
2026-03-26T05:13:00Z,44.00,58.00
2026-03-26T05:17:00Z,43.00,58.00
2026-03-26T05:24:00Z,43.00,58.00
2026-03-26T05:35:00Z,43.00,58.00
2026-03-26T05:38:00Z,43.00,58.00
2026-03-26T05:40:00Z,43.00,58.00
2026-03-26T05:41:00Z,43.00,59.00
2026-03-26T05:46:00Z,43.00,59.00
2026-03-26T05:48:00Z,44.00,59.00
2026-03-26T05:49:00Z,44.00,59.00
2026-03-26T05:50:00Z,43.00,59.00
2026-03-26T06:09:00Z,43.00,59.00
2026-03-26T06:29:00Z,43.00,59.00
2026-03-26T06:30:00Z,43.00,59.00
2026-03-26T06:33:00Z,43.00,59.00
2026-03-26T06:39:00Z,41.00,59.00
2026-03-26T06:42:00Z,41.00,59.00
2026-03-26T06:45:00Z,41.00,59.00
2026-03-26T06:46:00Z,41.00,59.00
2026-03-26T06:47:00Z,41.00,59.00
2026-03-26T09:01:00Z,44.00,59.00
2026-03-26T09:02:00Z,44.00,60.00
2026-03-26T09:05:00Z,44.00,59.00
2026-03-26T09:29:00Z,43.00,59.00
2026-03-26T09:51:00Z,43.00,60.00
2026-03-26T10:05:00Z,43.00,60.00
2026-03-26T10:07:00Z,43.00,60.00
2026-03-26T10:13:00Z,41.00,60.00
2026-03-26T10:15:00Z,42.00,60.00
2026-03-26T10:17:00Z,42.00,60.00
2026-03-26T10:22:00Z,42.00,60.00
2026-03-26T10:23:00Z,42.00,60.00
2026-03-26T10:25:00Z,42.00,60.00
2026-03-26T10:27:00Z,42.00,60.00
2026-03-26T10:31:00Z,42.00,60.00
2026-03-26T10:43:00Z,42.00,60.00
2026-03-26T10:47:00Z,41.00,60.00
2026-03-26T10:56:00Z,41.00,60.00
2026-03-26T11:00:00Z,41.00,60.00
2026-03-26T11:07:00Z,41.00,60.00
2026-03-26T11:09:00Z,41.00,60.00
2026-03-26T11:11:00Z,41.00,60.00
2026-03-26T11:13:00Z,41.00,60.00
2026-03-26T11:15:00Z,41.00,60.00
2026-03-26T11:16:00Z,41.00,60.00
2026-03-26T11:17:00Z,41.00,60.00
2026-03-26T11:19:00Z,41.00,60.00
2026-03-26T11:21:00Z,41.00,60.00
2026-03-26T11:23:00Z,41.00,60.00
2026-03-26T11:31:00Z,41.00,60.00
2026-03-26T11:34:00Z,41.00,60.00
2026-03-26T11:38:00Z,41.00,60.00
2026-03-26T11:40:00Z,41.00,60.00
2026-03-26T11:41:00Z,41.00,60.00
2026-03-26T11:43:00Z,41.00,60.00
2026-03-26T11:44:00Z,41.00,60.00
