# event_ticker=KXATPCHALLENGERMATCH-26MAR26CHOSAF
# final_score=6-2 6-3
# match_winner=Roman Safiullin
# fav_player=Roman Safiullin
# dog_player=Jan Choinski
# kalshi_date=2026-03-26
timestamp,Roman Safiullin,Jan Choinski
2026-03-26T11:45:00Z,41.00,60.00
2026-03-26T11:47:00Z,40.00,60.00
2026-03-26T11:48:00Z,41.49,60.00
2026-03-26T11:49:00Z,41.49,61.00
2026-03-26T11:50:00Z,41.96,61.00
2026-03-26T11:51:00Z,41.96,61.00
2026-03-26T11:53:00Z,40.00,61.00
2026-03-26T11:54:00Z,40.00,61.00
2026-03-26T11:55:00Z,40.00,61.00
2026-03-26T11:56:00Z,40.39,61.00
2026-03-26T11:57:00Z,40.39,61.00
2026-03-26T11:58:00Z,43.00,61.00
2026-03-26T11:59:00Z,43.00,61.00
2026-03-26T12:00:00Z,40.00,62.80
2026-03-26T12:01:00Z,39.11,64.04
2026-03-26T12:02:00Z,40.00,60.31
2026-03-26T12:03:00Z,40.98,60.09
2026-03-26T12:04:00Z,44.93,57.00
2026-03-26T12:05:00Z,45.07,57.96
2026-03-26T12:06:00Z,43.40,57.56
2026-03-26T12:07:00Z,45.81,55.75
2026-03-26T12:08:00Z,52.38,53.83
2026-03-26T12:09:00Z,51.26,48.85
2026-03-26T12:10:00Z,55.56,42.55
2026-03-26T12:11:00Z,56.00,45.91
2026-03-26T12:12:00Z,58.64,42.49
2026-03-26T12:13:00Z,62.41,38.67
2026-03-26T12:14:00Z,64.00,37.00
2026-03-26T12:15:00Z,64.00,36.85
2026-03-26T12:16:00Z,62.67,39.33
2026-03-26T12:17:00Z,60.00,41.40
2026-03-26T12:18:00Z,61.00,41.19
2026-03-26T12:19:00Z,58.08,44.35
2026-03-26T12:20:00Z,59.48,42.37
2026-03-26T12:21:00Z,61.99,39.99
2026-03-26T12:22:00Z,62.14,37.93
2026-03-26T12:23:00Z,64.26,38.12
2026-03-26T12:24:00Z,61.88,38.71
2026-03-26T12:25:00Z,62.22,37.61
2026-03-26T12:26:00Z,62.80,39.17
2026-03-26T12:27:00Z,61.00,40.31
2026-03-26T12:28:00Z,61.14,43.95
2026-03-26T12:29:00Z,61.49,39.28
2026-03-26T12:30:00Z,59.26,40.91
2026-03-26T12:31:00Z,65.00,37.00
2026-03-26T12:32:00Z,64.08,36.58
2026-03-26T12:33:00Z,68.12,33.24
2026-03-26T12:34:00Z,69.77,30.11
2026-03-26T12:35:00Z,73.00,28.97
2026-03-26T12:36:00Z,72.91,28.99
2026-03-26T12:37:00Z,72.21,28.37
2026-03-26T12:38:00Z,70.77,29.04
2026-03-26T12:39:00Z,73.51,28.54
2026-03-26T12:40:00Z,75.08,26.34
2026-03-26T12:41:00Z,76.22,25.94
2026-03-26T12:42:00Z,79.75,22.26
2026-03-26T12:43:00Z,84.17,16.68
2026-03-26T12:44:00Z,86.68,12.86
2026-03-26T12:45:00Z,89.78,10.35
2026-03-26T12:46:00Z,87.94,13.05
2026-03-26T12:47:00Z,82.53,21.92
2026-03-26T12:48:00Z,82.02,19.31
2026-03-26T12:49:00Z,80.43,20.32
2026-03-26T12:50:00Z,81.96,21.89
2026-03-26T12:51:00Z,76.05,23.98
2026-03-26T12:52:00Z,73.39,24.67
2026-03-26T12:53:00Z,79.40,26.87
2026-03-26T12:54:00Z,89.82,10.53
2026-03-26T12:55:00Z,91.77,10.41
2026-03-26T12:56:00Z,89.31,11.10
2026-03-26T12:57:00Z,90.49,10.68
2026-03-26T12:58:00Z,92.89,5.56
2026-03-26T12:59:00Z,94.97,5.36
2026-03-26T13:00:00Z,94.82,6.48
2026-03-26T13:01:00Z,94.27,6.38
2026-03-26T13:02:00Z,93.20,11.47
2026-03-26T13:03:00Z,95.13,4.91
2026-03-26T13:04:00Z,93.99,5.88
2026-03-26T13:05:00Z,90.15,13.66
2026-03-26T13:06:00Z,87.88,10.79
2026-03-26T13:07:00Z,97.27,4.29
2026-03-26T13:08:00Z,97.25,3.84
2026-03-26T13:09:00Z,97.22,3.28
2026-03-26T13:10:00Z,97.13,4.02
2026-03-26T13:11:00Z,96.01,5.39
2026-03-26T13:12:00Z,98.26,1.19
2026-03-26T13:13:00Z,98.46,3.13
2026-03-26T13:14:00Z,97.73,2.37
2026-03-26T13:15:00Z,98.76,1.63
2026-03-26T13:16:00Z,99.00,1.00
2026-03-26T13:17:00Z,99.00,1.00
