# event_ticker=KXATPCHALLENGERMATCH-26APR17REIBOS
# final_score=6-4 4-6 6-4
# score_resolution=4-6 6-4 4-6
# match_winner=Joao Lucas Reis Da Silva
# fav_player=Pedro Boscardin Dias
# dog_player=Joao Lucas Reis Da Silva
# kalshi_date=2026-04-17
timestamp,Pedro Boscardin Dias,Joao Lucas Reis Da Silva
2026-04-17T04:25:00Z,49.00,51.00
2026-04-17T04:28:00Z,49.00,53.00
2026-04-17T04:37:00Z,49.00,53.00
2026-04-17T04:47:00Z,49.00,53.00
2026-04-17T04:52:00Z,49.00,53.00
2026-04-17T05:13:00Z,49.00,53.00
2026-04-17T05:26:00Z,49.49,53.00
2026-04-17T05:34:00Z,49.49,52.36
2026-04-17T05:37:00Z,46.33,52.36
2026-04-17T05:55:00Z,46.00,52.36
2026-04-17T06:28:00Z,46.00,54.00
2026-04-17T06:31:00Z,47.00,54.00
2026-04-17T07:07:00Z,47.00,54.00
2026-04-17T07:32:00Z,47.00,54.00
2026-04-17T07:38:00Z,47.00,54.00
2026-04-17T07:42:00Z,47.00,54.00
2026-04-17T08:28:00Z,47.00,54.00
2026-04-17T09:50:00Z,47.00,54.00
2026-04-17T11:18:00Z,47.00,54.00
2026-04-17T11:40:00Z,47.00,54.00
2026-04-17T11:53:00Z,47.00,54.00
2026-04-17T12:29:00Z,47.00,54.00
2026-04-17T12:32:00Z,47.00,54.00
2026-04-17T12:35:00Z,47.00,54.00
2026-04-17T12:38:00Z,47.00,54.00
2026-04-17T12:44:00Z,47.00,54.00
2026-04-17T13:18:00Z,47.00,54.00
2026-04-17T13:38:00Z,47.00,54.00
2026-04-17T13:45:00Z,46.00,54.00
2026-04-17T13:55:00Z,46.00,54.00
2026-04-17T14:01:00Z,46.00,54.00
2026-04-17T14:02:00Z,46.00,54.00
2026-04-17T14:09:00Z,46.00,55.00
2026-04-17T14:14:00Z,46.00,55.00
2026-04-17T14:22:00Z,46.00,55.00
2026-04-17T14:34:00Z,46.00,55.00
2026-04-17T14:46:00Z,46.00,54.00
2026-04-17T14:47:00Z,46.00,54.00
2026-04-17T14:58:00Z,46.00,55.00
2026-04-17T15:01:00Z,46.00,55.00
2026-04-17T15:04:00Z,46.00,55.00
2026-04-17T15:16:00Z,46.00,55.00
2026-04-17T15:29:00Z,46.00,55.00
2026-04-17T15:30:00Z,46.08,55.00
2026-04-17T15:34:00Z,46.08,55.00
2026-04-17T15:35:00Z,46.08,55.00
2026-04-17T15:36:00Z,46.08,55.00
2026-04-17T15:37:00Z,46.08,55.00
2026-04-17T15:40:00Z,46.08,55.00
2026-04-17T15:41:00Z,46.08,55.00
2026-04-17T15:43:00Z,46.08,55.00
2026-04-17T15:44:00Z,46.08,55.00
2026-04-17T15:47:00Z,46.08,55.00
2026-04-17T15:51:00Z,46.08,55.00
2026-04-17T15:52:00Z,46.08,55.00
2026-04-17T15:53:00Z,46.08,55.00
2026-04-17T15:54:00Z,46.08,55.00
2026-04-17T15:55:00Z,46.08,55.00
2026-04-17T15:56:00Z,46.08,55.00
2026-04-17T15:59:00Z,46.08,55.00
2026-04-17T16:00:00Z,46.76,55.00
2026-04-17T16:01:00Z,47.00,56.00
2026-04-17T16:06:00Z,47.00,55.58
2026-04-17T16:10:00Z,47.00,53.04
2026-04-17T16:11:00Z,50.61,49.00
2026-04-17T16:12:00Z,48.93,49.00
2026-04-17T16:13:00Z,53.21,47.06
2026-04-17T16:14:00Z,52.00,47.24
2026-04-17T16:15:00Z,48.51,51.85
2026-04-17T16:16:00Z,46.98,51.90
2026-04-17T16:17:00Z,46.03,55.07
2026-04-17T16:18:00Z,44.98,57.00
2026-04-17T16:19:00Z,44.41,57.00
2026-04-17T16:20:00Z,44.40,56.38
2026-04-17T16:21:00Z,43.21,58.97
2026-04-17T16:22:00Z,43.00,56.41
2026-04-17T16:23:00Z,42.29,53.73
2026-04-17T16:24:00Z,47.63,52.88
2026-04-17T16:25:00Z,44.78,55.95
2026-04-17T16:26:00Z,47.14,53.21
2026-04-17T16:27:00Z,46.36,55.54
2026-04-17T16:28:00Z,44.07,57.63
2026-04-17T16:29:00Z,39.76,61.38
2026-04-17T16:30:00Z,39.94,59.13
2026-04-17T16:31:00Z,38.85,63.48
2026-04-17T16:32:00Z,41.50,57.87
2026-04-17T16:33:00Z,41.28,57.88
2026-04-17T16:34:00Z,43.80,56.82
2026-04-17T16:35:00Z,44.22,57.00
2026-04-17T16:36:00Z,41.98,58.69
2026-04-17T16:37:00Z,41.98,61.00
2026-04-17T16:38:00Z,39.47,60.00
2026-04-17T16:39:00Z,41.26,59.86
2026-04-17T16:40:00Z,39.40,62.07
2026-04-17T16:41:00Z,40.83,59.60
2026-04-17T16:42:00Z,38.95,64.39
2026-04-17T16:43:00Z,43.02,58.94
2026-04-17T16:44:00Z,43.94,58.34
2026-04-17T16:45:00Z,39.00,63.00
2026-04-17T16:46:00Z,37.00,64.00
2026-04-17T16:47:00Z,36.91,64.00
2026-04-17T16:48:00Z,41.72,61.97
2026-04-17T16:49:00Z,41.29,60.00
2026-04-17T16:50:00Z,42.00,59.30
2026-04-17T16:51:00Z,43.77,59.88
