# event_ticker=KXATPCHALLENGERMATCH-26APR17REIBOS
# final_score=6-4 4-6 6-4
# score_resolution=4-6 6-4 4-6
# match_winner=Joao Lucas Reis Da Silva
# fav_player=Pedro Boscardin Dias
# dog_player=Joao Lucas Reis Da Silva
# kalshi_date=2026-04-17
timestamp,Pedro Boscardin Dias,Joao Lucas Reis Da Silva
2026-04-17T16:52:00Z,39.00,63.80
2026-04-17T16:53:00Z,36.00,64.00
2026-04-17T16:54:00Z,36.00,65.48
2026-04-17T16:55:00Z,38.29,66.74
2026-04-17T16:56:00Z,32.30,69.82
2026-04-17T16:57:00Z,34.64,64.90
2026-04-17T16:58:00Z,35.68,66.13
2026-04-17T16:59:00Z,25.14,78.53
2026-04-17T17:00:00Z,18.00,81.85
2026-04-17T17:01:00Z,17.39,82.86
2026-04-17T17:02:00Z,17.97,82.86
2026-04-17T17:03:00Z,15.97,85.99
2026-04-17T17:04:00Z,14.00,87.00
2026-04-17T17:05:00Z,15.86,86.42
2026-04-17T17:06:00Z,17.65,83.94
2026-04-17T17:07:00Z,16.91,85.23
2026-04-17T17:08:00Z,17.42,82.00
2026-04-17T17:09:00Z,17.45,82.99
2026-04-17T17:10:00Z,21.36,80.97
2026-04-17T17:11:00Z,23.59,77.57
2026-04-17T17:12:00Z,30.42,72.52
2026-04-17T17:13:00Z,32.00,69.01
2026-04-17T17:14:00Z,31.21,68.62
2026-04-17T17:15:00Z,29.63,69.85
2026-04-17T17:16:00Z,30.17,71.65
2026-04-17T17:17:00Z,35.58,66.38
2026-04-17T17:18:00Z,37.08,64.82
2026-04-17T17:19:00Z,37.24,61.44
2026-04-17T17:20:00Z,34.51,66.68
2026-04-17T17:21:00Z,33.96,67.00
2026-04-17T17:22:00Z,33.63,66.06
2026-04-17T17:23:00Z,37.59,62.98
2026-04-17T17:24:00Z,39.32,61.63
2026-04-17T17:25:00Z,38.00,63.87
2026-04-17T17:26:00Z,39.06,61.41
2026-04-17T17:27:00Z,39.11,61.47
2026-04-17T17:28:00Z,37.88,62.24
2026-04-17T17:29:00Z,36.50,62.98
2026-04-17T17:30:00Z,38.17,62.34
2026-04-17T17:31:00Z,41.95,59.07
2026-04-17T17:32:00Z,44.15,55.04
2026-04-17T17:33:00Z,46.18,53.86
2026-04-17T17:34:00Z,48.32,50.82
2026-04-17T17:35:00Z,48.25,51.69
2026-04-17T17:36:00Z,46.82,55.26
2026-04-17T17:37:00Z,43.67,56.99
2026-04-17T17:38:00Z,43.19,56.43
2026-04-17T17:39:00Z,45.19,57.91
2026-04-17T17:40:00Z,48.42,53.59
2026-04-17T17:41:00Z,48.63,50.81
2026-04-17T17:42:00Z,47.40,52.76
2026-04-17T17:43:00Z,47.87,53.00
2026-04-17T17:44:00Z,49.54,51.64
2026-04-17T17:45:00Z,62.84,39.24
2026-04-17T17:46:00Z,63.96,36.70
2026-04-17T17:47:00Z,72.06,28.45
2026-04-17T17:48:00Z,69.02,31.61
2026-04-17T17:49:00Z,60.84,46.33
2026-04-17T17:50:00Z,58.53,44.50
2026-04-17T17:51:00Z,45.01,55.71
2026-04-17T17:52:00Z,49.77,51.60
2026-04-17T17:53:00Z,42.30,58.94
2026-04-17T17:54:00Z,38.62,61.37
2026-04-17T17:55:00Z,38.67,61.36
2026-04-17T17:56:00Z,34.58,66.24
2026-04-17T17:57:00Z,29.14,72.17
2026-04-17T17:58:00Z,39.64,64.26
2026-04-17T17:59:00Z,44.58,57.54
2026-04-17T18:00:00Z,46.76,55.81
2026-04-17T18:01:00Z,38.87,62.94
2026-04-17T18:02:00Z,39.12,60.91
2026-04-17T18:03:00Z,39.40,61.66
2026-04-17T18:04:00Z,36.50,65.63
2026-04-17T18:05:00Z,39.21,63.34
2026-04-17T18:06:00Z,37.46,62.74
2026-04-17T18:07:00Z,37.60,63.62
2026-04-17T18:08:00Z,38.38,62.06
2026-04-17T18:09:00Z,37.47,65.69
2026-04-17T18:10:00Z,41.11,60.28
2026-04-17T18:11:00Z,46.59,55.03
2026-04-17T18:12:00Z,61.53,37.20
2026-04-17T18:13:00Z,56.48,46.01
2026-04-17T18:14:00Z,56.43,48.87
2026-04-17T18:15:00Z,51.71,48.17
2026-04-17T18:16:00Z,63.45,35.29
2026-04-17T18:17:00Z,49.15,52.31
2026-04-17T18:18:00Z,38.89,61.33
2026-04-17T18:19:00Z,37.78,62.31
2026-04-17T18:20:00Z,32.67,68.08
2026-04-17T18:21:00Z,38.59,61.29
2026-04-17T18:22:00Z,46.66,53.47
2026-04-17T18:23:00Z,52.63,50.38
2026-04-17T18:24:00Z,44.70,51.32
2026-04-17T18:25:00Z,47.99,58.82
2026-04-17T18:26:00Z,37.12,63.26
2026-04-17T18:27:00Z,36.04,64.83
2026-04-17T18:28:00Z,25.92,76.20
2026-04-17T18:29:00Z,21.25,79.05
2026-04-17T18:30:00Z,10.90,89.39
2026-04-17T18:31:00Z,24.38,77.62
2026-04-17T18:32:00Z,23.44,80.11
2026-04-17T18:33:00Z,22.74,82.85
2026-04-17T18:34:00Z,1.96,98.60
2026-04-17T18:35:00Z,1.00,99.00
2026-04-17T18:36:00Z,1.00,99.00
2026-04-17T18:37:00Z,1.00,99.00
2026-04-17T18:38:00Z,1.00,99.00
2026-04-17T18:39:00Z,1.00,99.00
2026-04-17T18:40:00Z,1.00,99.00
2026-04-17T18:41:00Z,1.00,99.00
2026-04-17T18:42:00Z,1.00,99.00
