# event_ticker=KXATPCHALLENGERMATCH-26MAR13CASKOT
# final_score=6-1 6-1
# score_resolution=1-6 1-6
# match_winner=Pavel Kotov
# fav_player=Murphy Cassone
# dog_player=Pavel Kotov
# kalshi_date=2026-03-13
timestamp,Murphy Cassone,Pavel Kotov
2026-03-13T02:38:00Z,50.00,
2026-03-13T04:04:00Z,50.00,51.00
2026-03-13T04:08:00Z,50.00,50.00
2026-03-13T04:09:00Z,50.00,48.00
2026-03-13T04:10:00Z,50.65,48.00
2026-03-13T04:13:00Z,52.00,48.00
2026-03-13T04:16:00Z,52.00,50.00
2026-03-13T04:19:00Z,52.00,50.00
2026-03-13T04:21:00Z,52.00,49.00
2026-03-13T04:22:00Z,52.00,49.00
2026-03-13T04:23:00Z,52.88,49.00
2026-03-13T04:25:00Z,52.88,48.00
2026-03-13T04:28:00Z,52.00,48.00
2026-03-13T04:29:00Z,52.00,49.00
2026-03-13T04:32:00Z,52.00,49.00
2026-03-13T04:34:00Z,52.00,49.00
2026-03-13T04:35:00Z,52.00,49.00
2026-03-13T04:39:00Z,52.00,49.00
2026-03-13T04:41:00Z,51.02,49.00
2026-03-13T04:45:00Z,51.02,49.00
2026-03-13T04:48:00Z,52.00,49.00
2026-03-13T04:54:00Z,52.00,49.00
2026-03-13T04:57:00Z,52.22,49.00
2026-03-13T05:02:00Z,52.00,49.00
2026-03-13T05:12:00Z,52.00,49.00
2026-03-13T05:19:00Z,52.00,49.00
2026-03-13T05:21:00Z,52.00,49.00
2026-03-13T05:22:00Z,52.00,49.00
2026-03-13T05:23:00Z,52.00,49.00
2026-03-13T05:25:00Z,52.00,49.00
2026-03-13T05:26:00Z,52.00,49.00
2026-03-13T05:31:00Z,52.00,49.00
2026-03-13T05:32:00Z,52.00,49.00
2026-03-13T05:37:00Z,52.00,49.00
2026-03-13T05:42:00Z,52.00,49.00
2026-03-13T05:43:00Z,52.00,49.00
2026-03-13T05:49:00Z,52.00,49.00
2026-03-13T05:53:00Z,52.00,49.00
2026-03-13T05:54:00Z,52.00,49.00
2026-03-13T05:56:00Z,52.00,49.00
2026-03-13T05:58:00Z,52.00,49.00
2026-03-13T05:59:00Z,52.00,49.00
2026-03-13T06:01:00Z,52.00,49.00
2026-03-13T06:02:00Z,52.00,49.00
2026-03-13T06:03:00Z,52.00,49.00
2026-03-13T06:04:00Z,51.00,49.00
2026-03-13T06:05:00Z,51.00,50.00
2026-03-13T06:10:00Z,51.00,50.00
2026-03-13T06:14:00Z,51.00,50.00
2026-03-13T06:16:00Z,51.00,50.00
2026-03-13T06:18:00Z,51.00,50.00
2026-03-13T06:22:00Z,51.00,50.00
2026-03-13T06:23:00Z,51.71,50.00
2026-03-13T06:25:00Z,51.71,49.00
2026-03-13T06:28:00Z,51.71,49.00
2026-03-13T06:35:00Z,52.00,49.00
2026-03-13T06:37:00Z,52.00,49.00
2026-03-13T06:39:00Z,52.00,49.00
2026-03-13T06:42:00Z,52.00,49.00
2026-03-13T06:43:00Z,52.00,50.00
2026-03-13T06:56:00Z,52.00,50.00
2026-03-13T06:57:00Z,52.00,50.00
2026-03-13T07:00:00Z,52.00,50.23
2026-03-13T07:10:00Z,52.00,50.00
2026-03-13T07:11:00Z,52.00,50.00
2026-03-13T07:14:00Z,52.00,50.00
2026-03-13T07:15:00Z,52.00,50.00
2026-03-13T07:17:00Z,52.00,48.00
2026-03-13T07:18:00Z,52.00,48.00
2026-03-13T07:20:00Z,52.00,50.00
2026-03-13T07:22:00Z,52.00,50.00
2026-03-13T07:25:00Z,52.00,51.26
2026-03-13T07:26:00Z,52.00,51.00
2026-03-13T07:27:00Z,50.00,51.00
2026-03-13T07:28:00Z,50.00,51.00
2026-03-13T07:32:00Z,50.00,51.00
2026-03-13T07:46:00Z,50.00,51.00
2026-03-13T07:49:00Z,50.00,51.00
2026-03-13T07:53:00Z,50.00,51.00
2026-03-13T08:11:00Z,51.00,51.00
2026-03-13T08:20:00Z,51.00,51.00
2026-03-13T08:40:00Z,51.00,51.00
2026-03-13T09:12:00Z,51.00,51.00
2026-03-13T09:26:00Z,51.00,51.00
2026-03-13T09:27:00Z,51.00,51.00
2026-03-13T10:06:00Z,51.00,51.00
2026-03-13T10:09:00Z,50.00,51.00
2026-03-13T10:10:00Z,50.00,51.00
