# event_ticker=KXATPMATCH-25OCT30CERSIN
# final_score=7-5 6-1
# score_resolution=5-7 1-6
# match_winner=Jannik Sinner
# fav_player=Francisco Cerundolo
# dog_player=Jannik Sinner
# kalshi_date=2025-10-30
timestamp,Francisco Cerundolo,Jannik Sinner
2025-10-30T14:03:00Z,8.00,93.00
2025-10-30T14:04:00Z,8.00,93.00
2025-10-30T14:06:00Z,8.00,94.00
2025-10-30T14:07:00Z,8.00,94.00
2025-10-30T14:09:00Z,8.00,94.00
2025-10-30T14:10:00Z,8.00,94.00
2025-10-30T14:11:00Z,8.00,94.00
2025-10-30T14:13:00Z,8.00,94.00
2025-10-30T14:15:00Z,8.00,94.00
2025-10-30T14:16:00Z,8.00,94.00
2025-10-30T14:17:00Z,8.00,94.00
2025-10-30T14:18:00Z,8.00,94.00
2025-10-30T14:21:00Z,7.06,94.00
2025-10-30T14:22:00Z,8.00,94.00
2025-10-30T14:23:00Z,8.00,94.00
2025-10-30T14:25:00Z,8.00,94.00
2025-10-30T14:26:00Z,8.00,94.00
2025-10-30T14:27:00Z,8.00,94.00
2025-10-30T14:35:00Z,8.00,94.00
2025-10-30T14:36:00Z,8.00,94.00
2025-10-30T14:40:00Z,8.00,94.00
2025-10-30T14:41:00Z,8.00,94.00
2025-10-30T14:43:00Z,8.00,94.00
2025-10-30T14:44:00Z,8.00,94.00
2025-10-30T14:45:00Z,8.00,94.00
2025-10-30T14:48:00Z,8.00,94.00
2025-10-30T14:49:00Z,8.00,94.00
2025-10-30T14:52:00Z,8.00,94.00
2025-10-30T14:53:00Z,8.00,94.00
2025-10-30T15:02:00Z,8.00,94.00
2025-10-30T15:04:00Z,8.00,94.00
2025-10-30T15:06:00Z,8.00,94.00
2025-10-30T15:08:00Z,8.00,94.00
2025-10-30T15:10:00Z,8.00,94.00
2025-10-30T15:14:00Z,8.00,94.00
2025-10-30T15:15:00Z,8.00,94.00
2025-10-30T15:16:00Z,8.00,94.00
2025-10-30T15:17:00Z,8.00,94.00
2025-10-30T15:18:00Z,8.00,94.00
2025-10-30T15:20:00Z,8.00,94.00
2025-10-30T15:21:00Z,8.00,94.00
2025-10-30T15:24:00Z,8.00,94.00
2025-10-30T15:25:00Z,8.00,94.00
2025-10-30T15:29:00Z,7.00,94.00
2025-10-30T15:30:00Z,8.00,94.00
2025-10-30T15:31:00Z,8.00,94.00
2025-10-30T15:34:00Z,8.00,94.00
2025-10-30T15:35:00Z,8.00,94.00
2025-10-30T15:38:00Z,8.00,94.00
2025-10-30T15:40:00Z,8.00,94.00
2025-10-30T15:41:00Z,8.00,94.00
2025-10-30T15:45:00Z,7.00,94.00
2025-10-30T15:46:00Z,7.00,94.00
2025-10-30T15:48:00Z,8.00,94.00
2025-10-30T15:50:00Z,7.99,94.00
2025-10-30T15:52:00Z,8.00,94.00
2025-10-30T15:53:00Z,8.00,94.00
2025-10-30T15:54:00Z,8.00,94.00
2025-10-30T15:55:00Z,8.00,94.00
2025-10-30T15:57:00Z,8.00,94.00
2025-10-30T15:58:00Z,8.00,94.00
2025-10-30T16:02:00Z,8.00,94.00
2025-10-30T16:04:00Z,7.00,94.00
2025-10-30T16:09:00Z,7.02,94.00
2025-10-30T16:11:00Z,7.00,94.00
2025-10-30T16:12:00Z,7.00,94.00
2025-10-30T16:13:00Z,7.00,94.00
2025-10-30T16:15:00Z,7.00,94.00
2025-10-30T16:16:00Z,7.00,94.00
2025-10-30T16:17:00Z,7.00,94.00
2025-10-30T16:19:00Z,7.00,94.00
2025-10-30T16:21:00Z,7.00,94.00
2025-10-30T16:28:00Z,7.00,94.00
2025-10-30T16:32:00Z,7.00,94.00
2025-10-30T16:33:00Z,7.00,94.00
2025-10-30T16:34:00Z,7.00,94.00
2025-10-30T16:36:00Z,7.00,94.00
2025-10-30T16:37:00Z,7.00,94.00
2025-10-30T16:38:00Z,7.00,94.00
2025-10-30T16:39:00Z,7.00,94.00
2025-10-30T16:40:00Z,7.00,94.00
2025-10-30T16:41:00Z,7.00,94.00
2025-10-30T16:43:00Z,7.00,94.00
2025-10-30T16:44:00Z,7.00,94.00
2025-10-30T16:45:00Z,7.00,94.00
2025-10-30T16:47:00Z,7.00,94.00
2025-10-30T16:48:00Z,7.00,93.50
2025-10-30T16:49:00Z,7.00,93.50
2025-10-30T16:50:00Z,7.00,93.50
2025-10-30T16:51:00Z,7.00,93.50
2025-10-30T16:52:00Z,7.00,93.50
2025-10-30T16:53:00Z,7.00,93.50
2025-10-30T16:56:00Z,7.00,94.00
2025-10-30T16:57:00Z,7.00,93.03
2025-10-30T16:58:00Z,7.00,94.00
2025-10-30T16:59:00Z,7.00,94.00
2025-10-30T17:00:00Z,7.00,94.00
2025-10-30T17:01:00Z,7.00,94.00
2025-10-30T17:02:00Z,7.00,94.00
2025-10-30T17:03:00Z,7.00,94.00
2025-10-30T17:04:00Z,7.00,94.00
2025-10-30T17:05:00Z,7.00,94.00
2025-10-30T17:06:00Z,7.00,94.00
2025-10-30T17:08:00Z,7.00,94.00
2025-10-30T17:09:00Z,7.00,94.00
2025-10-30T17:10:00Z,7.00,94.00
2025-10-30T17:11:00Z,7.00,94.00
2025-10-30T17:12:00Z,7.00,94.00
2025-10-30T17:13:00Z,7.00,94.89
2025-10-30T17:14:00Z,7.00,94.89
2025-10-30T17:15:00Z,7.00,94.89
2025-10-30T17:16:00Z,7.00,95.00
2025-10-30T17:17:00Z,7.00,95.00
2025-10-30T17:18:00Z,7.00,95.00
2025-10-30T17:19:00Z,7.00,95.00
2025-10-30T17:20:00Z,7.00,95.00
2025-10-30T17:21:00Z,7.00,95.00
2025-10-30T17:22:00Z,7.00,95.00
2025-10-30T17:23:00Z,7.00,95.00
2025-10-30T17:24:00Z,6.46,95.00
2025-10-30T17:26:00Z,7.00,95.00
2025-10-30T17:27:00Z,7.00,95.00
2025-10-30T17:28:00Z,7.00,95.00
2025-10-30T17:29:00Z,7.00,95.00
2025-10-30T17:30:00Z,7.00,95.00
2025-10-30T17:31:00Z,7.00,95.00
2025-10-30T17:32:00Z,7.00,94.97
2025-10-30T17:33:00Z,7.00,95.00
2025-10-30T17:34:00Z,7.00,95.00
2025-10-30T17:35:00Z,7.00,95.00
2025-10-30T17:36:00Z,7.00,95.00
2025-10-30T17:37:00Z,7.00,95.00
2025-10-30T17:38:00Z,7.00,95.00
2025-10-30T17:39:00Z,7.00,95.00
2025-10-30T17:40:00Z,7.00,95.00
2025-10-30T17:41:00Z,7.00,95.00
2025-10-30T17:42:00Z,7.00,95.00
2025-10-30T17:43:00Z,7.00,95.00
2025-10-30T17:44:00Z,7.00,95.00
2025-10-30T17:45:00Z,7.00,95.00
2025-10-30T17:46:00Z,7.00,95.00
2025-10-30T17:47:00Z,7.00,95.00
2025-10-30T17:48:00Z,7.00,95.00
2025-10-30T17:49:00Z,7.00,95.00
2025-10-30T17:50:00Z,7.00,95.00
2025-10-30T17:51:00Z,7.00,95.00
2025-10-30T17:52:00Z,7.00,95.00
2025-10-30T17:53:00Z,7.00,95.00
2025-10-30T17:54:00Z,7.00,94.00
2025-10-30T17:55:00Z,7.00,94.26
2025-10-30T17:56:00Z,6.50,94.91
2025-10-30T17:57:00Z,7.00,94.91
2025-10-30T17:58:00Z,7.00,94.91
2025-10-30T17:59:00Z,7.00,94.91
2025-10-30T18:00:00Z,6.83,94.91
2025-10-30T18:01:00Z,7.00,94.91
2025-10-30T18:02:00Z,7.00,94.33
2025-10-30T18:03:00Z,7.00,94.33
2025-10-30T18:04:00Z,7.00,94.33
2025-10-30T18:05:00Z,7.00,94.01
2025-10-30T18:06:00Z,7.00,94.01
2025-10-30T18:07:00Z,7.00,95.00
2025-10-30T18:08:00Z,7.00,95.00
2025-10-30T18:09:00Z,7.00,95.00
2025-10-30T18:10:00Z,6.14,95.00
2025-10-30T18:11:00Z,6.00,96.00
2025-10-30T18:12:00Z,4.96,95.90
2025-10-30T18:13:00Z,6.35,95.00
2025-10-30T18:14:00Z,6.34,95.00
2025-10-30T18:15:00Z,6.63,95.00
2025-10-30T18:16:00Z,6.24,95.00
2025-10-30T18:17:00Z,6.00,95.00
2025-10-30T18:18:00Z,6.00,95.00
2025-10-30T18:19:00Z,6.00,95.67
2025-10-30T18:20:00Z,6.00,96.00
2025-10-30T18:21:00Z,4.58,95.00
2025-10-30T18:22:00Z,3.48,97.00
2025-10-30T18:23:00Z,3.38,98.00
2025-10-30T18:24:00Z,3.01,97.00
2025-10-30T18:25:00Z,3.12,97.00
2025-10-30T18:26:00Z,4.18,96.01
2025-10-30T18:27:00Z,4.39,97.00
2025-10-30T18:28:00Z,4.00,95.95
2025-10-30T18:29:00Z,6.33,95.00
2025-10-30T18:30:00Z,6.00,95.00
2025-10-30T18:31:00Z,5.39,95.07
2025-10-30T18:32:00Z,8.22,92.80
2025-10-30T18:33:00Z,6.08,94.25
2025-10-30T18:34:00Z,4.00,96.51
2025-10-30T18:35:00Z,3.64,96.00
2025-10-30T18:36:00Z,4.20,97.00
2025-10-30T18:37:00Z,6.21,95.86
2025-10-30T18:38:00Z,8.81,90.64
2025-10-30T18:39:00Z,9.09,91.46
2025-10-30T18:40:00Z,8.92,91.25
2025-10-30T18:41:00Z,10.76,89.53
2025-10-30T18:42:00Z,14.15,86.38
2025-10-30T18:43:00Z,13.27,87.70
2025-10-30T18:44:00Z,12.25,88.94
2025-10-30T18:45:00Z,10.70,90.00
2025-10-30T18:46:00Z,10.49,90.00
2025-10-30T18:47:00Z,10.97,89.84
2025-10-30T18:48:00Z,11.89,89.00
2025-10-30T18:49:00Z,15.98,87.71
2025-10-30T18:50:00Z,16.93,85.22
2025-10-30T18:51:00Z,14.69,86.76
2025-10-30T18:52:00Z,14.06,87.02
2025-10-30T18:53:00Z,12.21,87.73
2025-10-30T18:54:00Z,12.87,87.03
2025-10-30T18:55:00Z,11.81,89.21
2025-10-30T18:56:00Z,12.73,88.00
2025-10-30T18:57:00Z,11.98,90.43
2025-10-30T18:58:00Z,6.67,92.67
2025-10-30T18:59:00Z,6.55,94.01
2025-10-30T19:00:00Z,6.52,94.06
2025-10-30T19:01:00Z,5.14,95.61
2025-10-30T19:02:00Z,4.73,94.08
2025-10-30T19:03:00Z,5.71,94.99
2025-10-30T19:04:00Z,5.42,95.47
2025-10-30T19:05:00Z,6.08,95.54
2025-10-30T19:06:00Z,5.12,95.24
2025-10-30T19:07:00Z,5.09,95.00
2025-10-30T19:08:00Z,5.20,94.99
2025-10-30T19:09:00Z,5.58,95.00
2025-10-30T19:10:00Z,4.84,95.95
2025-10-30T19:11:00Z,4.82,95.53
2025-10-30T19:12:00Z,5.44,95.13
2025-10-30T19:13:00Z,3.68,96.00
2025-10-30T19:14:00Z,2.14,97.34
2025-10-30T19:15:00Z,1.49,97.94
2025-10-30T19:16:00Z,1.11,99.00
2025-10-30T19:17:00Z,1.84,98.00
2025-10-30T19:18:00Z,1.92,99.00
2025-10-30T19:19:00Z,1.33,99.00
2025-10-30T19:20:00Z,2.00,99.00
2025-10-30T19:21:00Z,1.37,99.00
2025-10-30T19:22:00Z,1.03,99.00
2025-10-30T19:23:00Z,1.10,99.00
2025-10-30T19:24:00Z,1.05,98.00
2025-10-30T19:25:00Z,1.97,98.00
2025-10-30T19:26:00Z,2.24,98.69
2025-10-30T19:27:00Z,1.70,99.00
2025-10-30T19:28:00Z,1.76,99.00
2025-10-30T19:30:00Z,2.00,99.00
2025-10-30T19:31:00Z,1.22,99.00
2025-10-30T19:32:00Z,1.36,99.00
2025-10-30T19:33:00Z,1.00,99.00
2025-10-30T19:34:00Z,1.00,99.00
2025-10-30T19:36:00Z,1.00,99.00
