# event_ticker=KXATPCHALLENGERMATCH-26APR10NAPSCH
# final_score=3-6 6-1 6-4
# score_resolution=6-3 1-6 4-6
# match_winner=Stefano Napolitano
# fav_player=Tristan Schoolkate
# dog_player=Stefano Napolitano
# kalshi_date=2026-04-10
timestamp,Tristan Schoolkate,Stefano Napolitano
2026-04-10T18:12:00Z,45.00,55.00
2026-04-10T18:13:00Z,45.00,55.00
2026-04-10T18:14:00Z,45.00,55.00
2026-04-10T18:16:00Z,45.00,55.00
2026-04-10T18:24:00Z,45.00,54.00
2026-04-10T18:25:00Z,45.00,54.00
2026-04-10T18:36:00Z,46.00,54.00
2026-04-10T18:37:00Z,46.00,55.26
2026-04-10T18:38:00Z,46.00,55.26
2026-04-10T18:39:00Z,46.00,55.26
2026-04-10T18:42:00Z,46.00,57.00
2026-04-10T18:44:00Z,46.00,57.00
2026-04-10T18:45:00Z,46.00,57.00
2026-04-10T18:46:00Z,46.00,57.00
2026-04-10T19:03:00Z,46.00,57.00
2026-04-10T19:07:00Z,46.00,57.00
2026-04-10T19:12:00Z,46.00,57.00
2026-04-10T19:14:00Z,46.00,57.00
2026-04-10T19:18:00Z,46.00,57.00
2026-04-10T19:21:00Z,46.00,57.00
2026-04-10T19:28:00Z,46.00,57.00
2026-04-10T19:30:00Z,46.00,57.00
2026-04-10T19:36:00Z,46.00,57.00
2026-04-10T19:39:00Z,44.02,57.00
2026-04-10T19:42:00Z,44.02,57.00
2026-04-10T19:44:00Z,45.04,57.00
2026-04-10T19:46:00Z,45.04,57.00
2026-04-10T19:52:00Z,46.00,57.00
2026-04-10T19:54:00Z,46.00,56.77
2026-04-10T19:55:00Z,46.00,57.00
2026-04-10T19:57:00Z,46.00,57.00
2026-04-10T19:59:00Z,46.00,57.00
2026-04-10T20:02:00Z,46.00,57.00
2026-04-10T20:05:00Z,46.00,57.00
2026-04-10T20:08:00Z,46.00,57.00
2026-04-10T20:12:00Z,46.00,57.00
2026-04-10T20:14:00Z,46.00,57.00
2026-04-10T20:15:00Z,46.00,57.00
2026-04-10T20:17:00Z,45.00,57.00
2026-04-10T20:19:00Z,45.00,57.00
2026-04-10T20:20:00Z,45.00,57.00
2026-04-10T20:21:00Z,46.00,56.00
2026-04-10T20:22:00Z,46.00,56.00
2026-04-10T20:23:00Z,46.00,56.00
2026-04-10T20:24:00Z,46.00,56.00
2026-04-10T20:25:00Z,46.00,56.00
2026-04-10T20:26:00Z,46.00,57.00
2026-04-10T20:30:00Z,46.00,55.02
2026-04-10T20:31:00Z,46.00,57.00
2026-04-10T20:34:00Z,45.91,57.00
2026-04-10T20:35:00Z,45.91,57.00
2026-04-10T20:36:00Z,45.00,57.00
2026-04-10T20:38:00Z,45.00,57.00
2026-04-10T20:40:00Z,45.00,57.00
2026-04-10T20:41:00Z,45.00,57.00
2026-04-10T20:43:00Z,45.00,57.00
2026-04-10T20:44:00Z,45.00,57.00
2026-04-10T20:45:00Z,45.00,57.11
2026-04-10T20:46:00Z,45.00,58.00
2026-04-10T20:47:00Z,45.00,58.00
2026-04-10T20:48:00Z,45.00,58.00
2026-04-10T20:49:00Z,45.00,58.00
2026-04-10T20:50:00Z,45.00,58.00
2026-04-10T20:51:00Z,45.00,58.00
2026-04-10T20:52:00Z,45.00,58.00
2026-04-10T20:53:00Z,45.00,58.00
2026-04-10T20:54:00Z,45.00,58.00
2026-04-10T20:55:00Z,45.00,58.00
2026-04-10T20:57:00Z,45.00,58.00
2026-04-10T20:58:00Z,45.00,58.00
2026-04-10T20:59:00Z,45.00,57.00
2026-04-10T21:00:00Z,45.00,58.00
2026-04-10T21:01:00Z,45.00,58.00
2026-04-10T21:02:00Z,44.00,58.00
2026-04-10T21:03:00Z,45.00,58.00
2026-04-10T21:04:00Z,45.00,58.00
2026-04-10T21:05:00Z,45.00,57.07
2026-04-10T21:06:00Z,45.00,57.50
2026-04-10T21:07:00Z,45.00,57.50
2026-04-10T21:08:00Z,44.98,57.54
2026-04-10T21:09:00Z,45.90,57.53
2026-04-10T21:10:00Z,45.98,57.00
2026-04-10T21:11:00Z,46.00,57.88
2026-04-10T21:12:00Z,46.00,57.00
2026-04-10T21:13:00Z,47.66,56.92
2026-04-10T21:14:00Z,47.04,55.19
2026-04-10T21:15:00Z,46.99,53.63
2026-04-10T21:16:00Z,46.96,54.95
2026-04-10T21:17:00Z,46.99,55.21
2026-04-10T21:18:00Z,46.41,54.93
2026-04-10T21:19:00Z,47.13,54.97
2026-04-10T21:20:00Z,47.55,54.00
2026-04-10T21:21:00Z,47.96,54.38
2026-04-10T21:22:00Z,48.16,54.00
2026-04-10T21:23:00Z,48.00,54.34
2026-04-10T21:24:00Z,48.47,53.90
2026-04-10T21:25:00Z,49.00,55.80
2026-04-10T21:26:00Z,48.42,54.00
2026-04-10T21:27:00Z,48.93,54.00
2026-04-10T21:28:00Z,47.94,54.04
2026-04-10T21:29:00Z,48.00,53.24
2026-04-10T21:30:00Z,47.89,54.99
2026-04-10T21:31:00Z,48.00,54.99
2026-04-10T21:32:00Z,48.00,53.33
2026-04-10T21:33:00Z,47.97,54.47
2026-04-10T21:34:00Z,47.64,54.33
2026-04-10T21:35:00Z,48.00,54.33
2026-04-10T21:36:00Z,48.27,54.66
2026-04-10T21:37:00Z,48.11,53.05
2026-04-10T21:38:00Z,48.67,53.69
2026-04-10T21:39:00Z,49.20,52.69
2026-04-10T21:40:00Z,49.06,52.97
2026-04-10T21:41:00Z,51.21,51.88
2026-04-10T21:42:00Z,53.30,48.05
2026-04-10T21:43:00Z,54.08,47.93
2026-04-10T21:44:00Z,53.60,46.94
2026-04-10T21:45:00Z,51.27,49.44
2026-04-10T21:46:00Z,49.05,52.28
2026-04-10T21:47:00Z,41.70,59.44
2026-04-10T21:48:00Z,44.04,56.18
2026-04-10T21:49:00Z,50.14,50.54
2026-04-10T21:50:00Z,51.09,50.00
2026-04-10T21:51:00Z,50.94,49.70
2026-04-10T21:52:00Z,51.43,49.01
2026-04-10T21:53:00Z,48.51,51.47
2026-04-10T21:54:00Z,51.15,49.56
2026-04-10T21:55:00Z,50.03,49.47
2026-04-10T21:56:00Z,50.75,50.14
2026-04-10T21:57:00Z,50.98,50.51
2026-04-10T21:58:00Z,49.27,51.67
2026-04-10T21:59:00Z,50.95,51.31
2026-04-10T22:00:00Z,49.47,51.29
2026-04-10T22:01:00Z,47.19,54.56
2026-04-10T22:02:00Z,50.28,50.23
2026-04-10T22:03:00Z,50.97,51.07
2026-04-10T22:04:00Z,49.11,51.71
2026-04-10T22:05:00Z,48.43,53.91
2026-04-10T22:06:00Z,50.39,49.80
2026-04-10T22:07:00Z,50.37,50.97
2026-04-10T22:08:00Z,52.46,50.34
2026-04-10T22:09:00Z,58.08,44.77
2026-04-10T22:10:00Z,54.95,43.30
2026-04-10T22:11:00Z,68.47,28.56
2026-04-10T22:12:00Z,73.85,25.73
2026-04-10T22:13:00Z,73.30,26.14
2026-04-10T22:14:00Z,73.92,26.05
2026-04-10T22:15:00Z,72.83,26.29
2026-04-10T22:16:00Z,72.22,27.54
2026-04-10T22:17:00Z,73.03,27.17
2026-04-10T22:18:00Z,76.80,26.02
2026-04-10T22:19:00Z,82.01,18.44
2026-04-10T22:20:00Z,78.46,22.13
2026-04-10T22:21:00Z,79.06,23.33
2026-04-10T22:22:00Z,76.94,24.19
2026-04-10T22:23:00Z,72.66,27.95
2026-04-10T22:24:00Z,72.44,29.65
2026-04-10T22:25:00Z,70.36,32.32
2026-04-10T22:26:00Z,71.65,31.75
2026-04-10T22:27:00Z,69.85,31.86
2026-04-10T22:28:00Z,63.82,37.45
2026-04-10T22:29:00Z,66.92,36.38
2026-04-10T22:30:00Z,56.17,45.75
2026-04-10T22:31:00Z,52.89,47.53
2026-04-10T22:32:00Z,49.77,51.19
2026-04-10T22:33:00Z,53.30,46.93
2026-04-10T22:34:00Z,52.01,49.02
2026-04-10T22:35:00Z,51.12,49.44
2026-04-10T22:36:00Z,51.26,49.96
2026-04-10T22:37:00Z,51.14,49.89
2026-04-10T22:38:00Z,47.15,54.94
2026-04-10T22:39:00Z,42.05,58.33
2026-04-10T22:40:00Z,43.71,58.23
2026-04-10T22:41:00Z,42.85,57.15
2026-04-10T22:42:00Z,40.31,60.69
2026-04-10T22:43:00Z,40.30,61.16
2026-04-10T22:44:00Z,39.72,60.64
2026-04-10T22:45:00Z,42.15,59.01
2026-04-10T22:46:00Z,43.56,57.97
2026-04-10T22:47:00Z,44.98,55.25
2026-04-10T22:48:00Z,42.71,58.29
2026-04-10T22:49:00Z,42.96,58.78
2026-04-10T22:50:00Z,44.57,56.91
2026-04-10T22:51:00Z,45.08,57.15
2026-04-10T22:52:00Z,43.67,56.79
2026-04-10T22:53:00Z,43.20,57.34
2026-04-10T22:54:00Z,43.85,57.22
2026-04-10T22:55:00Z,44.62,55.57
2026-04-10T22:56:00Z,50.59,51.50
2026-04-10T22:57:00Z,53.61,47.66
2026-04-10T22:58:00Z,54.02,47.72
2026-04-10T22:59:00Z,50.48,51.19
2026-04-10T23:00:00Z,48.73,52.14
2026-04-10T23:01:00Z,49.01,51.33
2026-04-10T23:02:00Z,51.10,50.89
2026-04-10T23:03:00Z,52.14,49.89
2026-04-10T23:04:00Z,45.88,56.31
2026-04-10T23:05:00Z,47.69,54.20
2026-04-10T23:06:00Z,48.24,55.13
2026-04-10T23:07:00Z,53.10,47.80
2026-04-10T23:08:00Z,53.73,46.76
2026-04-10T23:09:00Z,50.45,50.96
2026-04-10T23:10:00Z,52.62,50.84
2026-04-10T23:11:00Z,63.39,35.60
2026-04-10T23:12:00Z,80.63,19.06
2026-04-10T23:13:00Z,84.23,15.46
2026-04-10T23:14:00Z,84.86,15.93
2026-04-10T23:15:00Z,83.79,18.29
2026-04-10T23:16:00Z,80.46,21.12
2026-04-10T23:17:00Z,72.67,25.16
2026-04-10T23:18:00Z,81.90,17.85
2026-04-10T23:19:00Z,69.84,35.85
2026-04-10T23:20:00Z,55.30,44.45
2026-04-10T23:21:00Z,55.10,46.28
2026-04-10T23:22:00Z,57.99,43.88
2026-04-10T23:23:00Z,58.81,44.44
2026-04-10T23:24:00Z,53.48,47.76
2026-04-10T23:25:00Z,49.40,50.71
2026-04-10T23:26:00Z,57.73,43.79
2026-04-10T23:27:00Z,53.06,45.84
2026-04-10T23:28:00Z,26.22,66.73
2026-04-10T23:29:00Z,17.46,81.32
2026-04-10T23:30:00Z,16.73,81.63
2026-04-10T23:31:00Z,15.92,84.74
2026-04-10T23:32:00Z,26.52,71.65
2026-04-10T23:33:00Z,27.20,71.55
2026-04-10T23:34:00Z,11.47,88.15
2026-04-10T23:35:00Z,10.37,88.97
2026-04-10T23:36:00Z,6.55,94.29
2026-04-10T23:37:00Z,2.29,97.80
2026-04-10T23:38:00Z,8.23,92.19
2026-04-10T23:39:00Z,10.85,88.83
2026-04-10T23:40:00Z,11.30,88.96
2026-04-10T23:41:00Z,7.76,92.64
2026-04-10T23:42:00Z,10.38,89.78
2026-04-10T23:43:00Z,3.02,97.08
2026-04-10T23:44:00Z,1.00,99.00
2026-04-10T23:45:00Z,1.00,99.00
2026-04-10T23:46:00Z,1.00,99.00
2026-04-10T23:47:00Z,1.00,99.00
2026-04-10T23:48:00Z,1.00,99.00
2026-04-10T23:49:00Z,1.00,99.00
2026-04-10T23:50:00Z,1.00,99.00
2026-04-10T23:51:00Z,1.00,99.00
2026-04-10T23:52:00Z,1.00,99.00
