# event_ticker=KXATPCHALLENGERMATCH-26MAY12SIMLOK
# final_score=6-4 4-6 6-4
# score_resolution=4-6 6-4 4-6
# match_winner=Laurent Lokoli
# fav_player=Ilia Simakin
# dog_player=Laurent Lokoli
# kalshi_date=2026-05-12
timestamp,Ilia Simakin,Laurent Lokoli
2026-05-11T21:39:00Z,41.11,
2026-05-11T22:14:00Z,41.11,62.00
2026-05-11T22:31:00Z,41.11,61.00
2026-05-11T23:25:00Z,41.11,63.00
2026-05-11T23:28:00Z,41.11,61.80
2026-05-11T23:30:00Z,41.11,63.00
2026-05-12T01:11:00Z,41.11,61.00
2026-05-12T01:18:00Z,41.11,61.00
2026-05-12T02:38:00Z,41.11,61.00
2026-05-12T03:05:00Z,41.11,61.00
2026-05-12T04:24:00Z,41.11,61.00
2026-05-12T04:27:00Z,40.00,61.00
2026-05-12T04:29:00Z,40.00,61.00
2026-05-12T05:27:00Z,41.00,61.00
2026-05-12T05:43:00Z,41.00,60.00
2026-05-12T06:02:00Z,41.00,58.00
2026-05-12T06:51:00Z,41.00,60.00
2026-05-12T07:57:00Z,42.00,60.00
2026-05-12T08:14:00Z,42.00,60.00
2026-05-12T08:30:00Z,42.00,60.00
2026-05-12T09:06:00Z,43.89,60.00
2026-05-12T09:11:00Z,44.00,60.00
2026-05-12T09:12:00Z,47.00,60.00
2026-05-12T09:14:00Z,50.00,51.50
2026-05-12T09:15:00Z,50.00,51.50
2026-05-12T09:18:00Z,47.00,51.50
2026-05-12T09:21:00Z,47.00,51.17
2026-05-12T09:24:00Z,43.00,51.17
2026-05-12T09:33:00Z,49.00,51.17
2026-05-12T09:36:00Z,49.00,61.00
2026-05-12T09:37:00Z,33.00,65.84
2026-05-12T09:38:00Z,26.70,76.71
2026-05-12T09:39:00Z,22.00,76.71
2026-05-12T09:40:00Z,21.00,79.99
2026-05-12T09:41:00Z,21.00,81.60
2026-05-12T09:42:00Z,21.00,84.00
2026-05-12T09:43:00Z,21.00,84.00
2026-05-12T09:44:00Z,21.00,85.00
2026-05-12T09:47:00Z,13.73,85.91
2026-05-12T09:48:00Z,16.81,85.91
2026-05-12T09:49:00Z,16.67,85.91
2026-05-12T09:50:00Z,16.00,83.00
2026-05-12T09:51:00Z,19.00,83.00
2026-05-12T09:52:00Z,20.00,83.00
2026-05-12T09:53:00Z,23.43,83.00
2026-05-12T09:56:00Z,23.73,83.00
2026-05-12T09:57:00Z,29.10,83.00
2026-05-12T09:58:00Z,31.00,83.00
2026-05-12T09:59:00Z,33.00,71.00
2026-05-12T10:00:00Z,33.00,71.00
2026-05-12T10:03:00Z,35.75,63.26
2026-05-12T10:04:00Z,36.26,64.00
2026-05-12T10:05:00Z,36.26,63.00
2026-05-12T10:06:00Z,36.00,64.00
2026-05-12T10:07:00Z,36.06,62.00
2026-05-12T10:09:00Z,33.38,66.00
2026-05-12T10:10:00Z,33.02,66.00
2026-05-12T10:11:00Z,35.00,66.00
2026-05-12T10:12:00Z,35.35,66.00
2026-05-12T10:13:00Z,37.00,64.00
2026-05-12T10:15:00Z,38.96,64.00
2026-05-12T10:16:00Z,40.00,59.08
2026-05-12T10:17:00Z,40.00,61.00
2026-05-12T10:18:00Z,37.04,62.00
2026-05-12T10:19:00Z,39.10,62.00
2026-05-12T10:20:00Z,38.00,62.00
2026-05-12T10:21:00Z,38.00,62.00
2026-05-12T10:22:00Z,37.00,62.00
2026-05-12T10:23:00Z,38.03,61.00
2026-05-12T10:24:00Z,37.06,61.00
2026-05-12T10:25:00Z,31.17,73.91
2026-05-12T10:26:00Z,35.44,67.39
2026-05-12T10:28:00Z,35.44,64.00
2026-05-12T10:29:00Z,30.47,68.63
2026-05-12T10:30:00Z,34.00,68.63
2026-05-12T10:31:00Z,37.00,68.63
2026-05-12T10:32:00Z,40.00,61.00
2026-05-12T10:35:00Z,37.00,61.00
2026-05-12T10:36:00Z,37.00,63.00
2026-05-12T10:37:00Z,35.00,63.00
2026-05-12T10:38:00Z,40.00,61.67
2026-05-12T10:39:00Z,33.00,66.00
2026-05-12T10:40:00Z,25.82,73.57
2026-05-12T10:41:00Z,23.00,78.00
2026-05-12T10:42:00Z,23.00,75.04
2026-05-12T10:43:00Z,24.34,73.00
2026-05-12T10:44:00Z,26.90,72.00
2026-05-12T10:45:00Z,37.72,63.67
2026-05-12T10:46:00Z,42.68,59.12
2026-05-12T10:47:00Z,44.03,56.27
