# event_ticker=KXATPCHALLENGERMATCH-26MAY12SIMLOK
# final_score=6-4 4-6 6-4
# score_resolution=4-6 6-4 4-6
# match_winner=Laurent Lokoli
# fav_player=Ilia Simakin
# dog_player=Laurent Lokoli
# kalshi_date=2026-05-12
timestamp,Ilia Simakin,Laurent Lokoli
2026-05-12T10:48:00Z,44.46,56.00
2026-05-12T10:49:00Z,44.00,56.00
2026-05-12T10:50:00Z,45.00,57.00
2026-05-12T10:51:00Z,46.00,57.00
2026-05-12T10:52:00Z,46.02,56.00
2026-05-12T10:53:00Z,47.00,56.00
2026-05-12T10:54:00Z,44.46,56.00
2026-05-12T10:55:00Z,40.45,55.52
2026-05-12T10:56:00Z,37.17,67.66
2026-05-12T10:57:00Z,33.68,72.49
2026-05-12T10:58:00Z,25.94,75.89
2026-05-12T10:59:00Z,23.62,76.43
2026-05-12T11:00:00Z,21.02,79.84
2026-05-12T11:01:00Z,25.97,78.79
2026-05-12T11:02:00Z,22.69,77.59
2026-05-12T11:03:00Z,23.76,75.03
2026-05-12T11:04:00Z,30.41,70.16
2026-05-12T11:05:00Z,34.29,68.00
2026-05-12T11:06:00Z,40.64,58.52
2026-05-12T11:07:00Z,42.14,57.10
2026-05-12T11:08:00Z,50.00,52.85
2026-05-12T11:09:00Z,54.00,48.00
2026-05-12T11:10:00Z,54.93,46.95
2026-05-12T11:11:00Z,59.36,42.12
2026-05-12T11:12:00Z,63.69,37.00
2026-05-12T11:13:00Z,63.37,37.02
2026-05-12T11:14:00Z,58.55,42.63
2026-05-12T11:15:00Z,56.25,46.34
2026-05-12T11:16:00Z,51.03,50.03
2026-05-12T11:17:00Z,48.36,51.86
2026-05-12T11:18:00Z,48.18,52.45
2026-05-12T11:19:00Z,47.80,53.90
2026-05-12T11:20:00Z,55.21,45.02
2026-05-12T11:21:00Z,57.00,45.00
2026-05-12T11:22:00Z,56.50,45.09
2026-05-12T11:23:00Z,63.46,36.70
2026-05-12T11:24:00Z,71.38,29.53
2026-05-12T11:25:00Z,66.64,36.14
2026-05-12T11:26:00Z,56.92,44.80
2026-05-12T11:27:00Z,57.66,43.29
2026-05-12T11:28:00Z,52.86,47.37
2026-05-12T11:29:00Z,47.25,52.48
2026-05-12T11:30:00Z,41.59,57.53
2026-05-12T11:31:00Z,41.47,57.23
2026-05-12T11:32:00Z,52.96,48.47
2026-05-12T11:33:00Z,58.97,41.91
2026-05-12T11:34:00Z,59.06,42.99
2026-05-12T11:35:00Z,53.66,46.92
2026-05-12T11:36:00Z,51.37,48.68
2026-05-12T11:37:00Z,49.41,51.15
2026-05-12T11:38:00Z,51.81,51.54
2026-05-12T11:39:00Z,35.83,65.04
2026-05-12T11:40:00Z,18.44,78.67
2026-05-12T11:41:00Z,18.20,83.22
2026-05-12T11:42:00Z,13.28,87.93
2026-05-12T11:43:00Z,11.70,88.74
2026-05-12T11:44:00Z,8.65,90.00
2026-05-12T11:45:00Z,6.26,92.84
2026-05-12T11:46:00Z,1.76,97.93
2026-05-12T11:47:00Z,1.51,98.38
2026-05-12T11:48:00Z,1.51,99.00
2026-05-12T11:49:00Z,1.00,99.00
2026-05-12T11:50:00Z,1.00,99.00
2026-05-12T11:51:00Z,1.00,99.00
2026-05-12T11:52:00Z,1.00,99.00
