# event_ticker=KXATPMATCH-26APR09MACSIN
# final_score=6-1 6-7(3) 6-3
# score_resolution=6-1 6-7 6-3
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Tomas Machac
# kalshi_date=2026-04-09
timestamp,Jannik Sinner,Tomas Machac
2026-04-08T23:36:00Z,97.00,
2026-04-08T23:37:00Z,97.00,4.00
2026-04-08T23:38:00Z,97.00,4.21
2026-04-08T23:40:00Z,97.00,5.00
2026-04-08T23:52:00Z,97.00,5.00
2026-04-09T00:10:00Z,97.00,5.00
2026-04-09T00:11:00Z,97.00,5.00
2026-04-09T00:12:00Z,97.00,5.00
2026-04-09T00:28:00Z,97.00,5.00
2026-04-09T00:31:00Z,97.00,5.00
2026-04-09T00:32:00Z,96.00,5.00
2026-04-09T00:34:00Z,96.00,5.00
2026-04-09T00:35:00Z,96.00,5.00
2026-04-09T00:36:00Z,96.00,5.00
2026-04-09T00:38:00Z,96.00,5.00
2026-04-09T00:39:00Z,96.00,5.00
2026-04-09T00:41:00Z,96.00,4.00
2026-04-09T00:45:00Z,97.00,4.00
2026-04-09T00:46:00Z,97.00,5.00
2026-04-09T00:50:00Z,96.00,5.00
2026-04-09T00:55:00Z,96.00,5.00
2026-04-09T01:01:00Z,96.00,5.00
2026-04-09T01:02:00Z,96.13,5.00
2026-04-09T01:04:00Z,96.13,5.00
2026-04-09T01:06:00Z,96.13,5.00
2026-04-09T01:08:00Z,96.13,5.00
2026-04-09T01:10:00Z,97.00,5.00
2026-04-09T01:11:00Z,97.00,5.00
2026-04-09T01:14:00Z,97.00,5.00
2026-04-09T01:16:00Z,97.00,5.00
2026-04-09T01:21:00Z,97.00,5.00
2026-04-09T01:35:00Z,97.00,5.00
2026-04-09T01:36:00Z,97.00,4.00
2026-04-09T01:37:00Z,97.00,4.15
2026-04-09T01:38:00Z,97.00,5.00
2026-04-09T01:43:00Z,97.00,5.00
2026-04-09T01:44:00Z,97.00,5.00
2026-04-09T01:51:00Z,97.00,5.00
2026-04-09T01:52:00Z,97.00,5.00
2026-04-09T01:53:00Z,97.00,5.00
2026-04-09T01:55:00Z,96.00,5.00
2026-04-09T01:57:00Z,97.00,5.00
2026-04-09T02:03:00Z,97.00,5.00
2026-04-09T02:06:00Z,97.00,5.00
2026-04-09T02:07:00Z,97.00,5.00
2026-04-09T02:08:00Z,97.00,5.00
2026-04-09T02:10:00Z,97.00,5.00
2026-04-09T02:12:00Z,97.00,5.00
2026-04-09T02:13:00Z,97.00,5.00
2026-04-09T02:14:00Z,97.00,5.00
2026-04-09T02:19:00Z,97.00,5.00
2026-04-09T02:21:00Z,97.00,5.00
2026-04-09T02:25:00Z,97.00,5.00
2026-04-09T02:36:00Z,96.17,5.00
2026-04-09T02:38:00Z,96.17,5.00
2026-04-09T02:40:00Z,96.17,5.00
2026-04-09T02:45:00Z,96.17,5.00
2026-04-09T02:51:00Z,96.17,5.00
2026-04-09T02:52:00Z,97.00,5.00
2026-04-09T02:53:00Z,97.00,5.00
2026-04-09T02:56:00Z,96.00,5.00
2026-04-09T02:58:00Z,96.00,5.00
2026-04-09T02:59:00Z,96.00,5.00
2026-04-09T03:00:00Z,96.00,5.00
2026-04-09T03:01:00Z,96.00,5.00
2026-04-09T03:03:00Z,96.00,5.00
2026-04-09T03:14:00Z,96.00,5.00
2026-04-09T03:15:00Z,97.00,5.00
2026-04-09T03:20:00Z,96.00,5.00
2026-04-09T03:21:00Z,96.00,5.00
2026-04-09T03:22:00Z,96.00,5.00
2026-04-09T03:23:00Z,97.00,5.00
2026-04-09T03:30:00Z,96.00,5.00
2026-04-09T03:31:00Z,96.00,5.00
2026-04-09T03:32:00Z,96.00,5.00
2026-04-09T03:33:00Z,96.00,5.00
2026-04-09T03:43:00Z,97.00,5.00
2026-04-09T03:45:00Z,97.00,5.00
2026-04-09T03:47:00Z,97.00,5.00
2026-04-09T03:50:00Z,97.00,5.00
2026-04-09T03:52:00Z,97.00,5.00
2026-04-09T03:55:00Z,97.00,5.00
2026-04-09T03:57:00Z,97.00,5.00
2026-04-09T04:00:00Z,97.00,5.00
2026-04-09T04:08:00Z,97.00,5.00
2026-04-09T04:09:00Z,97.00,5.00
2026-04-09T04:11:00Z,97.00,5.00
2026-04-09T04:12:00Z,97.00,5.00
2026-04-09T04:14:00Z,97.00,5.00
2026-04-09T04:15:00Z,97.00,5.00
2026-04-09T04:17:00Z,96.00,5.00
2026-04-09T04:18:00Z,96.00,5.00
2026-04-09T04:19:00Z,96.00,5.00
2026-04-09T04:23:00Z,96.00,5.00
2026-04-09T04:24:00Z,96.00,5.00
2026-04-09T04:27:00Z,96.00,5.00
2026-04-09T04:28:00Z,97.00,5.00
2026-04-09T04:29:00Z,97.00,5.00
2026-04-09T04:30:00Z,97.00,5.00
2026-04-09T04:31:00Z,97.00,5.00
2026-04-09T04:32:00Z,97.00,5.00
2026-04-09T04:35:00Z,97.00,5.00
2026-04-09T04:36:00Z,97.00,5.00
2026-04-09T04:37:00Z,96.00,5.00
2026-04-09T04:38:00Z,97.00,5.00
2026-04-09T04:39:00Z,97.00,5.00
2026-04-09T04:40:00Z,96.00,5.00
2026-04-09T04:41:00Z,96.76,4.88
2026-04-09T04:43:00Z,96.76,5.00
2026-04-09T04:44:00Z,97.00,5.00
2026-04-09T04:45:00Z,97.00,5.00
2026-04-09T04:46:00Z,97.00,4.00
2026-04-09T04:47:00Z,97.00,4.00
2026-04-09T04:48:00Z,97.00,4.00
2026-04-09T04:49:00Z,97.00,4.00
2026-04-09T04:50:00Z,97.00,4.00
2026-04-09T04:51:00Z,96.00,4.00
2026-04-09T04:52:00Z,97.00,4.00
2026-04-09T04:54:00Z,97.00,4.00
2026-04-09T04:55:00Z,97.00,4.00
2026-04-09T04:56:00Z,97.00,4.00
2026-04-09T04:57:00Z,96.00,4.00
2026-04-09T04:58:00Z,96.00,4.00
2026-04-09T04:59:00Z,96.00,4.00
2026-04-09T05:01:00Z,96.00,4.00
2026-04-09T05:02:00Z,97.00,4.00
2026-04-09T05:03:00Z,97.00,4.35
2026-04-09T05:05:00Z,97.00,4.00
2026-04-09T05:06:00Z,97.00,4.00
2026-04-09T05:07:00Z,97.00,4.00
2026-04-09T05:09:00Z,97.00,4.00
2026-04-09T05:10:00Z,97.00,4.00
2026-04-09T05:11:00Z,97.00,4.00
2026-04-09T05:12:00Z,97.00,3.00
2026-04-09T05:14:00Z,97.00,3.00
2026-04-09T05:15:00Z,97.00,4.00
2026-04-09T05:16:00Z,97.00,4.00
2026-04-09T05:18:00Z,97.00,4.00
2026-04-09T05:20:00Z,97.00,4.00
2026-04-09T05:22:00Z,97.00,4.00
2026-04-09T05:24:00Z,97.00,4.00
2026-04-09T05:25:00Z,97.00,4.00
2026-04-09T05:26:00Z,97.00,4.00
2026-04-09T05:27:00Z,96.00,4.00
2026-04-09T05:28:00Z,97.00,4.00
2026-04-09T05:31:00Z,97.00,4.00
2026-04-09T05:32:00Z,97.00,4.00
2026-04-09T05:33:00Z,97.00,4.00
2026-04-09T05:34:00Z,97.00,4.00
2026-04-09T05:36:00Z,97.00,4.00
2026-04-09T05:37:00Z,97.00,4.00
2026-04-09T05:38:00Z,97.00,4.00
2026-04-09T05:41:00Z,97.00,4.00
2026-04-09T05:44:00Z,97.00,4.00
2026-04-09T05:49:00Z,97.00,4.00
2026-04-09T05:51:00Z,97.00,4.00
2026-04-09T05:54:00Z,97.00,4.00
2026-04-09T05:56:00Z,97.00,4.00
2026-04-09T05:57:00Z,97.00,4.00
2026-04-09T05:59:00Z,97.00,4.00
2026-04-09T06:00:00Z,97.00,4.00
2026-04-09T06:01:00Z,97.00,4.00
2026-04-09T06:04:00Z,97.00,4.00
2026-04-09T06:09:00Z,97.00,4.00
2026-04-09T06:10:00Z,98.00,4.00
2026-04-09T06:11:00Z,97.00,4.00
2026-04-09T06:14:00Z,97.00,4.00
2026-04-09T06:16:00Z,97.00,4.00
2026-04-09T06:19:00Z,97.00,4.00
2026-04-09T06:21:00Z,97.00,4.00
2026-04-09T06:23:00Z,97.00,4.00
2026-04-09T06:26:00Z,97.00,4.00
2026-04-09T06:28:00Z,97.00,4.00
2026-04-09T06:30:00Z,97.00,4.00
2026-04-09T06:33:00Z,97.00,4.00
2026-04-09T06:39:00Z,97.00,3.98
2026-04-09T06:40:00Z,97.00,4.00
2026-04-09T06:42:00Z,97.00,4.00
2026-04-09T06:43:00Z,97.00,4.00
2026-04-09T06:45:00Z,97.00,4.00
2026-04-09T06:47:00Z,97.00,4.00
2026-04-09T06:50:00Z,97.00,4.00
2026-04-09T06:51:00Z,97.00,4.00
2026-04-09T06:52:00Z,97.00,4.00
2026-04-09T06:53:00Z,97.00,4.00
2026-04-09T06:54:00Z,97.00,4.00
2026-04-09T06:55:00Z,97.00,4.00
2026-04-09T09:01:00Z,97.00,4.00
2026-04-09T09:02:00Z,97.00,4.00
2026-04-09T09:03:00Z,97.00,4.00
2026-04-09T09:05:00Z,97.00,4.00
2026-04-09T09:06:00Z,97.00,4.00
2026-04-09T09:08:00Z,97.00,4.00
2026-04-09T09:09:00Z,97.00,4.00
2026-04-09T09:10:00Z,97.00,4.00
2026-04-09T09:11:00Z,97.00,4.00
2026-04-09T09:13:00Z,97.00,4.00
2026-04-09T09:14:00Z,97.00,4.00
2026-04-09T09:15:00Z,97.00,4.00
2026-04-09T09:16:00Z,97.00,4.00
2026-04-09T09:18:00Z,97.00,4.00
2026-04-09T09:19:00Z,97.00,4.00
2026-04-09T09:22:00Z,97.00,4.00
2026-04-09T09:25:00Z,97.00,4.00
2026-04-09T09:26:00Z,97.00,4.00
2026-04-09T09:27:00Z,97.00,4.00
2026-04-09T09:28:00Z,97.00,4.00
2026-04-09T09:29:00Z,97.00,4.00
2026-04-09T09:30:00Z,97.00,4.00
2026-04-09T09:32:00Z,96.45,4.00
2026-04-09T09:33:00Z,96.45,4.20
2026-04-09T09:34:00Z,96.45,5.00
2026-04-09T09:35:00Z,96.45,3.00
2026-04-09T09:43:00Z,96.45,5.00
2026-04-09T09:44:00Z,96.45,3.00
2026-04-09T09:45:00Z,97.00,3.00
2026-04-09T09:50:00Z,97.00,3.00
2026-04-09T09:52:00Z,97.00,4.00
2026-04-09T09:53:00Z,97.00,4.00
2026-04-09T09:54:00Z,97.00,4.00
2026-04-09T09:55:00Z,97.00,4.00
2026-04-09T09:56:00Z,97.00,4.00
