# event_ticker=KXATPCHALLENGERMATCH-26MAR13NESMRV
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Maxim Mrva
# fav_player=Pyotr Nesterov
# dog_player=Maxim Mrva
# kalshi_date=2026-03-13
timestamp,Pyotr Nesterov,Maxim Mrva
2026-03-13T02:06:00Z,,60.00
2026-03-13T02:43:00Z,,59.00
2026-03-13T02:59:00Z,,59.00
2026-03-13T03:12:00Z,,59.40
2026-03-13T03:38:00Z,,59.00
2026-03-13T03:57:00Z,,59.75
2026-03-13T04:07:00Z,,60.00
2026-03-13T04:08:00Z,42.00,60.00
2026-03-13T04:11:00Z,42.00,60.00
2026-03-13T04:13:00Z,42.00,60.00
2026-03-13T04:19:00Z,42.00,60.00
2026-03-13T04:22:00Z,42.00,60.00
2026-03-13T04:25:00Z,42.00,60.00
2026-03-13T04:27:00Z,42.00,61.00
2026-03-13T04:29:00Z,42.00,61.00
2026-03-13T04:36:00Z,42.96,61.00
2026-03-13T04:41:00Z,42.33,61.00
2026-03-13T04:47:00Z,42.33,61.00
2026-03-13T04:49:00Z,42.00,61.00
2026-03-13T04:52:00Z,43.40,61.00
2026-03-13T04:54:00Z,43.40,59.21
2026-03-13T04:55:00Z,42.00,59.21
2026-03-13T04:56:00Z,42.00,61.00
2026-03-13T05:01:00Z,42.00,61.00
2026-03-13T05:02:00Z,42.00,61.00
2026-03-13T05:03:00Z,42.00,61.00
2026-03-13T05:05:00Z,42.00,61.00
2026-03-13T05:06:00Z,42.00,61.00
2026-03-13T05:07:00Z,42.00,61.00
2026-03-13T05:08:00Z,42.00,61.00
2026-03-13T05:14:00Z,42.00,61.00
2026-03-13T05:15:00Z,42.00,61.00
2026-03-13T05:20:00Z,42.00,61.00
2026-03-13T05:21:00Z,42.00,61.00
2026-03-13T05:22:00Z,42.00,61.00
2026-03-13T05:25:00Z,42.00,61.00
2026-03-13T05:28:00Z,42.00,61.00
2026-03-13T05:34:00Z,42.00,61.00
2026-03-13T05:40:00Z,42.00,61.00
2026-03-13T05:41:00Z,42.00,62.00
2026-03-13T05:42:00Z,42.00,62.00
2026-03-13T05:44:00Z,42.00,62.00
2026-03-13T05:45:00Z,42.00,62.00
2026-03-13T05:46:00Z,42.00,62.00
2026-03-13T05:47:00Z,42.00,62.00
2026-03-13T05:49:00Z,42.53,62.00
2026-03-13T05:51:00Z,42.53,57.00
2026-03-13T05:52:00Z,43.00,57.00
2026-03-13T05:53:00Z,43.00,59.00
2026-03-13T05:55:00Z,43.00,59.00
2026-03-13T05:56:00Z,43.00,59.00
2026-03-13T05:57:00Z,43.00,59.00
2026-03-13T05:58:00Z,43.76,59.00
2026-03-13T05:59:00Z,44.00,59.00
2026-03-13T06:00:00Z,44.00,59.00
2026-03-13T06:01:00Z,44.00,59.00
2026-03-13T06:03:00Z,44.00,60.00
2026-03-13T06:05:00Z,44.00,60.00
2026-03-13T06:10:00Z,43.00,60.00
2026-03-13T06:11:00Z,43.00,60.00
2026-03-13T06:15:00Z,43.00,60.00
2026-03-13T06:16:00Z,43.00,60.00
2026-03-13T06:20:00Z,43.00,60.00
2026-03-13T06:21:00Z,43.00,60.00
2026-03-13T06:22:00Z,43.00,60.00
2026-03-13T06:23:00Z,43.00,60.00
2026-03-13T06:31:00Z,43.00,58.00
2026-03-13T06:32:00Z,43.00,58.00
2026-03-13T06:33:00Z,44.00,58.00
2026-03-13T06:39:00Z,44.00,58.00
2026-03-13T06:40:00Z,45.00,58.00
2026-03-13T06:43:00Z,44.71,57.00
2026-03-13T06:44:00Z,45.00,57.00
2026-03-13T06:47:00Z,45.00,57.00
2026-03-13T06:48:00Z,45.15,57.00
2026-03-13T06:50:00Z,45.15,57.00
2026-03-13T06:53:00Z,46.00,57.00
2026-03-13T06:55:00Z,46.00,57.00
2026-03-13T06:56:00Z,46.00,57.00
2026-03-13T07:02:00Z,46.00,58.00
2026-03-13T07:04:00Z,46.00,58.00
2026-03-13T07:06:00Z,46.00,58.00
2026-03-13T07:11:00Z,43.00,58.00
2026-03-13T07:12:00Z,43.00,58.00
2026-03-13T07:14:00Z,43.00,58.15
2026-03-13T07:15:00Z,43.00,58.15
2026-03-13T07:16:00Z,43.00,58.00
2026-03-13T07:17:00Z,43.00,58.00
2026-03-13T07:19:00Z,43.00,58.00
2026-03-13T07:20:00Z,45.00,58.00
2026-03-13T07:25:00Z,45.00,58.00
2026-03-13T07:26:00Z,45.00,58.00
2026-03-13T07:27:00Z,45.37,58.00
2026-03-13T07:29:00Z,45.37,58.00
2026-03-13T07:30:00Z,45.37,58.00
2026-03-13T07:31:00Z,45.37,58.00
2026-03-13T07:32:00Z,46.00,58.00
2026-03-13T07:33:00Z,46.00,58.00
2026-03-13T07:34:00Z,46.00,58.00
2026-03-13T07:41:00Z,46.00,58.00
2026-03-13T07:45:00Z,46.00,58.00
2026-03-13T07:46:00Z,46.00,58.00
2026-03-13T07:47:00Z,46.00,58.00
2026-03-13T07:48:00Z,46.00,58.00
2026-03-13T07:52:00Z,46.00,58.00
2026-03-13T07:53:00Z,46.00,58.00
2026-03-13T07:54:00Z,46.00,58.52
2026-03-13T07:57:00Z,45.00,59.00
2026-03-13T07:59:00Z,45.00,59.00
2026-03-13T08:00:00Z,45.00,59.00
2026-03-13T08:05:00Z,45.00,58.56
2026-03-13T08:06:00Z,45.00,58.56
2026-03-13T08:14:00Z,45.00,59.00
2026-03-13T08:15:00Z,44.00,59.00
2026-03-13T08:24:00Z,44.00,59.00
