# event_ticker=KXATPCHALLENGERMATCH-26FEB27DHAAJD
# final_score=3-6 7-6(8) 6-4
# score_resolution=3-6 7-6 6-4
# match_winner=Duje Ajdukovic
# fav_player=Duje Ajdukovic
# dog_player=Manas Dhamne
# kalshi_date=2026-02-27
timestamp,Duje Ajdukovic,Manas Dhamne
2026-02-27T00:49:00Z,59.00,43.00
2026-02-27T01:28:00Z,59.00,43.00
2026-02-27T01:38:00Z,59.00,43.00
2026-02-27T02:05:00Z,59.00,43.00
2026-02-27T02:21:00Z,59.00,41.00
2026-02-27T03:13:00Z,59.00,41.00
2026-02-27T03:16:00Z,59.00,41.00
2026-02-27T03:30:00Z,59.00,41.00
2026-02-27T03:36:00Z,59.00,42.00
2026-02-27T03:44:00Z,59.00,42.00
2026-02-27T03:55:00Z,59.00,42.00
2026-02-27T04:03:00Z,59.00,42.00
2026-02-27T04:04:00Z,59.00,42.00
2026-02-27T04:13:00Z,59.00,42.00
2026-02-27T04:16:00Z,59.00,42.00
2026-02-27T04:18:00Z,59.00,42.00
2026-02-27T04:21:00Z,59.00,42.00
2026-02-27T04:24:00Z,60.00,42.00
2026-02-27T04:27:00Z,60.00,42.00
2026-02-27T04:44:00Z,60.00,42.00
2026-02-27T04:49:00Z,60.00,42.00
2026-02-27T04:56:00Z,60.00,42.00
2026-02-27T04:59:00Z,60.00,42.00
2026-02-27T05:01:00Z,60.00,42.00
2026-02-27T05:02:00Z,60.00,42.00
2026-02-27T05:19:00Z,60.00,42.00
2026-02-27T05:22:00Z,60.00,42.00
2026-02-27T05:23:00Z,60.00,42.00
2026-02-27T05:28:00Z,60.00,42.00
2026-02-27T05:29:00Z,58.00,42.00
2026-02-27T05:46:00Z,60.00,42.00
2026-02-27T05:49:00Z,60.00,42.00
2026-02-27T05:50:00Z,60.00,42.00
2026-02-27T05:52:00Z,60.00,42.35
2026-02-27T05:54:00Z,58.44,42.35
2026-02-27T05:55:00Z,58.44,43.00
2026-02-27T05:58:00Z,60.00,43.00
2026-02-27T06:01:00Z,60.00,43.00
2026-02-27T06:02:00Z,60.00,43.00
2026-02-27T06:08:00Z,60.00,42.00
2026-02-27T06:12:00Z,60.00,42.00
2026-02-27T06:13:00Z,60.00,42.00
2026-02-27T06:16:00Z,60.00,42.00
2026-02-27T06:18:00Z,60.00,42.00
2026-02-27T06:20:00Z,60.00,42.00
2026-02-27T06:21:00Z,60.00,42.00
2026-02-27T06:22:00Z,60.00,42.00
2026-02-27T06:23:00Z,60.00,42.00
2026-02-27T06:26:00Z,60.00,42.00
2026-02-27T06:27:00Z,60.44,42.00
2026-02-27T06:31:00Z,60.44,42.00
2026-02-27T06:32:00Z,60.00,42.00
2026-02-27T06:36:00Z,60.42,42.00
2026-02-27T06:43:00Z,60.00,41.00
2026-02-27T06:45:00Z,60.54,41.00
2026-02-27T06:46:00Z,60.54,41.02
2026-02-27T06:47:00Z,60.54,41.00
2026-02-27T06:48:00Z,61.00,41.00
2026-02-27T06:50:00Z,61.00,41.00
2026-02-27T06:53:00Z,61.00,41.00
2026-02-27T06:54:00Z,61.00,41.00
2026-02-27T06:55:00Z,61.00,41.00
2026-02-27T06:56:00Z,61.00,41.00
2026-02-27T06:58:00Z,61.00,41.00
2026-02-27T07:00:00Z,61.00,41.00
2026-02-27T07:04:00Z,61.00,41.00
2026-02-27T07:05:00Z,61.00,40.00
2026-02-27T07:06:00Z,61.00,40.00
2026-02-27T07:07:00Z,61.41,40.00
2026-02-27T07:08:00Z,61.00,40.00
2026-02-27T07:11:00Z,61.00,40.00
2026-02-27T07:16:00Z,61.00,40.00
2026-02-27T07:18:00Z,62.00,40.00
2026-02-27T07:20:00Z,62.00,40.00
2026-02-27T07:21:00Z,62.00,40.00
2026-02-27T07:23:00Z,62.00,40.00
2026-02-27T07:24:00Z,62.00,40.00
2026-02-27T07:30:00Z,61.00,40.00
2026-02-27T07:34:00Z,61.00,40.00
2026-02-27T07:36:00Z,61.00,40.00
2026-02-27T07:39:00Z,61.00,40.00
2026-02-27T07:41:00Z,61.00,40.00
2026-02-27T07:42:00Z,61.00,40.00
2026-02-27T07:44:00Z,60.00,40.00
2026-02-27T07:49:00Z,60.00,40.00
2026-02-27T07:54:00Z,61.00,40.00
2026-02-27T07:56:00Z,61.00,40.00
2026-02-27T08:02:00Z,61.00,41.00
2026-02-27T08:04:00Z,61.00,41.00
2026-02-27T08:05:00Z,61.00,41.00
2026-02-27T08:06:00Z,61.00,39.13
2026-02-27T08:13:00Z,61.00,40.00
2026-02-27T08:14:00Z,61.00,40.00
2026-02-27T08:15:00Z,61.00,41.00
2026-02-27T08:16:00Z,61.00,41.00
2026-02-27T08:19:00Z,61.00,41.00
2026-02-27T08:21:00Z,61.00,41.00
2026-02-27T08:24:00Z,61.00,41.00
2026-02-27T08:26:00Z,61.00,40.00
2026-02-27T08:31:00Z,61.00,40.00
2026-02-27T08:32:00Z,61.00,40.00
2026-02-27T08:33:00Z,61.00,40.00
2026-02-27T08:34:00Z,61.00,40.00
2026-02-27T08:35:00Z,61.00,39.00
2026-02-27T08:36:00Z,59.24,39.00
2026-02-27T08:38:00Z,61.00,39.00
2026-02-27T08:39:00Z,61.00,40.00
2026-02-27T08:40:00Z,61.00,40.00
2026-02-27T08:41:00Z,61.00,40.00
2026-02-27T08:43:00Z,61.00,40.00
2026-02-27T08:47:00Z,60.00,40.00
2026-02-27T08:49:00Z,60.57,40.00
2026-02-27T08:50:00Z,61.00,40.00
2026-02-27T08:51:00Z,61.00,40.00
2026-02-27T08:52:00Z,61.00,40.00
2026-02-27T08:53:00Z,61.00,40.00
2026-02-27T08:55:00Z,60.00,40.00
2026-02-27T08:56:00Z,60.61,40.00
2026-02-27T08:58:00Z,61.00,40.00
2026-02-27T08:59:00Z,61.00,40.00
2026-02-27T09:00:00Z,61.00,40.00
2026-02-27T09:01:00Z,61.00,40.00
2026-02-27T09:02:00Z,61.00,40.00
2026-02-27T09:03:00Z,60.47,40.00
2026-02-27T09:05:00Z,61.00,40.00
2026-02-27T09:06:00Z,61.00,40.00
2026-02-27T09:07:00Z,61.00,40.00
2026-02-27T09:08:00Z,61.00,40.03
2026-02-27T09:09:00Z,61.00,41.00
2026-02-27T09:10:00Z,61.00,41.00
2026-02-27T09:11:00Z,61.00,41.00
2026-02-27T09:12:00Z,61.00,41.00
2026-02-27T09:13:00Z,61.00,41.00
2026-02-27T09:15:00Z,61.00,41.00
2026-02-27T09:18:00Z,61.00,41.00
2026-02-27T09:24:00Z,61.00,41.00
2026-02-27T09:26:00Z,61.00,41.00
2026-02-27T09:28:00Z,62.00,41.00
2026-02-27T09:30:00Z,62.00,41.00
2026-02-27T09:31:00Z,61.00,41.00
2026-02-27T09:32:00Z,61.97,41.00
2026-02-27T09:33:00Z,61.97,41.00
2026-02-27T09:34:00Z,62.00,41.00
2026-02-27T09:36:00Z,62.00,41.00
2026-02-27T09:37:00Z,62.00,41.00
2026-02-27T09:38:00Z,62.00,41.00
2026-02-27T09:39:00Z,62.00,41.00
2026-02-27T09:42:00Z,59.00,41.00
2026-02-27T09:44:00Z,59.00,41.00
2026-02-27T09:45:00Z,61.00,41.00
2026-02-27T09:46:00Z,61.00,39.00
2026-02-27T09:47:00Z,59.29,41.00
2026-02-27T09:48:00Z,59.29,41.00
