# event_ticker=KXATPMATCH-25SEP26MANBUB
# final_score=6-3 6-2
# match_winner=Adrian Mannarino
# fav_player=Adrian Mannarino
# dog_player=Alexander Bublik
# kalshi_date=2025-09-26
timestamp,Adrian Mannarino,Alexander Bublik
2025-09-25T21:22:00Z,34.00,
2025-09-25T22:00:00Z,34.00,
2025-09-25T22:03:00Z,34.00,67.00
2025-09-25T22:33:00Z,34.00,67.00
2025-09-25T22:38:00Z,34.00,67.00
2025-09-25T23:07:00Z,34.00,67.00
2025-09-25T23:08:00Z,34.00,67.00
2025-09-25T23:32:00Z,33.00,67.00
2025-09-25T23:44:00Z,33.00,68.00
2025-09-25T23:58:00Z,33.00,68.00
2025-09-26T00:01:00Z,33.00,68.00
2025-09-26T00:39:00Z,32.00,68.00
2025-09-26T01:10:00Z,32.00,69.00
2025-09-26T01:22:00Z,32.00,69.00
2025-09-26T01:39:00Z,32.00,69.00
2025-09-26T01:40:00Z,32.00,69.00
2025-09-26T01:50:00Z,32.00,69.00
2025-09-26T01:51:00Z,32.00,69.00
2025-09-26T01:55:00Z,32.00,69.00
2025-09-26T02:19:00Z,32.00,69.00
2025-09-26T02:33:00Z,32.00,69.00
2025-09-26T02:40:00Z,32.00,69.00
2025-09-26T02:54:00Z,32.00,69.00
2025-09-26T03:18:00Z,32.00,69.00
2025-09-26T03:21:00Z,32.00,69.00
2025-09-26T03:23:00Z,32.00,69.00
2025-09-26T03:25:00Z,32.00,69.00
2025-09-26T03:28:00Z,32.00,70.00
2025-09-26T03:29:00Z,32.00,70.00
2025-09-26T03:34:00Z,32.00,70.00
2025-09-26T03:38:00Z,32.00,70.00
2025-09-26T03:45:00Z,32.00,68.00
2025-09-26T03:47:00Z,31.00,68.00
2025-09-26T03:49:00Z,31.00,70.00
2025-09-26T03:52:00Z,31.00,70.00
2025-09-26T03:53:00Z,31.00,70.00
2025-09-26T03:55:00Z,31.00,70.00
2025-09-26T03:57:00Z,31.00,70.00
2025-09-26T03:58:00Z,31.00,70.00
2025-09-26T04:07:00Z,31.00,70.00
2025-09-26T04:20:00Z,31.00,70.00
2025-09-26T04:24:00Z,31.00,70.00
2025-09-26T04:27:00Z,31.00,70.00
2025-09-26T04:28:00Z,31.00,70.00
2025-09-26T04:34:00Z,31.00,70.00
2025-09-26T04:35:00Z,31.00,70.00
2025-09-26T04:46:00Z,31.00,70.00
2025-09-26T04:47:00Z,31.00,70.00
2025-09-26T04:49:00Z,31.00,70.00
2025-09-26T04:50:00Z,31.00,70.00
2025-09-26T04:56:00Z,31.00,70.68
2025-09-26T05:03:00Z,31.00,70.68
2025-09-26T05:05:00Z,31.00,70.50
2025-09-26T05:08:00Z,31.00,71.00
2025-09-26T05:09:00Z,31.00,71.00
2025-09-26T05:12:00Z,31.00,71.00
2025-09-26T05:14:00Z,31.00,71.00
2025-09-26T05:15:00Z,31.00,71.00
2025-09-26T05:18:00Z,31.00,71.00
2025-09-26T05:35:00Z,31.00,71.00
2025-09-26T05:36:00Z,31.00,71.00
2025-09-26T05:38:00Z,31.00,71.00
2025-09-26T05:41:00Z,31.00,71.00
2025-09-26T05:42:00Z,31.00,71.00
2025-09-26T05:44:00Z,31.00,71.00
2025-09-26T05:45:00Z,31.00,71.00
2025-09-26T05:46:00Z,29.00,71.00
2025-09-26T05:47:00Z,29.00,71.00
2025-09-26T05:48:00Z,29.00,71.00
2025-09-26T05:49:00Z,29.00,71.00
2025-09-26T05:51:00Z,29.00,71.00
2025-09-26T05:52:00Z,29.00,71.00
2025-09-26T05:56:00Z,29.00,71.00
2025-09-26T05:58:00Z,31.00,71.00
2025-09-26T05:59:00Z,31.00,71.00
2025-09-26T06:09:00Z,31.00,71.00
2025-09-26T06:12:00Z,30.00,71.00
2025-09-26T06:17:00Z,30.00,71.00
2025-09-26T06:18:00Z,30.00,71.00
2025-09-26T06:21:00Z,30.00,72.00
2025-09-26T06:24:00Z,30.61,71.00
2025-09-26T06:26:00Z,30.61,71.47
2025-09-26T06:27:00Z,30.00,72.00
2025-09-26T06:30:00Z,30.00,72.00
2025-09-26T06:35:00Z,30.00,70.00
2025-09-26T06:41:00Z,30.00,72.00
2025-09-26T06:44:00Z,30.00,72.00
2025-09-26T06:46:00Z,30.00,72.00
2025-09-26T06:48:00Z,30.00,72.00
2025-09-26T06:51:00Z,30.00,72.00
2025-09-26T06:53:00Z,30.00,72.00
2025-09-26T06:57:00Z,30.00,72.00
2025-09-26T07:01:00Z,32.00,72.00
2025-09-26T07:04:00Z,32.00,72.00
2025-09-26T07:14:00Z,32.00,70.00
2025-09-26T07:18:00Z,32.00,70.00
2025-09-26T07:23:00Z,32.00,70.00
2025-09-26T07:26:00Z,32.00,70.00
2025-09-26T07:35:00Z,32.00,70.00
2025-09-26T07:36:00Z,32.00,70.00
2025-09-26T07:52:00Z,32.00,70.00
2025-09-26T07:54:00Z,31.07,70.00
2025-09-26T08:03:00Z,31.07,71.00
2025-09-26T08:05:00Z,31.07,71.00
2025-09-26T08:09:00Z,31.00,71.00
2025-09-26T08:10:00Z,31.00,71.00
2025-09-26T08:11:00Z,31.00,71.00
2025-09-26T08:14:00Z,31.00,71.00
2025-09-26T08:15:00Z,31.00,72.00
2025-09-26T08:17:00Z,31.25,71.00
2025-09-26T08:18:00Z,31.25,71.00
2025-09-26T08:19:00Z,31.25,71.00
2025-09-26T08:20:00Z,31.00,71.00
2025-09-26T08:21:00Z,30.00,71.14
2025-09-26T08:22:00Z,26.13,74.98
2025-09-26T08:23:00Z,26.13,74.55
2025-09-26T08:24:00Z,26.00,73.00
2025-09-26T08:25:00Z,28.00,70.73
2025-09-26T08:26:00Z,29.14,70.00
2025-09-26T08:27:00Z,31.00,71.78
2025-09-26T08:28:00Z,31.00,67.82
2025-09-26T08:29:00Z,34.00,67.82
2025-09-26T08:30:00Z,49.45,57.12
2025-09-26T08:31:00Z,47.74,54.00
2025-09-26T08:32:00Z,49.98,52.59
2025-09-26T08:33:00Z,49.98,50.00
2025-09-26T08:34:00Z,49.98,48.00
2025-09-26T08:35:00Z,49.98,49.59
2025-09-26T08:36:00Z,51.34,50.10
