# event_ticker=KXATPMATCH-25SEP26MANBUB
# final_score=6-3 6-2
# match_winner=Adrian Mannarino
# fav_player=Adrian Mannarino
# dog_player=Alexander Bublik
# kalshi_date=2025-09-26
timestamp,Adrian Mannarino,Alexander Bublik
2025-09-26T08:37:00Z,52.42,50.93
2025-09-26T08:38:00Z,53.23,48.55
2025-09-26T08:39:00Z,56.74,46.91
2025-09-26T08:40:00Z,56.84,45.12
2025-09-26T08:41:00Z,55.00,46.03
2025-09-26T08:42:00Z,55.00,44.44
2025-09-26T08:43:00Z,56.00,46.00
2025-09-26T08:44:00Z,58.00,46.00
2025-09-26T08:45:00Z,61.00,44.00
2025-09-26T08:46:00Z,62.77,39.34
2025-09-26T08:47:00Z,67.00,31.37
2025-09-26T08:48:00Z,65.49,32.00
2025-09-26T08:49:00Z,73.00,33.30
2025-09-26T08:50:00Z,72.52,32.14
2025-09-26T08:51:00Z,71.73,32.14
2025-09-26T08:52:00Z,71.26,30.99
2025-09-26T08:53:00Z,74.96,25.03
2025-09-26T08:54:00Z,83.46,20.77
2025-09-26T08:55:00Z,83.46,27.05
2025-09-26T08:56:00Z,83.46,25.94
2025-09-26T08:57:00Z,83.46,24.46
2025-09-26T08:58:00Z,79.00,24.62
2025-09-26T08:59:00Z,78.00,25.62
2025-09-26T09:00:00Z,74.00,26.19
2025-09-26T09:01:00Z,73.00,26.19
2025-09-26T09:02:00Z,73.00,49.00
2025-09-26T09:03:00Z,69.16,31.00
2025-09-26T09:04:00Z,62.35,40.46
2025-09-26T09:05:00Z,62.35,36.00
2025-09-26T09:06:00Z,66.84,42.00
2025-09-26T09:07:00Z,62.35,32.50
2025-09-26T09:08:00Z,75.00,27.66
2025-09-26T09:09:00Z,80.74,28.00
2025-09-26T09:10:00Z,80.16,24.68
2025-09-26T09:11:00Z,87.29,18.98
2025-09-26T09:12:00Z,94.68,7.04
2025-09-26T09:13:00Z,96.00,8.83
2025-09-26T09:14:00Z,90.28,10.05
2025-09-26T09:15:00Z,90.28,6.00
2025-09-26T09:16:00Z,90.28,9.97
2025-09-26T09:17:00Z,97.00,4.00
2025-09-26T09:18:00Z,97.59,8.00
2025-09-26T09:19:00Z,97.00,3.00
2025-09-26T09:20:00Z,97.00,1.04
2025-09-26T09:21:00Z,99.00,1.04
2025-09-26T09:22:00Z,99.00,1.04
2025-09-26T09:25:00Z,99.00,1.04
