# event_ticker=KXATPMATCH-26APR05MONGRI
# final_score=6-7(7) 6-1 6-4
# score_resolution=7-6 1-6 4-6
# match_winner=Gael Monfils
# fav_player=Tallon Griekspoor
# dog_player=Gael Monfils
# kalshi_date=2026-04-05
timestamp,Tallon Griekspoor,Gael Monfils
2026-04-05T03:00:00Z,,39.00
2026-04-05T03:05:00Z,,39.00
2026-04-05T03:10:00Z,,39.00
2026-04-05T03:19:00Z,62.00,39.00
2026-04-05T03:22:00Z,62.00,39.00
2026-04-05T03:23:00Z,62.00,39.00
2026-04-05T03:28:00Z,62.00,39.00
2026-04-05T03:38:00Z,62.00,39.00
2026-04-05T03:53:00Z,62.00,39.00
2026-04-05T03:57:00Z,62.00,39.00
2026-04-05T04:01:00Z,61.00,39.00
2026-04-05T04:31:00Z,61.00,39.00
2026-04-05T04:50:00Z,61.89,39.00
2026-04-05T04:52:00Z,60.00,39.00
2026-04-05T04:54:00Z,62.00,39.00
2026-04-05T04:57:00Z,62.00,39.00
2026-04-05T05:06:00Z,62.00,39.00
2026-04-05T05:16:00Z,62.00,39.00
2026-04-05T05:17:00Z,62.00,40.00
2026-04-05T05:19:00Z,62.00,40.00
2026-04-05T05:20:00Z,62.00,40.00
2026-04-05T05:22:00Z,62.00,40.00
2026-04-05T05:48:00Z,62.00,40.00
2026-04-05T05:49:00Z,62.00,40.00
2026-04-05T06:05:00Z,62.00,40.00
2026-04-05T06:06:00Z,62.00,40.00
2026-04-05T06:07:00Z,62.00,40.00
2026-04-05T06:11:00Z,60.00,40.00
2026-04-05T06:15:00Z,62.00,40.00
2026-04-05T06:20:00Z,62.00,40.00
2026-04-05T06:37:00Z,62.00,40.00
2026-04-05T06:41:00Z,62.00,39.00
2026-04-05T06:44:00Z,62.00,39.00
2026-04-05T06:55:00Z,62.00,39.00
2026-04-05T07:25:00Z,62.00,39.00
2026-04-05T07:36:00Z,62.00,39.00
2026-04-05T07:53:00Z,62.00,38.00
2026-04-05T07:54:00Z,62.00,38.00
2026-04-05T08:06:00Z,62.00,38.00
2026-04-05T08:13:00Z,62.00,38.00
2026-04-05T08:36:00Z,62.00,38.00
2026-04-05T08:37:00Z,62.00,39.64
2026-04-05T08:39:00Z,62.00,39.89
2026-04-05T08:41:00Z,62.00,39.89
2026-04-05T08:53:00Z,62.00,39.89
2026-04-05T09:03:00Z,62.00,40.00
2026-04-05T09:06:00Z,62.00,40.00
2026-04-05T09:22:00Z,62.00,40.00
2026-04-05T09:34:00Z,62.00,40.18
2026-04-05T09:54:00Z,62.00,40.18
2026-04-05T09:57:00Z,62.00,40.00
2026-04-05T09:59:00Z,62.00,40.00
2026-04-05T10:04:00Z,62.00,40.00
2026-04-05T10:10:00Z,62.00,40.00
2026-04-05T10:12:00Z,62.00,40.00
2026-04-05T10:22:00Z,62.00,40.00
2026-04-05T10:25:00Z,62.00,40.00
2026-04-05T10:34:00Z,62.00,40.00
2026-04-05T10:47:00Z,62.00,40.00
2026-04-05T10:56:00Z,62.00,40.00
2026-04-05T11:07:00Z,62.00,39.00
2026-04-05T11:13:00Z,62.00,39.00
2026-04-05T11:16:00Z,62.00,39.00
2026-04-05T11:26:00Z,62.00,39.00
2026-04-05T11:32:00Z,62.00,39.00
2026-04-05T11:39:00Z,62.00,39.00
2026-04-05T11:41:00Z,62.64,39.00
2026-04-05T11:47:00Z,62.64,39.00
2026-04-05T11:50:00Z,62.64,39.00
2026-04-05T11:52:00Z,62.64,39.00
2026-04-05T11:53:00Z,62.00,39.00
2026-04-05T11:55:00Z,62.00,39.00
2026-04-05T11:56:00Z,62.64,39.00
2026-04-05T12:00:00Z,61.00,39.00
2026-04-05T12:04:00Z,61.00,39.00
2026-04-05T12:05:00Z,63.00,39.00
2026-04-05T12:06:00Z,63.00,39.00
2026-04-05T12:07:00Z,63.00,39.00
2026-04-05T12:16:00Z,63.00,39.00
2026-04-05T12:22:00Z,63.00,39.00
2026-04-05T12:24:00Z,63.00,39.00
2026-04-05T12:27:00Z,64.00,39.00
2026-04-05T12:28:00Z,64.00,38.00
2026-04-05T12:30:00Z,64.96,38.00
2026-04-05T12:32:00Z,66.00,38.00
2026-04-05T12:33:00Z,66.00,34.14
2026-04-05T12:34:00Z,66.00,36.96
2026-04-05T12:36:00Z,66.00,36.00
2026-04-05T12:38:00Z,66.00,36.00
2026-04-05T12:41:00Z,66.00,36.00
2026-04-05T12:43:00Z,66.00,36.00
2026-04-05T12:44:00Z,64.08,36.00
2026-04-05T12:45:00Z,65.00,36.00
2026-04-05T12:46:00Z,65.00,36.00
2026-04-05T12:47:00Z,65.00,36.00
2026-04-05T12:48:00Z,66.00,36.00
2026-04-05T12:49:00Z,66.00,36.00
2026-04-05T12:50:00Z,66.49,36.00
2026-04-05T12:51:00Z,67.00,36.00
2026-04-05T12:52:00Z,67.00,36.00
2026-04-05T12:53:00Z,66.00,36.00
2026-04-05T12:54:00Z,66.00,36.00
2026-04-05T12:56:00Z,66.00,35.00
2026-04-05T12:58:00Z,66.00,35.00
2026-04-05T13:00:00Z,66.00,35.00
2026-04-05T13:03:00Z,66.00,35.00
2026-04-05T13:05:00Z,65.05,34.00
2026-04-05T13:07:00Z,66.00,34.00
2026-04-05T13:09:00Z,66.00,35.00
2026-04-05T13:10:00Z,66.00,35.00
2026-04-05T13:13:00Z,66.00,35.00
2026-04-05T13:16:00Z,66.00,35.00
2026-04-05T13:17:00Z,66.00,35.00
2026-04-05T13:18:00Z,66.00,35.00
2026-04-05T13:21:00Z,66.00,35.00
2026-04-05T13:22:00Z,65.00,35.00
2026-04-05T13:24:00Z,65.00,35.00
2026-04-05T13:26:00Z,65.00,36.00
2026-04-05T13:28:00Z,64.00,36.00
2026-04-05T13:31:00Z,66.00,36.00
2026-04-05T13:34:00Z,66.00,36.00
2026-04-05T13:35:00Z,66.00,36.00
2026-04-05T13:36:00Z,66.00,36.00
2026-04-05T13:37:00Z,64.00,36.00
2026-04-05T13:38:00Z,64.00,36.00
2026-04-05T13:39:00Z,66.00,36.00
2026-04-05T13:41:00Z,66.00,36.00
2026-04-05T13:42:00Z,66.00,36.00
2026-04-05T13:43:00Z,66.00,36.00
2026-04-05T13:45:00Z,66.00,36.00
2026-04-05T13:46:00Z,66.00,36.00
2026-04-05T13:47:00Z,66.00,36.00
2026-04-05T13:49:00Z,64.00,36.00
2026-04-05T13:50:00Z,66.00,36.00
2026-04-05T13:51:00Z,66.00,36.00
2026-04-05T13:52:00Z,63.73,36.00
2026-04-05T13:53:00Z,66.00,36.00
