# event_ticker=KXATPMATCH-25OCT14BUDCIL
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Marin Cilic
# fav_player=Nicolai Budkov Kjaer
# dog_player=Marin Cilic
# kalshi_date=2025-10-14
timestamp,Nicolai Budkov Kjaer,Marin Cilic
2025-10-14T11:52:00Z,52.00,50.00
2025-10-14T12:00:00Z,52.00,51.00
2025-10-14T12:12:00Z,50.00,51.00
2025-10-14T12:16:00Z,50.00,51.00
2025-10-14T12:19:00Z,50.00,51.00
2025-10-14T12:20:00Z,50.00,51.00
2025-10-14T12:21:00Z,50.00,51.00
2025-10-14T12:26:00Z,50.00,51.00
2025-10-14T12:27:00Z,51.00,51.00
2025-10-14T12:28:00Z,51.00,51.00
2025-10-14T12:34:00Z,51.00,51.00
2025-10-14T12:35:00Z,51.00,51.00
2025-10-14T12:39:00Z,51.00,51.00
2025-10-14T12:42:00Z,51.00,51.00
2025-10-14T12:44:00Z,51.00,51.00
2025-10-14T12:45:00Z,51.00,51.00
2025-10-14T12:46:00Z,51.00,51.00
2025-10-14T12:47:00Z,51.00,51.00
2025-10-14T12:52:00Z,51.00,51.00
2025-10-14T12:53:00Z,51.00,51.00
2025-10-14T12:54:00Z,51.86,51.00
2025-10-14T12:59:00Z,51.82,51.00
2025-10-14T13:00:00Z,51.82,51.00
2025-10-14T13:01:00Z,51.82,51.00
2025-10-14T13:03:00Z,51.57,51.00
2025-10-14T13:05:00Z,51.00,51.00
2025-10-14T13:06:00Z,51.00,51.00
2025-10-14T13:09:00Z,51.79,51.00
2025-10-14T13:10:00Z,51.79,50.00
2025-10-14T13:12:00Z,54.12,50.00
2025-10-14T13:13:00Z,57.27,46.54
2025-10-14T13:14:00Z,57.95,45.50
2025-10-14T13:15:00Z,56.00,45.50
2025-10-14T13:16:00Z,55.33,46.00
2025-10-14T13:17:00Z,55.00,46.00
2025-10-14T13:20:00Z,57.00,46.17
2025-10-14T13:22:00Z,55.00,46.00
2025-10-14T13:23:00Z,55.00,46.00
2025-10-14T13:24:00Z,55.00,46.00
2025-10-14T13:26:00Z,55.00,46.00
2025-10-14T13:27:00Z,55.00,46.00
2025-10-14T13:28:00Z,54.44,46.00
2025-10-14T13:29:00Z,54.44,46.00
2025-10-14T13:30:00Z,55.00,46.00
2025-10-14T13:31:00Z,56.00,46.00
2025-10-14T13:34:00Z,56.00,46.00
2025-10-14T13:35:00Z,55.00,46.00
2025-10-14T13:36:00Z,55.00,46.00
2025-10-14T13:37:00Z,55.00,46.00
2025-10-14T13:38:00Z,55.00,46.00
2025-10-14T13:39:00Z,55.00,46.00
2025-10-14T13:40:00Z,55.00,46.00
2025-10-14T13:41:00Z,55.00,47.00
2025-10-14T13:43:00Z,56.00,47.00
2025-10-14T13:44:00Z,56.00,46.00
2025-10-14T13:46:00Z,55.00,46.00
2025-10-14T13:47:00Z,55.00,46.00
2025-10-14T13:48:00Z,55.00,46.00
2025-10-14T13:49:00Z,55.00,46.00
2025-10-14T13:50:00Z,55.00,46.00
2025-10-14T13:51:00Z,55.00,46.00
2025-10-14T13:52:00Z,55.00,46.00
2025-10-14T13:53:00Z,55.00,47.00
2025-10-14T13:55:00Z,55.00,47.00
2025-10-14T13:56:00Z,55.00,47.00
2025-10-14T13:58:00Z,55.00,47.00
2025-10-14T14:00:00Z,55.00,47.00
2025-10-14T14:01:00Z,55.00,47.00
2025-10-14T14:02:00Z,55.00,48.00
2025-10-14T14:03:00Z,54.00,48.00
2025-10-14T14:04:00Z,54.00,47.00
2025-10-14T14:06:00Z,54.00,47.00
2025-10-14T14:07:00Z,54.00,47.28
2025-10-14T14:08:00Z,54.00,48.00
2025-10-14T14:09:00Z,54.00,48.00
2025-10-14T14:10:00Z,54.00,49.18
2025-10-14T14:12:00Z,53.00,48.00
2025-10-14T14:13:00Z,53.00,48.00
2025-10-14T14:14:00Z,53.00,48.00
2025-10-14T14:15:00Z,53.00,48.00
2025-10-14T14:16:00Z,53.00,48.00
2025-10-14T14:18:00Z,53.00,48.00
2025-10-14T14:19:00Z,53.00,48.00
2025-10-14T14:20:00Z,53.00,48.00
2025-10-14T14:21:00Z,53.00,48.00
2025-10-14T14:22:00Z,53.00,48.71
2025-10-14T14:23:00Z,52.00,49.00
2025-10-14T14:24:00Z,52.00,49.00
2025-10-14T14:25:00Z,52.07,49.83
2025-10-14T14:26:00Z,52.00,50.00
2025-10-14T14:27:00Z,52.27,51.40
2025-10-14T14:28:00Z,52.27,53.00
2025-10-14T14:29:00Z,48.00,54.00
2025-10-14T14:30:00Z,50.65,54.08
2025-10-14T14:31:00Z,48.36,53.50
2025-10-14T14:32:00Z,48.13,52.15
2025-10-14T14:33:00Z,46.15,59.75
2025-10-14T14:34:00Z,47.44,53.44
2025-10-14T14:35:00Z,47.63,54.98
2025-10-14T14:36:00Z,47.12,56.34
2025-10-14T14:37:00Z,46.00,56.03
2025-10-14T14:38:00Z,47.90,53.30
2025-10-14T14:39:00Z,51.97,49.65
2025-10-14T14:40:00Z,52.00,50.46
2025-10-14T14:41:00Z,48.00,51.86
2025-10-14T14:42:00Z,52.29,52.52
2025-10-14T14:43:00Z,50.29,53.23
2025-10-14T14:44:00Z,50.29,54.71
2025-10-14T14:45:00Z,49.00,54.09
2025-10-14T14:46:00Z,50.18,50.42
2025-10-14T14:47:00Z,52.00,50.42
2025-10-14T14:48:00Z,51.93,49.00
2025-10-14T14:49:00Z,50.00,52.81
2025-10-14T14:50:00Z,50.00,51.00
2025-10-14T14:51:00Z,50.00,52.00
2025-10-14T14:52:00Z,47.14,53.26
2025-10-14T14:53:00Z,48.20,53.00
2025-10-14T14:54:00Z,52.00,51.52
2025-10-14T14:55:00Z,51.06,48.35
2025-10-14T14:56:00Z,51.00,49.00
2025-10-14T14:57:00Z,55.65,46.00
2025-10-14T14:58:00Z,53.00,48.40
2025-10-14T14:59:00Z,53.00,50.69
2025-10-14T15:00:00Z,48.00,53.00
2025-10-14T15:01:00Z,48.00,53.00
2025-10-14T15:02:00Z,45.07,56.59
2025-10-14T15:03:00Z,46.05,53.19
2025-10-14T15:04:00Z,53.00,53.19
2025-10-14T15:05:00Z,54.00,48.96
2025-10-14T15:06:00Z,54.00,50.96
2025-10-14T15:07:00Z,54.00,50.70
2025-10-14T15:08:00Z,50.69,50.39
2025-10-14T15:09:00Z,47.03,52.68
2025-10-14T15:10:00Z,48.00,53.88
2025-10-14T15:11:00Z,53.92,48.04
2025-10-14T15:12:00Z,55.96,44.13
2025-10-14T15:13:00Z,59.05,42.66
2025-10-14T15:14:00Z,54.09,48.61
2025-10-14T15:15:00Z,51.00,52.30
2025-10-14T15:16:00Z,50.53,51.00
2025-10-14T15:17:00Z,50.04,51.77
2025-10-14T15:18:00Z,49.14,52.00
2025-10-14T15:19:00Z,50.58,50.01
2025-10-14T15:20:00Z,47.42,52.68
2025-10-14T15:21:00Z,36.30,59.99
2025-10-14T15:22:00Z,29.61,71.38
2025-10-14T15:23:00Z,26.00,75.60
2025-10-14T15:24:00Z,25.87,75.33
2025-10-14T15:25:00Z,24.00,77.35
2025-10-14T15:26:00Z,23.61,79.60
2025-10-14T15:27:00Z,19.35,80.57
2025-10-14T15:28:00Z,19.89,81.54
2025-10-14T15:29:00Z,22.26,76.50
2025-10-14T15:30:00Z,24.00,76.91
2025-10-14T15:31:00Z,23.06,77.48
2025-10-14T15:32:00Z,22.76,78.57
2025-10-14T15:33:00Z,20.00,81.64
2025-10-14T15:34:00Z,19.37,82.00
2025-10-14T15:35:00Z,20.00,79.60
2025-10-14T15:36:00Z,23.75,78.55
2025-10-14T15:37:00Z,23.15,78.92
2025-10-14T15:38:00Z,23.00,79.29
2025-10-14T15:39:00Z,20.00,81.97
2025-10-14T15:40:00Z,19.81,81.99
2025-10-14T15:41:00Z,20.46,82.63
2025-10-14T15:42:00Z,19.04,81.10
2025-10-14T15:43:00Z,15.56,86.17
2025-10-14T15:44:00Z,13.56,85.93
2025-10-14T15:45:00Z,13.70,87.13
2025-10-14T15:46:00Z,18.90,82.93
2025-10-14T15:47:00Z,14.36,87.12
2025-10-14T15:48:00Z,12.55,87.72
2025-10-14T15:49:00Z,14.56,86.51
2025-10-14T15:50:00Z,6.57,93.09
2025-10-14T15:51:00Z,4.20,95.94
2025-10-14T15:52:00Z,8.13,95.31
2025-10-14T15:53:00Z,2.15,96.95
2025-10-14T15:54:00Z,1.55,98.19
2025-10-14T15:55:00Z,2.00,98.00
2025-10-14T15:56:00Z,1.98,98.02
2025-10-14T15:57:00Z,2.00,98.07
2025-10-14T15:58:00Z,1.08,99.00
2025-10-14T15:59:00Z,1.00,99.00
2025-10-14T16:00:00Z,1.00,99.00
2025-10-14T16:01:00Z,1.00,99.00
