# event_ticker=KXATPMATCH-26APR25MERMOU
# final_score=6-3 6-4
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Corentin Moutet
# kalshi_date=2026-04-25
timestamp,Daniel Merida,Corentin Moutet
2026-04-25T05:25:00Z,35.00,
2026-04-25T05:45:00Z,35.00,
2026-04-25T05:46:00Z,35.00,67.00
2026-04-25T05:51:00Z,35.00,67.00
2026-04-25T05:52:00Z,35.00,67.00
2026-04-25T05:56:00Z,35.00,67.00
2026-04-25T05:57:00Z,35.00,67.00
2026-04-25T05:58:00Z,35.00,67.00
2026-04-25T06:06:00Z,35.00,67.00
2026-04-25T06:13:00Z,35.00,67.00
2026-04-25T06:14:00Z,35.00,67.00
2026-04-25T06:15:00Z,35.00,67.00
2026-04-25T06:19:00Z,35.00,67.00
2026-04-25T06:27:00Z,35.00,67.00
2026-04-25T06:43:00Z,35.00,67.00
2026-04-25T07:00:00Z,35.00,67.00
2026-04-25T07:02:00Z,35.00,67.00
2026-04-25T07:03:00Z,35.00,66.00
2026-04-25T07:17:00Z,35.00,66.00
2026-04-25T07:28:00Z,35.00,66.00
2026-04-25T08:01:00Z,35.00,66.00
2026-04-25T08:03:00Z,36.00,66.00
2026-04-25T08:13:00Z,36.00,66.00
2026-04-25T08:21:00Z,36.00,66.00
2026-04-25T08:56:00Z,36.00,66.00
2026-04-25T08:58:00Z,36.00,67.00
2026-04-25T10:10:00Z,36.00,67.00
2026-04-25T11:19:00Z,36.00,67.00
2026-04-25T11:56:00Z,36.00,67.00
2026-04-25T12:23:00Z,36.00,67.00
2026-04-25T12:25:00Z,36.00,67.00
2026-04-25T12:37:00Z,35.00,67.00
2026-04-25T12:59:00Z,35.00,67.00
2026-04-25T13:05:00Z,35.00,67.00
2026-04-25T13:21:00Z,35.00,67.00
2026-04-25T13:23:00Z,36.00,67.00
2026-04-25T13:30:00Z,36.00,67.00
2026-04-25T13:31:00Z,36.00,67.00
2026-04-25T13:38:00Z,36.00,67.00
2026-04-25T13:54:00Z,36.00,66.00
2026-04-25T13:56:00Z,36.00,66.00
2026-04-25T14:05:00Z,35.00,66.00
2026-04-25T14:08:00Z,36.00,66.00
2026-04-25T14:09:00Z,36.00,66.00
2026-04-25T14:12:00Z,36.00,66.00
2026-04-25T14:15:00Z,36.00,66.00
2026-04-25T14:23:00Z,36.00,66.00
2026-04-25T14:32:00Z,36.00,66.00
2026-04-25T14:34:00Z,36.00,66.00
2026-04-25T14:36:00Z,36.00,66.00
2026-04-25T14:48:00Z,36.00,66.00
2026-04-25T14:52:00Z,36.00,66.00
2026-04-25T15:06:00Z,36.00,66.00
2026-04-25T15:11:00Z,36.00,66.00
2026-04-25T15:15:00Z,36.00,66.00
2026-04-25T15:17:00Z,36.00,66.00
2026-04-25T15:19:00Z,36.00,66.00
2026-04-25T15:26:00Z,36.00,66.00
2026-04-25T15:29:00Z,35.00,66.00
2026-04-25T15:30:00Z,35.00,66.00
2026-04-25T15:33:00Z,36.00,66.00
2026-04-25T15:34:00Z,36.00,66.00
2026-04-25T15:35:00Z,36.00,66.00
2026-04-25T15:38:00Z,36.00,66.00
2026-04-25T15:43:00Z,36.00,66.00
2026-04-25T15:44:00Z,36.00,66.00
2026-04-25T15:45:00Z,36.00,66.00
2026-04-25T15:47:00Z,36.00,66.00
2026-04-25T15:49:00Z,36.00,66.00
2026-04-25T15:52:00Z,36.00,66.00
2026-04-25T15:53:00Z,36.00,66.00
2026-04-25T15:55:00Z,36.00,66.00
2026-04-25T15:56:00Z,36.00,66.00
2026-04-25T15:57:00Z,36.00,66.00
2026-04-25T15:58:00Z,36.00,66.00
2026-04-25T15:59:00Z,36.00,66.00
2026-04-25T16:00:00Z,36.00,66.00
2026-04-25T16:01:00Z,36.00,66.00
2026-04-25T16:02:00Z,36.00,66.00
2026-04-25T16:03:00Z,36.00,66.00
2026-04-25T16:05:00Z,36.00,65.00
2026-04-25T16:06:00Z,36.00,65.00
2026-04-25T16:07:00Z,36.00,65.00
2026-04-25T16:08:00Z,36.00,65.00
2026-04-25T16:11:00Z,36.00,65.00
2026-04-25T16:12:00Z,35.00,65.00
2026-04-25T16:15:00Z,36.00,65.00
2026-04-25T16:16:00Z,36.00,65.00
2026-04-25T16:17:00Z,36.00,65.00
2026-04-25T16:18:00Z,36.00,65.00
2026-04-25T16:20:00Z,36.00,65.00
2026-04-25T16:21:00Z,36.00,65.00
2026-04-25T16:23:00Z,36.00,65.00
2026-04-25T16:24:00Z,36.00,65.00
2026-04-25T16:25:00Z,36.00,65.00
2026-04-25T16:26:00Z,36.00,65.00
2026-04-25T16:27:00Z,36.00,65.00
2026-04-25T16:30:00Z,36.00,65.00
2026-04-25T16:31:00Z,36.00,65.00
2026-04-25T16:32:00Z,36.00,65.00
2026-04-25T16:33:00Z,36.96,65.00
2026-04-25T16:34:00Z,37.00,65.00
2026-04-25T16:36:00Z,37.00,65.00
2026-04-25T16:37:00Z,37.00,65.00
2026-04-25T16:38:00Z,37.00,65.00
2026-04-25T16:41:00Z,37.00,65.00
2026-04-25T16:44:00Z,37.00,65.00
2026-04-25T16:46:00Z,36.00,65.00
2026-04-25T16:47:00Z,36.00,65.00
2026-04-25T16:49:00Z,37.00,64.00
2026-04-25T16:51:00Z,36.00,64.00
2026-04-25T16:55:00Z,37.00,64.00
2026-04-25T16:58:00Z,37.00,64.00
2026-04-25T16:59:00Z,37.00,64.00
2026-04-25T17:00:00Z,37.87,64.00
2026-04-25T17:01:00Z,38.00,64.00
2026-04-25T17:02:00Z,38.00,64.00
2026-04-25T17:03:00Z,38.00,64.00
2026-04-25T17:04:00Z,38.00,62.59
2026-04-25T17:05:00Z,38.00,62.59
2026-04-25T17:06:00Z,38.00,64.00
2026-04-25T17:07:00Z,38.00,64.00
2026-04-25T17:08:00Z,38.00,64.11
2026-04-25T17:09:00Z,38.00,63.49
2026-04-25T17:10:00Z,38.00,64.00
2026-04-25T17:11:00Z,38.00,64.00
2026-04-25T17:12:00Z,38.00,63.65
2026-04-25T17:13:00Z,38.00,63.96
2026-04-25T17:14:00Z,38.00,64.00
2026-04-25T17:15:00Z,38.00,64.00
2026-04-25T17:16:00Z,38.00,63.00
2026-04-25T17:17:00Z,38.58,63.93
2026-04-25T17:18:00Z,36.09,65.04
2026-04-25T17:19:00Z,38.55,59.55
2026-04-25T17:20:00Z,41.71,59.00
2026-04-25T17:21:00Z,39.11,60.62
2026-04-25T17:22:00Z,40.92,60.54
2026-04-25T17:23:00Z,41.39,60.62
2026-04-25T17:24:00Z,40.12,60.05
2026-04-25T17:25:00Z,42.08,59.60
2026-04-25T17:26:00Z,44.80,55.99
2026-04-25T17:27:00Z,45.99,56.00
2026-04-25T17:28:00Z,47.40,54.37
2026-04-25T17:29:00Z,52.52,46.80
2026-04-25T17:30:00Z,50.97,51.84
2026-04-25T17:31:00Z,52.47,48.10
2026-04-25T17:32:00Z,50.83,47.37
2026-04-25T17:33:00Z,49.65,47.96
2026-04-25T17:34:00Z,54.82,47.28
2026-04-25T17:35:00Z,52.13,50.84
2026-04-25T17:36:00Z,54.35,50.69
2026-04-25T17:37:00Z,46.98,53.12
2026-04-25T17:38:00Z,49.39,48.08
2026-04-25T17:39:00Z,57.03,42.21
2026-04-25T17:40:00Z,62.16,38.04
2026-04-25T17:41:00Z,65.06,35.14
2026-04-25T17:42:00Z,66.98,34.12
2026-04-25T17:43:00Z,66.98,35.00
2026-04-25T17:44:00Z,66.81,34.86
2026-04-25T17:45:00Z,66.43,34.01
2026-04-25T17:46:00Z,65.60,34.40
2026-04-25T17:47:00Z,67.47,33.31
2026-04-25T17:48:00Z,70.59,27.89
2026-04-25T17:49:00Z,73.27,28.15
2026-04-25T17:50:00Z,72.49,27.69
2026-04-25T17:51:00Z,74.13,27.00
2026-04-25T17:52:00Z,72.44,29.94
2026-04-25T17:53:00Z,69.20,31.00
