# event_ticker=KXATPMATCH-25JUL27DAVDE
# final_score=5-7 6-1 7-6(3)
# score_resolution=7-5 1-6 6-7
# match_winner=Alex de Minaur
# fav_player=Alejandro Davidovich Fokina
# dog_player=Alex de Minaur
# kalshi_date=2025-07-27
timestamp,Alejandro Davidovich Fokina,Alex de Minaur
2025-07-28T12:19:00Z,,99.00
2025-07-28T12:36:00Z,,99.00
2025-07-28T12:38:00Z,,99.00
2025-07-28T12:42:00Z,,99.00
2025-07-28T12:48:00Z,,99.00
2025-07-28T13:02:00Z,,99.00
2025-07-28T13:30:00Z,,99.00
2025-07-28T13:42:00Z,,99.00
2025-07-28T14:03:00Z,,99.00
2025-07-28T14:09:00Z,,99.00
2025-07-28T14:12:00Z,,99.00
2025-07-28T14:34:00Z,,99.00
2025-07-28T14:38:00Z,,99.00
2025-07-28T14:51:00Z,,99.00
2025-07-28T14:52:00Z,,99.00
2025-07-28T14:56:00Z,,99.00
2025-07-28T15:01:00Z,,99.00
2025-07-28T15:17:00Z,,99.00
2025-07-28T15:20:00Z,,99.00
2025-07-28T16:17:00Z,,99.00
2025-07-28T16:25:00Z,,99.00
2025-07-28T16:26:00Z,,99.00
2025-07-28T16:34:00Z,,99.00
2025-07-28T16:42:00Z,,99.00
2025-07-28T16:43:00Z,,99.00
2025-07-28T16:56:00Z,,99.00
2025-07-28T17:05:00Z,,99.00
2025-07-28T17:11:00Z,1.00,99.00
2025-07-28T17:19:00Z,1.00,99.00
2025-07-28T17:21:00Z,1.00,99.00
2025-07-28T17:26:00Z,1.00,99.00
2025-07-28T17:29:00Z,1.00,99.00
2025-07-28T17:40:00Z,1.00,99.00
2025-07-28T17:56:00Z,1.00,99.00
2025-07-28T17:59:00Z,1.00,99.00
2025-07-28T18:07:00Z,1.00,99.00
2025-07-28T18:23:00Z,1.00,99.00
2025-07-28T18:39:00Z,1.00,99.00
2025-07-28T18:44:00Z,1.00,99.00
2025-07-28T18:52:00Z,1.00,99.00
2025-07-28T19:46:00Z,1.00,99.00
2025-07-28T19:57:00Z,1.00,99.00
2025-07-28T20:16:00Z,1.00,99.00
2025-07-28T20:31:00Z,1.00,99.00
2025-07-28T20:49:00Z,1.00,99.00
