# event_ticker=KXATPMATCH-26APR06COBCOM
# final_score=7-5 2-6 6-3
# match_winner=Flavio Cobolli
# fav_player=Flavio Cobolli
# dog_player=Francisco Comesana
# kalshi_date=2026-04-06
timestamp,Flavio Cobolli,Francisco Comesana
2026-04-06T04:25:00Z,60.00,
2026-04-06T04:26:00Z,61.00,
2026-04-06T04:35:00Z,60.00,
2026-04-06T04:38:00Z,60.00,41.00
2026-04-06T04:41:00Z,60.00,41.00
2026-04-06T04:42:00Z,60.00,41.00
2026-04-06T04:43:00Z,61.00,41.00
2026-04-06T04:53:00Z,61.00,41.00
2026-04-06T04:54:00Z,61.00,41.00
2026-04-06T04:59:00Z,61.00,41.00
2026-04-06T05:01:00Z,61.00,41.00
2026-04-06T05:03:00Z,61.00,41.00
2026-04-06T05:07:00Z,61.00,41.00
2026-04-06T05:13:00Z,61.00,39.23
2026-04-06T05:15:00Z,61.00,41.00
2026-04-06T05:16:00Z,61.00,41.00
2026-04-06T05:21:00Z,61.00,41.00
2026-04-06T05:25:00Z,61.00,41.00
2026-04-06T05:27:00Z,61.00,41.00
2026-04-06T05:28:00Z,61.00,41.00
2026-04-06T05:31:00Z,61.00,41.00
2026-04-06T05:32:00Z,61.00,41.00
2026-04-06T05:35:00Z,61.00,41.00
2026-04-06T05:41:00Z,61.00,41.00
2026-04-06T05:46:00Z,61.00,41.00
2026-04-06T06:04:00Z,61.00,41.00
2026-04-06T06:12:00Z,61.00,41.00
2026-04-06T06:15:00Z,61.00,41.00
2026-04-06T06:20:00Z,61.00,41.00
2026-04-06T06:27:00Z,62.00,41.00
2026-04-06T06:31:00Z,62.00,41.00
2026-04-06T06:34:00Z,62.00,41.00
2026-04-06T06:35:00Z,62.00,40.00
2026-04-06T06:37:00Z,62.00,40.00
2026-04-06T06:39:00Z,62.00,40.00
2026-04-06T07:01:00Z,62.00,40.00
2026-04-06T07:05:00Z,62.00,39.00
2026-04-06T07:07:00Z,62.00,39.00
2026-04-06T07:12:00Z,62.00,39.00
2026-04-06T07:16:00Z,62.00,39.00
2026-04-06T07:23:00Z,61.00,39.00
2026-04-06T07:24:00Z,61.00,39.00
2026-04-06T07:26:00Z,61.00,39.00
2026-04-06T07:33:00Z,61.00,39.00
2026-04-06T07:37:00Z,60.00,39.00
2026-04-06T07:40:00Z,60.00,38.00
2026-04-06T07:50:00Z,61.00,38.00
2026-04-06T07:54:00Z,61.00,39.00
2026-04-06T07:55:00Z,61.00,39.00
2026-04-06T08:13:00Z,61.00,39.00
2026-04-06T08:15:00Z,61.00,39.00
2026-04-06T08:22:00Z,61.00,39.00
2026-04-06T08:27:00Z,61.00,39.00
2026-04-06T08:29:00Z,61.00,39.00
2026-04-06T08:33:00Z,61.00,39.00
2026-04-06T08:38:00Z,61.00,39.00
2026-04-06T08:44:00Z,61.00,39.00
