# event_ticker=KXATPMATCH-26FEB10BARSEY
# final_score=4-6 6-5 RET
# match_winner=Tomas Barrios Vera
# fav_player=Marcelo Tomas Barrios Vera
# dog_player=Thiago Seyboth Wild
# kalshi_date=2026-02-10
timestamp,Marcelo Tomas Barrios Vera,Thiago Seyboth Wild
2026-02-10T04:32:00Z,58.00,
2026-02-10T05:35:00Z,58.00,
2026-02-10T06:34:00Z,58.00,42.09
2026-02-10T06:48:00Z,58.00,42.09
2026-02-10T07:01:00Z,57.00,42.09
2026-02-10T07:03:00Z,55.00,42.09
2026-02-10T07:07:00Z,56.00,45.00
2026-02-10T07:18:00Z,56.00,45.00
2026-02-10T07:34:00Z,56.00,45.00
2026-02-10T08:56:00Z,56.00,45.00
2026-02-10T09:20:00Z,58.00,45.00
2026-02-10T09:59:00Z,60.00,45.00
2026-02-10T11:09:00Z,60.00,41.00
2026-02-10T11:47:00Z,61.00,41.00
2026-02-10T12:23:00Z,61.00,41.00
2026-02-10T12:53:00Z,61.00,41.00
2026-02-10T13:07:00Z,61.00,41.00
2026-02-10T13:16:00Z,61.00,41.00
2026-02-10T13:30:00Z,61.00,41.00
2026-02-10T13:31:00Z,61.00,41.00
2026-02-10T13:45:00Z,61.00,41.00
2026-02-10T13:46:00Z,61.00,41.00
2026-02-10T13:48:00Z,61.00,41.00
2026-02-10T13:49:00Z,61.00,41.00
2026-02-10T13:51:00Z,61.00,41.00
2026-02-10T13:59:00Z,61.00,41.00
2026-02-10T14:00:00Z,59.17,41.00
2026-02-10T14:07:00Z,60.00,41.00
2026-02-10T14:08:00Z,60.00,41.00
2026-02-10T14:09:00Z,60.00,41.00
2026-02-10T14:11:00Z,60.00,41.00
2026-02-10T14:19:00Z,60.00,41.00
2026-02-10T14:26:00Z,60.00,41.00
2026-02-10T14:29:00Z,60.00,41.00
2026-02-10T14:30:00Z,60.00,43.43
2026-02-10T14:33:00Z,59.00,43.00
2026-02-10T14:38:00Z,58.85,43.00
2026-02-10T14:40:00Z,59.00,43.00
2026-02-10T14:43:00Z,59.00,43.00
2026-02-10T14:45:00Z,59.00,43.00
2026-02-10T14:46:00Z,59.00,43.00
2026-02-10T14:48:00Z,59.00,43.00
2026-02-10T14:50:00Z,59.00,43.00
2026-02-10T14:52:00Z,58.69,43.00
2026-02-10T14:54:00Z,59.00,43.00
2026-02-10T14:55:00Z,59.00,41.00
2026-02-10T14:56:00Z,59.00,41.00
2026-02-10T14:57:00Z,59.00,43.00
2026-02-10T14:58:00Z,59.00,43.00
2026-02-10T15:03:00Z,58.00,43.00
2026-02-10T15:06:00Z,58.00,43.00
2026-02-10T15:07:00Z,58.00,43.00
2026-02-10T15:08:00Z,58.00,43.00
2026-02-10T15:10:00Z,58.00,43.00
2026-02-10T15:23:00Z,58.00,43.00
2026-02-10T15:24:00Z,58.00,43.00
2026-02-10T15:25:00Z,58.00,43.00
2026-02-10T15:27:00Z,58.00,43.00
2026-02-10T15:35:00Z,58.00,43.00
2026-02-10T15:40:00Z,58.00,43.00
2026-02-10T15:43:00Z,58.00,43.00
2026-02-10T15:46:00Z,58.00,43.00
2026-02-10T15:51:00Z,58.00,43.00
2026-02-10T15:53:00Z,58.00,43.00
2026-02-10T15:55:00Z,58.00,43.00
2026-02-10T16:00:00Z,58.00,43.00
2026-02-10T16:02:00Z,59.00,43.97
2026-02-10T16:07:00Z,59.00,43.00
2026-02-10T16:08:00Z,59.00,43.00
2026-02-10T16:09:00Z,59.12,43.00
2026-02-10T16:10:00Z,54.59,48.94
2026-02-10T16:11:00Z,45.00,54.01
2026-02-10T16:12:00Z,41.00,59.00
2026-02-10T16:13:00Z,45.11,56.00
2026-02-10T16:14:00Z,44.70,53.65
2026-02-10T16:15:00Z,45.20,56.56
2026-02-10T16:16:00Z,43.31,53.38
2026-02-10T16:17:00Z,52.96,46.01
2026-02-10T16:18:00Z,58.00,45.46
2026-02-10T16:19:00Z,60.02,41.00
2026-02-10T16:20:00Z,61.70,41.93
2026-02-10T16:21:00Z,61.97,39.88
2026-02-10T16:22:00Z,62.20,42.02
2026-02-10T16:23:00Z,57.22,40.26
2026-02-10T16:24:00Z,61.87,40.79
2026-02-10T16:25:00Z,57.60,41.95
2026-02-10T16:26:00Z,59.04,43.61
2026-02-10T16:27:00Z,57.28,41.14
2026-02-10T16:28:00Z,59.88,40.89
2026-02-10T16:29:00Z,60.46,40.16
2026-02-10T16:30:00Z,62.20,40.93
2026-02-10T16:31:00Z,62.00,40.00
2026-02-10T16:32:00Z,62.15,38.80
2026-02-10T16:33:00Z,64.59,39.92
2026-02-10T16:34:00Z,61.57,44.32
2026-02-10T16:35:00Z,60.09,42.27
2026-02-10T16:36:00Z,58.21,44.30
2026-02-10T16:37:00Z,60.38,42.88
2026-02-10T16:38:00Z,62.02,42.88
2026-02-10T16:39:00Z,63.46,37.11
2026-02-10T16:40:00Z,60.71,40.00
2026-02-10T16:41:00Z,56.00,41.73
2026-02-10T16:42:00Z,58.11,43.02
2026-02-10T16:43:00Z,56.08,47.51
2026-02-10T16:44:00Z,39.78,58.13
2026-02-10T16:45:00Z,39.00,60.89
2026-02-10T16:46:00Z,38.86,61.00
2026-02-10T16:47:00Z,39.44,63.15
2026-02-10T16:48:00Z,34.47,66.81
2026-02-10T16:49:00Z,32.43,68.65
2026-02-10T16:50:00Z,34.14,66.95
2026-02-10T16:51:00Z,35.72,67.26
2026-02-10T16:52:00Z,36.75,65.00
2026-02-10T16:53:00Z,36.41,65.00
2026-02-10T16:54:00Z,35.94,68.43
2026-02-10T16:55:00Z,33.26,69.61
2026-02-10T16:56:00Z,28.01,72.45
2026-02-10T16:57:00Z,27.92,72.24
2026-02-10T16:58:00Z,27.97,73.00
2026-02-10T16:59:00Z,28.00,71.88
2026-02-10T17:00:00Z,28.80,71.52
2026-02-10T17:01:00Z,29.89,71.90
2026-02-10T17:02:00Z,30.34,70.99
2026-02-10T17:03:00Z,31.00,71.00
2026-02-10T17:04:00Z,27.37,74.88
2026-02-10T17:05:00Z,18.71,81.46
2026-02-10T17:06:00Z,16.44,84.59
2026-02-10T17:07:00Z,14.89,85.61
2026-02-10T17:08:00Z,17.99,82.83
2026-02-10T17:09:00Z,22.09,78.53
2026-02-10T17:10:00Z,25.03,74.57
2026-02-10T17:11:00Z,20.70,80.85
2026-02-10T17:12:00Z,15.28,84.13
2026-02-10T17:13:00Z,21.77,79.12
2026-02-10T17:14:00Z,20.77,78.83
2026-02-10T17:15:00Z,18.67,77.95
2026-02-10T17:16:00Z,22.21,80.53
2026-02-10T17:17:00Z,20.02,80.14
2026-02-10T17:18:00Z,16.98,83.79
2026-02-10T17:19:00Z,14.20,87.59
2026-02-10T17:20:00Z,13.00,86.96
2026-02-10T17:21:00Z,15.92,86.25
2026-02-10T17:22:00Z,17.85,84.71
2026-02-10T17:23:00Z,17.13,83.00
2026-02-10T17:24:00Z,18.00,82.67
2026-02-10T17:25:00Z,14.21,87.02
2026-02-10T17:26:00Z,11.59,88.88
2026-02-10T17:27:00Z,13.94,88.19
2026-02-10T17:28:00Z,11.16,87.74
2026-02-10T17:29:00Z,10.95,90.37
2026-02-10T17:30:00Z,9.91,90.13
2026-02-10T17:31:00Z,13.68,88.19
2026-02-10T17:32:00Z,14.76,86.27
2026-02-10T17:33:00Z,14.75,86.00
2026-02-10T17:34:00Z,14.99,86.04
2026-02-10T17:35:00Z,12.36,87.15
2026-02-10T17:36:00Z,14.02,88.10
2026-02-10T17:37:00Z,13.88,85.26
2026-02-10T17:38:00Z,13.96,88.69
2026-02-10T17:39:00Z,11.53,89.71
2026-02-10T17:40:00Z,10.52,90.67
2026-02-10T17:41:00Z,5.85,93.35
2026-02-10T17:42:00Z,5.28,97.89
2026-02-10T17:43:00Z,3.90,97.09
2026-02-10T17:44:00Z,1.39,97.84
2026-02-10T17:45:00Z,1.66,98.94
2026-02-10T17:46:00Z,1.03,98.07
2026-02-10T17:47:00Z,2.00,98.42
2026-02-10T17:48:00Z,1.39,98.89
2026-02-10T17:49:00Z,1.40,99.00
2026-02-10T17:50:00Z,1.00,98.98
2026-02-10T17:51:00Z,2.28,97.77
2026-02-10T17:52:00Z,4.06,96.85
2026-02-10T17:53:00Z,6.97,93.49
2026-02-10T17:54:00Z,7.34,93.81
2026-02-10T17:55:00Z,8.35,93.70
2026-02-10T17:56:00Z,9.40,91.92
2026-02-10T17:57:00Z,10.41,92.15
2026-02-10T17:58:00Z,10.06,93.02
2026-02-10T17:59:00Z,9.36,92.87
2026-02-10T18:00:00Z,10.97,85.53
2026-02-10T18:01:00Z,12.22,82.57
2026-02-10T18:02:00Z,10.16,92.57
2026-02-10T18:03:00Z,6.26,94.24
2026-02-10T18:04:00Z,3.38,97.82
2026-02-10T18:05:00Z,9.68,95.57
2026-02-10T18:06:00Z,13.58,86.98
2026-02-10T18:07:00Z,34.24,70.02
2026-02-10T18:08:00Z,43.13,60.49
2026-02-10T18:09:00Z,47.30,52.86
2026-02-10T18:10:00Z,58.46,45.12
2026-02-10T18:11:00Z,51.53,47.83
2026-02-10T18:12:00Z,86.56,18.87
2026-02-10T18:13:00Z,99.00,1.00
2026-02-10T18:14:00Z,99.00,1.00
2026-02-10T18:15:00Z,99.00,1.00
2026-02-10T18:16:00Z,99.00,1.00
2026-02-10T18:17:00Z,99.00,1.00
