# event_ticker=KXATPCHALLENGERMATCH-26APR17TULBRO
# final_score=6-3 1-6 7-6(6)
# score_resolution=3-6 6-1 6-7
# match_winner=Li Tu
# fav_player=Charles Broom
# dog_player=Li Tu
# kalshi_date=2026-04-17
timestamp,Li Tu,Charles Broom
2026-04-17T15:16:00Z,50.00,
2026-04-17T15:28:00Z,55.00,
2026-04-17T15:32:00Z,55.00,
2026-04-17T16:31:00Z,55.00,
2026-04-17T16:34:00Z,55.00,45.00
2026-04-17T16:50:00Z,55.00,45.00
2026-04-17T16:52:00Z,55.00,45.00
2026-04-17T16:53:00Z,55.00,46.00
2026-04-17T17:08:00Z,55.00,46.00
2026-04-17T17:09:00Z,55.00,46.00
2026-04-17T18:07:00Z,55.00,46.00
2026-04-17T18:08:00Z,55.00,46.00
2026-04-17T18:29:00Z,55.00,46.00
2026-04-17T18:36:00Z,55.00,47.00
2026-04-17T18:52:00Z,55.00,47.00
2026-04-17T19:08:00Z,55.00,47.00
2026-04-17T19:15:00Z,55.00,47.00
2026-04-17T19:18:00Z,55.00,47.00
2026-04-17T19:33:00Z,55.00,47.00
2026-04-17T19:37:00Z,55.37,47.00
2026-04-17T20:39:00Z,55.00,47.00
2026-04-17T21:21:00Z,56.00,47.00
2026-04-17T21:24:00Z,56.00,47.00
2026-04-17T21:25:00Z,56.00,47.00
2026-04-17T21:26:00Z,56.00,47.00
2026-04-17T21:31:00Z,56.00,47.00
2026-04-17T21:32:00Z,56.00,47.00
2026-04-17T21:41:00Z,56.00,47.00
2026-04-17T21:58:00Z,56.00,47.00
2026-04-17T22:03:00Z,56.00,47.00
2026-04-17T22:10:00Z,56.00,47.00
2026-04-17T22:22:00Z,56.00,47.00
2026-04-17T22:30:00Z,54.90,47.00
2026-04-17T22:33:00Z,54.90,47.00
2026-04-17T22:40:00Z,55.00,47.00
2026-04-17T22:42:00Z,55.00,47.00
2026-04-17T22:50:00Z,55.00,47.00
2026-04-17T22:54:00Z,55.00,47.00
2026-04-17T22:57:00Z,55.00,47.00
2026-04-17T23:01:00Z,55.00,46.00
2026-04-17T23:03:00Z,55.00,47.00
2026-04-17T23:04:00Z,55.00,47.00
2026-04-17T23:06:00Z,55.00,46.50
2026-04-17T23:07:00Z,55.00,47.52
2026-04-17T23:08:00Z,55.00,48.00
2026-04-17T23:18:00Z,53.00,48.00
2026-04-17T23:27:00Z,53.00,48.00
2026-04-17T23:28:00Z,53.00,48.00
2026-04-17T23:29:00Z,53.00,48.00
2026-04-17T23:33:00Z,53.00,48.00
2026-04-17T23:34:00Z,53.00,48.00
2026-04-17T23:37:00Z,53.00,48.00
2026-04-17T23:38:00Z,53.00,48.00
2026-04-17T23:50:00Z,53.00,48.00
2026-04-18T00:10:00Z,53.00,48.00
2026-04-18T00:12:00Z,53.00,48.00
2026-04-18T00:19:00Z,53.00,48.00
2026-04-18T00:26:00Z,53.00,48.00
2026-04-18T00:29:00Z,53.00,48.00
2026-04-18T00:33:00Z,53.00,48.00
2026-04-18T00:34:00Z,53.00,48.00
2026-04-18T00:40:00Z,53.00,48.00
2026-04-18T00:42:00Z,53.00,48.00
2026-04-18T00:52:00Z,53.00,48.00
2026-04-18T00:55:00Z,53.00,48.00
2026-04-18T00:56:00Z,54.00,48.18
2026-04-18T00:58:00Z,54.00,49.00
2026-04-18T00:59:00Z,54.00,49.00
2026-04-18T01:00:00Z,54.00,49.00
