# event_ticker=KXATPMATCH-25OCT20SONDAV
# final_score=7-6(2) 6-4
# score_resolution=7-6 6-4
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Lorenzo Sonego
# kalshi_date=2025-10-20
timestamp,Alejandro Davidovich Fokina,Lorenzo Sonego
2025-10-20T07:15:00Z,60.00,42.00
2025-10-20T07:17:00Z,60.00,42.00
2025-10-20T07:22:00Z,60.00,42.00
2025-10-20T07:26:00Z,60.00,42.00
2025-10-20T07:27:00Z,60.00,42.00
2025-10-20T07:28:00Z,60.00,42.00
2025-10-20T07:31:00Z,60.00,42.00
2025-10-20T07:32:00Z,60.00,42.00
2025-10-20T07:37:00Z,60.00,42.00
2025-10-20T07:52:00Z,60.00,42.00
2025-10-20T07:56:00Z,60.00,42.00
2025-10-20T08:02:00Z,60.00,42.00
2025-10-20T08:07:00Z,60.00,42.00
2025-10-20T08:12:00Z,61.00,42.00
2025-10-20T08:17:00Z,61.00,42.00
2025-10-20T08:22:00Z,61.00,42.00
2025-10-20T08:24:00Z,61.00,42.00
2025-10-20T08:31:00Z,61.00,42.00
2025-10-20T08:40:00Z,61.00,42.00
2025-10-20T08:48:00Z,61.00,42.00
2025-10-20T08:50:00Z,61.00,42.00
2025-10-20T08:51:00Z,61.00,42.00
2025-10-20T08:58:00Z,61.00,42.00
2025-10-20T09:00:00Z,61.00,42.00
2025-10-20T09:12:00Z,61.00,40.00
2025-10-20T09:15:00Z,61.00,40.00
2025-10-20T09:26:00Z,61.00,40.00
2025-10-20T09:33:00Z,61.00,40.00
2025-10-20T09:58:00Z,61.00,40.00
2025-10-20T10:12:00Z,61.00,40.00
2025-10-20T10:14:00Z,61.00,40.00
2025-10-20T10:24:00Z,61.00,40.00
2025-10-20T10:43:00Z,61.00,40.00
2025-10-20T10:55:00Z,61.00,40.00
2025-10-20T11:22:00Z,61.00,40.00
2025-10-20T11:23:00Z,61.00,40.00
2025-10-20T11:27:00Z,61.00,40.00
2025-10-20T11:28:00Z,61.00,40.00
2025-10-20T11:35:00Z,61.00,40.00
2025-10-20T11:41:00Z,61.00,40.00
2025-10-20T11:42:00Z,61.00,40.00
2025-10-20T11:43:00Z,61.00,40.00
2025-10-20T11:45:00Z,61.00,40.00
2025-10-20T11:48:00Z,61.00,40.00
2025-10-20T11:53:00Z,61.00,40.00
2025-10-20T11:58:00Z,61.00,40.00
2025-10-20T12:00:00Z,61.00,40.00
2025-10-20T12:01:00Z,61.00,40.00
2025-10-20T12:06:00Z,61.00,40.00
2025-10-20T12:11:00Z,61.00,40.00
2025-10-20T12:14:00Z,61.00,40.00
2025-10-20T12:20:00Z,61.00,40.00
2025-10-20T12:26:00Z,61.00,40.00
2025-10-20T12:29:00Z,61.00,40.00
2025-10-20T12:31:00Z,61.00,40.00
2025-10-20T12:33:00Z,61.00,40.00
2025-10-20T12:34:00Z,61.00,40.00
2025-10-20T12:35:00Z,61.00,40.00
2025-10-20T12:41:00Z,61.00,40.00
2025-10-20T12:42:00Z,61.00,40.00
2025-10-20T12:45:00Z,61.00,40.00
2025-10-20T12:49:00Z,61.00,40.00
2025-10-20T12:51:00Z,61.00,40.00
2025-10-20T12:52:00Z,61.00,40.00
2025-10-20T12:53:00Z,61.00,40.00
2025-10-20T12:57:00Z,61.00,40.00
2025-10-20T13:00:00Z,60.00,40.00
2025-10-20T13:01:00Z,60.00,40.00
2025-10-20T13:05:00Z,60.00,40.00
2025-10-20T13:06:00Z,60.00,41.00
2025-10-20T13:07:00Z,60.00,41.00
2025-10-20T13:08:00Z,60.56,41.00
2025-10-20T13:09:00Z,60.00,41.00
2025-10-20T13:10:00Z,60.00,41.00
2025-10-20T13:12:00Z,60.00,41.00
2025-10-20T13:13:00Z,60.00,41.00
2025-10-20T13:17:00Z,61.00,41.00
2025-10-20T13:18:00Z,61.00,41.00
2025-10-20T13:19:00Z,59.00,41.00
2025-10-20T13:22:00Z,60.00,41.00
2025-10-20T13:23:00Z,60.00,41.00
2025-10-20T13:24:00Z,60.00,41.00
2025-10-20T13:25:00Z,60.91,41.00
2025-10-20T13:26:00Z,61.00,41.00
2025-10-20T13:27:00Z,61.00,41.00
2025-10-20T13:28:00Z,61.00,41.00
2025-10-20T13:29:00Z,61.00,41.00
2025-10-20T13:30:00Z,61.00,41.00
2025-10-20T13:31:00Z,61.00,41.00
2025-10-20T13:32:00Z,61.00,41.00
2025-10-20T13:33:00Z,61.00,41.00
2025-10-20T13:34:00Z,61.00,41.00
2025-10-20T13:35:00Z,61.00,41.00
2025-10-20T13:36:00Z,61.00,41.00
2025-10-20T13:37:00Z,61.27,41.00
2025-10-20T13:38:00Z,59.38,41.02
2025-10-20T13:39:00Z,57.64,44.68
2025-10-20T13:40:00Z,63.81,45.58
2025-10-20T13:41:00Z,54.40,47.04
2025-10-20T13:42:00Z,44.14,54.39
2025-10-20T13:43:00Z,39.95,62.61
2025-10-20T13:44:00Z,36.16,65.44
2025-10-20T13:45:00Z,35.72,65.76
2025-10-20T13:46:00Z,35.63,65.76
2025-10-20T13:47:00Z,35.90,65.88
2025-10-20T13:48:00Z,36.56,64.01
2025-10-20T13:49:00Z,37.46,64.00
2025-10-20T13:50:00Z,35.40,65.33
2025-10-20T13:51:00Z,36.00,65.50
2025-10-20T13:52:00Z,43.63,62.64
2025-10-20T13:53:00Z,41.20,57.19
2025-10-20T13:54:00Z,39.47,61.10
2025-10-20T13:55:00Z,35.00,66.00
2025-10-20T13:56:00Z,36.00,66.00
2025-10-20T13:57:00Z,36.63,66.00
2025-10-20T13:58:00Z,39.25,63.00
2025-10-20T13:59:00Z,39.89,62.00
2025-10-20T14:00:00Z,42.00,61.00
2025-10-20T14:01:00Z,42.96,62.55
2025-10-20T14:02:00Z,45.24,59.90
2025-10-20T14:03:00Z,45.24,64.43
2025-10-20T14:04:00Z,44.79,56.67
2025-10-20T14:05:00Z,51.21,54.07
2025-10-20T14:06:00Z,53.30,54.56
2025-10-20T14:07:00Z,59.50,42.61
2025-10-20T14:08:00Z,63.00,40.16
2025-10-20T14:09:00Z,63.18,38.77
2025-10-20T14:10:00Z,60.92,41.79
2025-10-20T14:11:00Z,63.98,34.40
2025-10-20T14:12:00Z,64.51,33.16
2025-10-20T14:13:00Z,69.25,36.99
2025-10-20T14:14:00Z,62.26,40.68
2025-10-20T14:15:00Z,71.11,31.95
2025-10-20T14:16:00Z,71.01,28.18
2025-10-20T14:17:00Z,68.55,35.49
2025-10-20T14:18:00Z,62.53,39.89
2025-10-20T14:19:00Z,59.38,43.00
2025-10-20T14:20:00Z,59.00,42.00
2025-10-20T14:21:00Z,61.96,41.52
2025-10-20T14:22:00Z,61.28,39.58
2025-10-20T14:23:00Z,64.24,37.27
2025-10-20T14:24:00Z,63.35,39.32
2025-10-20T14:25:00Z,64.20,35.87
2025-10-20T14:26:00Z,60.37,39.35
2025-10-20T14:27:00Z,60.37,42.00
2025-10-20T14:28:00Z,59.89,42.00
2025-10-20T14:29:00Z,60.88,40.53
2025-10-20T14:30:00Z,63.00,39.03
2025-10-20T14:31:00Z,65.28,36.10
2025-10-20T14:32:00Z,63.44,38.26
2025-10-20T14:33:00Z,67.11,32.68
2025-10-20T14:34:00Z,68.74,32.85
2025-10-20T14:35:00Z,74.47,25.60
2025-10-20T14:36:00Z,77.99,22.03
2025-10-20T14:37:00Z,82.86,14.81
2025-10-20T14:38:00Z,86.18,13.88
2025-10-20T14:39:00Z,84.75,15.05
2025-10-20T14:40:00Z,85.94,12.20
2025-10-20T14:41:00Z,86.08,13.72
2025-10-20T14:42:00Z,87.68,14.51
2025-10-20T14:43:00Z,85.78,14.45
2025-10-20T14:44:00Z,88.05,15.17
2025-10-20T14:45:00Z,85.27,13.67
2025-10-20T14:46:00Z,81.95,20.62
2025-10-20T14:47:00Z,85.34,15.78
2025-10-20T14:48:00Z,84.20,13.47
2025-10-20T14:49:00Z,84.82,15.03
2025-10-20T14:50:00Z,85.22,15.00
2025-10-20T14:51:00Z,90.20,13.75
2025-10-20T14:52:00Z,88.43,13.08
2025-10-20T14:53:00Z,87.00,15.35
2025-10-20T14:54:00Z,85.29,16.71
2025-10-20T14:55:00Z,80.22,19.86
2025-10-20T14:56:00Z,80.12,21.22
2025-10-20T14:57:00Z,84.39,17.17
2025-10-20T14:58:00Z,86.27,15.69
2025-10-20T14:59:00Z,86.91,15.88
2025-10-20T15:00:00Z,86.00,14.56
2025-10-20T15:01:00Z,86.26,14.40
2025-10-20T15:02:00Z,87.56,14.82
2025-10-20T15:03:00Z,85.49,13.92
2025-10-20T15:04:00Z,90.33,11.93
2025-10-20T15:05:00Z,90.32,10.31
2025-10-20T15:06:00Z,86.10,15.12
2025-10-20T15:07:00Z,85.05,14.17
2025-10-20T15:08:00Z,85.05,16.53
2025-10-20T15:09:00Z,86.48,15.31
2025-10-20T15:10:00Z,86.89,13.11
2025-10-20T15:11:00Z,87.57,14.46
2025-10-20T15:12:00Z,85.69,14.76
2025-10-20T15:13:00Z,86.19,15.00
2025-10-20T15:14:00Z,86.91,13.06
2025-10-20T15:15:00Z,85.00,14.96
2025-10-20T15:16:00Z,84.00,17.01
2025-10-20T15:17:00Z,84.41,17.39
2025-10-20T15:18:00Z,82.70,20.02
2025-10-20T15:19:00Z,81.00,19.03
2025-10-20T15:20:00Z,82.87,17.69
2025-10-20T15:21:00Z,83.34,16.97
2025-10-20T15:22:00Z,85.00,15.91
2025-10-20T15:23:00Z,82.61,16.53
2025-10-20T15:24:00Z,84.29,17.28
2025-10-20T15:25:00Z,85.00,15.26
2025-10-20T15:26:00Z,83.18,15.79
2025-10-20T15:27:00Z,82.71,18.85
2025-10-20T15:28:00Z,87.91,12.13
2025-10-20T15:29:00Z,91.69,11.91
2025-10-20T15:30:00Z,84.86,13.64
2025-10-20T15:31:00Z,82.00,18.35
2025-10-20T15:32:00Z,79.78,19.96
2025-10-20T15:33:00Z,82.47,18.74
2025-10-20T15:34:00Z,85.33,14.74
2025-10-20T15:35:00Z,85.95,15.00
2025-10-20T15:36:00Z,85.81,14.89
2025-10-20T15:37:00Z,87.83,13.06
2025-10-20T15:38:00Z,93.76,8.14
2025-10-20T15:39:00Z,91.86,6.74
2025-10-20T15:40:00Z,98.43,1.76
2025-10-20T15:41:00Z,99.00,1.76
2025-10-20T15:42:00Z,99.00,1.76
2025-10-20T15:43:00Z,99.00,1.76
2025-10-20T15:44:00Z,99.00,1.76
2025-10-20T15:45:00Z,99.00,1.76
