# event_ticker=KXATPMATCH-25OCT16VUKMIC
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Alex Michelsen
# fav_player=Aleksandar Vukic
# dog_player=Alex Michelsen
# kalshi_date=2025-10-16
timestamp,Aleksandar Vukic,Alex Michelsen
2025-10-15T20:47:00Z,,63.00
2025-10-15T20:55:00Z,,63.00
2025-10-15T20:59:00Z,,63.00
2025-10-15T21:38:00Z,38.00,63.00
2025-10-15T21:44:00Z,38.00,62.00
2025-10-15T22:31:00Z,40.00,62.00
2025-10-15T22:36:00Z,40.00,62.00
2025-10-15T22:58:00Z,40.00,62.00
2025-10-15T23:04:00Z,39.09,62.00
2025-10-15T23:28:00Z,40.00,62.00
2025-10-15T23:32:00Z,40.00,61.00
2025-10-15T23:51:00Z,40.00,61.00
2025-10-15T23:58:00Z,40.00,61.00
2025-10-16T00:08:00Z,40.00,61.00
2025-10-16T00:15:00Z,40.00,60.00
2025-10-16T01:12:00Z,40.00,60.00
2025-10-16T01:15:00Z,41.00,60.00
2025-10-16T01:25:00Z,41.00,60.00
2025-10-16T01:44:00Z,41.00,60.00
2025-10-16T01:47:00Z,41.00,60.00
2025-10-16T01:48:00Z,41.00,59.00
2025-10-16T01:55:00Z,41.00,60.00
2025-10-16T01:59:00Z,41.00,60.00
2025-10-16T02:05:00Z,41.00,60.00
2025-10-16T02:06:00Z,41.00,60.00
2025-10-16T02:07:00Z,41.00,60.00
2025-10-16T02:10:00Z,41.00,60.00
2025-10-16T02:12:00Z,41.00,60.00
2025-10-16T02:13:00Z,41.00,60.00
2025-10-16T02:14:00Z,41.00,60.00
2025-10-16T02:16:00Z,40.00,60.00
2025-10-16T02:19:00Z,40.93,60.00
2025-10-16T02:20:00Z,40.93,61.00
2025-10-16T02:22:00Z,41.00,61.00
2025-10-16T02:23:00Z,41.00,61.00
2025-10-16T02:24:00Z,41.00,61.00
2025-10-16T02:28:00Z,41.00,61.00
2025-10-16T02:32:00Z,41.00,61.00
2025-10-16T02:35:00Z,41.00,61.00
2025-10-16T02:38:00Z,41.00,61.00
2025-10-16T02:39:00Z,41.00,61.00
2025-10-16T02:40:00Z,41.00,61.00
2025-10-16T02:41:00Z,41.00,61.00
2025-10-16T02:44:00Z,41.00,61.00
2025-10-16T02:46:00Z,41.00,61.00
2025-10-16T02:50:00Z,41.00,61.00
2025-10-16T02:54:00Z,41.00,61.00
2025-10-16T03:04:00Z,41.00,61.00
2025-10-16T03:05:00Z,41.00,61.00
2025-10-16T03:12:00Z,40.00,61.00
2025-10-16T03:14:00Z,40.00,61.00
2025-10-16T03:17:00Z,40.00,61.31
2025-10-16T03:21:00Z,40.00,62.00
2025-10-16T03:25:00Z,40.00,62.00
2025-10-16T03:30:00Z,40.00,62.00
2025-10-16T03:33:00Z,40.00,62.00
2025-10-16T03:34:00Z,40.00,62.00
2025-10-16T03:40:00Z,40.00,62.00
2025-10-16T03:44:00Z,40.00,62.00
2025-10-16T03:51:00Z,40.00,61.00
2025-10-16T03:53:00Z,40.00,61.00
2025-10-16T03:54:00Z,40.00,61.00
2025-10-16T03:58:00Z,40.00,61.00
2025-10-16T04:06:00Z,40.00,61.35
2025-10-16T04:09:00Z,40.00,62.00
2025-10-16T04:12:00Z,40.00,62.00
2025-10-16T04:13:00Z,40.00,62.00
2025-10-16T04:15:00Z,40.00,62.00
2025-10-16T04:16:00Z,40.00,62.00
2025-10-16T04:19:00Z,40.00,62.00
2025-10-16T04:23:00Z,40.00,62.00
2025-10-16T04:24:00Z,40.00,62.00
2025-10-16T04:26:00Z,40.00,61.00
2025-10-16T04:27:00Z,40.00,61.00
2025-10-16T04:28:00Z,40.00,61.00
2025-10-16T04:29:00Z,40.00,61.00
2025-10-16T04:30:00Z,40.00,61.00
2025-10-16T04:34:00Z,40.00,61.00
2025-10-16T04:36:00Z,40.00,61.00
2025-10-16T04:37:00Z,40.00,61.00
2025-10-16T04:39:00Z,40.00,61.00
2025-10-16T04:41:00Z,40.00,61.00
2025-10-16T04:42:00Z,40.00,61.00
2025-10-16T04:43:00Z,40.00,61.00
2025-10-16T04:44:00Z,40.00,61.00
2025-10-16T04:47:00Z,39.00,61.00
2025-10-16T04:48:00Z,39.00,61.00
2025-10-16T04:49:00Z,39.00,61.48
2025-10-16T04:50:00Z,38.99,62.00
2025-10-16T04:51:00Z,38.00,62.00
2025-10-16T04:52:00Z,38.00,62.00
2025-10-16T04:53:00Z,38.00,62.00
2025-10-16T04:54:00Z,37.00,62.00
2025-10-16T04:55:00Z,37.00,63.00
2025-10-16T04:56:00Z,38.00,63.00
2025-10-16T04:57:00Z,38.00,63.00
2025-10-16T04:58:00Z,38.00,63.00
2025-10-16T04:59:00Z,38.00,63.00
2025-10-16T05:00:00Z,38.00,63.00
2025-10-16T05:01:00Z,38.00,63.00
2025-10-16T05:02:00Z,38.00,63.00
2025-10-16T05:03:00Z,38.00,63.00
2025-10-16T05:04:00Z,38.00,63.00
2025-10-16T05:09:00Z,38.00,63.00
2025-10-16T05:10:00Z,38.00,63.00
2025-10-16T05:11:00Z,38.00,63.00
2025-10-16T05:12:00Z,36.54,64.43
2025-10-16T05:13:00Z,38.00,64.43
2025-10-16T05:14:00Z,38.00,63.00
2025-10-16T05:16:00Z,38.00,63.00
2025-10-16T05:17:00Z,38.00,63.00
2025-10-16T05:18:00Z,38.00,66.46
2025-10-16T05:19:00Z,38.00,65.00
2025-10-16T05:22:00Z,38.00,65.00
2025-10-16T05:24:00Z,35.00,65.00
2025-10-16T05:25:00Z,35.00,65.00
2025-10-16T05:26:00Z,35.00,65.00
2025-10-16T05:27:00Z,35.00,65.00
2025-10-16T05:28:00Z,35.00,65.00
2025-10-16T05:30:00Z,35.00,65.00
2025-10-16T05:31:00Z,35.84,65.00
2025-10-16T05:32:00Z,35.84,65.00
2025-10-16T05:34:00Z,36.00,65.00
2025-10-16T05:35:00Z,36.00,65.00
2025-10-16T05:37:00Z,36.00,65.00
2025-10-16T05:38:00Z,36.00,65.00
2025-10-16T05:39:00Z,36.00,65.00
2025-10-16T05:40:00Z,36.00,65.00
2025-10-16T05:41:00Z,36.00,65.00
2025-10-16T05:42:00Z,36.00,65.00
2025-10-16T05:44:00Z,36.00,65.00
2025-10-16T05:45:00Z,36.00,64.01
2025-10-16T05:46:00Z,36.00,65.00
2025-10-16T05:47:00Z,36.00,65.00
2025-10-16T05:49:00Z,36.00,64.00
2025-10-16T05:52:00Z,36.00,64.00
2025-10-16T05:53:00Z,36.00,64.00
2025-10-16T05:55:00Z,36.00,64.00
2025-10-16T05:56:00Z,36.00,64.00
2025-10-16T05:57:00Z,36.96,64.00
2025-10-16T05:59:00Z,37.00,63.92
2025-10-16T06:00:00Z,37.00,64.00
2025-10-16T06:03:00Z,37.00,65.00
2025-10-16T06:04:00Z,37.00,62.53
2025-10-16T06:05:00Z,37.00,65.00
2025-10-16T06:06:00Z,37.87,63.75
2025-10-16T06:07:00Z,38.26,64.00
2025-10-16T06:08:00Z,35.00,64.00
2025-10-16T06:09:00Z,37.00,65.00
2025-10-16T06:10:00Z,37.05,65.00
2025-10-16T06:11:00Z,36.81,65.12
2025-10-16T06:12:00Z,28.10,70.65
2025-10-16T06:13:00Z,32.90,71.04
2025-10-16T06:14:00Z,33.34,67.61
2025-10-16T06:15:00Z,29.82,70.14
2025-10-16T06:16:00Z,32.40,70.00
2025-10-16T06:17:00Z,29.15,70.00
2025-10-16T06:18:00Z,21.50,76.14
2025-10-16T06:19:00Z,16.43,80.70
2025-10-16T06:20:00Z,20.36,80.29
2025-10-16T06:21:00Z,18.99,83.65
2025-10-16T06:22:00Z,18.14,82.94
2025-10-16T06:23:00Z,19.83,82.03
2025-10-16T06:24:00Z,18.20,81.00
2025-10-16T06:25:00Z,20.46,81.25
2025-10-16T06:26:00Z,21.34,79.00
2025-10-16T06:27:00Z,19.31,84.00
2025-10-16T06:28:00Z,20.00,81.42
2025-10-16T06:29:00Z,18.93,83.00
2025-10-16T06:30:00Z,18.93,83.00
2025-10-16T06:31:00Z,20.00,81.77
2025-10-16T06:32:00Z,20.83,81.00
2025-10-16T06:33:00Z,19.02,81.89
2025-10-16T06:34:00Z,19.00,83.00
2025-10-16T06:35:00Z,18.99,83.00
2025-10-16T06:36:00Z,15.85,85.93
2025-10-16T06:37:00Z,19.00,83.00
2025-10-16T06:38:00Z,19.03,79.77
2025-10-16T06:39:00Z,17.91,83.19
2025-10-16T06:40:00Z,16.38,86.00
2025-10-16T06:41:00Z,16.38,84.35
2025-10-16T06:42:00Z,17.93,84.08
2025-10-16T06:43:00Z,19.35,84.89
2025-10-16T06:44:00Z,17.66,82.65
2025-10-16T06:45:00Z,19.00,84.55
2025-10-16T06:46:00Z,16.02,84.56
2025-10-16T06:47:00Z,14.68,86.10
2025-10-16T06:48:00Z,11.30,89.15
2025-10-16T06:49:00Z,10.03,92.42
2025-10-16T06:50:00Z,9.48,93.55
2025-10-16T06:51:00Z,5.81,95.00
2025-10-16T06:52:00Z,4.59,95.00
2025-10-16T06:53:00Z,3.27,97.11
2025-10-16T06:54:00Z,3.66,96.12
2025-10-16T06:55:00Z,4.72,96.96
2025-10-16T06:56:00Z,3.57,95.50
2025-10-16T06:57:00Z,2.12,97.46
2025-10-16T06:58:00Z,1.01,98.98
2025-10-16T06:59:00Z,2.00,98.00
2025-10-16T07:00:00Z,2.00,98.00
