# event_ticker=KXATPCHALLENGERMATCH-26MAR03SELKOU
# final_score=6-3 6-0
# score_resolution=3-6 0-6
# match_winner=Moise Kouame
# fav_player=Jelle Sels
# dog_player=Moise Kouame
# kalshi_date=2026-03-03
timestamp,Jelle Sels,Moise Kouame
2026-03-03T00:21:00Z,28.00,
2026-03-03T00:53:00Z,28.00,76.00
2026-03-03T01:21:00Z,28.00,76.00
2026-03-03T01:38:00Z,28.00,75.00
2026-03-03T02:32:00Z,28.00,74.00
2026-03-03T02:45:00Z,28.00,74.00
2026-03-03T03:22:00Z,28.00,74.00
2026-03-03T03:33:00Z,24.00,74.00
2026-03-03T03:41:00Z,28.00,74.00
2026-03-03T03:48:00Z,28.00,74.00
2026-03-03T03:49:00Z,28.00,74.00
2026-03-03T03:50:00Z,28.00,74.00
2026-03-03T04:22:00Z,28.00,75.00
2026-03-03T04:34:00Z,28.00,75.00
2026-03-03T04:37:00Z,27.01,75.00
2026-03-03T04:51:00Z,27.00,75.00
2026-03-03T05:11:00Z,27.00,75.00
2026-03-03T05:23:00Z,27.00,75.00
2026-03-03T05:27:00Z,27.00,74.79
2026-03-03T05:31:00Z,27.00,74.23
2026-03-03T05:45:00Z,27.00,75.00
2026-03-03T06:05:00Z,27.00,76.00
2026-03-03T06:12:00Z,27.00,76.83
2026-03-03T06:19:00Z,25.00,76.83
2026-03-03T06:22:00Z,25.00,77.00
2026-03-03T06:29:00Z,25.00,77.00
2026-03-03T06:32:00Z,25.00,75.00
2026-03-03T06:33:00Z,25.00,77.00
2026-03-03T07:02:00Z,26.00,77.00
2026-03-03T07:04:00Z,26.00,74.12
2026-03-03T07:05:00Z,26.00,74.12
2026-03-03T07:06:00Z,26.00,77.00
2026-03-03T07:14:00Z,26.00,77.00
2026-03-03T07:15:00Z,26.00,77.00
2026-03-03T07:26:00Z,26.00,77.00
2026-03-03T07:52:00Z,26.00,77.00
2026-03-03T07:55:00Z,25.00,77.00
2026-03-03T08:16:00Z,25.00,77.00
2026-03-03T09:21:00Z,24.00,77.00
2026-03-03T10:04:00Z,24.00,77.00
2026-03-03T10:56:00Z,22.00,78.00
2026-03-03T11:04:00Z,22.88,78.00
2026-03-03T11:23:00Z,22.88,78.00
2026-03-03T11:25:00Z,23.00,78.00
2026-03-03T11:29:00Z,23.00,78.00
2026-03-03T11:30:00Z,23.00,78.00
2026-03-03T11:36:00Z,23.37,78.00
2026-03-03T11:42:00Z,24.00,78.00
2026-03-03T11:44:00Z,24.00,78.00
2026-03-03T11:45:00Z,24.00,78.00
2026-03-03T11:46:00Z,24.00,78.00
2026-03-03T11:47:00Z,24.00,78.00
2026-03-03T11:48:00Z,24.00,78.00
2026-03-03T11:49:00Z,24.00,78.00
2026-03-03T11:50:00Z,26.78,78.00
2026-03-03T11:51:00Z,26.08,78.00
2026-03-03T11:52:00Z,28.63,78.00
2026-03-03T11:53:00Z,28.00,73.16
2026-03-03T11:54:00Z,25.00,73.16
2026-03-03T11:55:00Z,25.00,73.16
2026-03-03T11:56:00Z,22.00,77.00
2026-03-03T11:57:00Z,20.63,78.22
2026-03-03T11:58:00Z,23.00,80.97
2026-03-03T11:59:00Z,26.18,74.00
2026-03-03T12:00:00Z,28.82,74.00
2026-03-03T12:01:00Z,28.82,73.00
2026-03-03T12:02:00Z,27.08,74.34
2026-03-03T12:03:00Z,28.25,75.00
2026-03-03T12:04:00Z,31.95,70.01
2026-03-03T12:05:00Z,32.52,67.91
2026-03-03T12:06:00Z,41.67,58.96
2026-03-03T12:07:00Z,44.73,54.56
2026-03-03T12:08:00Z,48.08,54.56
2026-03-03T12:09:00Z,48.00,57.00
2026-03-03T12:10:00Z,44.68,55.50
2026-03-03T12:11:00Z,33.23,62.38
2026-03-03T12:12:00Z,33.23,72.00
2026-03-03T12:13:00Z,34.37,67.28
2026-03-03T12:14:00Z,41.85,63.00
2026-03-03T12:15:00Z,35.75,65.01
2026-03-03T12:16:00Z,37.53,66.11
2026-03-03T12:17:00Z,33.86,70.00
2026-03-03T12:18:00Z,28.79,72.00
2026-03-03T12:19:00Z,31.89,72.34
2026-03-03T12:20:00Z,22.52,77.00
2026-03-03T12:21:00Z,17.03,84.03
2026-03-03T12:22:00Z,13.97,84.03
2026-03-03T12:23:00Z,13.96,84.03
2026-03-03T12:24:00Z,11.41,89.00
2026-03-03T12:25:00Z,11.70,89.93
2026-03-03T12:26:00Z,10.43,90.00
2026-03-03T12:27:00Z,8.04,91.13
2026-03-03T12:28:00Z,8.02,91.13
2026-03-03T12:29:00Z,7.40,92.63
2026-03-03T12:30:00Z,7.00,93.00
2026-03-03T12:31:00Z,12.59,89.13
2026-03-03T12:32:00Z,6.99,93.88
2026-03-03T12:33:00Z,5.83,95.00
2026-03-03T12:34:00Z,4.49,95.40
2026-03-03T12:35:00Z,3.42,97.66
2026-03-03T12:36:00Z,2.03,97.85
2026-03-03T12:37:00Z,1.99,98.92
2026-03-03T12:38:00Z,2.88,98.95
2026-03-03T12:39:00Z,3.12,97.11
2026-03-03T12:40:00Z,3.12,97.29
2026-03-03T12:41:00Z,1.96,98.01
2026-03-03T12:42:00Z,2.73,98.00
2026-03-03T12:43:00Z,1.35,99.00
2026-03-03T12:44:00Z,1.92,99.00
2026-03-03T12:45:00Z,1.86,99.00
2026-03-03T12:46:00Z,1.03,99.00
2026-03-03T12:47:00Z,1.00,99.00
2026-03-03T12:50:00Z,1.00,99.00
2026-03-03T12:56:00Z,1.00,99.00
2026-03-03T12:58:00Z,1.00,99.00
