# event_ticker=KXATPMATCH-26APR24RUBKOP
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Vit Kopriva
# fav_player=Andrey Rublev
# dog_player=Vit Kopriva
# kalshi_date=2026-04-24
timestamp,Andrey Rublev,Vit Kopriva
2026-04-24T04:31:00Z,77.00,
2026-04-24T04:32:00Z,76.00,
2026-04-24T04:33:00Z,76.00,
2026-04-24T04:38:00Z,77.00,
2026-04-24T04:41:00Z,76.00,25.00
2026-04-24T04:43:00Z,76.00,25.00
2026-04-24T04:44:00Z,77.00,25.00
2026-04-24T04:45:00Z,77.00,25.00
2026-04-24T04:54:00Z,76.00,25.00
2026-04-24T04:56:00Z,76.00,25.00
2026-04-24T05:02:00Z,76.00,25.00
2026-04-24T05:04:00Z,76.00,25.00
2026-04-24T05:05:00Z,76.00,25.00
2026-04-24T05:07:00Z,76.00,25.00
2026-04-24T05:08:00Z,77.00,25.00
2026-04-24T05:15:00Z,77.00,25.00
2026-04-24T05:16:00Z,77.00,25.00
2026-04-24T05:20:00Z,77.00,25.00
2026-04-24T05:26:00Z,77.00,23.02
2026-04-24T05:28:00Z,77.00,25.00
2026-04-24T05:36:00Z,77.00,25.00
2026-04-24T05:37:00Z,77.00,25.00
2026-04-24T05:39:00Z,77.00,25.00
2026-04-24T05:54:00Z,77.00,25.00
2026-04-24T05:56:00Z,77.00,25.00
2026-04-24T05:59:00Z,77.00,24.00
2026-04-24T06:04:00Z,77.00,25.00
2026-04-24T06:06:00Z,77.00,24.00
2026-04-24T06:07:00Z,77.00,24.00
2026-04-24T06:10:00Z,77.00,24.00
2026-04-24T06:11:00Z,76.00,25.00
2026-04-24T06:14:00Z,76.00,25.00
2026-04-24T06:18:00Z,76.00,25.00
2026-04-24T06:21:00Z,76.00,25.92
2026-04-24T06:28:00Z,76.00,25.92
2026-04-24T06:34:00Z,76.00,25.92
2026-04-24T06:39:00Z,76.00,25.92
2026-04-24T06:45:00Z,76.00,25.92
2026-04-24T06:50:00Z,76.00,25.92
2026-04-24T07:00:00Z,76.00,25.92
2026-04-24T07:03:00Z,76.00,25.00
2026-04-24T07:09:00Z,76.00,25.00
2026-04-24T07:10:00Z,76.00,25.00
2026-04-24T07:11:00Z,76.00,25.00
2026-04-24T07:12:00Z,76.00,25.00
2026-04-24T07:19:00Z,76.00,25.00
2026-04-24T07:20:00Z,76.00,25.00
2026-04-24T07:21:00Z,76.00,25.00
2026-04-24T07:22:00Z,76.00,25.00
