# event_ticker=KXATPCHALLENGERMATCH-26MAY12KOUBON
# final_score=2-6 6-4 6-0
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Moise Kouame
# kalshi_date=2026-05-12
timestamp,Moise Kouame,Benjamin Bonzi
2026-05-12T15:53:00Z,79.71,19.38
2026-05-12T15:54:00Z,75.90,24.42
2026-05-12T15:55:00Z,73.12,26.94
2026-05-12T15:56:00Z,74.83,25.17
2026-05-12T15:57:00Z,77.00,24.36
2026-05-12T15:58:00Z,74.73,28.29
2026-05-12T15:59:00Z,72.31,29.40
2026-05-12T16:00:00Z,60.87,36.25
2026-05-12T16:01:00Z,54.56,45.62
2026-05-12T16:02:00Z,55.23,47.00
2026-05-12T16:03:00Z,55.23,49.19
2026-05-12T16:04:00Z,51.70,50.54
2026-05-12T16:05:00Z,48.07,51.79
2026-05-12T16:06:00Z,48.06,52.05
2026-05-12T16:07:00Z,45.27,54.16
2026-05-12T16:08:00Z,41.82,60.23
2026-05-12T16:09:00Z,37.46,63.00
2026-05-12T16:10:00Z,37.65,63.79
2026-05-12T16:11:00Z,37.69,63.53
2026-05-12T16:12:00Z,36.13,64.00
2026-05-12T16:13:00Z,38.36,61.83
2026-05-12T16:14:00Z,41.06,59.66
2026-05-12T16:15:00Z,44.18,55.99
2026-05-12T16:16:00Z,46.35,53.98
2026-05-12T16:17:00Z,48.05,52.28
2026-05-12T16:18:00Z,49.00,51.95
2026-05-12T16:19:00Z,47.94,54.87
2026-05-12T16:20:00Z,43.94,55.99
2026-05-12T16:21:00Z,43.26,56.99
2026-05-12T16:22:00Z,42.30,58.00
2026-05-12T16:23:00Z,42.21,58.03
2026-05-12T16:24:00Z,43.30,56.15
2026-05-12T16:25:00Z,44.93,56.49
2026-05-12T16:26:00Z,43.10,57.76
2026-05-12T16:27:00Z,40.93,60.91
2026-05-12T16:28:00Z,38.67,61.68
2026-05-12T16:29:00Z,38.67,62.00
2026-05-12T16:30:00Z,38.69,62.00
2026-05-12T16:31:00Z,39.00,61.97
2026-05-12T16:32:00Z,39.00,62.00
2026-05-12T16:33:00Z,35.05,66.15
2026-05-12T16:34:00Z,29.70,69.75
2026-05-12T16:35:00Z,35.41,65.64
2026-05-12T16:36:00Z,35.50,68.35
2026-05-12T16:37:00Z,19.54,76.96
2026-05-12T16:38:00Z,17.77,82.88
2026-05-12T16:39:00Z,15.70,85.85
2026-05-12T16:40:00Z,16.45,84.31
2026-05-12T16:41:00Z,12.51,87.51
2026-05-12T16:42:00Z,13.43,89.05
2026-05-12T16:43:00Z,9.85,88.30
2026-05-12T16:44:00Z,7.65,93.18
2026-05-12T16:45:00Z,11.80,89.03
2026-05-12T16:46:00Z,9.54,92.35
2026-05-12T16:47:00Z,3.61,97.33
2026-05-12T16:48:00Z,2.99,97.83
2026-05-12T16:49:00Z,1.86,97.94
2026-05-12T16:50:00Z,1.25,98.99
2026-05-12T16:51:00Z,1.00,99.00
2026-05-12T16:52:00Z,1.00,99.00
2026-05-12T16:53:00Z,1.00,99.00
2026-05-12T16:54:00Z,1.00,99.00
2026-05-12T16:55:00Z,1.00,99.00
2026-05-12T16:56:00Z,1.00,98.60
2026-05-12T16:57:00Z,1.00,99.00
2026-05-12T16:58:00Z,1.00,99.00
2026-05-12T16:59:00Z,1.00,99.00
2026-05-12T17:00:00Z,1.00,99.00
2026-05-12T17:01:00Z,1.00,99.00
2026-05-12T17:02:00Z,1.00,99.00
2026-05-12T17:05:00Z,1.00,99.00
