# event_ticker=KXATPCHALLENGERMATCH-26MAY12KOUBON
# final_score=2-6 6-4 6-0
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Moise Kouame
# kalshi_date=2026-05-12
timestamp,Moise Kouame,Benjamin Bonzi
2026-05-12T03:40:00Z,,69.00
2026-05-12T04:21:00Z,,69.00
2026-05-12T04:35:00Z,34.00,69.00
2026-05-12T04:36:00Z,34.00,69.00
2026-05-12T05:04:00Z,34.00,69.00
2026-05-12T05:24:00Z,34.00,69.00
2026-05-12T05:42:00Z,34.00,69.00
2026-05-12T06:11:00Z,34.00,69.00
2026-05-12T10:50:00Z,33.00,69.00
2026-05-12T11:09:00Z,33.00,69.00
2026-05-12T12:06:00Z,33.00,69.00
2026-05-12T12:34:00Z,33.00,69.00
2026-05-12T12:43:00Z,33.00,69.00
2026-05-12T13:09:00Z,31.00,69.00
2026-05-12T13:17:00Z,31.00,69.00
2026-05-12T13:35:00Z,32.00,69.00
2026-05-12T13:51:00Z,32.00,69.00
2026-05-12T14:06:00Z,32.00,69.00
2026-05-12T14:20:00Z,32.00,69.00
2026-05-12T14:21:00Z,32.00,69.00
2026-05-12T14:33:00Z,32.00,69.00
2026-05-12T14:35:00Z,32.00,69.00
2026-05-12T14:40:00Z,32.00,69.00
2026-05-12T14:45:00Z,32.00,69.00
2026-05-12T14:47:00Z,32.00,69.00
2026-05-12T14:51:00Z,32.00,69.00
2026-05-12T14:52:00Z,32.00,69.00
2026-05-12T14:54:00Z,32.00,69.00
2026-05-12T14:57:00Z,32.00,69.00
2026-05-12T14:58:00Z,32.00,69.00
2026-05-12T15:00:00Z,32.00,69.00
2026-05-12T15:01:00Z,30.00,69.00
2026-05-12T15:03:00Z,32.00,69.00
2026-05-12T15:05:00Z,32.33,69.00
2026-05-12T15:06:00Z,32.00,70.00
2026-05-12T15:09:00Z,32.00,70.00
2026-05-12T15:10:00Z,31.00,72.00
2026-05-12T15:11:00Z,30.00,71.14
2026-05-12T15:12:00Z,32.00,67.95
2026-05-12T15:13:00Z,35.00,65.00
2026-05-12T15:14:00Z,37.01,61.47
2026-05-12T15:15:00Z,43.31,58.76
2026-05-12T15:16:00Z,40.16,61.23
2026-05-12T15:17:00Z,40.48,58.89
2026-05-12T15:18:00Z,37.93,64.54
2026-05-12T15:19:00Z,41.73,60.37
2026-05-12T15:20:00Z,47.12,60.18
2026-05-12T15:21:00Z,48.70,50.12
2026-05-12T15:22:00Z,54.36,47.53
2026-05-12T15:23:00Z,53.22,47.35
2026-05-12T15:24:00Z,56.63,45.00
2026-05-12T15:25:00Z,58.00,43.04
2026-05-12T15:26:00Z,56.00,42.00
2026-05-12T15:27:00Z,55.00,45.00
2026-05-12T15:28:00Z,55.14,44.00
2026-05-12T15:29:00Z,59.00,43.00
2026-05-12T15:30:00Z,59.19,40.23
2026-05-12T15:31:00Z,59.19,40.00
2026-05-12T15:32:00Z,60.00,40.00
2026-05-12T15:33:00Z,60.31,42.00
2026-05-12T15:34:00Z,58.06,42.39
2026-05-12T15:35:00Z,58.87,42.00
2026-05-12T15:36:00Z,60.00,39.44
2026-05-12T15:37:00Z,60.00,41.69
2026-05-12T15:38:00Z,61.58,39.00
2026-05-12T15:39:00Z,62.00,38.00
2026-05-12T15:40:00Z,62.00,36.62
2026-05-12T15:41:00Z,62.77,37.36
2026-05-12T15:42:00Z,66.77,35.64
2026-05-12T15:43:00Z,67.00,33.00
2026-05-12T15:44:00Z,68.00,33.00
2026-05-12T15:45:00Z,68.29,33.00
2026-05-12T15:46:00Z,71.08,27.73
2026-05-12T15:47:00Z,73.01,27.16
2026-05-12T15:48:00Z,74.00,26.00
2026-05-12T15:49:00Z,74.83,27.44
2026-05-12T15:50:00Z,79.32,20.51
2026-05-12T15:51:00Z,74.57,25.22
2026-05-12T15:52:00Z,77.74,22.27
