# event_ticker=KXATPMATCH-25AUG11SINDIA
# final_score=6-2 7-6(6)
# score_resolution=2-6 6-7
# match_winner=Jannik Sinner
# fav_player=Gabriel Diallo
# dog_player=Jannik Sinner
# kalshi_date=2025-08-11
timestamp,Gabriel Diallo,Jannik Sinner
2025-08-11T13:19:00Z,,96.00
2025-08-11T13:20:00Z,,96.00
2025-08-11T13:23:00Z,5.00,96.00
2025-08-11T13:24:00Z,5.96,96.00
2025-08-11T13:25:00Z,5.96,94.00
2025-08-11T13:27:00Z,5.96,96.00
2025-08-11T13:44:00Z,5.96,96.00
2025-08-11T13:53:00Z,5.96,96.03
2025-08-11T13:54:00Z,5.00,96.03
2025-08-11T13:55:00Z,5.00,97.00
2025-08-11T13:56:00Z,5.00,97.00
2025-08-11T13:57:00Z,5.00,96.62
2025-08-11T14:06:00Z,5.00,96.00
2025-08-11T14:07:00Z,6.16,96.00
2025-08-11T14:15:00Z,6.54,96.00
2025-08-11T14:17:00Z,6.90,96.00
2025-08-11T14:23:00Z,6.90,95.00
2025-08-11T14:24:00Z,7.00,95.00
2025-08-11T14:33:00Z,6.00,95.00
2025-08-11T14:34:00Z,6.00,95.00
2025-08-11T14:43:00Z,6.00,95.00
2025-08-11T14:44:00Z,6.00,95.00
2025-08-11T14:45:00Z,6.00,95.00
2025-08-11T14:50:00Z,6.00,95.00
2025-08-11T14:51:00Z,6.00,95.00
2025-08-11T14:54:00Z,6.03,95.00
2025-08-11T14:57:00Z,6.03,95.00
2025-08-11T15:11:00Z,6.00,95.00
2025-08-11T15:15:00Z,6.00,95.00
2025-08-11T15:29:00Z,6.00,95.00
2025-08-11T15:30:00Z,6.00,95.00
2025-08-11T15:35:00Z,7.00,95.00
2025-08-11T15:49:00Z,7.00,95.00
2025-08-11T16:03:00Z,7.00,95.00
2025-08-11T16:05:00Z,7.00,95.00
2025-08-11T16:06:00Z,7.00,95.00
2025-08-11T16:08:00Z,6.00,95.00
2025-08-11T16:09:00Z,5.00,95.51
2025-08-11T16:11:00Z,5.00,95.51
2025-08-11T16:13:00Z,5.00,96.00
2025-08-11T16:16:00Z,5.00,96.00
2025-08-11T16:19:00Z,5.00,96.00
2025-08-11T16:35:00Z,5.00,96.00
2025-08-11T16:36:00Z,5.00,96.00
2025-08-11T16:43:00Z,5.00,96.00
2025-08-11T16:46:00Z,5.00,96.00
2025-08-11T16:51:00Z,5.00,96.00
2025-08-11T16:55:00Z,5.00,96.00
2025-08-11T16:57:00Z,5.42,96.00
2025-08-11T17:00:00Z,5.00,96.00
2025-08-11T17:04:00Z,5.00,96.00
2025-08-11T17:14:00Z,5.12,96.00
2025-08-11T17:15:00Z,5.00,96.00
2025-08-11T17:18:00Z,5.00,96.00
2025-08-11T17:23:00Z,5.00,96.00
2025-08-11T17:26:00Z,5.00,96.00
2025-08-11T17:29:00Z,5.00,96.00
2025-08-11T17:31:00Z,5.50,96.00
2025-08-11T17:32:00Z,6.14,96.00
2025-08-11T17:34:00Z,6.00,96.00
2025-08-11T17:41:00Z,6.00,95.00
2025-08-11T17:45:00Z,4.00,95.00
2025-08-11T17:54:00Z,4.00,95.00
2025-08-11T17:59:00Z,5.00,95.00
2025-08-11T18:08:00Z,5.00,96.00
2025-08-11T18:11:00Z,5.00,96.00
2025-08-11T18:18:00Z,5.00,96.00
2025-08-11T18:27:00Z,5.00,96.00
2025-08-11T18:31:00Z,5.00,96.00
2025-08-11T18:36:00Z,5.00,96.00
2025-08-11T18:42:00Z,5.00,95.00
2025-08-11T18:58:00Z,5.00,96.00
2025-08-11T19:03:00Z,6.00,96.00
2025-08-11T19:04:00Z,6.00,96.00
2025-08-11T19:06:00Z,6.00,96.00
2025-08-11T19:14:00Z,6.00,95.00
2025-08-11T19:19:00Z,6.00,95.00
2025-08-11T19:21:00Z,6.00,95.00
2025-08-11T19:24:00Z,6.00,95.00
2025-08-11T19:32:00Z,6.00,95.00
2025-08-11T19:40:00Z,6.00,95.00
2025-08-11T19:47:00Z,6.00,95.00
2025-08-11T19:48:00Z,6.00,95.00
2025-08-11T19:58:00Z,6.00,95.00
2025-08-11T20:00:00Z,6.00,95.00
2025-08-11T20:04:00Z,6.00,95.00
2025-08-11T20:05:00Z,6.00,95.00
2025-08-11T20:09:00Z,6.00,95.00
2025-08-11T20:11:00Z,6.00,95.00
2025-08-11T20:12:00Z,6.00,95.00
2025-08-11T20:14:00Z,6.00,95.00
2025-08-11T20:17:00Z,7.00,95.00
2025-08-11T20:19:00Z,7.00,95.00
2025-08-11T20:22:00Z,7.00,95.00
2025-08-11T20:24:00Z,7.00,95.00
2025-08-11T20:38:00Z,7.00,95.00
2025-08-11T20:40:00Z,7.00,95.00
2025-08-11T20:41:00Z,7.00,95.00
2025-08-11T20:46:00Z,7.00,95.00
2025-08-11T20:48:00Z,7.00,95.00
2025-08-11T20:54:00Z,7.00,95.00
2025-08-11T20:58:00Z,7.00,95.00
2025-08-11T21:00:00Z,7.00,95.00
2025-08-11T21:01:00Z,7.00,95.00
2025-08-11T21:03:00Z,7.00,95.00
2025-08-11T21:06:00Z,7.00,95.00
2025-08-11T21:10:00Z,7.00,94.00
2025-08-11T21:14:00Z,7.00,94.86
2025-08-11T21:16:00Z,7.00,94.00
2025-08-11T21:18:00Z,7.00,94.00
2025-08-11T21:21:00Z,7.00,94.00
2025-08-11T21:22:00Z,7.00,94.00
2025-08-11T21:23:00Z,7.83,94.00
2025-08-11T21:24:00Z,7.00,94.00
2025-08-11T21:26:00Z,7.00,94.00
2025-08-11T21:28:00Z,7.00,94.00
2025-08-11T21:30:00Z,6.00,94.92
2025-08-11T21:32:00Z,6.00,94.92
2025-08-11T21:33:00Z,6.00,94.92
2025-08-11T21:35:00Z,6.00,94.80
2025-08-11T21:36:00Z,6.67,94.80
2025-08-11T21:38:00Z,7.00,94.80
2025-08-11T21:40:00Z,7.00,94.73
2025-08-11T21:41:00Z,7.00,94.73
2025-08-11T21:43:00Z,7.00,94.73
2025-08-11T21:45:00Z,7.00,94.73
2025-08-11T21:48:00Z,7.00,94.73
2025-08-11T21:53:00Z,7.00,94.73
2025-08-11T21:54:00Z,7.00,95.00
2025-08-11T21:58:00Z,7.00,95.00
2025-08-11T22:01:00Z,7.00,94.52
2025-08-11T22:02:00Z,7.00,95.00
2025-08-11T22:04:00Z,6.00,95.00
2025-08-11T22:05:00Z,6.00,95.00
2025-08-11T22:10:00Z,6.00,95.00
2025-08-11T22:12:00Z,6.00,95.00
2025-08-11T22:13:00Z,6.00,95.00
2025-08-11T22:19:00Z,6.00,95.00
2025-08-11T22:20:00Z,6.00,95.00
2025-08-11T22:22:00Z,7.00,95.00
2025-08-11T22:25:00Z,7.00,95.00
2025-08-11T22:33:00Z,7.00,95.00
2025-08-11T22:36:00Z,7.00,95.00
2025-08-11T22:37:00Z,7.00,95.00
2025-08-11T22:38:00Z,7.08,95.00
2025-08-11T22:39:00Z,8.00,95.00
2025-08-11T22:40:00Z,8.00,94.00
2025-08-11T22:43:00Z,7.00,94.00
2025-08-11T22:45:00Z,7.00,94.00
2025-08-11T22:46:00Z,7.00,94.00
2025-08-11T22:47:00Z,7.68,94.00
2025-08-11T22:51:00Z,7.68,94.00
2025-08-11T22:54:00Z,7.68,95.00
2025-08-11T22:55:00Z,7.00,94.00
2025-08-11T22:56:00Z,7.00,94.00
2025-08-11T23:00:00Z,7.00,94.00
2025-08-11T23:04:00Z,7.00,94.00
2025-08-11T23:07:00Z,7.00,95.00
2025-08-11T23:08:00Z,6.00,95.49
2025-08-11T23:13:00Z,6.00,95.49
2025-08-11T23:16:00Z,7.00,95.49
2025-08-11T23:17:00Z,7.00,95.49
2025-08-11T23:18:00Z,7.00,94.00
2025-08-11T23:19:00Z,7.00,94.00
2025-08-11T23:22:00Z,7.00,95.00
2025-08-11T23:25:00Z,7.00,95.00
2025-08-11T23:26:00Z,7.00,95.00
2025-08-11T23:27:00Z,7.00,95.00
2025-08-11T23:28:00Z,7.00,95.00
2025-08-11T23:30:00Z,7.00,95.00
2025-08-11T23:31:00Z,7.00,95.00
2025-08-11T23:33:00Z,7.00,95.00
2025-08-11T23:34:00Z,7.00,95.00
2025-08-11T23:35:00Z,6.98,95.00
2025-08-11T23:36:00Z,5.39,94.00
2025-08-11T23:37:00Z,7.00,95.00
2025-08-11T23:38:00Z,7.00,95.00
2025-08-11T23:39:00Z,7.00,95.00
2025-08-11T23:40:00Z,7.00,95.00
2025-08-11T23:41:00Z,7.00,95.00
2025-08-11T23:42:00Z,7.00,95.00
2025-08-11T23:43:00Z,7.00,95.00
2025-08-11T23:45:00Z,7.00,95.00
2025-08-11T23:46:00Z,7.00,95.00
2025-08-11T23:47:00Z,7.00,95.00
2025-08-11T23:48:00Z,7.00,95.00
2025-08-11T23:49:00Z,6.94,95.00
2025-08-11T23:50:00Z,6.81,94.00
2025-08-11T23:51:00Z,7.00,94.00
2025-08-11T23:52:00Z,6.88,95.00
2025-08-11T23:53:00Z,6.90,95.00
2025-08-11T23:54:00Z,4.48,96.00
2025-08-11T23:55:00Z,5.70,94.60
2025-08-11T23:56:00Z,7.59,94.60
2025-08-11T23:57:00Z,6.86,94.84
2025-08-11T23:58:00Z,7.77,94.08
2025-08-11T23:59:00Z,7.34,94.72
2025-08-12T00:00:00Z,8.35,93.10
2025-08-12T00:01:00Z,12.79,92.39
2025-08-12T00:02:00Z,14.11,87.90
2025-08-12T00:03:00Z,10.93,90.52
2025-08-12T00:04:00Z,8.18,91.86
2025-08-12T00:05:00Z,7.17,93.75
2025-08-12T00:06:00Z,7.17,94.00
2025-08-12T00:07:00Z,6.64,95.10
2025-08-12T00:08:00Z,5.21,96.87
2025-08-12T00:09:00Z,6.13,95.00
2025-08-12T00:10:00Z,5.57,96.00
2025-08-12T00:11:00Z,3.36,97.10
2025-08-12T00:12:00Z,6.05,97.10
2025-08-12T00:13:00Z,3.61,97.10
2025-08-12T00:14:00Z,5.85,95.00
2025-08-12T00:15:00Z,6.00,95.00
2025-08-12T00:16:00Z,3.21,97.00
2025-08-12T00:17:00Z,3.44,96.02
2025-08-12T00:18:00Z,3.04,97.00
2025-08-12T00:19:00Z,3.69,97.00
2025-08-12T00:20:00Z,3.99,97.00
2025-08-12T00:21:00Z,3.97,98.00
2025-08-12T00:23:00Z,3.39,98.00
2025-08-12T00:24:00Z,3.05,98.00
2025-08-12T00:25:00Z,3.00,98.00
2025-08-12T00:26:00Z,2.00,98.00
2025-08-12T00:27:00Z,3.00,98.00
2025-08-12T00:28:00Z,6.28,98.00
2025-08-12T00:29:00Z,2.00,98.00
2025-08-12T00:30:00Z,4.53,98.00
2025-08-12T00:31:00Z,4.05,97.04
2025-08-12T00:32:00Z,4.82,98.00
2025-08-12T00:33:00Z,3.00,98.00
2025-08-12T00:34:00Z,2.53,98.00
2025-08-12T00:35:00Z,2.94,98.00
2025-08-12T00:36:00Z,1.59,98.00
2025-08-12T00:37:00Z,2.40,98.00
2025-08-12T00:38:00Z,3.00,98.00
2025-08-12T00:39:00Z,3.00,98.00
2025-08-12T00:40:00Z,3.00,98.85
2025-08-12T00:41:00Z,3.00,98.85
2025-08-12T00:42:00Z,3.27,98.04
2025-08-12T00:43:00Z,3.27,98.38
2025-08-12T00:44:00Z,2.42,98.38
2025-08-12T00:45:00Z,1.00,98.38
2025-08-12T00:46:00Z,1.00,98.00
2025-08-12T00:47:00Z,2.00,98.00
2025-08-12T00:48:00Z,2.45,98.00
2025-08-12T00:49:00Z,1.00,98.00
2025-08-12T00:50:00Z,2.17,99.00
2025-08-12T00:51:00Z,3.79,99.00
2025-08-12T00:52:00Z,2.00,99.00
2025-08-12T00:53:00Z,2.00,99.00
2025-08-12T00:54:00Z,2.47,99.00
2025-08-12T00:55:00Z,3.00,99.00
2025-08-12T00:56:00Z,3.00,99.00
2025-08-12T00:57:00Z,3.00,99.00
2025-08-12T00:58:00Z,3.00,98.31
2025-08-12T00:59:00Z,3.00,98.31
2025-08-12T01:01:00Z,3.00,98.29
2025-08-12T01:02:00Z,1.86,99.00
2025-08-12T01:03:00Z,1.86,98.00
2025-08-12T01:04:00Z,2.57,98.00
2025-08-12T01:05:00Z,3.00,98.00
2025-08-12T01:07:00Z,3.00,99.00
2025-08-12T01:08:00Z,3.00,99.00
2025-08-12T01:09:00Z,3.00,99.00
2025-08-12T01:10:00Z,3.00,99.00
2025-08-12T01:11:00Z,3.94,98.00
2025-08-12T01:12:00Z,3.97,98.00
2025-08-12T01:13:00Z,3.00,98.00
2025-08-12T01:14:00Z,3.99,98.19
2025-08-12T01:15:00Z,4.36,98.00
2025-08-12T01:16:00Z,3.94,98.00
2025-08-12T01:17:00Z,3.00,98.00
2025-08-12T01:18:00Z,3.95,98.00
2025-08-12T01:19:00Z,4.62,96.91
2025-08-12T01:20:00Z,4.99,97.00
2025-08-12T01:21:00Z,5.00,97.00
2025-08-12T01:22:00Z,3.83,97.00
2025-08-12T01:23:00Z,3.62,97.70
2025-08-12T01:24:00Z,4.20,97.70
2025-08-12T01:25:00Z,3.41,97.70
2025-08-12T01:26:00Z,4.29,97.00
2025-08-12T01:27:00Z,1.70,98.54
2025-08-12T01:28:00Z,2.54,98.54
2025-08-12T01:29:00Z,4.29,98.54
2025-08-12T01:30:00Z,4.81,97.17
2025-08-12T01:31:00Z,4.44,97.17
2025-08-12T01:32:00Z,2.83,96.04
2025-08-12T01:33:00Z,3.89,98.00
2025-08-12T01:34:00Z,3.25,98.00
2025-08-12T01:35:00Z,4.00,99.00
2025-08-12T01:36:00Z,5.80,98.00
2025-08-12T01:37:00Z,7.55,93.29
2025-08-12T01:38:00Z,7.73,91.00
2025-08-12T01:39:00Z,5.75,97.61
2025-08-12T01:40:00Z,1.41,99.00
2025-08-12T01:41:00Z,4.72,96.56
2025-08-12T01:42:00Z,7.98,91.88
2025-08-12T01:43:00Z,5.22,97.03
2025-08-12T01:44:00Z,3.03,97.88
2025-08-12T01:45:00Z,1.00,99.00
