# event_ticker=KXATPMATCH-26JUN10LEHDUC
# final_score=6-7(8) 6-4 7-6(3)
# score_resolution=7-6 4-6 6-7
# match_winner=Jiri Lehecka
# fav_player=James Duckworth
# dog_player=Jiri Lehecka
# kalshi_date=2026-06-10
timestamp,Jiri Lehecka,James Duckworth
2026-06-10T23:07:00Z,,27.00
2026-06-10T23:08:00Z,,27.00
2026-06-10T23:29:00Z,,25.00
2026-06-10T23:36:00Z,75.00,25.00
2026-06-10T23:43:00Z,75.00,25.00
2026-06-10T23:48:00Z,75.00,25.00
2026-06-10T23:51:00Z,75.00,25.00
2026-06-10T23:56:00Z,75.00,27.00
2026-06-10T23:58:00Z,75.00,26.00
2026-06-11T00:01:00Z,75.00,27.00
2026-06-11T00:02:00Z,75.00,27.00
2026-06-11T00:04:00Z,75.00,27.00
2026-06-11T00:06:00Z,75.00,27.00
2026-06-11T00:12:00Z,75.00,26.50
2026-06-11T00:14:00Z,75.00,27.00
2026-06-11T00:15:00Z,75.00,27.00
2026-06-11T00:29:00Z,75.00,27.00
2026-06-11T00:37:00Z,75.00,27.00
2026-06-11T00:43:00Z,75.00,27.00
2026-06-11T00:45:00Z,75.00,27.00
2026-06-11T01:25:00Z,75.00,27.00
2026-06-11T01:28:00Z,75.00,27.00
2026-06-11T01:36:00Z,75.00,27.00
2026-06-11T01:42:00Z,75.00,27.00
2026-06-11T02:18:00Z,75.00,27.00
2026-06-11T02:27:00Z,75.00,27.00
2026-06-11T02:43:00Z,75.00,27.00
2026-06-11T02:46:00Z,75.00,27.00
2026-06-11T03:05:00Z,75.00,27.00
2026-06-11T03:08:00Z,75.00,27.00
2026-06-11T03:24:00Z,75.00,27.00
2026-06-11T03:25:00Z,75.00,27.00
2026-06-11T03:26:00Z,75.00,27.00
2026-06-11T03:28:00Z,75.00,27.00
2026-06-11T03:33:00Z,75.00,27.00
2026-06-11T03:37:00Z,75.00,27.00
2026-06-11T03:38:00Z,75.00,27.00
2026-06-11T03:40:00Z,75.00,27.00
2026-06-11T03:43:00Z,75.00,26.00
2026-06-11T03:44:00Z,75.00,26.00
2026-06-11T03:45:00Z,75.00,27.00
2026-06-11T03:46:00Z,75.00,27.00
2026-06-11T03:50:00Z,75.00,27.00
2026-06-11T03:52:00Z,75.00,27.00
2026-06-11T03:54:00Z,75.00,27.00
2026-06-11T03:56:00Z,75.00,27.00
2026-06-11T03:57:00Z,75.00,27.00
2026-06-11T03:58:00Z,75.00,27.00
2026-06-11T03:59:00Z,75.00,27.00
2026-06-11T04:00:00Z,75.00,27.00
2026-06-11T04:01:00Z,75.00,27.00
2026-06-11T04:02:00Z,75.00,27.00
2026-06-11T04:04:00Z,75.00,26.00
2026-06-11T04:05:00Z,75.00,26.00
2026-06-11T04:06:00Z,75.00,26.00
2026-06-11T04:07:00Z,75.00,26.00
2026-06-11T04:09:00Z,75.00,26.00
2026-06-11T04:10:00Z,75.00,26.00
2026-06-11T04:11:00Z,75.00,26.00
2026-06-11T04:12:00Z,74.67,26.00
2026-06-11T04:13:00Z,75.00,26.00
2026-06-11T04:14:00Z,75.00,26.00
2026-06-11T04:16:00Z,75.00,26.00
2026-06-11T04:17:00Z,75.00,26.00
2026-06-11T04:18:00Z,75.00,26.00
2026-06-11T04:19:00Z,75.00,26.00
2026-06-11T04:20:00Z,75.99,26.00
2026-06-11T04:21:00Z,76.00,26.00
2026-06-11T04:22:00Z,76.00,26.00
2026-06-11T04:23:00Z,76.96,26.00
2026-06-11T04:24:00Z,76.92,26.00
2026-06-11T04:27:00Z,75.00,26.00
2026-06-11T04:30:00Z,75.00,26.00
2026-06-11T04:31:00Z,75.00,26.00
2026-06-11T04:32:00Z,75.00,26.00
2026-06-11T04:33:00Z,74.07,26.00
2026-06-11T04:34:00Z,74.07,26.00
2026-06-11T04:35:00Z,75.00,26.00
2026-06-11T04:36:00Z,75.00,26.00
2026-06-11T04:37:00Z,75.00,26.00
2026-06-11T04:40:00Z,75.00,26.00
2026-06-11T04:43:00Z,75.00,26.00
2026-06-11T04:48:00Z,75.00,26.00
2026-06-11T04:49:00Z,75.00,26.00
2026-06-11T04:50:00Z,75.00,26.00
2026-06-11T04:52:00Z,74.00,26.00
2026-06-11T04:54:00Z,75.39,26.00
2026-06-11T04:56:00Z,76.00,26.00
2026-06-11T04:57:00Z,76.00,26.00
2026-06-11T05:01:00Z,76.00,26.00
2026-06-11T05:02:00Z,76.00,26.00
2026-06-11T05:04:00Z,76.00,26.00
2026-06-11T05:07:00Z,74.80,26.00
2026-06-11T05:10:00Z,76.00,26.00
2026-06-11T05:12:00Z,76.00,26.00
2026-06-11T05:13:00Z,76.00,26.00
2026-06-11T05:17:00Z,76.00,26.00
2026-06-11T05:18:00Z,76.00,26.00
2026-06-11T05:19:00Z,76.00,26.00
2026-06-11T05:22:00Z,77.00,26.00
2026-06-11T05:24:00Z,77.00,26.00
2026-06-11T05:27:00Z,77.00,26.00
2026-06-11T05:28:00Z,77.00,26.00
2026-06-11T05:29:00Z,77.00,26.00
