# event_ticker=KXATPMATCH-26MAR06PRIFIL
# final_score=6-2 3-2 RET
# match_winner=Arthur Fils
# fav_player=Dino Prizmic
# dog_player=Arthur Fils
# kalshi_date=2026-03-06
timestamp,Dino Prizmic,Arthur Fils
2026-03-06T10:19:00Z,,68.00
2026-03-06T10:31:00Z,,68.00
2026-03-06T10:37:00Z,,68.00
2026-03-06T10:40:00Z,33.00,68.00
2026-03-06T10:50:00Z,33.01,68.00
2026-03-06T10:51:00Z,33.01,68.00
2026-03-06T11:01:00Z,33.01,68.00
2026-03-06T11:04:00Z,33.00,68.00
2026-03-06T11:52:00Z,33.00,68.00
2026-03-06T11:55:00Z,32.04,68.00
2026-03-06T11:57:00Z,32.04,68.00
2026-03-06T12:07:00Z,32.04,68.00
2026-03-06T12:17:00Z,32.04,68.00
2026-03-06T12:53:00Z,32.04,68.00
2026-03-06T12:57:00Z,32.04,68.00
2026-03-06T13:01:00Z,32.04,68.00
2026-03-06T13:04:00Z,32.04,68.00
2026-03-06T13:09:00Z,32.04,68.00
2026-03-06T13:17:00Z,32.04,68.00
2026-03-06T13:23:00Z,32.04,68.00
2026-03-06T13:25:00Z,32.04,68.00
2026-03-06T13:34:00Z,32.04,68.00
2026-03-06T13:41:00Z,32.04,68.00
2026-03-06T13:45:00Z,32.04,68.00
2026-03-06T13:46:00Z,32.04,68.00
2026-03-06T13:47:00Z,33.00,68.00
2026-03-06T13:50:00Z,33.00,68.00
2026-03-06T13:54:00Z,33.00,68.00
2026-03-06T13:57:00Z,33.00,68.00
2026-03-06T14:03:00Z,33.00,69.00
2026-03-06T14:08:00Z,33.00,69.00
2026-03-06T14:21:00Z,33.00,69.00
2026-03-06T14:26:00Z,33.00,69.00
2026-03-06T14:27:00Z,33.00,69.00
2026-03-06T14:32:00Z,34.00,69.00
2026-03-06T14:34:00Z,34.00,69.00
2026-03-06T14:35:00Z,34.00,69.00
2026-03-06T14:39:00Z,34.00,69.00
2026-03-06T14:41:00Z,34.00,69.00
2026-03-06T14:45:00Z,34.00,69.00
2026-03-06T14:46:00Z,34.00,69.00
2026-03-06T14:53:00Z,34.00,69.00
2026-03-06T14:55:00Z,34.00,67.71
2026-03-06T14:58:00Z,34.00,69.00
2026-03-06T15:02:00Z,34.00,69.00
2026-03-06T15:07:00Z,34.00,69.00
2026-03-06T15:15:00Z,34.00,69.00
2026-03-06T15:17:00Z,34.00,69.00
2026-03-06T15:20:00Z,34.00,69.00
2026-03-06T15:22:00Z,33.00,69.00
2026-03-06T15:23:00Z,33.00,69.00
2026-03-06T15:31:00Z,33.00,69.00
2026-03-06T15:32:00Z,33.00,69.00
2026-03-06T15:34:00Z,33.00,69.00
2026-03-06T15:36:00Z,33.00,69.00
2026-03-06T15:37:00Z,33.00,69.00
2026-03-06T15:39:00Z,33.00,69.00
2026-03-06T15:40:00Z,33.00,69.00
2026-03-06T15:45:00Z,33.00,69.00
2026-03-06T15:47:00Z,33.00,69.00
2026-03-06T15:48:00Z,33.00,69.00
2026-03-06T15:53:00Z,33.00,69.00
2026-03-06T15:56:00Z,33.00,69.00
2026-03-06T15:57:00Z,33.00,69.00
2026-03-06T16:01:00Z,33.00,69.00
2026-03-06T16:03:00Z,33.00,69.00
2026-03-06T16:04:00Z,33.00,69.00
2026-03-06T16:05:00Z,33.00,69.00
2026-03-06T16:08:00Z,33.00,69.00
2026-03-06T16:09:00Z,32.00,69.00
2026-03-06T16:13:00Z,32.00,68.00
2026-03-06T16:14:00Z,32.00,67.69
2026-03-06T16:16:00Z,31.50,69.00
2026-03-06T16:17:00Z,31.50,69.00
2026-03-06T16:20:00Z,32.00,69.00
2026-03-06T16:30:00Z,32.00,69.00
2026-03-06T16:33:00Z,32.00,69.00
2026-03-06T16:45:00Z,32.00,69.00
2026-03-06T16:54:00Z,32.00,69.00
2026-03-06T16:59:00Z,32.00,69.00
2026-03-06T17:07:00Z,32.00,69.00
2026-03-06T17:10:00Z,32.00,69.00
2026-03-06T17:17:00Z,32.00,69.00
2026-03-06T17:18:00Z,32.00,69.00
2026-03-06T17:22:00Z,32.00,69.70
2026-03-06T17:23:00Z,32.00,70.00
2026-03-06T17:36:00Z,32.00,70.00
2026-03-06T17:38:00Z,32.00,70.00
2026-03-06T17:43:00Z,31.00,70.00
2026-03-06T17:44:00Z,30.00,70.00
2026-03-06T17:48:00Z,30.00,70.00
2026-03-06T17:51:00Z,30.00,70.39
2026-03-06T17:57:00Z,30.00,71.00
2026-03-06T18:04:00Z,30.00,71.00
2026-03-06T18:05:00Z,30.00,71.00
2026-03-06T18:09:00Z,30.00,70.00
2026-03-06T18:14:00Z,30.00,70.00
2026-03-06T18:23:00Z,30.00,70.00
2026-03-06T18:29:00Z,30.00,70.00
2026-03-06T18:41:00Z,30.00,70.00
2026-03-06T18:43:00Z,30.00,70.01
2026-03-06T18:47:00Z,30.00,71.00
2026-03-06T18:51:00Z,30.00,69.00
2026-03-06T18:53:00Z,30.00,71.00
2026-03-06T18:56:00Z,30.00,71.00
2026-03-06T19:06:00Z,30.00,70.00
2026-03-06T19:07:00Z,30.00,70.01
2026-03-06T19:17:00Z,30.00,71.00
2026-03-06T19:19:00Z,30.00,71.00
2026-03-06T19:28:00Z,30.00,70.00
2026-03-06T19:38:00Z,30.00,70.42
2026-03-06T19:50:00Z,30.00,71.00
2026-03-06T19:54:00Z,30.00,70.52
2026-03-06T19:57:00Z,30.00,69.00
2026-03-06T19:58:00Z,30.00,70.00
2026-03-06T20:04:00Z,30.00,70.95
2026-03-06T20:12:00Z,30.00,70.95
2026-03-06T20:14:00Z,30.00,69.00
2026-03-06T20:15:00Z,30.00,71.00
2026-03-06T20:20:00Z,30.00,71.00
2026-03-06T20:27:00Z,30.00,71.00
2026-03-06T20:28:00Z,30.00,71.00
2026-03-06T20:37:00Z,30.00,70.00
2026-03-06T20:47:00Z,30.00,71.00
2026-03-06T20:53:00Z,30.00,71.00
2026-03-06T20:56:00Z,30.00,70.00
2026-03-06T20:57:00Z,30.00,70.00
