# event_ticker=KXATPMATCH-25JUL24NAKNOR
# final_score=7-6(3) 6-3
# score_resolution=7-6 6-3
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Cameron Norrie
# kalshi_date=2025-07-24
timestamp,Brandon Nakashima,Cameron Norrie
2025-07-24T05:15:00Z,70.00,
2025-07-24T12:03:00Z,57.00,
2025-07-24T12:07:00Z,57.00,
2025-07-24T12:21:00Z,57.00,
2025-07-24T12:31:00Z,57.00,45.00
2025-07-24T12:41:00Z,57.00,45.00
2025-07-24T12:48:00Z,57.00,45.00
2025-07-24T12:50:00Z,57.00,45.00
2025-07-24T12:55:00Z,57.00,45.00
2025-07-24T12:56:00Z,57.00,45.00
2025-07-24T13:01:00Z,57.00,45.00
2025-07-24T13:05:00Z,57.00,45.00
2025-07-24T13:08:00Z,57.00,45.00
2025-07-24T13:13:00Z,57.00,45.00
2025-07-24T13:15:00Z,56.14,45.00
2025-07-24T13:19:00Z,56.14,45.00
2025-07-24T13:22:00Z,56.00,45.00
2025-07-24T13:29:00Z,56.00,46.00
2025-07-24T13:33:00Z,56.00,46.00
2025-07-24T13:55:00Z,56.00,46.00
2025-07-24T13:57:00Z,56.00,46.00
2025-07-24T14:05:00Z,56.00,46.00
2025-07-24T14:06:00Z,56.00,46.00
2025-07-24T14:11:00Z,56.00,46.00
2025-07-24T14:24:00Z,56.00,46.00
2025-07-24T14:25:00Z,56.00,45.70
2025-07-24T14:26:00Z,56.00,46.00
2025-07-24T14:32:00Z,56.00,46.00
2025-07-24T14:33:00Z,56.00,45.50
2025-07-24T14:35:00Z,56.00,45.50
2025-07-24T14:39:00Z,56.00,45.00
2025-07-24T14:43:00Z,56.00,45.00
2025-07-24T14:45:00Z,56.00,45.00
2025-07-24T14:50:00Z,56.00,45.00
2025-07-24T14:53:00Z,56.00,46.00
2025-07-24T14:54:00Z,56.00,46.00
2025-07-24T14:55:00Z,56.00,46.00
2025-07-24T14:56:00Z,56.00,46.00
2025-07-24T14:57:00Z,56.00,46.00
2025-07-24T14:59:00Z,56.00,46.00
2025-07-24T15:01:00Z,56.00,46.00
2025-07-24T15:03:00Z,56.00,47.00
2025-07-24T15:04:00Z,56.00,47.00
2025-07-24T15:06:00Z,53.13,47.00
2025-07-24T15:08:00Z,55.00,47.00
2025-07-24T15:09:00Z,55.00,47.00
2025-07-24T15:10:00Z,55.00,46.00
2025-07-24T15:11:00Z,55.00,48.00
2025-07-24T15:12:00Z,56.46,48.00
2025-07-24T15:13:00Z,54.00,48.00
2025-07-24T15:14:00Z,56.00,48.00
2025-07-24T15:15:00Z,54.33,49.10
2025-07-24T15:16:00Z,57.00,46.00
2025-07-24T15:17:00Z,56.72,46.00
2025-07-24T15:18:00Z,54.00,46.00
2025-07-24T15:19:00Z,55.36,45.00
2025-07-24T15:20:00Z,60.39,47.00
2025-07-24T15:21:00Z,66.08,39.75
2025-07-24T15:22:00Z,64.07,36.98
2025-07-24T15:23:00Z,62.21,40.60
2025-07-24T15:24:00Z,57.25,45.00
2025-07-24T15:26:00Z,58.00,45.00
2025-07-24T15:27:00Z,57.25,48.92
2025-07-24T15:28:00Z,55.00,46.00
2025-07-24T15:29:00Z,62.43,46.36
2025-07-24T15:30:00Z,62.43,44.00
2025-07-24T15:31:00Z,58.00,48.76
2025-07-24T15:32:00Z,57.86,48.39
2025-07-24T15:33:00Z,61.92,38.39
2025-07-24T15:34:00Z,63.96,38.39
2025-07-24T15:35:00Z,68.95,43.00
2025-07-24T15:36:00Z,60.12,43.00
2025-07-24T15:37:00Z,69.36,37.00
2025-07-24T15:38:00Z,63.00,41.00
2025-07-24T15:39:00Z,63.00,40.00
2025-07-24T15:41:00Z,59.00,45.32
2025-07-24T15:42:00Z,59.00,44.67
2025-07-24T15:43:00Z,62.00,40.00
2025-07-24T15:44:00Z,64.21,37.00
2025-07-24T15:45:00Z,67.00,38.76
2025-07-24T15:46:00Z,63.00,41.02
2025-07-24T15:47:00Z,61.77,43.39
2025-07-24T15:48:00Z,59.19,45.20
2025-07-24T15:49:00Z,58.38,45.00
2025-07-24T15:50:00Z,60.67,43.71
2025-07-24T15:51:00Z,62.00,41.00
2025-07-24T15:52:00Z,62.00,41.00
2025-07-24T15:53:00Z,59.70,43.00
2025-07-24T15:54:00Z,68.00,43.00
2025-07-24T15:55:00Z,61.00,40.00
2025-07-24T15:56:00Z,61.11,41.00
2025-07-24T15:57:00Z,57.02,41.00
2025-07-24T15:58:00Z,63.00,41.00
2025-07-24T15:59:00Z,64.31,37.00
2025-07-24T16:00:00Z,65.00,37.00
2025-07-24T16:01:00Z,63.50,36.00
2025-07-24T16:02:00Z,71.98,29.49
2025-07-24T16:03:00Z,70.25,31.75
2025-07-24T16:04:00Z,67.78,38.00
2025-07-24T16:05:00Z,62.00,37.60
2025-07-24T16:06:00Z,65.59,30.13
2025-07-24T16:07:00Z,61.93,39.10
2025-07-24T16:08:00Z,60.07,39.94
2025-07-24T16:09:00Z,68.69,31.99
2025-07-24T16:10:00Z,73.00,28.13
2025-07-24T16:11:00Z,78.00,24.13
2025-07-24T16:12:00Z,76.90,23.19
2025-07-24T16:13:00Z,81.26,19.62
2025-07-24T16:14:00Z,81.26,19.00
2025-07-24T16:15:00Z,81.00,19.00
2025-07-24T16:16:00Z,83.81,19.00
2025-07-24T16:17:00Z,80.00,19.98
2025-07-24T16:18:00Z,80.00,20.00
2025-07-24T16:19:00Z,80.28,20.00
2025-07-24T16:20:00Z,82.00,20.00
2025-07-24T16:21:00Z,82.00,20.00
2025-07-24T16:22:00Z,82.00,20.00
2025-07-24T16:23:00Z,82.82,17.84
2025-07-24T16:24:00Z,83.00,20.58
2025-07-24T16:25:00Z,81.50,17.89
2025-07-24T16:26:00Z,87.87,15.13
2025-07-24T16:27:00Z,90.04,9.72
2025-07-24T16:28:00Z,91.25,8.08
2025-07-24T16:29:00Z,95.37,7.35
2025-07-24T16:30:00Z,95.00,6.94
2025-07-24T16:31:00Z,95.89,7.22
2025-07-24T16:32:00Z,93.44,5.00
2025-07-24T16:33:00Z,93.96,7.62
2025-07-24T16:34:00Z,93.72,8.01
2025-07-24T16:35:00Z,94.00,8.26
2025-07-24T16:36:00Z,92.70,7.72
2025-07-24T16:37:00Z,95.29,5.00
2025-07-24T16:38:00Z,94.48,5.23
2025-07-24T16:39:00Z,95.68,6.30
2025-07-24T16:40:00Z,94.96,6.40
2025-07-24T16:41:00Z,93.19,6.60
2025-07-24T16:42:00Z,94.92,7.69
2025-07-24T16:43:00Z,94.00,6.11
2025-07-24T16:44:00Z,94.61,7.00
2025-07-24T16:45:00Z,93.27,10.60
2025-07-24T16:46:00Z,84.52,14.38
2025-07-24T16:47:00Z,87.02,13.00
2025-07-24T16:48:00Z,91.83,8.41
2025-07-24T16:49:00Z,94.00,6.28
2025-07-24T16:50:00Z,94.00,7.00
2025-07-24T16:51:00Z,94.00,7.00
2025-07-24T16:52:00Z,93.00,5.00
2025-07-24T16:53:00Z,94.34,5.00
2025-07-24T16:54:00Z,96.94,3.11
2025-07-24T16:55:00Z,97.71,2.40
2025-07-24T16:56:00Z,97.71,2.96
