# event_ticker=KXATPMATCH-26APR03ETCPAU
# final_score=6-4 6-2
# match_winner=Tommy Paul
# fav_player=Tommy Paul
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-04-03
timestamp,Tommy Paul,Tomas Martin Etcheverry
2026-04-03T10:04:00Z,,34.00
2026-04-03T10:36:00Z,67.00,34.00
2026-04-03T10:44:00Z,67.00,34.00
2026-04-03T10:54:00Z,67.00,34.00
2026-04-03T10:56:00Z,65.86,34.00
2026-04-03T10:59:00Z,65.86,34.15
2026-04-03T11:12:00Z,67.00,34.15
2026-04-03T11:13:00Z,67.00,34.15
2026-04-03T11:20:00Z,67.00,34.15
2026-04-03T11:24:00Z,67.00,36.00
2026-04-03T11:25:00Z,67.00,35.00
2026-04-03T11:31:00Z,67.00,35.00
2026-04-03T11:36:00Z,66.00,35.00
2026-04-03T11:42:00Z,66.00,35.00
2026-04-03T11:44:00Z,66.00,35.00
2026-04-03T11:51:00Z,65.00,35.00
2026-04-03T11:58:00Z,65.00,36.00
2026-04-03T11:59:00Z,66.00,36.00
2026-04-03T12:05:00Z,66.00,35.00
2026-04-03T12:06:00Z,66.00,35.00
2026-04-03T12:07:00Z,66.00,35.00
2026-04-03T12:08:00Z,66.00,35.00
2026-04-03T12:16:00Z,66.00,35.00
2026-04-03T12:27:00Z,64.03,35.00
2026-04-03T12:30:00Z,64.03,35.00
2026-04-03T12:34:00Z,66.06,35.00
2026-04-03T12:43:00Z,67.00,35.00
2026-04-03T12:48:00Z,67.00,35.00
2026-04-03T12:49:00Z,67.00,35.00
2026-04-03T12:56:00Z,67.00,35.00
2026-04-03T12:59:00Z,67.00,34.00
2026-04-03T13:00:00Z,67.00,34.00
2026-04-03T13:05:00Z,67.00,34.00
2026-04-03T13:06:00Z,67.00,34.00
2026-04-03T13:07:00Z,67.00,34.00
2026-04-03T13:08:00Z,67.00,34.00
2026-04-03T13:13:00Z,67.00,34.00
2026-04-03T13:14:00Z,65.22,34.00
2026-04-03T13:15:00Z,66.00,34.00
2026-04-03T13:16:00Z,65.00,34.00
2026-04-03T13:20:00Z,66.00,34.00
2026-04-03T13:24:00Z,67.00,34.00
2026-04-03T13:30:00Z,67.00,34.00
2026-04-03T13:35:00Z,67.00,34.00
2026-04-03T13:36:00Z,67.00,34.00
2026-04-03T13:37:00Z,67.00,34.00
2026-04-03T13:41:00Z,67.00,34.00
2026-04-03T13:42:00Z,67.00,34.00
2026-04-03T13:45:00Z,67.00,34.00
2026-04-03T13:50:00Z,67.00,34.00
2026-04-03T13:51:00Z,67.00,34.00
2026-04-03T13:52:00Z,67.00,34.00
2026-04-03T13:53:00Z,67.00,34.00
2026-04-03T13:59:00Z,67.00,34.00
2026-04-03T14:04:00Z,67.00,34.00
2026-04-03T14:08:00Z,67.00,34.00
2026-04-03T14:10:00Z,67.00,33.00
2026-04-03T14:13:00Z,67.00,33.00
2026-04-03T14:14:00Z,67.00,34.00
2026-04-03T14:15:00Z,67.00,34.00
2026-04-03T14:16:00Z,67.00,34.00
2026-04-03T14:19:00Z,67.00,34.00
2026-04-03T14:21:00Z,67.00,34.00
2026-04-03T14:23:00Z,67.00,34.00
2026-04-03T14:25:00Z,67.00,34.00
2026-04-03T14:28:00Z,67.00,34.00
2026-04-03T14:29:00Z,67.00,34.00
2026-04-03T14:30:00Z,67.00,34.00
2026-04-03T14:31:00Z,67.00,34.00
2026-04-03T14:38:00Z,66.00,34.00
2026-04-03T14:46:00Z,66.00,34.00
2026-04-03T14:49:00Z,66.00,34.00
2026-04-03T14:51:00Z,66.00,34.00
2026-04-03T14:53:00Z,66.00,34.00
2026-04-03T14:59:00Z,66.00,34.00
2026-04-03T15:01:00Z,66.00,34.00
2026-04-03T15:02:00Z,65.00,34.00
2026-04-03T15:04:00Z,65.00,34.00
2026-04-03T15:05:00Z,66.00,34.00
2026-04-03T15:17:00Z,66.00,35.00
2026-04-03T15:19:00Z,66.00,35.00
2026-04-03T15:26:00Z,66.00,35.00
2026-04-03T15:27:00Z,66.00,35.00
2026-04-03T15:30:00Z,66.00,35.00
2026-04-03T15:32:00Z,66.00,35.00
2026-04-03T15:42:00Z,66.00,35.00
2026-04-03T15:45:00Z,66.00,35.00
2026-04-03T15:48:00Z,66.00,35.00
2026-04-03T15:49:00Z,66.00,35.00
2026-04-03T15:52:00Z,66.00,35.00
2026-04-03T15:53:00Z,66.00,35.00
2026-04-03T15:57:00Z,66.00,35.00
2026-04-03T16:03:00Z,66.00,35.00
2026-04-03T16:05:00Z,66.00,35.95
2026-04-03T16:06:00Z,66.00,35.95
2026-04-03T16:08:00Z,66.00,36.00
2026-04-03T16:09:00Z,66.00,36.00
2026-04-03T16:13:00Z,66.00,36.00
2026-04-03T16:14:00Z,66.00,36.00
2026-04-03T16:16:00Z,65.00,36.00
2026-04-03T16:18:00Z,65.00,36.00
2026-04-03T16:20:00Z,65.00,36.00
2026-04-03T16:22:00Z,65.00,36.00
2026-04-03T16:23:00Z,65.00,36.00
2026-04-03T16:25:00Z,65.00,36.00
2026-04-03T16:29:00Z,65.00,36.00
2026-04-03T16:39:00Z,65.00,36.00
2026-04-03T16:42:00Z,65.00,36.00
2026-04-03T16:43:00Z,65.00,36.00
2026-04-03T16:48:00Z,65.00,36.00
2026-04-03T16:49:00Z,65.00,36.00
2026-04-03T16:52:00Z,65.00,36.00
2026-04-03T16:54:00Z,65.00,36.00
2026-04-03T16:59:00Z,65.00,36.00
2026-04-03T17:04:00Z,65.00,36.00
2026-04-03T17:05:00Z,65.00,36.00
2026-04-03T17:08:00Z,65.00,36.00
2026-04-03T17:09:00Z,65.00,36.00
2026-04-03T17:12:00Z,65.00,36.00
2026-04-03T17:14:00Z,65.00,36.00
2026-04-03T17:15:00Z,65.00,36.00
