# event_ticker=KXATPCHALLENGERMATCH-26MAR09PERGEE
# final_score=6-0 6-2
# score_resolution=0-6 2-6
# match_winner=Michael Geerts
# fav_player=Tiago Pereira
# dog_player=Michael Geerts
# kalshi_date=2026-03-09
timestamp,Tiago Pereira,Michael Geerts
2026-03-09T02:59:00Z,,57.00
2026-03-09T04:42:00Z,,57.00
2026-03-09T04:44:00Z,,57.00
2026-03-09T04:58:00Z,,57.00
2026-03-09T05:03:00Z,46.40,57.00
2026-03-09T05:21:00Z,46.40,56.67
2026-03-09T05:36:00Z,46.40,56.00
2026-03-09T05:38:00Z,46.40,56.00
2026-03-09T05:42:00Z,46.40,56.00
2026-03-09T05:47:00Z,46.40,56.00
2026-03-09T05:49:00Z,47.00,56.00
2026-03-09T05:54:00Z,47.00,56.00
2026-03-09T06:09:00Z,47.00,56.00
2026-03-09T06:13:00Z,47.00,56.00
2026-03-09T06:18:00Z,47.00,56.00
2026-03-09T06:19:00Z,47.00,56.00
2026-03-09T06:24:00Z,47.00,54.00
2026-03-09T06:25:00Z,47.00,56.00
2026-03-09T06:26:00Z,47.00,56.00
2026-03-09T07:04:00Z,46.00,56.00
2026-03-09T07:19:00Z,46.00,55.83
2026-03-09T07:38:00Z,46.00,56.00
2026-03-09T08:05:00Z,46.00,56.00
2026-03-09T08:06:00Z,46.00,56.00
2026-03-09T09:16:00Z,46.00,56.00
2026-03-09T09:40:00Z,46.00,56.00
2026-03-09T09:46:00Z,46.00,56.00
2026-03-09T09:48:00Z,46.00,56.00
2026-03-09T10:27:00Z,46.00,56.00
2026-03-09T10:41:00Z,46.00,56.00
2026-03-09T10:47:00Z,46.00,56.00
2026-03-09T10:48:00Z,46.00,56.00
2026-03-09T10:53:00Z,46.00,56.99
2026-03-09T10:54:00Z,46.00,57.00
2026-03-09T10:58:00Z,46.00,57.00
2026-03-09T10:59:00Z,46.00,57.00
2026-03-09T11:02:00Z,46.00,57.00
2026-03-09T11:03:00Z,46.00,57.00
2026-03-09T11:07:00Z,46.00,56.33
2026-03-09T11:08:00Z,46.00,57.00
2026-03-09T11:14:00Z,46.00,58.00
2026-03-09T11:16:00Z,46.00,58.00
2026-03-09T11:17:00Z,46.00,58.00
2026-03-09T11:18:00Z,46.00,58.00
2026-03-09T11:20:00Z,46.00,59.00
2026-03-09T11:21:00Z,46.00,59.00
2026-03-09T11:22:00Z,46.00,58.00
2026-03-09T11:30:00Z,46.00,59.00
2026-03-09T11:34:00Z,46.00,59.00
2026-03-09T11:43:00Z,46.00,59.00
2026-03-09T12:04:00Z,46.00,59.00
2026-03-09T12:30:00Z,46.00,56.01
2026-03-09T12:31:00Z,46.00,58.00
2026-03-09T12:34:00Z,46.00,57.02
2026-03-09T12:35:00Z,46.00,56.00
2026-03-09T12:36:00Z,46.00,56.00
2026-03-09T12:37:00Z,45.00,56.00
2026-03-09T12:40:00Z,45.00,57.00
2026-03-09T12:41:00Z,45.00,57.07
2026-03-09T12:47:00Z,45.00,58.00
2026-03-09T12:54:00Z,45.00,57.00
2026-03-09T12:56:00Z,45.00,57.00
2026-03-09T12:57:00Z,45.00,57.00
2026-03-09T12:58:00Z,45.00,55.00
2026-03-09T12:59:00Z,45.00,55.00
2026-03-09T13:00:00Z,45.37,55.00
2026-03-09T13:01:00Z,46.00,55.00
2026-03-09T13:02:00Z,46.00,57.00
2026-03-09T13:05:00Z,45.00,57.00
2026-03-09T13:07:00Z,45.00,57.52
2026-03-09T13:08:00Z,45.00,58.00
2026-03-09T13:10:00Z,45.00,58.00
2026-03-09T13:11:00Z,45.00,58.00
2026-03-09T13:13:00Z,45.00,58.00
2026-03-09T13:15:00Z,45.00,58.00
2026-03-09T13:20:00Z,45.00,58.00
2026-03-09T13:21:00Z,45.00,58.00
2026-03-09T13:24:00Z,45.00,58.00
2026-03-09T13:25:00Z,45.00,58.29
2026-03-09T13:29:00Z,45.00,58.29
2026-03-09T13:30:00Z,42.00,59.58
2026-03-09T13:31:00Z,42.00,55.00
2026-03-09T13:36:00Z,42.00,59.00
2026-03-09T13:37:00Z,44.00,59.00
2026-03-09T13:39:00Z,44.00,59.00
2026-03-09T13:40:00Z,41.00,60.47
2026-03-09T13:41:00Z,40.00,62.60
2026-03-09T13:42:00Z,39.00,62.07
2026-03-09T13:43:00Z,39.00,63.51
2026-03-09T13:47:00Z,39.00,62.00
2026-03-09T13:48:00Z,39.00,63.00
2026-03-09T13:49:00Z,39.00,63.00
2026-03-09T13:50:00Z,39.00,63.00
2026-03-09T13:51:00Z,39.00,59.28
2026-03-09T13:52:00Z,44.00,59.00
2026-03-09T13:53:00Z,42.72,59.33
2026-03-09T13:54:00Z,44.00,56.16
2026-03-09T13:55:00Z,44.00,59.00
2026-03-09T13:56:00Z,40.00,64.49
2026-03-09T13:57:00Z,42.03,59.39
2026-03-09T13:58:00Z,40.92,62.16
2026-03-09T13:59:00Z,41.49,63.48
2026-03-09T14:00:00Z,33.08,68.20
2026-03-09T14:01:00Z,29.67,70.30
2026-03-09T14:02:00Z,29.00,68.91
2026-03-09T14:03:00Z,31.74,70.50
2026-03-09T14:04:00Z,29.90,72.16
2026-03-09T14:05:00Z,32.00,70.00
2026-03-09T14:06:00Z,31.47,70.32
2026-03-09T14:07:00Z,30.00,69.11
2026-03-09T14:08:00Z,27.05,73.00
2026-03-09T14:09:00Z,23.42,75.87
2026-03-09T14:10:00Z,24.00,77.00
2026-03-09T14:11:00Z,19.12,79.97
2026-03-09T14:12:00Z,17.28,83.00
2026-03-09T14:13:00Z,15.00,84.95
2026-03-09T14:14:00Z,14.00,85.00
2026-03-09T14:15:00Z,15.00,87.09
2026-03-09T14:16:00Z,13.17,86.58
2026-03-09T14:17:00Z,13.17,88.00
2026-03-09T14:18:00Z,12.75,89.99
2026-03-09T14:19:00Z,10.73,89.42
2026-03-09T14:20:00Z,11.00,90.00
2026-03-09T14:21:00Z,9.52,91.00
2026-03-09T14:22:00Z,10.00,90.54
2026-03-09T14:23:00Z,10.00,89.19
2026-03-09T14:24:00Z,11.93,87.61
2026-03-09T14:25:00Z,14.40,87.54
2026-03-09T14:26:00Z,13.04,87.19
2026-03-09T14:27:00Z,13.99,86.00
2026-03-09T14:28:00Z,13.24,86.00
2026-03-09T14:29:00Z,13.27,87.54
2026-03-09T14:30:00Z,13.00,87.85
2026-03-09T14:31:00Z,13.87,87.91
2026-03-09T14:32:00Z,10.85,89.07
2026-03-09T14:33:00Z,9.99,89.69
2026-03-09T14:34:00Z,11.60,89.32
2026-03-09T14:35:00Z,9.54,91.96
2026-03-09T14:36:00Z,11.69,89.56
2026-03-09T14:37:00Z,6.62,93.93
2026-03-09T14:38:00Z,5.99,95.78
2026-03-09T14:39:00Z,6.00,95.58
2026-03-09T14:40:00Z,8.55,92.06
2026-03-09T14:41:00Z,8.34,92.84
2026-03-09T14:42:00Z,10.83,90.82
2026-03-09T14:43:00Z,14.08,85.89
2026-03-09T14:44:00Z,11.45,88.76
2026-03-09T14:45:00Z,10.80,88.00
2026-03-09T14:46:00Z,11.20,89.10
2026-03-09T14:47:00Z,12.45,88.33
2026-03-09T14:48:00Z,9.47,90.05
2026-03-09T14:49:00Z,7.35,94.77
2026-03-09T14:50:00Z,6.02,94.96
2026-03-09T14:51:00Z,5.34,95.18
2026-03-09T14:52:00Z,3.15,96.68
2026-03-09T14:53:00Z,2.03,96.04
2026-03-09T14:54:00Z,4.84,96.16
2026-03-09T14:55:00Z,7.72,93.50
2026-03-09T14:56:00Z,6.57,93.44
2026-03-09T14:57:00Z,4.69,96.06
2026-03-09T14:58:00Z,5.00,96.69
2026-03-09T14:59:00Z,4.05,97.16
2026-03-09T15:00:00Z,1.13,98.52
2026-03-09T15:01:00Z,2.00,98.71
2026-03-09T15:02:00Z,2.00,99.00
2026-03-09T15:03:00Z,1.00,99.00
2026-03-09T15:04:00Z,2.21,98.98
2026-03-09T15:05:00Z,2.21,99.00
2026-03-09T15:06:00Z,1.95,98.85
2026-03-09T15:07:00Z,2.00,98.24
2026-03-09T15:08:00Z,2.00,99.00
2026-03-09T15:09:00Z,2.00,99.00
2026-03-09T15:10:00Z,2.00,99.00
2026-03-09T15:11:00Z,2.00,99.00
