# event_ticker=KXATPCHALLENGERMATCH-26APR28KYPBER
# final_score=6-4 6-7(5) 7-6(5)
# score_resolution=4-6 7-6 6-7
# match_winner=Matteo Berrettini
# fav_player=Patrick Kypson
# dog_player=Matteo Berrettini
# kalshi_date=2026-04-28
timestamp,Patrick Kypson,Matteo Berrettini
2026-04-28T00:50:00Z,,71.00
2026-04-28T01:02:00Z,30.00,71.00
2026-04-28T02:11:00Z,29.00,71.00
2026-04-28T03:18:00Z,29.00,71.00
2026-04-28T04:01:00Z,29.00,71.00
2026-04-28T05:27:00Z,29.00,71.00
2026-04-28T05:59:00Z,29.00,72.00
2026-04-28T06:13:00Z,29.00,72.00
2026-04-28T06:22:00Z,28.00,72.00
2026-04-28T06:57:00Z,28.00,72.00
2026-04-28T07:26:00Z,28.00,72.00
2026-04-28T08:07:00Z,30.00,72.00
2026-04-28T09:08:00Z,30.00,72.00
2026-04-28T09:09:00Z,30.00,72.00
2026-04-28T10:14:00Z,30.00,72.00
2026-04-28T10:21:00Z,30.00,72.00
2026-04-28T10:22:00Z,30.00,72.00
2026-04-28T10:24:00Z,30.00,72.00
2026-04-28T10:59:00Z,30.00,72.00
2026-04-28T11:00:00Z,30.00,72.00
2026-04-28T11:19:00Z,30.00,72.00
2026-04-28T11:21:00Z,30.00,72.00
2026-04-28T11:37:00Z,30.00,73.00
2026-04-28T11:39:00Z,30.00,73.00
2026-04-28T11:52:00Z,30.00,73.00
2026-04-28T12:25:00Z,30.00,72.00
2026-04-28T12:29:00Z,29.00,72.00
2026-04-28T12:34:00Z,29.00,72.00
2026-04-28T12:37:00Z,30.00,72.00
2026-04-28T12:41:00Z,30.00,72.00
2026-04-28T12:42:00Z,31.00,72.00
2026-04-28T12:45:00Z,31.00,70.00
2026-04-28T12:46:00Z,30.57,68.92
2026-04-28T12:47:00Z,28.19,72.00
2026-04-28T12:48:00Z,31.80,72.00
2026-04-28T12:49:00Z,32.00,69.00
2026-04-28T12:50:00Z,37.07,66.00
2026-04-28T12:51:00Z,38.69,64.02
2026-04-28T12:52:00Z,40.39,60.94
2026-04-28T12:53:00Z,35.14,64.83
2026-04-28T12:54:00Z,34.68,64.83
2026-04-28T12:55:00Z,30.00,70.00
2026-04-28T12:56:00Z,29.17,71.09
2026-04-28T12:57:00Z,29.89,70.53
2026-04-28T12:58:00Z,30.00,70.00
2026-04-28T12:59:00Z,31.00,70.00
2026-04-28T13:00:00Z,30.86,69.01
2026-04-28T13:01:00Z,34.98,65.24
2026-04-28T13:02:00Z,30.28,70.54
2026-04-28T13:03:00Z,29.75,71.74
2026-04-28T13:04:00Z,24.00,71.74
2026-04-28T13:05:00Z,24.32,75.91
2026-04-28T13:06:00Z,20.54,80.80
2026-04-28T13:07:00Z,16.99,86.00
2026-04-28T13:08:00Z,16.00,87.00
2026-04-28T13:09:00Z,13.00,87.00
2026-04-28T13:10:00Z,12.00,87.00
2026-04-28T13:11:00Z,12.00,88.00
2026-04-28T13:12:00Z,13.28,87.00
2026-04-28T13:13:00Z,13.00,87.00
2026-04-28T13:14:00Z,13.66,87.06
2026-04-28T13:15:00Z,14.55,87.00
2026-04-28T13:16:00Z,14.82,85.03
2026-04-28T13:17:00Z,11.07,88.00
2026-04-28T13:18:00Z,12.00,89.00
2026-04-28T13:19:00Z,10.74,91.00
2026-04-28T13:20:00Z,9.70,91.00
2026-04-28T13:21:00Z,11.00,90.00
2026-04-28T13:22:00Z,11.00,90.00
2026-04-28T13:23:00Z,10.50,89.10
2026-04-28T13:24:00Z,12.54,86.92
2026-04-28T13:25:00Z,14.13,86.99
2026-04-28T13:26:00Z,10.18,89.00
2026-04-28T13:27:00Z,9.93,89.00
