# event_ticker=KXATPCHALLENGERMATCH-26MAR13HARMAN
# final_score=6-4 6-7(4) 6-4
# score_resolution=4-6 7-6 4-6
# match_winner=Billy Harris
# fav_player=Adrian Mannarino
# dog_player=Billy Harris
# kalshi_date=2026-03-13
timestamp,Adrian Mannarino,Billy Harris
2026-03-13T08:01:00Z,68.00,
2026-03-13T08:36:00Z,69.00,
2026-03-13T09:10:00Z,69.00,32.00
2026-03-13T09:18:00Z,70.00,32.00
2026-03-13T10:59:00Z,70.00,29.00
2026-03-13T11:13:00Z,70.00,29.00
2026-03-13T11:37:00Z,70.00,29.00
2026-03-13T12:11:00Z,70.00,29.00
2026-03-13T12:16:00Z,70.00,29.00
2026-03-13T12:37:00Z,70.00,31.00
2026-03-13T13:01:00Z,70.00,31.00
2026-03-13T13:15:00Z,70.91,31.00
2026-03-13T13:16:00Z,71.00,31.00
2026-03-13T13:18:00Z,71.00,31.00
2026-03-13T13:21:00Z,71.00,31.00
2026-03-13T13:24:00Z,71.00,31.00
2026-03-13T13:58:00Z,71.00,31.00
2026-03-13T14:00:00Z,71.00,31.00
2026-03-13T14:03:00Z,71.00,31.00
2026-03-13T14:25:00Z,71.00,31.00
2026-03-13T14:31:00Z,71.00,31.00
2026-03-13T14:33:00Z,71.00,31.00
2026-03-13T14:38:00Z,71.00,31.00
2026-03-13T14:45:00Z,71.00,31.00
2026-03-13T14:54:00Z,71.00,29.00
2026-03-13T15:06:00Z,71.00,29.00
2026-03-13T15:21:00Z,73.00,29.00
2026-03-13T15:23:00Z,74.00,29.00
2026-03-13T15:24:00Z,74.00,29.00
2026-03-13T15:25:00Z,74.00,29.00
2026-03-13T15:36:00Z,73.00,29.00
2026-03-13T15:42:00Z,73.00,29.00
2026-03-13T15:44:00Z,73.00,29.00
2026-03-13T15:47:00Z,73.00,29.00
2026-03-13T16:04:00Z,73.00,29.00
2026-03-13T16:17:00Z,72.00,29.00
2026-03-13T16:19:00Z,72.00,30.00
2026-03-13T16:28:00Z,72.47,30.00
2026-03-13T16:30:00Z,70.34,30.00
2026-03-13T16:50:00Z,73.00,30.00
2026-03-13T17:01:00Z,73.00,30.00
2026-03-13T17:08:00Z,72.97,30.00
2026-03-13T17:47:00Z,72.97,29.00
2026-03-13T17:48:00Z,73.00,29.00
2026-03-13T17:55:00Z,73.00,29.00
2026-03-13T17:59:00Z,73.00,29.00
2026-03-13T18:04:00Z,73.00,28.00
2026-03-13T18:05:00Z,73.00,28.00
2026-03-13T18:06:00Z,73.00,28.00
2026-03-13T18:07:00Z,73.00,28.00
2026-03-13T18:11:00Z,73.00,28.00
2026-03-13T18:14:00Z,73.00,28.00
2026-03-13T18:16:00Z,73.00,28.00
2026-03-13T18:27:00Z,73.00,28.00
2026-03-13T18:32:00Z,73.00,28.00
2026-03-13T18:39:00Z,73.00,28.00
2026-03-13T18:44:00Z,73.00,28.00
2026-03-13T18:53:00Z,73.00,28.00
2026-03-13T18:54:00Z,73.00,28.00
2026-03-13T18:58:00Z,73.00,28.63
2026-03-13T18:59:00Z,73.00,29.00
2026-03-13T19:01:00Z,73.00,29.00
2026-03-13T19:02:00Z,72.93,29.00
2026-03-13T19:05:00Z,72.00,29.00
2026-03-13T19:06:00Z,72.00,29.00
2026-03-13T19:07:00Z,72.00,30.00
2026-03-13T19:08:00Z,72.00,30.00
2026-03-13T19:09:00Z,72.00,30.80
2026-03-13T19:10:00Z,74.97,30.80
2026-03-13T19:11:00Z,75.00,25.20
2026-03-13T19:12:00Z,75.00,25.20
2026-03-13T19:13:00Z,73.22,28.08
2026-03-13T19:14:00Z,71.00,31.00
2026-03-13T19:15:00Z,69.64,32.76
2026-03-13T19:16:00Z,67.75,34.13
2026-03-13T19:17:00Z,64.55,38.98
2026-03-13T19:18:00Z,66.74,39.98
2026-03-13T19:19:00Z,55.53,44.45
2026-03-13T19:20:00Z,52.00,48.91
2026-03-13T19:21:00Z,50.06,48.69
2026-03-13T19:22:00Z,48.26,52.97
2026-03-13T19:23:00Z,45.85,56.00
2026-03-13T19:24:00Z,45.83,57.09
2026-03-13T19:25:00Z,44.98,57.37
2026-03-13T19:26:00Z,47.48,53.05
2026-03-13T19:27:00Z,48.00,53.00
2026-03-13T19:28:00Z,48.45,53.52
2026-03-13T19:29:00Z,49.00,50.01
2026-03-13T19:30:00Z,51.06,50.48
2026-03-13T19:31:00Z,50.79,51.66
2026-03-13T19:32:00Z,57.08,43.58
2026-03-13T19:33:00Z,49.47,48.15
2026-03-13T19:34:00Z,46.89,53.59
2026-03-13T19:35:00Z,47.05,56.00
2026-03-13T19:36:00Z,46.99,53.25
2026-03-13T19:37:00Z,46.34,53.13
2026-03-13T19:38:00Z,47.02,53.99
2026-03-13T19:39:00Z,47.91,52.87
2026-03-13T19:40:00Z,48.64,52.87
2026-03-13T19:41:00Z,48.96,50.93
2026-03-13T19:42:00Z,44.98,55.79
2026-03-13T19:43:00Z,47.67,53.38
2026-03-13T19:44:00Z,55.06,45.00
2026-03-13T19:45:00Z,56.34,44.63
2026-03-13T19:46:00Z,59.96,42.60
2026-03-13T19:47:00Z,68.95,31.44
2026-03-13T19:48:00Z,64.33,36.73
2026-03-13T19:49:00Z,58.93,42.54
2026-03-13T19:50:00Z,62.03,39.63
2026-03-13T19:51:00Z,50.34,50.64
2026-03-13T19:52:00Z,46.00,53.98
2026-03-13T19:53:00Z,46.40,55.79
2026-03-13T19:54:00Z,46.49,56.47
2026-03-13T19:55:00Z,54.50,46.92
2026-03-13T19:56:00Z,50.71,49.91
2026-03-13T19:57:00Z,55.58,47.29
2026-03-13T19:58:00Z,52.43,49.08
2026-03-13T19:59:00Z,49.83,51.80
2026-03-13T20:00:00Z,50.06,54.78
2026-03-13T20:01:00Z,42.58,58.29
2026-03-13T20:02:00Z,43.00,57.31
2026-03-13T20:03:00Z,43.77,57.00
2026-03-13T20:04:00Z,44.50,58.17
2026-03-13T20:05:00Z,36.11,65.92
2026-03-13T20:06:00Z,30.45,73.64
2026-03-13T20:07:00Z,24.56,76.08
2026-03-13T20:08:00Z,24.88,76.25
2026-03-13T20:09:00Z,19.90,83.01
2026-03-13T20:10:00Z,15.64,83.87
2026-03-13T20:11:00Z,15.46,85.39
2026-03-13T20:12:00Z,19.18,81.03
2026-03-13T20:13:00Z,20.00,81.00
2026-03-13T20:14:00Z,17.68,80.99
2026-03-13T20:15:00Z,19.75,81.47
2026-03-13T20:16:00Z,26.17,73.63
2026-03-13T20:17:00Z,31.09,68.93
2026-03-13T20:18:00Z,30.01,73.59
2026-03-13T20:19:00Z,27.64,77.72
2026-03-13T20:20:00Z,25.02,76.39
2026-03-13T20:21:00Z,29.84,71.68
2026-03-13T20:22:00Z,29.45,77.54
2026-03-13T20:23:00Z,31.63,68.23
2026-03-13T20:24:00Z,25.81,75.25
2026-03-13T20:25:00Z,22.00,79.82
2026-03-13T20:26:00Z,17.91,83.12
2026-03-13T20:27:00Z,14.94,85.32
2026-03-13T20:28:00Z,18.95,82.29
2026-03-13T20:29:00Z,20.91,81.45
2026-03-13T20:30:00Z,19.01,85.04
2026-03-13T20:31:00Z,18.46,81.44
2026-03-13T20:32:00Z,19.96,80.07
2026-03-13T20:33:00Z,20.09,81.37
2026-03-13T20:34:00Z,15.03,83.22
2026-03-13T20:35:00Z,13.07,85.98
2026-03-13T20:36:00Z,10.65,89.57
2026-03-13T20:37:00Z,11.51,90.56
2026-03-13T20:38:00Z,15.00,85.98
2026-03-13T20:39:00Z,14.94,85.00
2026-03-13T20:40:00Z,15.49,82.34
2026-03-13T20:41:00Z,22.00,79.67
2026-03-13T20:42:00Z,27.14,74.86
2026-03-13T20:43:00Z,25.66,76.64
2026-03-13T20:44:00Z,23.70,80.49
2026-03-13T20:45:00Z,19.03,82.21
2026-03-13T20:46:00Z,24.41,78.14
2026-03-13T20:47:00Z,21.72,81.11
2026-03-13T20:48:00Z,19.11,83.33
2026-03-13T20:49:00Z,26.21,74.77
2026-03-13T20:50:00Z,21.49,78.32
2026-03-13T20:51:00Z,24.81,76.76
2026-03-13T20:52:00Z,16.73,87.65
2026-03-13T20:53:00Z,14.48,83.91
2026-03-13T20:54:00Z,7.89,91.24
2026-03-13T20:55:00Z,10.26,91.57
2026-03-13T20:56:00Z,11.01,89.73
2026-03-13T20:57:00Z,9.85,89.98
2026-03-13T20:58:00Z,9.29,89.98
2026-03-13T20:59:00Z,9.40,91.18
2026-03-13T21:00:00Z,4.35,96.99
2026-03-13T21:01:00Z,9.56,91.16
2026-03-13T21:02:00Z,5.09,95.17
2026-03-13T21:03:00Z,20.27,84.06
2026-03-13T21:04:00Z,32.97,62.93
2026-03-13T21:05:00Z,40.30,58.98
2026-03-13T21:06:00Z,46.53,55.70
2026-03-13T21:07:00Z,48.62,51.09
2026-03-13T21:08:00Z,48.33,51.64
2026-03-13T21:09:00Z,46.63,53.00
2026-03-13T21:10:00Z,46.94,53.05
2026-03-13T21:11:00Z,49.08,51.75
2026-03-13T21:12:00Z,48.08,48.17
2026-03-13T21:13:00Z,48.35,49.73
2026-03-13T21:14:00Z,36.83,60.57
2026-03-13T21:15:00Z,34.69,72.91
2026-03-13T21:16:00Z,20.44,78.08
2026-03-13T21:17:00Z,29.62,71.40
2026-03-13T21:18:00Z,38.53,61.65
2026-03-13T21:19:00Z,48.52,54.36
2026-03-13T21:20:00Z,52.36,47.95
2026-03-13T21:21:00Z,54.67,47.89
2026-03-13T21:22:00Z,56.84,51.17
2026-03-13T21:23:00Z,35.08,61.62
2026-03-13T21:24:00Z,40.43,62.32
2026-03-13T21:25:00Z,42.62,57.22
2026-03-13T21:26:00Z,45.44,55.82
2026-03-13T21:27:00Z,44.88,56.97
2026-03-13T21:28:00Z,53.66,45.71
2026-03-13T21:29:00Z,60.37,40.35
2026-03-13T21:30:00Z,65.41,34.30
2026-03-13T21:31:00Z,63.94,35.41
2026-03-13T21:32:00Z,64.17,35.95
2026-03-13T21:33:00Z,63.18,36.21
2026-03-13T21:34:00Z,63.48,37.00
2026-03-13T21:35:00Z,63.78,36.93
2026-03-13T21:36:00Z,63.20,36.93
2026-03-13T21:37:00Z,63.62,36.72
2026-03-13T21:38:00Z,63.73,36.93
2026-03-13T21:39:00Z,62.67,38.51
2026-03-13T21:40:00Z,62.69,42.06
2026-03-13T21:41:00Z,58.26,42.17
2026-03-13T21:42:00Z,62.74,39.22
2026-03-13T21:43:00Z,63.52,35.02
2026-03-13T21:44:00Z,61.92,37.41
2026-03-13T21:45:00Z,57.71,42.09
2026-03-13T21:46:00Z,57.21,41.63
2026-03-13T21:47:00Z,49.37,54.78
2026-03-13T21:48:00Z,54.85,50.72
2026-03-13T21:49:00Z,59.98,40.56
2026-03-13T21:50:00Z,63.57,36.97
2026-03-13T21:51:00Z,59.79,41.54
2026-03-13T21:52:00Z,55.65,45.44
2026-03-13T21:53:00Z,54.69,45.86
2026-03-13T21:54:00Z,53.58,46.46
2026-03-13T21:55:00Z,50.50,50.20
2026-03-13T21:56:00Z,55.43,49.67
2026-03-13T21:57:00Z,61.20,40.00
2026-03-13T21:58:00Z,65.60,36.16
2026-03-13T21:59:00Z,64.51,33.42
2026-03-13T22:00:00Z,58.65,41.85
2026-03-13T22:01:00Z,64.61,39.76
2026-03-13T22:02:00Z,56.12,44.39
2026-03-13T22:03:00Z,54.67,46.89
2026-03-13T22:04:00Z,55.14,45.46
2026-03-13T22:05:00Z,57.77,43.89
2026-03-13T22:06:00Z,53.53,44.65
2026-03-13T22:07:00Z,60.88,40.03
2026-03-13T22:08:00Z,60.25,39.98
2026-03-13T22:09:00Z,68.09,33.42
2026-03-13T22:10:00Z,63.36,35.66
2026-03-13T22:11:00Z,61.78,37.87
2026-03-13T22:12:00Z,87.86,12.45
2026-03-13T22:13:00Z,89.58,10.32
2026-03-13T22:14:00Z,89.52,10.16
2026-03-13T22:15:00Z,92.77,8.61
2026-03-13T22:16:00Z,90.26,8.85
2026-03-13T22:17:00Z,86.70,13.81
2026-03-13T22:18:00Z,69.43,31.21
2026-03-13T22:19:00Z,57.53,42.58
2026-03-13T22:20:00Z,53.87,46.29
2026-03-13T22:21:00Z,47.14,53.62
2026-03-13T22:22:00Z,46.15,54.19
2026-03-13T22:23:00Z,45.95,54.91
2026-03-13T22:24:00Z,52.26,47.31
2026-03-13T22:25:00Z,54.06,47.91
2026-03-13T22:26:00Z,42.35,57.92
2026-03-13T22:27:00Z,24.35,71.28
2026-03-13T22:28:00Z,23.59,75.30
2026-03-13T22:29:00Z,2.35,97.52
2026-03-13T22:30:00Z,1.00,99.00
2026-03-13T22:31:00Z,1.00,99.00
2026-03-13T22:32:00Z,1.00,99.00
2026-03-13T22:33:00Z,1.00,99.00
2026-03-13T22:34:00Z,1.00,99.00
