# event_ticker=KXATPCHALLENGERMATCH-26APR11SHISIM
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Sho Shimabukuro
# fav_player=Ilia Simakin
# dog_player=Sho Shimabukuro
# kalshi_date=2026-04-11
timestamp,Ilia Simakin,Sho Shimabukuro
2026-04-13T22:45:00Z,,55.00
2026-04-13T22:49:00Z,,53.00
2026-04-13T23:07:00Z,,55.00
2026-04-13T23:16:00Z,,55.00
2026-04-14T00:14:00Z,47.00,55.00
2026-04-14T00:25:00Z,47.00,56.00
2026-04-14T00:31:00Z,47.00,56.00
2026-04-14T00:42:00Z,47.00,56.00
2026-04-14T00:52:00Z,47.00,56.00
2026-04-14T00:56:00Z,47.00,56.00
2026-04-14T00:59:00Z,47.00,54.00
2026-04-14T01:10:00Z,47.00,55.00
2026-04-14T01:42:00Z,45.00,55.00
2026-04-14T01:51:00Z,45.00,56.00
2026-04-14T01:59:00Z,45.00,56.00
2026-04-14T02:12:00Z,45.00,56.00
2026-04-14T02:28:00Z,45.00,55.00
2026-04-14T02:29:00Z,45.00,55.00
2026-04-14T02:33:00Z,45.00,56.00
2026-04-14T02:35:00Z,45.00,56.00
2026-04-14T02:38:00Z,46.00,56.00
2026-04-14T02:53:00Z,46.00,56.00
2026-04-14T03:06:00Z,46.00,55.00
2026-04-14T03:42:00Z,46.00,56.00
2026-04-14T03:45:00Z,46.00,56.00
2026-04-14T04:20:00Z,46.00,53.61
2026-04-14T04:29:00Z,46.00,55.00
2026-04-14T04:33:00Z,46.00,55.00
2026-04-14T04:34:00Z,46.00,56.00
2026-04-14T04:46:00Z,44.29,56.00
2026-04-14T04:50:00Z,44.29,56.00
2026-04-14T04:56:00Z,44.29,56.00
2026-04-14T05:02:00Z,44.29,57.00
2026-04-14T05:05:00Z,44.29,57.00
2026-04-14T05:06:00Z,44.29,57.00
2026-04-14T05:07:00Z,43.00,57.00
2026-04-14T05:12:00Z,43.00,57.00
2026-04-14T05:16:00Z,45.00,57.00
2026-04-14T05:23:00Z,45.00,57.00
2026-04-14T05:40:00Z,45.00,56.98
2026-04-14T06:09:00Z,45.00,55.00
2026-04-14T06:19:00Z,45.00,55.00
2026-04-14T06:28:00Z,45.00,55.00
2026-04-14T06:30:00Z,45.00,55.00
2026-04-14T06:32:00Z,45.00,55.00
2026-04-14T06:43:00Z,45.00,55.00
2026-04-14T06:46:00Z,46.00,55.00
2026-04-14T06:47:00Z,46.00,55.00
2026-04-14T06:48:00Z,46.00,55.00
2026-04-14T06:49:00Z,46.00,54.67
2026-04-14T06:50:00Z,46.00,54.67
2026-04-14T06:51:00Z,46.80,54.67
2026-04-14T06:52:00Z,47.00,54.67
2026-04-14T06:55:00Z,47.00,54.67
2026-04-14T06:56:00Z,47.00,55.00
2026-04-14T06:57:00Z,47.00,53.81
2026-04-14T07:02:00Z,47.00,53.81
2026-04-14T07:04:00Z,47.00,53.81
2026-04-14T07:06:00Z,47.00,53.81
2026-04-14T07:08:00Z,47.00,53.81
2026-04-14T07:11:00Z,47.00,53.81
2026-04-14T07:12:00Z,47.00,53.81
2026-04-14T07:22:00Z,47.00,53.81
2026-04-14T07:25:00Z,47.00,54.00
2026-04-14T07:26:00Z,47.00,55.00
2026-04-14T07:28:00Z,47.00,55.00
2026-04-14T07:36:00Z,47.00,55.00
2026-04-14T07:37:00Z,47.00,55.00
2026-04-14T07:38:00Z,47.00,55.00
2026-04-14T07:41:00Z,47.00,55.00
2026-04-14T07:43:00Z,47.00,53.00
2026-04-14T07:48:00Z,47.00,53.00
2026-04-14T07:51:00Z,47.00,54.00
2026-04-14T07:57:00Z,47.00,54.00
2026-04-14T08:03:00Z,47.00,53.00
2026-04-14T08:08:00Z,45.00,53.00
2026-04-14T08:10:00Z,47.00,53.00
2026-04-14T08:17:00Z,47.00,54.00
2026-04-14T08:20:00Z,47.10,54.00
2026-04-14T08:24:00Z,48.00,55.29
2026-04-14T08:30:00Z,48.00,55.00
2026-04-14T08:32:00Z,48.00,55.00
2026-04-14T08:42:00Z,47.99,55.00
2026-04-14T08:44:00Z,47.00,55.00
2026-04-14T08:47:00Z,46.00,55.45
2026-04-14T08:48:00Z,46.00,55.00
2026-04-14T08:50:00Z,47.85,55.00
2026-04-14T09:01:00Z,47.85,55.00
2026-04-14T09:04:00Z,47.85,55.00
2026-04-14T09:06:00Z,47.85,55.00
2026-04-14T09:13:00Z,47.00,55.00
2026-04-14T09:18:00Z,47.00,55.82
2026-04-14T09:21:00Z,47.00,55.82
2026-04-14T09:26:00Z,46.00,55.00
2026-04-14T09:28:00Z,47.41,55.00
2026-04-14T09:42:00Z,47.41,55.00
2026-04-14T09:47:00Z,48.00,55.00
2026-04-14T09:48:00Z,48.00,55.00
2026-04-14T09:49:00Z,47.00,55.00
2026-04-14T09:51:00Z,47.00,55.00
2026-04-14T09:52:00Z,47.00,55.00
2026-04-14T09:53:00Z,44.68,57.00
2026-04-14T09:54:00Z,36.76,64.18
2026-04-14T09:55:00Z,36.76,68.70
2026-04-14T09:56:00Z,36.76,70.00
2026-04-14T09:57:00Z,30.00,72.54
2026-04-14T09:58:00Z,28.46,71.25
2026-04-14T09:59:00Z,28.46,70.00
2026-04-14T10:00:00Z,29.97,70.00
2026-04-14T10:01:00Z,29.97,70.00
2026-04-14T10:02:00Z,30.00,70.90
2026-04-14T10:03:00Z,36.75,63.11
2026-04-14T10:04:00Z,34.00,65.72
2026-04-14T10:05:00Z,34.00,62.90
2026-04-14T10:06:00Z,33.74,65.00
2026-04-14T10:07:00Z,30.00,69.86
2026-04-14T10:08:00Z,26.39,71.53
2026-04-14T10:09:00Z,22.12,75.99
2026-04-14T10:10:00Z,22.12,80.62
2026-04-14T10:11:00Z,20.00,80.00
2026-04-14T10:12:00Z,21.00,80.99
2026-04-14T10:13:00Z,22.75,77.00
2026-04-14T10:14:00Z,22.00,77.00
2026-04-14T10:15:00Z,25.91,75.92
2026-04-14T10:16:00Z,25.91,71.93
2026-04-14T10:17:00Z,32.00,67.25
2026-04-14T10:18:00Z,33.00,68.75
2026-04-14T10:19:00Z,33.00,68.00
2026-04-14T10:20:00Z,29.10,73.86
2026-04-14T10:21:00Z,28.00,72.00
2026-04-14T10:22:00Z,31.00,70.95
2026-04-14T10:24:00Z,31.00,76.38
2026-04-14T10:25:00Z,21.00,81.00
2026-04-14T10:26:00Z,20.06,80.75
2026-04-14T10:27:00Z,20.00,81.99
2026-04-14T10:28:00Z,20.00,80.13
2026-04-14T10:29:00Z,20.00,80.18
2026-04-14T10:30:00Z,19.00,83.95
2026-04-14T10:31:00Z,19.00,82.00
2026-04-14T10:32:00Z,17.95,84.00
2026-04-14T10:33:00Z,18.11,83.88
2026-04-14T10:34:00Z,18.00,81.99
2026-04-14T10:35:00Z,24.40,81.99
2026-04-14T10:36:00Z,27.01,68.67
2026-04-14T10:37:00Z,34.50,65.71
2026-04-14T10:38:00Z,34.50,59.18
2026-04-14T10:39:00Z,41.99,59.18
2026-04-14T10:40:00Z,41.88,56.23
2026-04-14T10:41:00Z,41.88,58.00
2026-04-14T10:42:00Z,41.88,59.67
2026-04-14T10:44:00Z,30.98,68.23
2026-04-14T10:45:00Z,25.16,72.86
2026-04-14T10:46:00Z,25.16,77.84
2026-04-14T10:47:00Z,19.00,81.92
2026-04-14T10:48:00Z,16.96,85.00
2026-04-14T10:49:00Z,17.00,83.99
2026-04-14T10:50:00Z,6.30,92.97
2026-04-14T10:51:00Z,3.49,96.30
2026-04-14T10:52:00Z,1.00,98.97
2026-04-14T10:54:00Z,1.00,99.00
2026-04-14T10:55:00Z,1.00,99.00
2026-04-14T10:57:00Z,1.00,99.00
2026-04-14T10:58:00Z,1.00,99.00
