# event_ticker=KXATPMATCH-26FEB04HUMMAN
# final_score=6-7(4) 6-3 7-6(4)
# score_resolution=6-7 6-3 7-6
# match_winner=Adrian Mannarino
# fav_player=Adrian Mannarino
# dog_player=Ugo Humbert
# kalshi_date=2026-02-04
timestamp,Adrian Mannarino,Ugo Humbert
2026-02-04T05:56:00Z,16.00,
2026-02-04T05:58:00Z,16.00,86.00
2026-02-04T06:06:00Z,16.00,86.00
2026-02-04T06:26:00Z,16.00,86.00
2026-02-04T06:32:00Z,16.00,86.00
2026-02-04T06:39:00Z,16.00,85.00
2026-02-04T06:46:00Z,16.00,86.00
2026-02-04T06:47:00Z,15.99,86.00
2026-02-04T06:52:00Z,19.00,86.00
2026-02-04T07:04:00Z,17.00,86.00
2026-02-04T07:06:00Z,17.00,86.00
2026-02-04T07:07:00Z,12.00,86.00
2026-02-04T07:08:00Z,12.00,86.00
2026-02-04T07:12:00Z,12.00,86.00
2026-02-04T07:23:00Z,15.00,86.00
2026-02-04T07:30:00Z,15.00,86.00
2026-02-04T07:31:00Z,15.00,86.00
2026-02-04T07:32:00Z,15.00,86.00
2026-02-04T07:39:00Z,15.00,86.00
2026-02-04T07:40:00Z,15.00,87.00
2026-02-04T07:41:00Z,15.00,87.00
2026-02-04T07:47:00Z,12.65,87.00
2026-02-04T07:48:00Z,14.00,87.00
2026-02-04T08:11:00Z,14.00,85.00
2026-02-04T08:24:00Z,14.00,85.00
2026-02-04T09:05:00Z,14.00,85.00
2026-02-04T09:11:00Z,16.24,85.00
2026-02-04T09:12:00Z,16.00,85.00
2026-02-04T09:15:00Z,16.00,85.00
2026-02-04T09:17:00Z,16.00,84.00
2026-02-04T09:20:00Z,16.00,83.00
2026-02-04T09:27:00Z,16.00,83.00
2026-02-04T09:40:00Z,16.00,84.00
2026-02-04T09:46:00Z,18.00,84.00
2026-02-04T09:51:00Z,18.00,84.00
2026-02-04T09:55:00Z,18.00,84.00
2026-02-04T09:57:00Z,18.00,83.00
2026-02-04T09:58:00Z,19.00,83.00
2026-02-04T10:01:00Z,19.00,81.00
2026-02-04T10:38:00Z,19.00,81.00
2026-02-04T10:40:00Z,19.00,81.00
2026-02-04T11:35:00Z,19.00,81.00
2026-02-04T11:43:00Z,19.00,81.00
2026-02-04T11:50:00Z,20.00,81.00
2026-02-04T12:00:00Z,20.00,82.00
2026-02-04T12:03:00Z,20.00,82.00
2026-02-04T12:11:00Z,20.00,81.00
2026-02-04T12:12:00Z,20.00,81.00
2026-02-04T12:16:00Z,20.00,81.00
2026-02-04T12:18:00Z,20.00,81.00
2026-02-04T12:20:00Z,19.00,81.00
2026-02-04T12:26:00Z,20.00,81.00
2026-02-04T12:33:00Z,20.00,81.00
2026-02-04T12:35:00Z,20.00,81.00
2026-02-04T12:38:00Z,20.00,81.00
2026-02-04T12:44:00Z,20.00,81.00
2026-02-04T12:47:00Z,20.00,81.00
2026-02-04T12:52:00Z,20.00,81.00
2026-02-04T12:55:00Z,20.00,80.50
2026-02-04T12:57:00Z,20.00,80.50
2026-02-04T12:59:00Z,20.00,81.00
2026-02-04T13:12:00Z,20.00,81.00
2026-02-04T13:15:00Z,20.00,81.00
2026-02-04T13:16:00Z,20.00,81.00
2026-02-04T13:22:00Z,20.00,81.00
2026-02-04T13:28:00Z,20.00,81.00
2026-02-04T13:34:00Z,20.00,81.00
2026-02-04T13:40:00Z,19.00,81.00
2026-02-04T13:42:00Z,19.00,81.00
2026-02-04T13:43:00Z,19.00,81.00
2026-02-04T13:47:00Z,20.00,81.00
2026-02-04T13:48:00Z,20.00,81.00
2026-02-04T13:52:00Z,20.00,81.00
2026-02-04T14:03:00Z,20.00,81.00
2026-02-04T14:04:00Z,20.00,81.00
2026-02-04T14:06:00Z,20.00,81.00
2026-02-04T14:08:00Z,20.00,82.00
2026-02-04T14:11:00Z,20.00,81.96
2026-02-04T14:14:00Z,20.00,82.00
2026-02-04T14:15:00Z,20.00,82.00
2026-02-04T14:18:00Z,19.00,82.00
2026-02-04T14:26:00Z,20.00,82.00
2026-02-04T14:27:00Z,20.00,82.00
2026-02-04T14:30:00Z,20.00,82.00
2026-02-04T14:31:00Z,19.00,82.00
2026-02-04T14:32:00Z,19.00,82.00
2026-02-04T14:34:00Z,19.00,82.00
2026-02-04T14:37:00Z,19.00,82.00
2026-02-04T14:39:00Z,19.00,82.00
2026-02-04T14:41:00Z,19.00,82.00
2026-02-04T14:44:00Z,20.00,82.00
2026-02-04T14:45:00Z,20.00,82.00
2026-02-04T14:47:00Z,20.00,82.00
2026-02-04T14:48:00Z,20.00,82.00
2026-02-04T14:49:00Z,20.00,82.00
2026-02-04T14:50:00Z,20.00,82.00
2026-02-04T14:51:00Z,20.00,82.00
2026-02-04T14:54:00Z,20.00,82.00
2026-02-04T14:55:00Z,20.00,82.00
2026-02-04T14:57:00Z,20.00,82.00
2026-02-04T14:59:00Z,20.00,82.00
2026-02-04T15:00:00Z,20.00,82.00
2026-02-04T15:01:00Z,20.00,82.00
2026-02-04T15:02:00Z,20.00,82.00
2026-02-04T15:03:00Z,20.00,82.00
2026-02-04T15:04:00Z,20.00,82.00
2026-02-04T15:08:00Z,20.00,82.00
2026-02-04T15:15:00Z,20.00,82.00
2026-02-04T15:16:00Z,20.00,82.00
2026-02-04T15:17:00Z,20.00,82.00
2026-02-04T15:18:00Z,20.00,82.00
2026-02-04T15:19:00Z,20.00,82.00
2026-02-04T15:21:00Z,19.00,82.00
2026-02-04T15:22:00Z,20.00,82.00
2026-02-04T15:23:00Z,20.00,82.00
2026-02-04T15:30:00Z,20.00,82.00
2026-02-04T15:31:00Z,20.00,82.00
2026-02-04T15:32:00Z,20.00,82.00
2026-02-04T15:33:00Z,20.00,82.00
2026-02-04T15:34:00Z,20.00,82.00
2026-02-04T15:35:00Z,20.00,82.00
2026-02-04T15:38:00Z,21.00,82.00
