# event_ticker=KXATPMATCH-25OCT04DARYUN
# final_score=6-4 6-4
# match_winner=Luciano Darderi
# fav_player=Luciano Darderi
# dog_player=Yunchaokete Bu
# kalshi_date=2025-10-04
timestamp,Luciano Darderi,Yunchaokete Bu
2025-10-03T21:22:00Z,46.00,
2025-10-03T23:15:00Z,46.00,55.00
2025-10-03T23:51:00Z,46.00,55.00
2025-10-04T00:13:00Z,46.00,55.00
2025-10-04T00:27:00Z,46.00,54.00
2025-10-04T00:37:00Z,46.00,54.00
2025-10-04T00:46:00Z,46.00,54.20
2025-10-04T01:09:00Z,47.00,54.20
2025-10-04T01:41:00Z,47.00,55.00
2025-10-04T01:42:00Z,47.00,55.00
2025-10-04T02:10:00Z,47.00,53.00
2025-10-04T02:25:00Z,47.00,53.00
2025-10-04T02:27:00Z,47.00,55.00
2025-10-04T02:29:00Z,47.00,55.00
2025-10-04T02:30:00Z,47.00,55.00
2025-10-04T02:32:00Z,47.00,55.00
2025-10-04T02:42:00Z,47.00,54.00
2025-10-04T03:18:00Z,47.60,53.00
2025-10-04T03:22:00Z,47.60,53.00
2025-10-04T03:31:00Z,47.02,53.00
2025-10-04T03:47:00Z,47.02,53.00
2025-10-04T04:00:00Z,47.02,53.00
2025-10-04T04:03:00Z,47.02,53.00
2025-10-04T04:04:00Z,47.00,53.00
2025-10-04T04:10:00Z,47.00,53.00
2025-10-04T04:12:00Z,47.00,53.00
2025-10-04T04:13:00Z,47.00,53.00
2025-10-04T04:37:00Z,47.00,53.00
2025-10-04T04:41:00Z,47.00,53.00
2025-10-04T04:44:00Z,47.00,53.00
2025-10-04T04:45:00Z,47.03,53.00
2025-10-04T04:46:00Z,47.03,53.00
2025-10-04T04:53:00Z,47.00,53.00
2025-10-04T05:17:00Z,48.00,53.00
2025-10-04T05:24:00Z,48.00,53.00
2025-10-04T05:28:00Z,48.00,53.00
2025-10-04T05:30:00Z,48.00,53.00
2025-10-04T05:32:00Z,48.00,53.00
2025-10-04T05:34:00Z,48.00,53.00
2025-10-04T05:35:00Z,48.00,53.00
2025-10-04T05:36:00Z,48.00,53.00
2025-10-04T05:39:00Z,48.00,53.00
2025-10-04T05:42:00Z,48.00,53.00
2025-10-04T05:43:00Z,48.00,53.00
2025-10-04T05:56:00Z,48.00,53.74
2025-10-04T05:59:00Z,48.00,54.00
2025-10-04T06:02:00Z,48.00,52.00
2025-10-04T06:08:00Z,48.00,54.00
2025-10-04T06:15:00Z,47.00,54.00
2025-10-04T06:18:00Z,47.65,54.00
2025-10-04T06:32:00Z,48.00,54.00
2025-10-04T06:33:00Z,48.00,54.00
2025-10-04T06:35:00Z,48.00,54.00
2025-10-04T06:40:00Z,48.00,54.00
2025-10-04T06:46:00Z,48.00,54.00
2025-10-04T06:58:00Z,48.00,54.15
2025-10-04T07:15:00Z,47.00,54.15
2025-10-04T07:18:00Z,47.00,54.15
2025-10-04T07:20:00Z,47.00,54.15
2025-10-04T07:37:00Z,47.00,54.00
2025-10-04T07:40:00Z,47.00,54.00
2025-10-04T07:48:00Z,47.00,54.00
2025-10-04T07:50:00Z,47.00,54.00
2025-10-04T07:59:00Z,47.00,54.00
2025-10-04T08:01:00Z,47.00,54.00
2025-10-04T08:02:00Z,46.00,55.00
2025-10-04T08:04:00Z,45.00,55.00
2025-10-04T08:05:00Z,45.00,55.00
2025-10-04T08:11:00Z,45.00,55.92
2025-10-04T08:12:00Z,45.00,56.00
2025-10-04T08:16:00Z,45.00,56.00
2025-10-04T08:22:00Z,45.00,56.00
2025-10-04T08:25:00Z,45.00,56.00
2025-10-04T08:28:00Z,45.00,56.00
2025-10-04T08:32:00Z,45.00,56.00
2025-10-04T08:35:00Z,45.00,70.31
2025-10-04T08:37:00Z,45.00,70.31
2025-10-04T08:38:00Z,45.00,70.31
2025-10-04T08:39:00Z,45.00,70.31
2025-10-04T08:40:00Z,45.00,70.31
2025-10-04T08:41:00Z,45.00,72.00
2025-10-04T08:42:00Z,45.00,72.00
2025-10-04T08:43:00Z,43.00,72.00
2025-10-04T08:44:00Z,44.04,53.12
2025-10-04T08:45:00Z,47.00,55.00
2025-10-04T08:46:00Z,42.00,59.20
2025-10-04T08:49:00Z,46.00,57.00
2025-10-04T08:51:00Z,46.00,62.00
2025-10-04T08:52:00Z,46.60,58.00
2025-10-04T08:53:00Z,47.69,58.00
2025-10-04T08:54:00Z,48.31,55.00
2025-10-04T08:55:00Z,53.09,47.04
2025-10-04T08:56:00Z,64.73,40.07
2025-10-04T08:57:00Z,61.03,40.52
2025-10-04T08:58:00Z,61.04,42.51
2025-10-04T08:59:00Z,61.77,39.55
2025-10-04T09:00:00Z,63.55,33.24
2025-10-04T09:01:00Z,68.75,33.30
2025-10-04T09:02:00Z,68.00,34.00
2025-10-04T09:03:00Z,73.37,28.74
2025-10-04T09:04:00Z,69.61,31.83
2025-10-04T09:05:00Z,66.29,35.17
2025-10-04T09:06:00Z,63.26,36.00
2025-10-04T09:07:00Z,66.33,35.58
2025-10-04T09:08:00Z,71.00,35.58
2025-10-04T09:09:00Z,68.00,38.21
2025-10-04T09:10:00Z,61.53,44.05
2025-10-04T09:11:00Z,55.26,42.79
2025-10-04T09:12:00Z,62.82,48.00
2025-10-04T09:13:00Z,65.00,48.00
2025-10-04T09:14:00Z,67.00,33.00
2025-10-04T09:15:00Z,70.75,30.36
2025-10-04T09:16:00Z,67.00,35.52
2025-10-04T09:17:00Z,67.46,34.78
2025-10-04T09:18:00Z,65.63,34.78
2025-10-04T09:19:00Z,64.00,34.78
2025-10-04T09:20:00Z,63.41,42.00
2025-10-04T09:21:00Z,68.13,42.00
2025-10-04T09:22:00Z,67.00,34.00
2025-10-04T09:23:00Z,67.00,37.00
2025-10-04T09:24:00Z,67.00,35.00
2025-10-04T09:25:00Z,67.53,35.12
2025-10-04T09:26:00Z,66.07,34.85
2025-10-04T09:27:00Z,65.03,36.00
2025-10-04T09:28:00Z,65.03,45.39
2025-10-04T09:29:00Z,67.34,33.00
2025-10-04T09:30:00Z,66.34,33.64
2025-10-04T09:31:00Z,69.00,32.66
2025-10-04T09:32:00Z,69.00,31.79
2025-10-04T09:33:00Z,69.00,31.79
2025-10-04T09:34:00Z,69.50,31.79
2025-10-04T09:36:00Z,68.98,31.79
2025-10-04T09:37:00Z,71.65,31.00
2025-10-04T09:38:00Z,75.78,26.46
2025-10-04T09:39:00Z,76.53,23.57
2025-10-04T09:40:00Z,80.04,20.52
2025-10-04T09:41:00Z,83.21,18.82
2025-10-04T09:42:00Z,83.21,13.36
2025-10-04T09:43:00Z,85.34,16.15
2025-10-04T09:44:00Z,84.75,15.53
2025-10-04T09:45:00Z,88.24,15.53
2025-10-04T09:46:00Z,89.59,8.30
2025-10-04T09:47:00Z,90.54,9.22
2025-10-04T09:48:00Z,90.88,11.01
2025-10-04T09:49:00Z,87.00,29.00
2025-10-04T09:50:00Z,87.00,16.67
2025-10-04T09:51:00Z,88.00,14.00
2025-10-04T09:52:00Z,88.00,12.35
2025-10-04T09:53:00Z,94.96,7.72
2025-10-04T09:54:00Z,96.16,3.52
2025-10-04T09:55:00Z,98.49,3.12
2025-10-04T09:56:00Z,98.00,2.96
2025-10-04T09:57:00Z,99.00,1.09
2025-10-04T09:58:00Z,99.00,1.00
2025-10-04T09:59:00Z,99.00,1.00
2025-10-04T10:01:00Z,98.90,1.00
2025-10-04T10:02:00Z,98.90,1.00
2025-10-04T10:03:00Z,98.90,1.00
2025-10-04T10:04:00Z,98.00,1.00
2025-10-04T10:05:00Z,98.00,2.00
2025-10-04T10:06:00Z,98.00,2.00
2025-10-04T10:07:00Z,98.00,2.00
2025-10-04T10:08:00Z,98.00,2.00
2025-10-04T10:09:00Z,96.01,2.00
2025-10-04T10:10:00Z,95.59,6.37
2025-10-04T10:11:00Z,96.81,5.63
2025-10-04T10:12:00Z,98.00,6.21
2025-10-04T10:13:00Z,98.62,9.82
2025-10-04T10:14:00Z,98.62,1.17
2025-10-04T10:15:00Z,99.00,1.17
2025-10-04T10:16:00Z,99.00,1.00
2025-10-04T10:17:00Z,99.00,1.00
2025-10-04T10:18:00Z,99.00,1.00
