# event_ticker=KXATPCHALLENGERMATCH-26MAY06GRACUI
# final_score=3-6 7-6(6) 6-4
# score_resolution=6-3 6-7 4-6
# match_winner=Jie Cui
# fav_player=Alastair Gray
# dog_player=Jie Cui
# kalshi_date=2026-05-06
timestamp,Alastair Gray,Jie Cui
2026-05-06T01:48:00Z,,37.00
2026-05-06T01:52:00Z,,37.00
2026-05-06T02:29:00Z,65.00,37.00
2026-05-06T03:05:00Z,65.00,37.00
2026-05-06T03:25:00Z,65.00,37.00
2026-05-06T04:10:00Z,65.00,37.00
2026-05-06T04:32:00Z,65.05,37.00
2026-05-06T05:02:00Z,66.00,37.00
2026-05-06T05:06:00Z,66.00,34.00
2026-05-06T05:09:00Z,66.00,34.00
2026-05-06T05:21:00Z,66.00,36.00
2026-05-06T05:33:00Z,65.00,36.00
2026-05-06T06:03:00Z,65.00,36.00
2026-05-06T06:32:00Z,65.00,36.00
2026-05-06T07:05:00Z,65.00,36.00
2026-05-06T07:17:00Z,65.00,36.00
2026-05-06T07:27:00Z,65.00,36.00
2026-05-06T07:28:00Z,65.00,36.00
2026-05-06T07:36:00Z,65.00,36.00
2026-05-06T07:44:00Z,65.00,36.00
2026-05-06T07:47:00Z,65.00,35.00
2026-05-06T08:32:00Z,65.00,35.00
2026-05-06T08:33:00Z,65.00,35.00
2026-05-06T08:50:00Z,65.00,35.00
2026-05-06T08:55:00Z,65.00,36.00
2026-05-06T09:38:00Z,65.00,36.00
2026-05-06T10:03:00Z,65.00,36.00
2026-05-06T10:19:00Z,65.00,36.00
2026-05-06T10:22:00Z,65.00,36.00
2026-05-06T10:29:00Z,65.00,36.00
2026-05-06T10:37:00Z,65.00,36.00
2026-05-06T10:51:00Z,65.00,36.00
2026-05-06T10:57:00Z,65.00,35.00
2026-05-06T11:10:00Z,65.00,35.00
2026-05-06T11:11:00Z,65.00,35.00
2026-05-06T11:38:00Z,65.00,35.00
2026-05-06T11:40:00Z,65.00,35.00
2026-05-06T11:44:00Z,65.00,36.00
2026-05-06T11:57:00Z,65.00,36.00
2026-05-06T12:05:00Z,66.00,36.00
2026-05-06T12:15:00Z,65.00,36.00
2026-05-06T12:31:00Z,65.00,36.00
2026-05-06T12:33:00Z,65.00,36.00
2026-05-06T12:34:00Z,65.00,36.00
2026-05-06T12:36:00Z,65.00,36.00
2026-05-06T12:40:00Z,64.18,36.00
2026-05-06T12:42:00Z,65.39,36.00
2026-05-06T12:45:00Z,65.39,36.00
2026-05-06T13:00:00Z,65.00,36.00
2026-05-06T13:01:00Z,64.01,36.00
2026-05-06T13:06:00Z,64.01,36.00
2026-05-06T13:09:00Z,66.00,36.00
2026-05-06T13:13:00Z,66.00,36.00
2026-05-06T13:14:00Z,65.00,36.00
2026-05-06T13:16:00Z,66.00,36.00
2026-05-06T13:19:00Z,65.00,36.00
2026-05-06T13:23:00Z,66.00,36.00
2026-05-06T13:24:00Z,65.20,36.00
2026-05-06T13:29:00Z,65.00,36.00
2026-05-06T13:30:00Z,65.00,37.00
2026-05-06T13:32:00Z,65.00,37.00
2026-05-06T13:34:00Z,65.00,37.00
2026-05-06T13:35:00Z,66.00,37.00
2026-05-06T13:37:00Z,65.00,36.45
2026-05-06T13:38:00Z,62.74,38.00
2026-05-06T13:39:00Z,61.13,39.35
2026-05-06T13:40:00Z,64.14,35.00
2026-05-06T13:41:00Z,60.08,40.00
2026-05-06T13:42:00Z,60.18,39.72
2026-05-06T13:43:00Z,55.33,45.47
2026-05-06T13:45:00Z,47.75,54.00
2026-05-06T13:46:00Z,46.97,54.86
2026-05-06T13:47:00Z,44.17,56.00
2026-05-06T13:48:00Z,42.97,57.06
2026-05-06T13:49:00Z,44.40,57.06
2026-05-06T13:50:00Z,42.76,58.36
2026-05-06T13:51:00Z,44.91,57.00
2026-05-06T13:52:00Z,47.00,54.00
2026-05-06T13:53:00Z,46.96,54.06
2026-05-06T13:54:00Z,45.08,53.00
2026-05-06T13:55:00Z,46.20,53.00
2026-05-06T13:56:00Z,49.51,50.46
2026-05-06T13:57:00Z,49.31,48.73
2026-05-06T13:58:00Z,46.26,52.59
2026-05-06T13:59:00Z,44.00,57.40
2026-05-06T14:00:00Z,43.49,56.88
2026-05-06T14:01:00Z,45.85,56.00
2026-05-06T14:02:00Z,46.00,56.00
2026-05-06T14:03:00Z,46.00,55.00
2026-05-06T14:04:00Z,44.18,55.00
2026-05-06T14:05:00Z,43.00,57.92
2026-05-06T14:06:00Z,44.37,55.21
2026-05-06T14:07:00Z,46.89,54.20
2026-05-06T14:08:00Z,53.84,48.00
2026-05-06T14:09:00Z,62.48,38.25
2026-05-06T14:10:00Z,64.85,36.54
2026-05-06T14:11:00Z,61.72,38.58
2026-05-06T14:12:00Z,61.02,39.00
2026-05-06T14:13:00Z,58.19,42.26
2026-05-06T14:14:00Z,57.60,43.61
2026-05-06T14:15:00Z,57.83,43.07
2026-05-06T14:16:00Z,56.78,45.03
2026-05-06T14:17:00Z,64.07,38.09
2026-05-06T14:18:00Z,67.00,35.00
2026-05-06T14:19:00Z,67.00,35.00
2026-05-06T14:20:00Z,68.11,31.30
2026-05-06T14:21:00Z,69.14,29.96
2026-05-06T14:22:00Z,70.83,29.00
2026-05-06T14:23:00Z,70.10,30.29
2026-05-06T14:24:00Z,74.16,26.13
2026-05-06T14:25:00Z,75.78,24.34
2026-05-06T14:26:00Z,82.94,16.53
2026-05-06T14:27:00Z,82.58,17.45
2026-05-06T14:28:00Z,82.58,17.60
2026-05-06T14:29:00Z,82.01,17.65
2026-05-06T14:30:00Z,81.01,19.00
