# event_ticker=KXATPMATCH-26JUN11GRIZHA
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Zhizhen Zhang
# fav_player=Tallon Griekspoor
# dog_player=Zhizhen Zhang
# kalshi_date=2026-06-11
timestamp,Tallon Griekspoor,Zhizhen Zhang
2026-06-11T05:38:00Z,71.00,31.00
2026-06-11T05:57:00Z,71.00,31.00
2026-06-11T05:58:00Z,71.00,31.00
2026-06-11T06:08:00Z,71.00,31.00
2026-06-11T06:10:00Z,71.00,31.00
2026-06-11T06:18:00Z,71.00,31.00
2026-06-11T06:22:00Z,71.00,31.00
2026-06-11T06:35:00Z,71.00,30.00
2026-06-11T06:44:00Z,71.00,30.00
2026-06-11T06:46:00Z,71.00,30.00
2026-06-11T06:56:00Z,72.00,30.00
2026-06-11T06:57:00Z,72.00,30.00
2026-06-11T09:02:00Z,72.00,30.00
2026-06-11T09:06:00Z,72.00,30.00
2026-06-11T09:07:00Z,73.00,30.00
2026-06-11T09:10:00Z,73.00,30.00
2026-06-11T09:13:00Z,73.00,30.00
2026-06-11T09:23:00Z,73.00,30.00
2026-06-11T09:30:00Z,71.00,30.00
2026-06-11T09:31:00Z,72.00,30.00
2026-06-11T09:40:00Z,71.00,30.00
2026-06-11T09:48:00Z,71.00,30.00
2026-06-11T09:51:00Z,71.00,30.00
2026-06-11T09:52:00Z,71.00,30.00
2026-06-11T09:59:00Z,71.00,30.00
2026-06-11T10:08:00Z,71.00,31.00
2026-06-11T10:09:00Z,71.00,31.00
2026-06-11T10:14:00Z,71.00,31.00
2026-06-11T10:17:00Z,71.00,31.00
2026-06-11T10:18:00Z,71.00,31.00
2026-06-11T10:20:00Z,71.00,31.00
2026-06-11T10:21:00Z,71.00,31.00
2026-06-11T10:22:00Z,71.00,31.00
2026-06-11T10:23:00Z,71.97,31.00
2026-06-11T10:24:00Z,71.00,31.00
2026-06-11T10:28:00Z,71.00,31.00
2026-06-11T10:35:00Z,71.00,31.00
2026-06-11T10:39:00Z,71.00,30.00
2026-06-11T10:40:00Z,71.00,30.00
2026-06-11T10:47:00Z,71.00,30.00
2026-06-11T10:49:00Z,71.00,30.00
2026-06-11T10:50:00Z,71.00,30.00
2026-06-11T10:51:00Z,71.00,30.00
2026-06-11T10:53:00Z,71.00,30.00
2026-06-11T10:57:00Z,71.00,30.00
2026-06-11T11:01:00Z,71.00,30.00
2026-06-11T11:02:00Z,71.00,30.00
2026-06-11T11:03:00Z,70.89,30.09
2026-06-11T11:04:00Z,67.73,32.51
2026-06-11T11:05:00Z,74.05,26.21
2026-06-11T11:06:00Z,68.00,33.00
2026-06-11T11:07:00Z,68.31,31.98
2026-06-11T11:08:00Z,71.28,29.38
2026-06-11T11:09:00Z,72.00,24.21
2026-06-11T11:10:00Z,77.12,25.42
2026-06-11T11:11:00Z,78.63,21.26
2026-06-11T11:12:00Z,73.54,29.67
2026-06-11T11:13:00Z,72.00,28.04
2026-06-11T11:14:00Z,70.94,30.00
2026-06-11T11:15:00Z,70.79,30.00
2026-06-11T11:16:00Z,71.63,29.92
2026-06-11T11:17:00Z,67.08,31.90
2026-06-11T11:18:00Z,70.00,30.31
2026-06-11T11:19:00Z,73.00,28.17
2026-06-11T11:20:00Z,74.00,28.17
2026-06-11T11:21:00Z,73.45,27.13
2026-06-11T11:22:00Z,73.45,30.81
2026-06-11T11:23:00Z,70.00,30.07
2026-06-11T11:24:00Z,68.96,33.31
2026-06-11T11:25:00Z,69.02,32.23
2026-06-11T11:26:00Z,69.94,32.76
2026-06-11T11:27:00Z,71.53,29.09
2026-06-11T11:28:00Z,69.00,31.94
2026-06-11T11:29:00Z,68.14,32.48
2026-06-11T11:30:00Z,68.00,33.39
2026-06-11T11:31:00Z,65.63,34.01
2026-06-11T11:32:00Z,65.28,34.70
2026-06-11T11:33:00Z,65.34,35.38
2026-06-11T11:34:00Z,67.07,32.00
2026-06-11T11:35:00Z,67.93,35.36
2026-06-11T11:36:00Z,65.00,36.00
2026-06-11T11:37:00Z,65.00,35.87
2026-06-11T11:38:00Z,66.76,35.93
2026-06-11T11:39:00Z,68.95,32.69
2026-06-11T11:40:00Z,62.95,37.76
2026-06-11T11:41:00Z,63.00,38.84
2026-06-11T11:42:00Z,63.00,39.00
2026-06-11T11:43:00Z,63.00,38.44
2026-06-11T11:44:00Z,65.00,34.12
2026-06-11T11:45:00Z,66.68,34.11
2026-06-11T11:46:00Z,65.40,36.55
2026-06-11T11:47:00Z,57.00,44.56
2026-06-11T11:48:00Z,63.30,38.73
2026-06-11T11:49:00Z,62.82,38.50
2026-06-11T11:50:00Z,70.84,31.64
2026-06-11T11:51:00Z,65.66,36.88
2026-06-11T11:52:00Z,48.02,41.85
2026-06-11T11:53:00Z,45.81,56.99
2026-06-11T11:54:00Z,39.99,60.04
2026-06-11T11:55:00Z,40.00,60.07
2026-06-11T11:56:00Z,38.27,61.55
2026-06-11T11:57:00Z,41.90,56.68
2026-06-11T11:58:00Z,44.24,57.00
2026-06-11T11:59:00Z,42.59,59.65
2026-06-11T12:00:00Z,40.71,62.02
2026-06-11T12:01:00Z,40.51,60.72
2026-06-11T12:02:00Z,35.50,63.22
2026-06-11T12:03:00Z,29.61,70.28
2026-06-11T12:04:00Z,31.39,69.09
2026-06-11T12:05:00Z,38.24,60.57
2026-06-11T12:06:00Z,43.49,57.59
2026-06-11T12:07:00Z,42.76,58.00
2026-06-11T12:08:00Z,41.16,58.49
2026-06-11T12:09:00Z,39.32,62.00
2026-06-11T12:10:00Z,40.47,62.05
2026-06-11T12:11:00Z,41.75,58.95
2026-06-11T12:12:00Z,40.71,60.32
2026-06-11T12:13:00Z,41.00,59.47
2026-06-11T12:14:00Z,45.48,57.27
2026-06-11T12:15:00Z,45.69,56.61
2026-06-11T12:16:00Z,45.24,59.31
2026-06-11T12:17:00Z,42.48,60.39
2026-06-11T12:18:00Z,39.14,61.78
2026-06-11T12:19:00Z,39.54,61.75
2026-06-11T12:20:00Z,39.19,61.02
2026-06-11T12:21:00Z,35.34,65.50
2026-06-11T12:22:00Z,35.63,65.11
2026-06-11T12:23:00Z,38.77,61.62
2026-06-11T12:24:00Z,39.96,61.00
2026-06-11T12:25:00Z,38.92,61.14
2026-06-11T12:26:00Z,36.53,64.31
2026-06-11T12:27:00Z,35.98,64.64
2026-06-11T12:28:00Z,33.72,68.18
2026-06-11T12:29:00Z,31.30,68.99
2026-06-11T12:30:00Z,20.88,81.23
2026-06-11T12:31:00Z,4.83,94.72
2026-06-11T12:32:00Z,5.10,95.74
2026-06-11T12:33:00Z,5.27,96.58
2026-06-11T12:34:00Z,2.25,98.43
2026-06-11T12:35:00Z,1.43,97.10
2026-06-11T12:36:00Z,1.00,99.00
