# event_ticker=KXATPCHALLENGERMATCH-26FEB27OFNMAR
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Sebastian Ofner
# fav_player=Matteo Martineau
# dog_player=Sebastian Ofner
# kalshi_date=2026-02-27
timestamp,Matteo Martineau,Sebastian Ofner
2026-02-27T12:26:00Z,39.00,63.00
2026-02-27T12:27:00Z,39.00,63.00
2026-02-27T12:28:00Z,39.00,63.00
2026-02-27T12:33:00Z,38.00,63.00
2026-02-27T12:34:00Z,38.00,63.00
2026-02-27T12:35:00Z,38.00,63.00
2026-02-27T12:36:00Z,38.00,62.92
2026-02-27T12:37:00Z,38.00,63.00
2026-02-27T12:39:00Z,38.00,63.00
2026-02-27T12:40:00Z,38.00,63.00
2026-02-27T12:42:00Z,38.00,63.00
2026-02-27T12:43:00Z,38.00,63.00
2026-02-27T12:44:00Z,38.00,63.00
2026-02-27T12:45:00Z,38.00,64.00
2026-02-27T12:47:00Z,38.00,64.00
2026-02-27T12:49:00Z,38.00,64.00
2026-02-27T12:51:00Z,38.00,62.00
2026-02-27T12:53:00Z,38.00,64.00
2026-02-27T12:54:00Z,38.00,64.00
2026-02-27T12:55:00Z,38.00,64.00
2026-02-27T12:56:00Z,38.00,64.00
2026-02-27T12:57:00Z,38.00,64.00
2026-02-27T12:58:00Z,38.00,64.00
2026-02-27T12:59:00Z,38.00,64.00
2026-02-27T13:00:00Z,38.00,64.00
2026-02-27T13:01:00Z,38.00,64.00
2026-02-27T13:02:00Z,38.00,64.00
2026-02-27T13:03:00Z,38.00,64.00
2026-02-27T13:04:00Z,38.00,64.00
2026-02-27T13:05:00Z,38.00,65.00
2026-02-27T13:06:00Z,38.00,65.00
2026-02-27T13:07:00Z,38.00,65.00
2026-02-27T13:08:00Z,38.00,66.00
2026-02-27T13:09:00Z,38.00,65.00
2026-02-27T13:10:00Z,37.00,65.00
2026-02-27T13:12:00Z,37.00,65.00
2026-02-27T13:13:00Z,37.00,65.00
2026-02-27T13:14:00Z,37.00,65.00
2026-02-27T13:15:00Z,37.00,65.00
2026-02-27T13:16:00Z,37.00,65.00
2026-02-27T13:17:00Z,37.00,65.00
2026-02-27T13:20:00Z,36.63,65.00
2026-02-27T13:23:00Z,36.63,65.00
2026-02-27T13:25:00Z,36.63,65.00
2026-02-27T13:26:00Z,36.63,65.02
2026-02-27T13:27:00Z,36.63,66.00
2026-02-27T13:28:00Z,36.63,65.00
2026-02-27T13:29:00Z,37.00,66.00
2026-02-27T13:30:00Z,37.00,66.00
2026-02-27T13:31:00Z,37.00,65.00
2026-02-27T13:32:00Z,37.00,65.00
2026-02-27T13:33:00Z,37.00,65.00
2026-02-27T13:34:00Z,37.00,63.46
2026-02-27T13:35:00Z,36.85,64.99
2026-02-27T13:36:00Z,35.97,66.62
2026-02-27T13:37:00Z,37.54,62.28
2026-02-27T13:38:00Z,44.00,60.72
2026-02-27T13:39:00Z,41.05,60.25
2026-02-27T13:40:00Z,40.99,63.00
2026-02-27T13:41:00Z,39.00,62.00
2026-02-27T13:42:00Z,33.32,66.62
2026-02-27T13:43:00Z,34.70,66.57
2026-02-27T13:44:00Z,34.70,66.73
2026-02-27T13:45:00Z,39.73,64.75
2026-02-27T13:46:00Z,36.99,65.00
2026-02-27T13:47:00Z,36.38,66.00
2026-02-27T13:48:00Z,38.49,62.15
2026-02-27T13:49:00Z,40.00,62.00
2026-02-27T13:50:00Z,35.00,65.22
2026-02-27T13:51:00Z,35.22,68.49
2026-02-27T13:52:00Z,39.12,63.45
2026-02-27T13:53:00Z,40.76,61.00
2026-02-27T13:54:00Z,41.00,61.00
2026-02-27T13:55:00Z,40.91,59.39
2026-02-27T13:56:00Z,40.52,60.81
2026-02-27T13:57:00Z,36.84,63.74
2026-02-27T13:58:00Z,37.02,63.00
2026-02-27T13:59:00Z,37.78,66.03
2026-02-27T14:00:00Z,41.00,63.07
2026-02-27T14:01:00Z,38.96,62.88
2026-02-27T14:02:00Z,37.04,63.48
2026-02-27T14:03:00Z,36.90,64.17
2026-02-27T14:04:00Z,30.11,70.34
2026-02-27T14:05:00Z,37.02,62.96
2026-02-27T14:06:00Z,29.15,66.32
2026-02-27T14:07:00Z,30.53,70.45
2026-02-27T14:08:00Z,32.93,68.02
2026-02-27T14:09:00Z,37.47,66.43
2026-02-27T14:10:00Z,32.40,66.27
2026-02-27T14:11:00Z,33.89,66.09
2026-02-27T14:12:00Z,34.81,66.09
2026-02-27T14:13:00Z,20.21,76.96
2026-02-27T14:14:00Z,16.93,82.46
2026-02-27T14:15:00Z,16.73,85.85
2026-02-27T14:16:00Z,13.59,85.00
2026-02-27T14:17:00Z,14.00,85.74
2026-02-27T14:18:00Z,12.66,87.71
2026-02-27T14:19:00Z,12.00,88.50
2026-02-27T14:20:00Z,14.00,86.97
2026-02-27T14:21:00Z,13.98,87.14
2026-02-27T14:22:00Z,15.00,85.09
2026-02-27T14:23:00Z,15.14,86.66
2026-02-27T14:24:00Z,14.58,84.58
2026-02-27T14:25:00Z,12.00,88.40
2026-02-27T14:26:00Z,12.68,88.33
2026-02-27T14:27:00Z,14.05,86.65
2026-02-27T14:28:00Z,16.10,84.54
2026-02-27T14:29:00Z,15.02,85.07
2026-02-27T14:30:00Z,15.01,84.95
2026-02-27T14:31:00Z,13.34,85.36
2026-02-27T14:32:00Z,8.52,93.57
2026-02-27T14:33:00Z,6.17,94.58
2026-02-27T14:34:00Z,5.02,95.41
2026-02-27T14:35:00Z,5.24,94.65
2026-02-27T14:36:00Z,3.93,96.31
2026-02-27T14:37:00Z,4.04,96.10
2026-02-27T14:38:00Z,4.40,96.98
2026-02-27T14:39:00Z,2.32,98.03
2026-02-27T14:40:00Z,1.00,98.99
2026-02-27T14:41:00Z,1.00,99.00
2026-02-27T14:42:00Z,1.00,99.00
2026-02-27T14:44:00Z,1.00,99.00
2026-02-27T14:45:00Z,1.00,99.00
2026-02-27T14:46:00Z,1.00,99.00
