# event_ticker=KXATPCHALLENGERMATCH-26FEB27OFNMAR
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Sebastian Ofner
# fav_player=Matteo Martineau
# dog_player=Sebastian Ofner
# kalshi_date=2026-02-27
timestamp,Matteo Martineau,Sebastian Ofner
2026-02-27T01:39:00Z,40.00,
2026-02-27T01:40:00Z,40.00,63.00
2026-02-27T01:56:00Z,40.00,63.00
2026-02-27T02:20:00Z,40.00,63.00
2026-02-27T02:49:00Z,40.00,63.00
2026-02-27T02:58:00Z,40.00,63.00
2026-02-27T03:13:00Z,40.00,63.00
2026-02-27T03:31:00Z,40.00,63.00
2026-02-27T03:35:00Z,40.00,63.00
2026-02-27T03:41:00Z,40.00,63.00
2026-02-27T03:56:00Z,40.00,63.00
2026-02-27T04:05:00Z,40.00,63.00
2026-02-27T04:09:00Z,40.00,63.00
2026-02-27T04:21:00Z,40.00,63.00
2026-02-27T04:57:00Z,40.00,63.00
2026-02-27T05:00:00Z,40.00,63.00
2026-02-27T05:03:00Z,40.00,63.00
2026-02-27T05:11:00Z,40.00,63.00
2026-02-27T05:21:00Z,40.00,64.00
2026-02-27T05:31:00Z,36.00,64.00
2026-02-27T05:47:00Z,36.00,64.00
2026-02-27T05:49:00Z,39.00,64.00
2026-02-27T05:50:00Z,39.00,61.00
2026-02-27T05:57:00Z,36.00,64.00
2026-02-27T06:02:00Z,38.00,64.00
2026-02-27T06:22:00Z,39.00,64.00
2026-02-27T06:34:00Z,39.00,64.00
2026-02-27T06:40:00Z,39.00,64.00
2026-02-27T06:54:00Z,39.00,64.00
2026-02-27T07:05:00Z,39.00,63.00
2026-02-27T07:08:00Z,39.00,63.00
2026-02-27T07:13:00Z,39.00,63.00
2026-02-27T07:33:00Z,39.00,63.00
2026-02-27T07:39:00Z,39.00,63.00
2026-02-27T07:43:00Z,39.00,63.00
2026-02-27T08:08:00Z,38.00,63.00
2026-02-27T08:13:00Z,38.00,63.00
2026-02-27T08:31:00Z,39.00,63.00
2026-02-27T08:35:00Z,39.00,63.00
2026-02-27T08:38:00Z,39.00,62.00
2026-02-27T09:01:00Z,39.00,62.00
2026-02-27T09:39:00Z,39.00,62.00
2026-02-27T09:57:00Z,39.00,62.00
2026-02-27T10:07:00Z,39.00,62.00
2026-02-27T10:21:00Z,39.00,62.00
2026-02-27T10:34:00Z,39.00,62.00
2026-02-27T10:39:00Z,39.00,62.00
2026-02-27T10:45:00Z,39.75,62.00
2026-02-27T10:46:00Z,39.75,62.00
2026-02-27T11:21:00Z,40.00,62.00
2026-02-27T11:23:00Z,40.00,62.00
2026-02-27T11:24:00Z,40.00,62.00
2026-02-27T11:30:00Z,40.00,62.00
2026-02-27T11:37:00Z,40.00,62.00
2026-02-27T11:38:00Z,40.00,62.00
2026-02-27T11:39:00Z,40.00,62.00
2026-02-27T11:42:00Z,40.00,62.00
2026-02-27T11:46:00Z,40.00,62.00
2026-02-27T11:47:00Z,40.00,62.00
2026-02-27T11:51:00Z,40.00,62.00
2026-02-27T11:52:00Z,40.00,62.00
2026-02-27T12:01:00Z,40.00,62.00
2026-02-27T12:03:00Z,40.00,62.00
2026-02-27T12:04:00Z,40.00,62.00
2026-02-27T12:05:00Z,39.00,62.00
2026-02-27T12:06:00Z,39.00,62.00
2026-02-27T12:07:00Z,39.00,62.00
2026-02-27T12:08:00Z,39.00,62.00
2026-02-27T12:09:00Z,39.00,62.00
2026-02-27T12:10:00Z,39.00,62.00
2026-02-27T12:11:00Z,39.00,62.00
2026-02-27T12:12:00Z,39.00,62.00
2026-02-27T12:13:00Z,39.00,62.00
2026-02-27T12:15:00Z,39.00,62.00
2026-02-27T12:17:00Z,39.00,62.00
2026-02-27T12:18:00Z,39.00,62.00
2026-02-27T12:19:00Z,39.00,62.00
2026-02-27T12:20:00Z,39.00,62.00
2026-02-27T12:21:00Z,39.00,62.00
2026-02-27T12:22:00Z,39.00,62.00
2026-02-27T12:24:00Z,39.00,62.00
2026-02-27T12:25:00Z,39.00,62.92
