# event_ticker=KXATPCHALLENGERMATCH-26FEB18GLIBON
# final_score=6-4 6-4
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Daniil Glinka
# kalshi_date=2026-02-18
timestamp,Benjamin Bonzi,Daniil Glinka
2026-02-18T11:37:00Z,66.35,31.00
2026-02-18T11:38:00Z,69.71,31.00
2026-02-18T11:39:00Z,70.00,34.00
2026-02-18T11:40:00Z,69.00,34.00
2026-02-18T11:41:00Z,69.00,34.00
2026-02-18T11:42:00Z,67.10,35.87
2026-02-18T11:43:00Z,66.23,36.75
2026-02-18T11:44:00Z,64.00,38.00
2026-02-18T11:45:00Z,65.54,35.00
2026-02-18T11:46:00Z,67.04,31.82
2026-02-18T11:47:00Z,64.95,37.03
2026-02-18T11:48:00Z,64.00,38.00
2026-02-18T11:49:00Z,63.83,40.92
2026-02-18T11:50:00Z,62.83,41.91
2026-02-18T11:51:00Z,65.82,36.00
2026-02-18T11:52:00Z,64.12,35.18
2026-02-18T11:53:00Z,62.77,38.13
2026-02-18T11:54:00Z,61.95,40.00
2026-02-18T11:55:00Z,63.49,38.00
2026-02-18T11:56:00Z,65.00,37.00
2026-02-18T11:57:00Z,61.24,40.80
2026-02-18T11:58:00Z,59.86,38.54
2026-02-18T11:59:00Z,57.34,45.19
2026-02-18T12:00:00Z,55.75,44.85
2026-02-18T12:01:00Z,51.79,48.96
2026-02-18T12:02:00Z,55.52,46.41
2026-02-18T12:03:00Z,58.24,39.91
2026-02-18T12:04:00Z,57.04,43.75
2026-02-18T12:05:00Z,55.07,44.60
2026-02-18T12:06:00Z,56.84,45.65
2026-02-18T12:07:00Z,57.05,45.65
2026-02-18T12:08:00Z,59.49,41.97
2026-02-18T12:09:00Z,60.08,43.69
2026-02-18T12:10:00Z,64.99,34.97
2026-02-18T12:11:00Z,63.86,33.90
2026-02-18T12:12:00Z,76.83,29.36
2026-02-18T12:13:00Z,80.00,19.93
2026-02-18T12:14:00Z,81.43,18.90
2026-02-18T12:15:00Z,81.73,19.00
2026-02-18T12:16:00Z,77.10,22.79
2026-02-18T12:17:00Z,73.35,26.30
2026-02-18T12:18:00Z,80.43,21.15
2026-02-18T12:19:00Z,82.02,17.21
2026-02-18T12:20:00Z,82.00,17.43
2026-02-18T12:21:00Z,82.48,18.00
2026-02-18T12:22:00Z,82.11,19.65
2026-02-18T12:23:00Z,81.07,20.30
2026-02-18T12:24:00Z,78.30,22.00
2026-02-18T12:25:00Z,78.62,21.98
2026-02-18T12:26:00Z,78.00,24.94
2026-02-18T12:27:00Z,79.69,17.24
2026-02-18T12:28:00Z,82.22,19.14
2026-02-18T12:29:00Z,82.17,18.40
2026-02-18T12:30:00Z,85.98,15.35
2026-02-18T12:31:00Z,86.06,15.02
2026-02-18T12:32:00Z,84.78,18.41
2026-02-18T12:33:00Z,81.00,20.23
2026-02-18T12:34:00Z,77.91,21.92
2026-02-18T12:35:00Z,81.50,18.42
2026-02-18T12:36:00Z,82.06,18.77
2026-02-18T12:37:00Z,82.86,20.00
2026-02-18T12:38:00Z,82.00,21.13
2026-02-18T12:39:00Z,79.55,20.92
2026-02-18T12:40:00Z,82.19,17.78
2026-02-18T12:41:00Z,80.00,20.85
2026-02-18T12:42:00Z,78.84,22.91
2026-02-18T12:43:00Z,82.95,17.85
2026-02-18T12:44:00Z,84.54,14.63
2026-02-18T12:45:00Z,89.93,12.85
2026-02-18T12:46:00Z,89.23,12.63
2026-02-18T12:47:00Z,91.52,10.03
2026-02-18T12:48:00Z,95.45,3.34
2026-02-18T12:49:00Z,97.21,4.02
2026-02-18T12:50:00Z,98.37,2.62
2026-02-18T12:51:00Z,98.80,2.35
2026-02-18T12:52:00Z,98.00,6.54
2026-02-18T12:53:00Z,98.04,2.93
2026-02-18T12:54:00Z,98.95,3.00
2026-02-18T12:55:00Z,98.06,1.35
2026-02-18T12:56:00Z,99.00,1.00
2026-02-18T12:57:00Z,99.00,1.00
2026-02-18T12:58:00Z,99.00,1.00
2026-02-18T12:59:00Z,99.00,1.00
2026-02-18T13:00:00Z,99.00,1.00
2026-02-18T13:01:00Z,99.00,1.00
2026-02-18T13:03:00Z,99.00,1.00
