# event_ticker=KXATPCHALLENGERMATCH-26FEB18GLIBON
# final_score=6-4 6-4
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Daniil Glinka
# kalshi_date=2026-02-18
timestamp,Benjamin Bonzi,Daniil Glinka
2026-02-18T00:05:00Z,64.00,
2026-02-18T01:07:00Z,64.00,
2026-02-18T01:09:00Z,64.00,
2026-02-18T01:10:00Z,64.00,39.00
2026-02-18T02:04:00Z,64.00,39.00
2026-02-18T02:28:00Z,64.00,39.00
2026-02-18T02:35:00Z,64.00,39.00
2026-02-18T02:42:00Z,64.00,39.00
2026-02-18T02:45:00Z,64.00,39.00
2026-02-18T03:07:00Z,64.00,39.00
2026-02-18T03:21:00Z,64.00,39.00
2026-02-18T03:45:00Z,64.00,39.00
2026-02-18T03:50:00Z,64.00,39.00
2026-02-18T03:57:00Z,64.00,39.00
2026-02-18T04:05:00Z,64.00,39.00
2026-02-18T04:19:00Z,64.00,39.00
2026-02-18T04:20:00Z,64.00,39.00
2026-02-18T04:27:00Z,64.00,39.00
2026-02-18T04:38:00Z,64.00,39.00
2026-02-18T04:39:00Z,64.00,39.00
2026-02-18T04:40:00Z,64.00,39.00
2026-02-18T04:41:00Z,64.00,39.00
2026-02-18T04:52:00Z,64.00,39.00
2026-02-18T04:55:00Z,64.00,39.00
2026-02-18T05:09:00Z,64.00,39.00
2026-02-18T05:12:00Z,63.00,39.00
2026-02-18T05:20:00Z,64.00,39.00
2026-02-18T05:23:00Z,64.00,37.00
2026-02-18T05:24:00Z,64.00,37.00
2026-02-18T05:29:00Z,64.00,37.00
2026-02-18T05:33:00Z,64.00,36.00
2026-02-18T05:43:00Z,64.00,36.00
2026-02-18T05:51:00Z,63.00,36.00
2026-02-18T05:57:00Z,63.00,36.00
2026-02-18T06:02:00Z,63.00,37.00
2026-02-18T06:05:00Z,64.00,37.00
2026-02-18T06:07:00Z,64.00,37.00
2026-02-18T06:08:00Z,64.00,37.00
2026-02-18T06:19:00Z,64.00,39.00
2026-02-18T06:20:00Z,64.00,39.00
2026-02-18T06:22:00Z,64.00,39.00
2026-02-18T06:40:00Z,64.00,39.00
2026-02-18T06:55:00Z,64.00,38.00
2026-02-18T06:56:00Z,64.00,38.00
2026-02-18T07:00:00Z,64.00,38.00
2026-02-18T07:09:00Z,64.00,38.00
2026-02-18T07:12:00Z,62.00,38.00
2026-02-18T07:21:00Z,62.00,39.00
2026-02-18T07:35:00Z,64.00,39.00
2026-02-18T07:56:00Z,64.00,39.00
2026-02-18T08:28:00Z,64.00,39.00
2026-02-18T08:31:00Z,64.00,39.00
2026-02-18T08:49:00Z,64.00,39.00
2026-02-18T09:27:00Z,65.00,39.00
2026-02-18T09:47:00Z,67.00,39.00
2026-02-18T09:50:00Z,67.00,35.00
2026-02-18T09:53:00Z,67.00,35.00
2026-02-18T10:01:00Z,67.00,35.00
2026-02-18T10:16:00Z,67.00,35.00
2026-02-18T10:28:00Z,67.00,35.00
2026-02-18T10:34:00Z,67.00,35.00
2026-02-18T10:36:00Z,68.00,35.00
2026-02-18T10:40:00Z,68.00,35.00
2026-02-18T10:43:00Z,68.00,35.00
2026-02-18T11:02:00Z,68.00,32.00
2026-02-18T11:15:00Z,68.00,35.00
2026-02-18T11:21:00Z,68.00,35.00
2026-02-18T11:23:00Z,68.00,35.00
2026-02-18T11:24:00Z,68.99,35.00
2026-02-18T11:28:00Z,69.00,35.00
2026-02-18T11:29:00Z,69.00,35.00
2026-02-18T11:31:00Z,69.00,34.00
2026-02-18T11:34:00Z,69.72,31.00
