# event_ticker=KXATPMATCH-25AUG10SHEUGO
# final_score=6-3 3-1 RET
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2025-08-10
timestamp,Ben Shelton,Camilo Ugo Carabelli
2025-08-11T13:38:00Z,99.00,
2025-08-11T13:54:00Z,99.00,
2025-08-11T14:57:00Z,99.00,
2025-08-11T15:26:00Z,99.00,
2025-08-11T16:22:00Z,99.00,
2025-08-11T16:37:00Z,99.00,
2025-08-11T18:16:00Z,99.00,
2025-08-11T18:21:00Z,99.00,
2025-08-11T18:39:00Z,99.00,
2025-08-11T18:59:00Z,99.00,
2025-08-11T22:11:00Z,99.00,
2025-08-11T22:24:00Z,99.00,
