# event_ticker=KXATPCHALLENGERMATCH-26APR04WENTUN
# final_score=6-3 3-6 6-3
# score_resolution=3-6 6-3 3-6
# match_winner=Harry Wendelken
# fav_player=Tung-Lin Wu
# dog_player=Harry Wendelken
# kalshi_date=2026-04-04
timestamp,Tung-Lin Wu,Harry Wendelken
2026-04-03T19:29:00Z,,63.96
2026-04-03T19:30:00Z,36.00,64.00
2026-04-03T20:04:00Z,36.00,64.00
2026-04-03T21:01:00Z,39.00,64.00
2026-04-03T21:03:00Z,39.00,63.00
2026-04-03T21:08:00Z,39.00,63.00
2026-04-03T21:35:00Z,38.00,63.00
2026-04-03T21:52:00Z,38.00,63.00
2026-04-03T22:02:00Z,38.00,63.00
2026-04-03T22:14:00Z,38.00,63.00
2026-04-03T22:46:00Z,38.00,62.00
2026-04-03T23:26:00Z,36.00,63.00
2026-04-03T23:36:00Z,38.00,63.00
2026-04-04T00:10:00Z,38.00,63.00
2026-04-04T00:25:00Z,38.00,63.00
2026-04-04T00:27:00Z,38.00,63.00
2026-04-04T00:28:00Z,38.00,63.00
2026-04-04T00:33:00Z,38.00,63.00
2026-04-04T01:19:00Z,38.00,63.00
2026-04-04T01:29:00Z,38.00,63.00
2026-04-04T01:38:00Z,38.39,63.00
2026-04-04T02:05:00Z,38.39,62.00
2026-04-04T02:07:00Z,38.39,61.00
2026-04-04T02:11:00Z,38.39,61.00
2026-04-04T02:53:00Z,41.00,61.00
2026-04-04T02:55:00Z,41.00,61.00
2026-04-04T02:58:00Z,41.00,61.00
2026-04-04T03:02:00Z,41.00,61.00
2026-04-04T03:06:00Z,41.00,61.00
2026-04-04T03:07:00Z,41.00,61.00
2026-04-04T03:13:00Z,41.00,61.00
2026-04-04T03:14:00Z,41.00,61.00
2026-04-04T03:26:00Z,41.00,61.00
2026-04-04T03:29:00Z,41.00,61.00
2026-04-04T03:31:00Z,41.00,61.00
2026-04-04T03:40:00Z,41.00,61.00
2026-04-04T03:42:00Z,41.00,61.00
2026-04-04T03:55:00Z,41.00,61.00
2026-04-04T04:02:00Z,40.00,61.00
2026-04-04T04:03:00Z,40.00,61.00
2026-04-04T04:05:00Z,40.00,61.00
2026-04-04T04:06:00Z,40.00,61.00
2026-04-04T04:08:00Z,40.00,60.41
2026-04-04T04:09:00Z,40.00,61.00
2026-04-04T04:10:00Z,41.00,61.00
2026-04-04T04:11:00Z,41.00,61.00
2026-04-04T04:17:00Z,39.00,61.00
2026-04-04T04:20:00Z,39.00,61.00
2026-04-04T04:21:00Z,39.00,61.00
2026-04-04T04:30:00Z,39.00,61.00
2026-04-04T04:32:00Z,40.00,61.00
2026-04-04T04:33:00Z,41.00,61.00
2026-04-04T04:34:00Z,41.00,61.00
2026-04-04T04:35:00Z,40.00,61.00
2026-04-04T04:36:00Z,40.00,61.00
2026-04-04T04:37:00Z,40.00,61.00
2026-04-04T04:39:00Z,40.00,61.00
2026-04-04T04:40:00Z,40.00,60.40
2026-04-04T04:41:00Z,40.00,60.89
2026-04-04T04:42:00Z,40.00,60.30
2026-04-04T04:45:00Z,40.00,60.30
2026-04-04T04:47:00Z,40.00,61.00
2026-04-04T04:48:00Z,40.00,61.00
2026-04-04T04:50:00Z,40.00,61.00
2026-04-04T04:52:00Z,40.00,61.00
2026-04-04T04:53:00Z,40.00,61.00
2026-04-04T04:54:00Z,40.00,61.37
2026-04-04T04:55:00Z,40.00,59.94
2026-04-04T04:56:00Z,40.00,61.00
2026-04-04T04:57:00Z,40.00,61.00
2026-04-04T05:00:00Z,40.57,61.00
2026-04-04T05:02:00Z,40.00,60.99
2026-04-04T05:03:00Z,40.00,60.00
2026-04-04T05:04:00Z,40.00,60.94
2026-04-04T05:05:00Z,40.00,61.00
2026-04-04T05:06:00Z,40.00,62.00
2026-04-04T05:07:00Z,39.00,62.00
2026-04-04T05:08:00Z,40.00,62.00
2026-04-04T05:09:00Z,40.00,62.00
2026-04-04T05:10:00Z,39.88,62.00
2026-04-04T05:12:00Z,40.00,62.00
2026-04-04T05:13:00Z,40.00,62.00
2026-04-04T05:14:00Z,41.00,62.00
2026-04-04T05:15:00Z,40.28,62.00
2026-04-04T05:16:00Z,40.00,62.00
2026-04-04T05:17:00Z,40.82,62.00
2026-04-04T05:18:00Z,40.82,62.00
2026-04-04T05:19:00Z,40.79,61.94
2026-04-04T05:20:00Z,41.00,61.88
2026-04-04T05:21:00Z,41.00,61.00
2026-04-04T05:22:00Z,41.00,61.87
2026-04-04T05:23:00Z,41.00,61.04
2026-04-04T05:24:00Z,41.00,62.00
2026-04-04T05:26:00Z,40.00,61.97
2026-04-04T05:27:00Z,40.00,62.20
2026-04-04T05:28:00Z,38.30,62.00
2026-04-04T05:29:00Z,39.80,63.00
2026-04-04T05:30:00Z,39.80,62.67
2026-04-04T05:31:00Z,40.00,62.00
2026-04-04T05:32:00Z,40.00,63.20
2026-04-04T05:33:00Z,40.00,64.00
2026-04-04T05:34:00Z,38.00,64.00
2026-04-04T05:35:00Z,35.65,64.00
2026-04-04T05:36:00Z,35.70,63.27
2026-04-04T05:37:00Z,36.67,64.00
2026-04-04T05:38:00Z,37.00,64.00
2026-04-04T05:39:00Z,37.00,63.55
2026-04-04T05:40:00Z,37.66,62.00
2026-04-04T05:41:00Z,35.00,62.10
2026-04-04T05:42:00Z,36.89,62.10
2026-04-04T05:43:00Z,36.89,63.00
