# event_ticker=KXATPMATCH-25JUL25TABDZU
# final_score=6-2 6-1
# match_winner=Carlos Taberner
# fav_player=Carlos Taberner
# dog_player=Damir Dzumhur
# kalshi_date=2025-07-25
timestamp,Carlos Taberner,Damir Dzumhur
2025-07-25T13:25:00Z,49.68,
2025-07-25T13:33:00Z,51.00,
2025-07-25T13:47:00Z,51.00,52.00
2025-07-25T14:04:00Z,48.00,52.00
2025-07-25T14:05:00Z,48.00,54.91
2025-07-25T14:17:00Z,48.00,54.91
2025-07-25T14:19:00Z,48.00,55.00
2025-07-25T14:26:00Z,48.00,55.61
2025-07-25T14:52:00Z,48.00,55.53
2025-07-25T15:01:00Z,47.00,55.53
2025-07-25T15:04:00Z,48.00,55.53
2025-07-25T15:05:00Z,48.00,55.53
2025-07-25T15:11:00Z,48.00,55.00
2025-07-25T15:16:00Z,48.00,55.00
2025-07-25T15:18:00Z,48.00,54.00
2025-07-25T15:23:00Z,48.00,54.00
2025-07-25T15:25:00Z,48.00,54.00
2025-07-25T15:26:00Z,48.00,54.00
2025-07-25T15:32:00Z,48.00,54.00
2025-07-25T15:54:00Z,48.00,54.00
2025-07-25T16:09:00Z,48.00,54.00
2025-07-25T16:16:00Z,48.00,54.00
2025-07-25T16:40:00Z,48.00,54.00
2025-07-25T16:43:00Z,48.00,54.00
2025-07-25T16:49:00Z,48.00,54.00
2025-07-25T17:02:00Z,48.00,54.00
2025-07-25T17:07:00Z,48.00,54.00
2025-07-25T17:10:00Z,48.00,54.00
2025-07-25T17:15:00Z,47.00,54.00
2025-07-25T17:24:00Z,47.00,54.00
2025-07-25T17:33:00Z,47.00,54.00
2025-07-25T17:43:00Z,47.00,54.00
2025-07-25T18:04:00Z,47.00,54.00
2025-07-25T18:09:00Z,47.00,54.00
2025-07-25T18:11:00Z,47.00,54.00
2025-07-25T18:13:00Z,47.00,54.00
2025-07-25T18:16:00Z,47.00,54.00
2025-07-25T18:20:00Z,47.00,54.83
2025-07-25T18:21:00Z,45.00,53.00
2025-07-25T18:23:00Z,47.00,53.00
2025-07-25T18:25:00Z,47.00,53.00
2025-07-25T18:29:00Z,48.00,53.00
2025-07-25T18:34:00Z,48.00,53.00
2025-07-25T18:36:00Z,48.00,53.00
2025-07-25T18:37:00Z,48.00,53.00
2025-07-25T18:38:00Z,48.00,53.00
2025-07-25T18:40:00Z,48.93,52.00
2025-07-25T18:42:00Z,48.93,52.00
2025-07-25T18:43:00Z,48.93,52.00
2025-07-25T18:45:00Z,49.00,53.00
2025-07-25T18:46:00Z,49.00,52.75
2025-07-25T18:48:00Z,49.00,53.00
2025-07-25T18:49:00Z,49.00,53.00
2025-07-25T18:50:00Z,49.00,53.00
2025-07-25T18:51:00Z,48.00,53.00
2025-07-25T18:52:00Z,48.00,53.00
2025-07-25T18:53:00Z,48.81,53.00
2025-07-25T18:55:00Z,48.81,53.00
2025-07-25T18:56:00Z,48.81,53.00
2025-07-25T18:57:00Z,49.00,53.90
2025-07-25T18:58:00Z,48.00,54.00
2025-07-25T19:00:00Z,49.00,54.00
2025-07-25T19:01:00Z,49.00,54.00
2025-07-25T19:02:00Z,48.65,55.00
2025-07-25T19:03:00Z,48.75,55.00
2025-07-25T19:04:00Z,49.00,55.00
2025-07-25T19:05:00Z,47.00,55.00
2025-07-25T19:06:00Z,47.00,54.06
2025-07-25T19:07:00Z,48.00,54.02
2025-07-25T19:08:00Z,48.21,55.00
2025-07-25T19:09:00Z,49.00,55.00
2025-07-25T19:10:00Z,48.93,55.19
2025-07-25T19:11:00Z,46.00,57.14
2025-07-25T19:12:00Z,46.57,58.00
2025-07-25T19:13:00Z,48.00,51.99
2025-07-25T19:14:00Z,52.23,49.56
2025-07-25T19:15:00Z,54.00,49.93
2025-07-25T19:16:00Z,53.67,51.93
2025-07-25T19:17:00Z,52.02,50.29
2025-07-25T19:18:00Z,54.22,58.66
2025-07-25T19:19:00Z,49.25,50.76
2025-07-25T19:20:00Z,49.24,51.00
2025-07-25T19:21:00Z,54.45,49.15
2025-07-25T19:22:00Z,56.00,48.00
2025-07-25T19:23:00Z,58.97,48.13
2025-07-25T19:24:00Z,56.77,57.86
2025-07-25T19:25:00Z,56.77,52.91
2025-07-25T19:26:00Z,51.62,49.55
2025-07-25T19:27:00Z,52.46,50.42
2025-07-25T19:28:00Z,51.60,49.73
2025-07-25T19:29:00Z,51.60,47.01
2025-07-25T19:30:00Z,58.95,41.54
2025-07-25T19:31:00Z,60.37,44.26
2025-07-25T19:32:00Z,56.85,43.54
2025-07-25T19:33:00Z,60.00,46.46
2025-07-25T19:34:00Z,54.00,40.00
2025-07-25T19:35:00Z,56.19,53.34
2025-07-25T19:36:00Z,54.35,53.34
2025-07-25T19:37:00Z,51.00,50.36
2025-07-25T19:38:00Z,48.35,57.07
2025-07-25T19:39:00Z,48.35,56.62
2025-07-25T19:40:00Z,49.72,57.73
2025-07-25T19:41:00Z,55.12,48.44
2025-07-25T19:42:00Z,62.00,48.44
2025-07-25T19:43:00Z,48.76,59.00
2025-07-25T19:44:00Z,56.68,45.23
2025-07-25T19:45:00Z,63.74,34.35
2025-07-25T19:47:00Z,64.62,43.13
2025-07-25T19:48:00Z,67.00,30.00
2025-07-25T19:49:00Z,60.11,30.00
2025-07-25T19:50:00Z,71.60,23.97
2025-07-25T19:51:00Z,76.72,26.00
2025-07-25T19:52:00Z,75.90,26.92
2025-07-25T19:53:00Z,74.00,26.29
2025-07-25T19:54:00Z,74.00,31.18
2025-07-25T19:55:00Z,76.00,32.18
2025-07-25T19:56:00Z,76.00,28.00
2025-07-25T19:57:00Z,76.00,30.58
2025-07-25T19:58:00Z,75.00,30.58
2025-07-25T19:59:00Z,76.58,15.12
2025-07-25T20:00:00Z,76.58,23.31
2025-07-25T20:01:00Z,77.00,21.00
2025-07-25T20:02:00Z,77.09,24.46
2025-07-25T20:03:00Z,75.06,24.06
2025-07-25T20:05:00Z,76.33,21.00
2025-07-25T20:06:00Z,76.33,28.10
2025-07-25T20:07:00Z,76.33,27.00
2025-07-25T20:08:00Z,76.33,25.00
2025-07-25T20:09:00Z,77.78,21.00
2025-07-25T20:10:00Z,80.00,23.49
2025-07-25T20:11:00Z,80.00,23.49
2025-07-25T20:12:00Z,79.94,23.49
2025-07-25T20:13:00Z,81.54,16.00
2025-07-25T20:14:00Z,83.67,16.00
2025-07-25T20:15:00Z,85.16,15.00
2025-07-25T20:16:00Z,88.00,14.00
2025-07-25T20:17:00Z,91.20,9.00
2025-07-25T20:18:00Z,88.18,9.13
2025-07-25T20:19:00Z,92.11,8.76
2025-07-25T20:20:00Z,93.70,2.91
2025-07-25T20:21:00Z,94.74,4.99
2025-07-25T20:22:00Z,87.90,9.34
2025-07-25T20:23:00Z,91.01,11.23
2025-07-25T20:24:00Z,92.00,8.00
2025-07-25T20:25:00Z,94.00,6.01
2025-07-25T20:26:00Z,93.65,4.23
2025-07-25T20:27:00Z,97.00,5.00
2025-07-25T20:28:00Z,96.06,5.06
2025-07-25T20:29:00Z,98.91,1.25
2025-07-25T20:30:00Z,99.00,1.25
2025-07-25T20:31:00Z,99.00,1.00
2025-07-25T20:32:00Z,99.00,1.00
2025-07-25T20:33:00Z,99.00,1.00
2025-07-25T20:34:00Z,99.00,1.04
2025-07-25T20:35:00Z,98.96,2.00
2025-07-25T20:36:00Z,99.00,1.00
2025-07-25T20:39:00Z,99.00,1.00
2025-07-25T20:40:00Z,99.00,1.00
2025-07-25T20:41:00Z,99.00,1.00
2025-07-25T20:42:00Z,99.00,1.00
2025-07-25T20:43:00Z,99.00,1.00
2025-07-25T20:45:00Z,99.00,1.00
