# event_ticker=KXATPCHALLENGERMATCH-26JUN07ROCMER
# final_score=7-6(5) 6-3
# score_resolution=7-6 6-3
# match_winner=Henrique Rocha
# fav_player=Henrique Rocha
# dog_player=Daniel Merida
# kalshi_date=2026-06-07
timestamp,Henrique Rocha,Daniel Merida
2026-06-07T08:11:00Z,44.00,
2026-06-07T08:16:00Z,44.00,58.00
2026-06-07T08:34:00Z,44.00,58.00
2026-06-07T08:43:00Z,44.00,58.00
2026-06-07T09:05:00Z,44.00,58.00
2026-06-07T09:44:00Z,44.00,58.00
2026-06-07T09:47:00Z,44.00,58.00
2026-06-07T09:52:00Z,42.00,58.37
2026-06-07T10:20:00Z,42.00,58.37
2026-06-07T10:31:00Z,42.00,58.00
2026-06-07T10:43:00Z,42.00,58.00
2026-06-07T11:18:00Z,42.00,59.00
2026-06-07T11:40:00Z,42.00,59.00
2026-06-07T11:45:00Z,42.00,58.00
2026-06-07T11:55:00Z,42.00,58.33
2026-06-07T12:14:00Z,42.00,59.00
2026-06-07T12:20:00Z,43.00,59.00
2026-06-07T12:21:00Z,43.00,59.43
2026-06-07T12:24:00Z,43.00,60.00
2026-06-07T12:36:00Z,42.00,60.00
2026-06-07T12:38:00Z,42.00,60.00
2026-06-07T12:39:00Z,42.00,60.00
2026-06-07T12:40:00Z,42.00,60.00
2026-06-07T12:41:00Z,42.00,60.00
2026-06-07T12:49:00Z,42.00,60.00
2026-06-07T12:54:00Z,42.00,60.00
2026-06-07T12:55:00Z,42.00,60.00
2026-06-07T13:07:00Z,42.00,60.00
2026-06-07T13:14:00Z,42.00,60.00
2026-06-07T13:20:00Z,42.00,60.00
2026-06-07T13:28:00Z,42.00,60.00
2026-06-07T13:37:00Z,42.00,60.00
2026-06-07T13:42:00Z,41.00,60.00
2026-06-07T13:43:00Z,41.00,60.00
2026-06-07T13:45:00Z,41.00,60.00
2026-06-07T13:49:00Z,41.00,60.00
2026-06-07T13:52:00Z,41.00,60.00
2026-06-07T13:59:00Z,41.00,58.00
2026-06-07T14:03:00Z,41.00,58.00
2026-06-07T14:06:00Z,39.00,58.00
2026-06-07T14:07:00Z,41.00,61.00
2026-06-07T14:11:00Z,41.00,61.00
2026-06-07T14:12:00Z,41.00,61.00
2026-06-07T14:13:00Z,40.00,61.00
2026-06-07T14:15:00Z,39.00,61.00
2026-06-07T14:20:00Z,40.00,61.00
2026-06-07T14:23:00Z,39.31,62.00
2026-06-07T14:24:00Z,39.31,60.00
2026-06-07T14:30:00Z,39.31,61.00
2026-06-07T14:31:00Z,39.31,61.00
2026-06-07T14:35:00Z,39.31,62.00
2026-06-07T14:38:00Z,39.31,62.00
2026-06-07T14:42:00Z,39.31,62.00
2026-06-07T14:43:00Z,40.00,62.00
2026-06-07T14:44:00Z,40.00,62.00
2026-06-07T14:53:00Z,40.00,62.00
2026-06-07T15:11:00Z,40.00,62.00
2026-06-07T15:22:00Z,40.00,62.00
2026-06-07T15:23:00Z,40.00,61.00
2026-06-07T15:27:00Z,39.00,61.00
2026-06-07T15:32:00Z,39.00,62.00
2026-06-07T15:39:00Z,39.00,62.00
2026-06-07T15:42:00Z,39.00,62.00
2026-06-07T15:54:00Z,39.00,62.00
2026-06-07T15:58:00Z,40.00,62.00
2026-06-07T15:59:00Z,40.00,62.00
2026-06-07T16:04:00Z,40.00,62.00
2026-06-07T16:05:00Z,40.00,62.00
2026-06-07T16:10:00Z,40.00,62.00
2026-06-07T16:15:00Z,40.00,62.00
2026-06-07T16:19:00Z,40.00,62.00
2026-06-07T16:33:00Z,40.00,62.00
2026-06-07T16:35:00Z,40.00,61.00
2026-06-07T16:51:00Z,40.00,61.00
2026-06-07T17:07:00Z,40.00,61.00
2026-06-07T17:13:00Z,40.00,61.00
2026-06-07T17:15:00Z,40.00,61.00
2026-06-07T17:18:00Z,40.00,61.00
2026-06-07T17:25:00Z,40.00,61.00
2026-06-07T17:32:00Z,40.00,61.00
2026-06-07T17:38:00Z,40.00,61.00
2026-06-07T17:39:00Z,40.00,61.00
2026-06-07T17:41:00Z,40.00,61.00
2026-06-07T17:43:00Z,40.00,61.00
2026-06-07T17:44:00Z,40.00,61.00
2026-06-07T17:48:00Z,40.00,61.00
2026-06-07T17:54:00Z,40.00,61.00
2026-06-07T17:55:00Z,40.00,61.00
2026-06-07T17:57:00Z,40.00,61.00
2026-06-07T17:59:00Z,41.00,61.00
2026-06-07T18:01:00Z,41.00,61.00
2026-06-07T18:03:00Z,41.00,61.00
2026-06-07T18:06:00Z,41.00,60.00
2026-06-07T18:07:00Z,40.02,61.71
2026-06-07T18:09:00Z,41.00,61.71
2026-06-07T18:10:00Z,40.84,62.00
2026-06-07T18:11:00Z,40.84,62.00
2026-06-07T18:12:00Z,41.00,62.00
2026-06-07T18:13:00Z,41.00,62.00
2026-06-07T18:16:00Z,40.00,62.00
2026-06-07T18:17:00Z,40.98,62.00
2026-06-07T18:20:00Z,40.98,62.00
2026-06-07T18:22:00Z,41.00,62.00
2026-06-07T18:24:00Z,41.00,62.00
2026-06-07T18:27:00Z,41.00,62.00
2026-06-07T18:28:00Z,41.00,62.00
2026-06-07T18:30:00Z,41.00,61.99
2026-06-07T18:31:00Z,41.00,61.00
2026-06-07T18:32:00Z,42.00,60.00
2026-06-07T18:34:00Z,42.00,60.75
2026-06-07T18:35:00Z,42.00,60.00
2026-06-07T18:36:00Z,40.00,63.00
2026-06-07T18:37:00Z,41.00,63.00
2026-06-07T18:39:00Z,43.00,63.00
2026-06-07T18:40:00Z,44.10,58.00
2026-06-07T18:41:00Z,46.02,55.00
2026-06-07T18:42:00Z,44.20,57.33
2026-06-07T18:43:00Z,42.00,59.00
2026-06-07T18:44:00Z,42.60,60.00
2026-06-07T18:45:00Z,39.86,61.45
2026-06-07T18:46:00Z,39.98,64.02
2026-06-07T18:47:00Z,41.00,59.00
2026-06-07T18:48:00Z,44.98,56.00
2026-06-07T18:49:00Z,46.00,56.00
2026-06-07T18:50:00Z,46.01,53.49
2026-06-07T18:51:00Z,44.54,57.32
2026-06-07T18:52:00Z,41.02,59.18
2026-06-07T18:53:00Z,44.94,58.37
2026-06-07T18:54:00Z,48.41,52.08
2026-06-07T18:55:00Z,49.18,51.94
2026-06-07T18:56:00Z,54.67,47.98
2026-06-07T18:57:00Z,62.95,38.32
2026-06-07T18:58:00Z,70.08,30.75
2026-06-07T18:59:00Z,71.91,27.01
2026-06-07T19:00:00Z,76.75,23.92
2026-06-07T19:01:00Z,76.91,24.86
2026-06-07T19:02:00Z,71.16,30.50
2026-06-07T19:03:00Z,72.78,27.88
2026-06-07T19:04:00Z,71.14,30.64
2026-06-07T19:05:00Z,69.39,32.10
2026-06-07T19:06:00Z,69.62,34.91
2026-06-07T19:07:00Z,65.80,40.12
2026-06-07T19:08:00Z,56.55,44.44
2026-06-07T19:09:00Z,56.37,44.60
2026-06-07T19:10:00Z,48.47,47.63
2026-06-07T19:11:00Z,49.10,50.92
2026-06-07T19:12:00Z,48.82,53.46
2026-06-07T19:13:00Z,46.22,55.71
2026-06-07T19:14:00Z,42.81,58.59
2026-06-07T19:15:00Z,49.96,50.74
2026-06-07T19:16:00Z,51.02,49.76
2026-06-07T19:17:00Z,54.77,47.29
2026-06-07T19:18:00Z,49.59,51.89
2026-06-07T19:19:00Z,46.06,54.86
2026-06-07T19:20:00Z,47.77,53.26
2026-06-07T19:21:00Z,46.56,55.41
2026-06-07T19:22:00Z,50.74,50.26
2026-06-07T19:23:00Z,52.00,49.00
2026-06-07T19:24:00Z,51.53,49.86
2026-06-07T19:25:00Z,49.57,51.88
2026-06-07T19:26:00Z,45.21,55.33
2026-06-07T19:27:00Z,51.49,51.14
2026-06-07T19:28:00Z,57.61,43.29
2026-06-07T19:29:00Z,66.10,36.56
2026-06-07T19:30:00Z,58.45,42.90
2026-06-07T19:31:00Z,55.14,44.68
2026-06-07T19:32:00Z,65.89,37.75
2026-06-07T19:33:00Z,60.54,40.82
2026-06-07T19:34:00Z,62.92,37.97
2026-06-07T19:35:00Z,64.84,37.30
2026-06-07T19:36:00Z,64.18,34.25
2026-06-07T19:37:00Z,65.16,35.73
2026-06-07T19:38:00Z,64.88,35.91
2026-06-07T19:39:00Z,67.04,34.00
2026-06-07T19:40:00Z,72.57,30.45
2026-06-07T19:41:00Z,81.96,18.92
2026-06-07T19:42:00Z,82.53,18.59
2026-06-07T19:43:00Z,79.92,23.21
2026-06-07T19:44:00Z,79.65,20.31
2026-06-07T19:45:00Z,79.49,21.81
2026-06-07T19:46:00Z,82.00,19.01
2026-06-07T19:47:00Z,84.61,16.87
2026-06-07T19:48:00Z,90.49,11.09
2026-06-07T19:49:00Z,86.44,12.42
2026-06-07T19:50:00Z,82.68,18.34
2026-06-07T19:51:00Z,80.14,20.83
2026-06-07T19:52:00Z,81.01,18.73
2026-06-07T19:53:00Z,81.31,20.14
2026-06-07T19:54:00Z,81.75,20.95
2026-06-07T19:55:00Z,79.70,22.77
2026-06-07T19:56:00Z,68.60,31.91
2026-06-07T19:57:00Z,61.54,39.77
2026-06-07T19:58:00Z,61.62,38.49
2026-06-07T19:59:00Z,57.94,41.56
2026-06-07T20:00:00Z,57.97,42.26
2026-06-07T20:01:00Z,58.57,43.12
2026-06-07T20:02:00Z,61.52,39.08
2026-06-07T20:03:00Z,64.20,36.38
2026-06-07T20:04:00Z,69.61,30.42
2026-06-07T20:05:00Z,70.26,29.28
2026-06-07T20:06:00Z,72.62,29.61
2026-06-07T20:07:00Z,73.22,25.33
2026-06-07T20:08:00Z,86.74,13.69
2026-06-07T20:09:00Z,87.16,12.59
2026-06-07T20:10:00Z,93.30,8.48
2026-06-07T20:11:00Z,94.10,6.31
2026-06-07T20:12:00Z,94.38,5.42
2026-06-07T20:13:00Z,94.82,4.94
2026-06-07T20:14:00Z,98.42,2.25
2026-06-07T20:15:00Z,99.00,1.00
