# event_ticker=KXATPCHALLENGERMATCH-26APR24HARKEN
# final_score=7-5 7-5
# score_resolution=5-7 5-7
# match_winner=Jack Kennedy
# fav_player=Nick Hardt
# dog_player=Jack Kennedy
# kalshi_date=2026-04-24
timestamp,Nick Hardt,Jack Kennedy
2026-04-24T04:48:00Z,48.00,
2026-04-24T04:51:00Z,48.00,54.00
2026-04-24T04:54:00Z,48.00,54.00
2026-04-24T05:01:00Z,48.00,54.00
2026-04-24T05:02:00Z,48.00,55.00
2026-04-24T05:06:00Z,48.00,55.00
2026-04-24T05:08:00Z,48.00,55.00
2026-04-24T05:13:00Z,48.00,55.00
2026-04-24T05:23:00Z,47.02,55.00
2026-04-24T05:28:00Z,47.02,55.00
2026-04-24T05:31:00Z,47.02,55.00
2026-04-24T05:35:00Z,48.00,55.00
2026-04-24T05:49:00Z,48.00,55.00
2026-04-24T05:51:00Z,48.00,55.00
2026-04-24T05:59:00Z,48.00,55.00
2026-04-24T06:11:00Z,48.00,55.00
2026-04-24T06:49:00Z,48.00,55.00
2026-04-24T06:56:00Z,47.00,55.00
2026-04-24T07:01:00Z,47.00,55.00
2026-04-24T07:12:00Z,47.00,55.00
2026-04-24T08:06:00Z,47.00,55.00
2026-04-24T08:08:00Z,48.00,55.00
2026-04-24T08:16:00Z,48.00,55.00
2026-04-24T08:18:00Z,48.00,55.00
2026-04-24T08:32:00Z,48.00,55.00
2026-04-24T08:36:00Z,48.00,55.00
2026-04-24T08:37:00Z,48.00,55.00
2026-04-24T09:01:00Z,48.00,55.00
2026-04-24T09:54:00Z,48.00,53.00
2026-04-24T10:04:00Z,48.00,54.00
2026-04-24T10:16:00Z,48.00,54.00
2026-04-24T10:17:00Z,48.00,54.00
2026-04-24T10:54:00Z,48.00,54.00
2026-04-24T10:59:00Z,48.00,54.00
2026-04-24T11:03:00Z,48.00,54.00
2026-04-24T11:23:00Z,48.00,54.00
2026-04-24T11:31:00Z,48.00,54.00
2026-04-24T11:34:00Z,47.00,54.00
2026-04-24T11:43:00Z,47.00,54.00
2026-04-24T11:47:00Z,46.00,54.00
2026-04-24T11:48:00Z,48.00,54.00
2026-04-24T12:36:00Z,48.00,54.00
2026-04-24T13:03:00Z,48.00,54.00
2026-04-24T13:07:00Z,48.00,54.00
2026-04-24T13:14:00Z,48.00,54.00
2026-04-24T13:19:00Z,48.00,54.00
2026-04-24T13:23:00Z,48.00,54.00
2026-04-24T13:25:00Z,46.00,54.00
2026-04-24T13:29:00Z,46.00,54.00
2026-04-24T13:30:00Z,46.00,54.00
2026-04-24T13:35:00Z,46.00,54.00
2026-04-24T13:53:00Z,46.00,54.00
2026-04-24T14:29:00Z,46.00,54.00
2026-04-24T14:30:00Z,46.00,53.00
2026-04-24T14:31:00Z,46.00,53.00
2026-04-24T14:34:00Z,47.00,53.00
2026-04-24T14:36:00Z,47.00,53.00
2026-04-24T14:37:00Z,47.00,54.00
2026-04-24T14:46:00Z,47.00,54.00
2026-04-24T14:47:00Z,47.00,54.00
2026-04-24T14:53:00Z,48.00,54.00
2026-04-24T14:55:00Z,48.00,54.00
2026-04-24T14:58:00Z,48.00,54.00
2026-04-24T14:59:00Z,48.00,54.00
2026-04-24T15:01:00Z,48.00,54.00
2026-04-24T15:06:00Z,48.00,54.00
2026-04-24T15:09:00Z,48.00,54.00
2026-04-24T15:10:00Z,48.00,54.00
2026-04-24T15:12:00Z,48.00,54.00
2026-04-24T15:14:00Z,48.00,54.00
2026-04-24T15:19:00Z,48.00,54.00
2026-04-24T15:20:00Z,47.00,54.00
2026-04-24T15:23:00Z,48.00,54.00
2026-04-24T15:32:00Z,48.00,54.00
2026-04-24T15:33:00Z,49.00,54.00
2026-04-24T15:35:00Z,49.00,54.00
2026-04-24T15:38:00Z,49.00,54.00
2026-04-24T15:41:00Z,49.00,54.00
2026-04-24T15:43:00Z,49.00,54.00
2026-04-24T15:45:00Z,49.00,54.00
2026-04-24T15:46:00Z,49.00,54.00
2026-04-24T15:47:00Z,49.00,54.00
2026-04-24T15:48:00Z,49.00,54.00
2026-04-24T15:49:00Z,49.00,54.00
2026-04-24T15:50:00Z,49.00,54.00
2026-04-24T15:51:00Z,49.00,54.00
2026-04-24T15:52:00Z,49.00,54.06
2026-04-24T15:53:00Z,49.00,54.17
2026-04-24T15:54:00Z,49.00,55.00
2026-04-24T15:56:00Z,49.00,55.00
2026-04-24T15:57:00Z,47.00,55.00
2026-04-24T15:58:00Z,47.00,55.00
2026-04-24T15:59:00Z,47.00,55.00
2026-04-24T16:01:00Z,47.00,55.00
2026-04-24T16:02:00Z,47.00,55.00
2026-04-24T16:03:00Z,47.00,54.36
2026-04-24T16:06:00Z,47.00,54.00
2026-04-24T16:08:00Z,47.00,55.00
2026-04-24T16:09:00Z,47.00,55.00
2026-04-24T16:10:00Z,47.00,55.66
2026-04-24T16:11:00Z,47.00,55.82
2026-04-24T16:12:00Z,47.00,55.00
2026-04-24T16:13:00Z,47.00,55.00
2026-04-24T16:14:00Z,47.00,55.00
2026-04-24T16:15:00Z,47.00,55.00
2026-04-24T16:16:00Z,47.00,55.00
2026-04-24T16:17:00Z,47.00,55.00
2026-04-24T16:18:00Z,47.00,55.48
2026-04-24T16:19:00Z,47.00,55.00
2026-04-24T16:20:00Z,45.11,55.00
2026-04-24T16:21:00Z,47.00,55.78
2026-04-24T16:22:00Z,47.00,54.00
2026-04-24T16:23:00Z,47.00,54.00
2026-04-24T16:24:00Z,47.00,54.00
2026-04-24T16:25:00Z,47.00,54.00
2026-04-24T16:26:00Z,47.00,55.00
2026-04-24T16:27:00Z,45.00,53.17
2026-04-24T16:29:00Z,45.00,55.98
2026-04-24T16:30:00Z,46.00,55.37
2026-04-24T16:31:00Z,46.00,56.00
2026-04-24T16:32:00Z,45.00,56.00
2026-04-24T16:33:00Z,45.00,55.49
2026-04-24T16:34:00Z,45.00,55.15
2026-04-24T16:35:00Z,47.88,50.64
2026-04-24T16:36:00Z,57.25,44.41
2026-04-24T16:37:00Z,60.65,40.81
2026-04-24T16:38:00Z,62.28,37.25
2026-04-24T16:39:00Z,60.33,41.62
2026-04-24T16:40:00Z,60.31,44.95
2026-04-24T16:41:00Z,56.52,48.64
2026-04-24T16:42:00Z,52.70,47.40
