# event_ticker=KXATPMATCH-25JUL22OFNSTR
# final_score=6-4 6-2
# match_winner=Jan-Lennard Struff
# fav_player=Jan-Lennard Struff
# dog_player=Sebastian Ofner
# kalshi_date=2025-07-22
timestamp,Jan-Lennard Struff,Sebastian Ofner
2025-07-21T23:34:00Z,,53.00
2025-07-22T00:16:00Z,,53.00
2025-07-22T00:48:00Z,47.00,53.00
2025-07-22T00:49:00Z,47.00,53.00
2025-07-22T00:54:00Z,47.00,53.00
2025-07-22T00:56:00Z,47.00,53.00
2025-07-22T00:58:00Z,47.00,53.00
2025-07-22T01:04:00Z,47.00,53.00
2025-07-22T01:05:00Z,47.00,51.55
2025-07-22T01:06:00Z,47.00,54.00
2025-07-22T01:24:00Z,47.00,54.00
2025-07-22T01:27:00Z,47.00,54.00
2025-07-22T01:33:00Z,47.00,54.00
2025-07-22T01:47:00Z,47.00,54.00
2025-07-22T02:06:00Z,47.00,54.00
2025-07-22T02:28:00Z,47.00,54.00
2025-07-22T02:41:00Z,47.00,54.00
2025-07-22T02:50:00Z,47.00,55.00
2025-07-22T02:59:00Z,47.00,54.00
2025-07-22T03:27:00Z,47.00,54.00
2025-07-22T03:32:00Z,47.00,54.00
2025-07-22T03:35:00Z,47.00,54.37
2025-07-22T03:44:00Z,47.00,54.37
2025-07-22T03:48:00Z,47.00,55.00
2025-07-22T03:56:00Z,47.00,55.00
2025-07-22T04:00:00Z,47.00,55.00
2025-07-22T04:10:00Z,46.00,55.00
2025-07-22T04:13:00Z,46.00,56.00
2025-07-22T04:17:00Z,46.00,56.00
2025-07-22T04:21:00Z,46.00,56.51
2025-07-22T04:23:00Z,46.00,57.00
2025-07-22T04:26:00Z,46.00,57.00
2025-07-22T04:30:00Z,46.00,57.32
2025-07-22T04:33:00Z,46.00,58.00
2025-07-22T04:45:00Z,46.00,58.00
2025-07-22T04:47:00Z,46.00,58.00
2025-07-22T04:50:00Z,46.00,58.00
2025-07-22T04:51:00Z,46.00,58.00
2025-07-22T04:52:00Z,46.00,58.00
2025-07-22T04:57:00Z,44.00,58.00
2025-07-22T04:59:00Z,44.00,58.00
2025-07-22T05:04:00Z,44.00,58.00
2025-07-22T05:05:00Z,44.00,58.00
2025-07-22T05:06:00Z,44.00,58.00
2025-07-22T05:08:00Z,44.00,58.00
2025-07-22T05:11:00Z,44.00,58.00
2025-07-22T05:15:00Z,44.00,58.00
2025-07-22T05:19:00Z,44.00,58.00
2025-07-22T05:34:00Z,44.00,58.60
2025-07-22T05:46:00Z,43.00,58.60
2025-07-22T05:53:00Z,43.00,59.00
2025-07-22T06:15:00Z,43.00,59.00
2025-07-22T06:25:00Z,43.00,58.00
2025-07-22T06:26:00Z,43.00,58.00
2025-07-22T06:28:00Z,43.00,58.81
2025-07-22T06:29:00Z,43.00,59.00
2025-07-22T06:36:00Z,43.00,59.00
2025-07-22T06:46:00Z,42.00,59.00
2025-07-22T06:58:00Z,42.00,59.00
2025-07-22T12:01:00Z,67.03,10.00
2025-07-22T12:02:00Z,93.39,7.43
2025-07-22T12:03:00Z,96.08,5.00
2025-07-22T12:05:00Z,99.00,6.79
2025-07-22T12:06:00Z,98.03,6.32
2025-07-22T12:07:00Z,98.03,4.47
2025-07-22T12:08:00Z,99.00,2.02
2025-07-22T12:09:00Z,99.00,5.00
2025-07-22T12:10:00Z,99.00,2.00
2025-07-22T12:11:00Z,99.00,2.00
2025-07-22T12:12:00Z,99.00,1.00
2025-07-22T12:14:00Z,99.00,4.00
2025-07-22T12:15:00Z,99.00,4.00
2025-07-22T12:24:00Z,99.00,4.00
