# event_ticker=KXATPCHALLENGERMATCH-26MAY14BAUBER
# final_score=6-7(5) 6-3 6-3
# score_resolution=7-6 3-6 3-6
# match_winner=Zizou Bergs
# fav_player=Roberto Bautista Agut
# dog_player=Zizou Bergs
# kalshi_date=2026-05-14
timestamp,Roberto Bautista Agut,Zizou Bergs
2026-05-13T23:26:00Z,,62.00
2026-05-14T00:20:00Z,,63.00
2026-05-14T00:46:00Z,39.00,63.00
2026-05-14T00:50:00Z,39.00,64.00
2026-05-14T01:18:00Z,39.00,64.00
2026-05-14T03:02:00Z,39.00,64.00
2026-05-14T03:13:00Z,39.00,64.00
2026-05-14T03:15:00Z,39.00,64.09
2026-05-14T03:20:00Z,38.00,64.09
2026-05-14T03:46:00Z,38.00,64.09
2026-05-14T03:47:00Z,38.00,65.00
2026-05-14T03:59:00Z,38.00,64.00
2026-05-14T04:14:00Z,38.00,64.00
2026-05-14T04:15:00Z,38.00,64.00
2026-05-14T04:27:00Z,38.00,64.00
2026-05-14T04:28:00Z,38.00,64.00
2026-05-14T04:30:00Z,38.00,64.29
2026-05-14T04:38:00Z,38.00,64.29
2026-05-14T04:42:00Z,38.00,64.00
2026-05-14T04:53:00Z,38.00,61.53
2026-05-14T04:56:00Z,38.00,63.00
2026-05-14T05:21:00Z,38.00,63.00
2026-05-14T05:42:00Z,38.00,62.00
2026-05-14T05:47:00Z,38.00,63.00
2026-05-14T05:53:00Z,38.00,63.00
2026-05-14T05:56:00Z,38.00,63.21
2026-05-14T05:57:00Z,38.00,63.21
2026-05-14T06:02:00Z,38.00,63.00
2026-05-14T06:22:00Z,38.00,63.85
2026-05-14T06:46:00Z,38.00,63.00
2026-05-14T10:11:00Z,38.00,64.00
2026-05-14T10:22:00Z,37.00,64.53
2026-05-14T10:25:00Z,35.00,64.53
2026-05-14T10:43:00Z,35.00,64.53
2026-05-14T10:52:00Z,36.00,66.00
2026-05-14T10:55:00Z,36.00,66.00
2026-05-14T10:59:00Z,36.00,66.00
2026-05-14T11:02:00Z,36.00,66.00
2026-05-14T11:09:00Z,34.99,65.26
2026-05-14T11:10:00Z,37.00,65.00
2026-05-14T11:11:00Z,38.81,62.41
2026-05-14T11:12:00Z,38.00,62.41
2026-05-14T11:13:00Z,30.00,70.99
2026-05-14T11:14:00Z,30.00,75.00
2026-05-14T11:15:00Z,30.00,76.00
2026-05-14T11:16:00Z,24.01,79.00
2026-05-14T11:17:00Z,22.00,77.98
2026-05-14T11:18:00Z,24.78,77.98
2026-05-14T11:19:00Z,26.65,77.98
2026-05-14T11:20:00Z,26.65,74.00
2026-05-14T11:21:00Z,27.65,70.00
2026-05-14T11:22:00Z,28.00,73.00
2026-05-14T11:24:00Z,28.00,76.13
2026-05-14T11:26:00Z,23.00,76.67
2026-05-14T11:30:00Z,23.00,75.00
2026-05-14T11:31:00Z,23.00,75.32
2026-05-14T11:32:00Z,24.00,75.32
2026-05-14T11:33:00Z,26.73,73.00
2026-05-14T11:34:00Z,26.73,73.04
2026-05-14T11:36:00Z,25.00,73.04
2026-05-14T11:39:00Z,27.00,73.00
2026-05-14T11:40:00Z,27.00,72.98
2026-05-14T11:41:00Z,27.00,73.00
2026-05-14T11:42:00Z,31.70,73.00
2026-05-14T11:43:00Z,36.02,64.17
2026-05-14T11:44:00Z,43.33,57.39
2026-05-14T11:45:00Z,46.31,56.09
2026-05-14T11:46:00Z,49.00,49.89
2026-05-14T11:47:00Z,49.13,50.00
2026-05-14T11:48:00Z,49.81,50.62
2026-05-14T11:49:00Z,52.00,49.00
2026-05-14T11:50:00Z,52.68,49.87
2026-05-14T11:51:00Z,50.00,51.05
2026-05-14T11:52:00Z,51.00,48.30
2026-05-14T11:53:00Z,48.90,54.21
2026-05-14T11:54:00Z,48.90,56.73
2026-05-14T11:55:00Z,46.00,56.87
2026-05-14T11:56:00Z,43.00,58.00
2026-05-14T11:57:00Z,43.72,56.08
2026-05-14T11:58:00Z,50.00,52.02
2026-05-14T11:59:00Z,50.00,52.00
2026-05-14T12:00:00Z,51.00,50.00
2026-05-14T12:01:00Z,51.00,53.36
2026-05-14T12:02:00Z,48.98,51.02
2026-05-14T12:03:00Z,47.42,51.33
2026-05-14T12:04:00Z,47.42,56.32
2026-05-14T12:05:00Z,44.15,54.09
2026-05-14T12:06:00Z,52.75,48.36
2026-05-14T12:07:00Z,59.04,40.42
2026-05-14T12:08:00Z,64.17,35.00
2026-05-14T12:09:00Z,59.33,39.26
2026-05-14T12:10:00Z,57.39,43.13
2026-05-14T12:11:00Z,52.39,47.19
2026-05-14T12:12:00Z,55.03,45.56
2026-05-14T12:13:00Z,53.17,41.38
2026-05-14T12:14:00Z,44.68,53.98
2026-05-14T12:15:00Z,55.80,46.25
2026-05-14T12:16:00Z,61.93,36.69
2026-05-14T12:17:00Z,67.99,33.01
2026-05-14T12:18:00Z,67.74,33.53
2026-05-14T12:19:00Z,67.13,33.69
2026-05-14T12:20:00Z,66.31,34.40
2026-05-14T12:21:00Z,66.98,34.92
2026-05-14T12:22:00Z,67.00,34.55
2026-05-14T12:23:00Z,67.00,34.66
2026-05-14T12:24:00Z,67.00,35.00
2026-05-14T12:25:00Z,65.14,35.10
2026-05-14T12:26:00Z,65.76,34.88
2026-05-14T12:27:00Z,66.00,35.02
2026-05-14T12:28:00Z,67.43,33.03
2026-05-14T12:29:00Z,68.98,31.46
2026-05-14T12:30:00Z,68.98,34.23
2026-05-14T12:31:00Z,68.87,34.52
2026-05-14T12:32:00Z,74.09,21.82
2026-05-14T12:33:00Z,82.59,18.17
2026-05-14T12:34:00Z,78.37,22.91
2026-05-14T12:35:00Z,79.59,22.16
2026-05-14T12:36:00Z,83.00,18.68
2026-05-14T12:37:00Z,75.50,24.71
2026-05-14T12:38:00Z,78.87,23.64
2026-05-14T12:39:00Z,80.05,19.45
2026-05-14T12:40:00Z,81.64,19.45
2026-05-14T12:41:00Z,72.34,27.02
2026-05-14T12:42:00Z,67.40,33.65
2026-05-14T12:43:00Z,65.36,35.60
2026-05-14T12:44:00Z,68.13,34.14
2026-05-14T12:45:00Z,63.12,37.70
2026-05-14T12:46:00Z,62.56,37.84
2026-05-14T12:47:00Z,62.87,37.97
2026-05-14T12:48:00Z,63.05,38.09
2026-05-14T12:49:00Z,59.90,43.00
2026-05-14T12:50:00Z,52.36,48.78
2026-05-14T12:51:00Z,57.47,45.12
2026-05-14T12:52:00Z,56.13,45.37
2026-05-14T12:53:00Z,56.69,42.68
2026-05-14T12:54:00Z,56.79,44.36
2026-05-14T12:55:00Z,61.32,39.41
2026-05-14T12:56:00Z,64.61,36.11
2026-05-14T12:57:00Z,68.26,31.52
2026-05-14T12:58:00Z,67.97,32.14
2026-05-14T12:59:00Z,69.97,33.34
2026-05-14T13:00:00Z,62.01,38.17
2026-05-14T13:01:00Z,61.95,38.96
2026-05-14T13:02:00Z,62.47,39.64
2026-05-14T13:03:00Z,63.73,37.55
2026-05-14T13:04:00Z,67.70,33.10
2026-05-14T13:05:00Z,66.56,35.39
2026-05-14T13:06:00Z,67.37,34.39
2026-05-14T13:07:00Z,65.72,35.87
2026-05-14T13:08:00Z,61.13,39.61
2026-05-14T13:09:00Z,60.31,40.18
2026-05-14T13:10:00Z,55.34,47.74
2026-05-14T13:11:00Z,47.75,50.89
2026-05-14T13:12:00Z,41.04,59.46
2026-05-14T13:13:00Z,40.35,59.36
2026-05-14T13:14:00Z,39.80,60.72
2026-05-14T13:15:00Z,37.81,61.50
2026-05-14T13:16:00Z,38.54,61.48
2026-05-14T13:17:00Z,38.90,61.43
2026-05-14T13:18:00Z,38.99,61.08
2026-05-14T13:19:00Z,40.50,61.63
2026-05-14T13:20:00Z,39.97,59.50
2026-05-14T13:21:00Z,38.55,62.65
2026-05-14T13:22:00Z,40.73,61.63
2026-05-14T13:23:00Z,21.70,71.79
2026-05-14T13:24:00Z,19.67,80.36
2026-05-14T13:25:00Z,18.19,81.25
2026-05-14T13:26:00Z,23.42,75.85
2026-05-14T13:27:00Z,29.27,69.28
2026-05-14T13:28:00Z,31.62,69.44
2026-05-14T13:29:00Z,39.45,60.35
2026-05-14T13:30:00Z,36.03,64.14
2026-05-14T13:31:00Z,40.61,58.03
2026-05-14T13:32:00Z,45.53,55.84
2026-05-14T13:33:00Z,44.42,56.50
2026-05-14T13:34:00Z,42.67,58.69
2026-05-14T13:35:00Z,31.54,69.09
2026-05-14T13:36:00Z,21.28,77.63
2026-05-14T13:37:00Z,19.78,80.60
2026-05-14T13:38:00Z,19.31,81.06
2026-05-14T13:39:00Z,22.94,78.49
2026-05-14T13:40:00Z,31.97,72.80
2026-05-14T13:41:00Z,34.37,68.09
2026-05-14T13:42:00Z,39.60,59.85
2026-05-14T13:43:00Z,38.08,64.82
2026-05-14T13:44:00Z,46.10,54.61
2026-05-14T13:45:00Z,47.62,52.14
2026-05-14T13:46:00Z,44.05,59.69
2026-05-14T13:47:00Z,39.94,58.72
2026-05-14T13:48:00Z,40.26,57.04
2026-05-14T13:49:00Z,44.01,58.62
2026-05-14T13:50:00Z,39.29,62.90
2026-05-14T13:51:00Z,45.17,58.06
2026-05-14T13:52:00Z,49.54,50.62
2026-05-14T13:53:00Z,49.77,51.79
2026-05-14T13:54:00Z,46.23,54.64
2026-05-14T13:55:00Z,49.42,52.28
2026-05-14T13:56:00Z,49.95,50.81
2026-05-14T13:57:00Z,51.86,53.33
2026-05-14T13:58:00Z,45.93,53.24
2026-05-14T13:59:00Z,41.27,59.03
2026-05-14T14:00:00Z,35.01,63.74
2026-05-14T14:01:00Z,23.75,73.91
2026-05-14T14:02:00Z,16.21,83.88
2026-05-14T14:03:00Z,16.08,85.31
2026-05-14T14:04:00Z,9.69,87.11
2026-05-14T14:05:00Z,9.97,91.61
2026-05-14T14:06:00Z,7.97,92.46
2026-05-14T14:07:00Z,6.94,92.45
2026-05-14T14:08:00Z,6.34,94.53
2026-05-14T14:09:00Z,2.13,97.47
2026-05-14T14:10:00Z,1.00,99.00
2026-05-14T14:11:00Z,1.00,99.00
2026-05-14T14:12:00Z,1.00,99.00
