# event_ticker=KXATPMATCH-26MAR31VIRMER
# final_score=7-6(4) 5-7 7-5
# score_resolution=7-6 5-7 7-5
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Otto Virtanen
# kalshi_date=2026-03-31
timestamp,Daniel Merida,Otto Virtanen
2026-03-31T14:09:00Z,94.00,
2026-03-31T14:23:00Z,94.00,38.00
2026-03-31T14:24:00Z,94.00,39.00
2026-03-31T14:26:00Z,61.00,39.00
2026-03-31T14:33:00Z,61.00,36.00
2026-03-31T14:43:00Z,68.00,34.00
2026-03-31T14:44:00Z,68.00,34.00
2026-03-31T14:46:00Z,68.00,34.00
2026-03-31T15:08:00Z,68.00,33.00
2026-03-31T15:09:00Z,68.00,33.00
2026-03-31T15:16:00Z,69.00,33.00
2026-03-31T15:19:00Z,67.00,33.00
2026-03-31T15:24:00Z,69.00,33.00
2026-03-31T15:25:00Z,69.00,33.00
2026-03-31T15:27:00Z,69.00,33.00
2026-03-31T15:36:00Z,69.93,33.00
2026-03-31T15:41:00Z,69.75,33.95
2026-03-31T15:42:00Z,70.72,34.00
2026-03-31T15:43:00Z,69.00,34.00
2026-03-31T15:44:00Z,69.83,32.50
2026-03-31T15:45:00Z,67.18,36.00
2026-03-31T15:46:00Z,63.45,37.13
2026-03-31T15:47:00Z,63.45,34.09
2026-03-31T15:48:00Z,72.00,30.98
2026-03-31T15:49:00Z,69.00,31.31
2026-03-31T15:50:00Z,66.89,37.13
2026-03-31T15:51:00Z,63.00,41.83
2026-03-31T15:52:00Z,61.42,40.02
2026-03-31T15:53:00Z,68.09,32.00
2026-03-31T15:54:00Z,70.00,32.00
2026-03-31T15:55:00Z,67.00,34.33
2026-03-31T15:56:00Z,67.00,35.43
2026-03-31T15:57:00Z,65.68,36.00
2026-03-31T15:58:00Z,66.06,34.82
2026-03-31T15:59:00Z,67.49,35.00
2026-03-31T16:00:00Z,68.00,34.00
2026-03-31T16:01:00Z,68.00,33.00
2026-03-31T16:02:00Z,73.35,30.89
2026-03-31T16:03:00Z,73.00,31.00
2026-03-31T16:04:00Z,70.00,36.24
2026-03-31T16:05:00Z,70.00,37.02
2026-03-31T16:06:00Z,60.33,42.54
2026-03-31T16:07:00Z,55.50,46.01
2026-03-31T16:08:00Z,62.34,40.90
2026-03-31T16:09:00Z,63.44,40.70
2026-03-31T16:10:00Z,66.00,36.00
2026-03-31T16:11:00Z,66.75,33.45
2026-03-31T16:12:00Z,66.75,36.74
2026-03-31T16:13:00Z,60.00,43.03
2026-03-31T16:14:00Z,54.29,46.13
2026-03-31T16:15:00Z,61.57,42.52
2026-03-31T16:16:00Z,55.25,40.97
2026-03-31T16:17:00Z,63.00,42.38
2026-03-31T16:18:00Z,62.00,39.00
2026-03-31T16:19:00Z,63.00,41.66
2026-03-31T16:20:00Z,64.00,39.00
2026-03-31T16:21:00Z,71.00,30.64
2026-03-31T16:22:00Z,69.27,34.20
2026-03-31T16:23:00Z,67.77,30.14
2026-03-31T16:24:00Z,70.53,34.92
2026-03-31T16:25:00Z,69.87,32.77
2026-03-31T16:26:00Z,68.25,30.50
2026-03-31T16:27:00Z,69.66,29.81
2026-03-31T16:28:00Z,73.66,26.93
2026-03-31T16:29:00Z,66.97,38.39
2026-03-31T16:30:00Z,66.97,40.53
2026-03-31T16:31:00Z,67.53,35.00
2026-03-31T16:32:00Z,67.53,33.02
2026-03-31T16:33:00Z,57.32,35.54
2026-03-31T16:34:00Z,59.57,41.00
2026-03-31T16:35:00Z,58.67,48.34
2026-03-31T16:36:00Z,58.04,40.90
2026-03-31T16:37:00Z,67.13,32.24
2026-03-31T16:38:00Z,74.30,26.29
2026-03-31T16:39:00Z,81.63,20.76
2026-03-31T16:40:00Z,82.31,14.50
2026-03-31T16:41:00Z,79.13,21.00
2026-03-31T16:42:00Z,80.21,23.00
2026-03-31T16:43:00Z,81.03,18.88
2026-03-31T16:44:00Z,82.00,19.00
2026-03-31T16:45:00Z,82.53,16.69
2026-03-31T16:46:00Z,81.66,19.72
2026-03-31T16:47:00Z,82.34,16.99
2026-03-31T16:48:00Z,84.47,16.05
2026-03-31T16:49:00Z,83.15,19.97
2026-03-31T16:50:00Z,88.44,11.33
2026-03-31T16:51:00Z,91.35,8.98
2026-03-31T16:52:00Z,93.00,7.83
2026-03-31T16:53:00Z,94.00,7.07
2026-03-31T16:54:00Z,93.15,6.67
2026-03-31T16:55:00Z,94.56,6.64
2026-03-31T16:56:00Z,95.52,4.86
2026-03-31T16:57:00Z,96.80,3.20
2026-03-31T16:58:00Z,98.21,1.83
2026-03-31T16:59:00Z,98.33,1.90
2026-03-31T17:00:00Z,98.65,1.90
2026-03-31T17:01:00Z,97.96,2.51
2026-03-31T17:02:00Z,94.00,6.37
2026-03-31T17:03:00Z,94.04,6.89
2026-03-31T17:04:00Z,94.00,7.26
2026-03-31T17:05:00Z,94.00,7.47
2026-03-31T17:06:00Z,91.00,9.18
2026-03-31T17:07:00Z,88.19,10.71
2026-03-31T17:08:00Z,90.27,8.65
2026-03-31T17:09:00Z,87.38,12.62
2026-03-31T17:10:00Z,89.32,9.04
2026-03-31T17:11:00Z,84.61,17.02
2026-03-31T17:12:00Z,79.93,20.56
2026-03-31T17:13:00Z,83.72,15.96
2026-03-31T17:14:00Z,85.23,13.19
2026-03-31T17:15:00Z,82.78,21.16
2026-03-31T17:16:00Z,76.00,24.25
2026-03-31T17:17:00Z,74.80,24.55
2026-03-31T17:18:00Z,75.37,26.51
2026-03-31T17:19:00Z,73.80,27.02
2026-03-31T17:20:00Z,59.81,38.75
2026-03-31T17:21:00Z,62.06,35.16
2026-03-31T17:22:00Z,63.36,38.41
2026-03-31T17:23:00Z,73.85,26.08
2026-03-31T17:24:00Z,73.85,26.05
2026-03-31T17:25:00Z,75.65,22.86
2026-03-31T17:26:00Z,81.41,20.28
2026-03-31T17:27:00Z,77.25,21.21
2026-03-31T17:28:00Z,81.02,22.30
2026-03-31T17:29:00Z,73.45,28.02
2026-03-31T17:30:00Z,74.25,27.39
2026-03-31T17:31:00Z,73.00,27.81
2026-03-31T17:32:00Z,66.64,35.37
2026-03-31T17:33:00Z,54.74,45.99
2026-03-31T17:34:00Z,53.20,46.73
2026-03-31T17:35:00Z,53.75,46.61
2026-03-31T17:36:00Z,54.00,46.77
2026-03-31T17:37:00Z,54.09,45.99
2026-03-31T17:38:00Z,54.50,45.98
2026-03-31T17:39:00Z,49.80,50.46
2026-03-31T17:40:00Z,63.48,43.78
2026-03-31T17:41:00Z,59.74,44.40
2026-03-31T17:42:00Z,47.87,52.55
2026-03-31T17:43:00Z,47.44,55.05
2026-03-31T17:44:00Z,54.33,48.83
2026-03-31T17:45:00Z,54.12,49.51
2026-03-31T17:46:00Z,50.75,50.78
2026-03-31T17:47:00Z,50.88,51.73
2026-03-31T17:48:00Z,57.39,45.28
2026-03-31T17:49:00Z,60.14,41.02
2026-03-31T17:50:00Z,56.15,48.46
2026-03-31T17:51:00Z,53.00,47.83
2026-03-31T17:52:00Z,65.88,36.73
2026-03-31T17:53:00Z,77.94,23.49
2026-03-31T17:54:00Z,76.84,23.59
2026-03-31T17:55:00Z,68.43,30.56
2026-03-31T17:56:00Z,63.34,37.31
2026-03-31T17:57:00Z,55.51,44.23
2026-03-31T17:58:00Z,66.06,37.51
2026-03-31T17:59:00Z,66.44,31.49
2026-03-31T18:00:00Z,73.12,30.99
2026-03-31T18:01:00Z,79.23,20.46
2026-03-31T18:02:00Z,77.60,24.13
2026-03-31T18:03:00Z,77.52,25.36
2026-03-31T18:04:00Z,64.06,38.55
2026-03-31T18:05:00Z,72.43,29.64
2026-03-31T18:06:00Z,55.97,43.82
2026-03-31T18:07:00Z,53.68,50.94
2026-03-31T18:08:00Z,59.88,43.70
2026-03-31T18:09:00Z,55.33,49.81
2026-03-31T18:10:00Z,63.68,35.68
2026-03-31T18:11:00Z,61.84,39.16
2026-03-31T18:12:00Z,47.76,52.06
2026-03-31T18:13:00Z,50.51,50.80
2026-03-31T18:14:00Z,50.42,53.09
2026-03-31T18:15:00Z,54.26,47.02
2026-03-31T18:16:00Z,57.11,40.20
2026-03-31T18:17:00Z,51.72,48.99
2026-03-31T18:18:00Z,43.71,55.44
2026-03-31T18:19:00Z,48.27,54.71
2026-03-31T18:20:00Z,58.72,39.70
2026-03-31T18:21:00Z,61.23,39.26
2026-03-31T18:22:00Z,66.30,41.28
2026-03-31T18:23:00Z,57.67,41.07
2026-03-31T18:24:00Z,59.92,42.16
2026-03-31T18:25:00Z,58.81,42.72
2026-03-31T18:26:00Z,33.93,71.20
2026-03-31T18:27:00Z,28.71,74.26
2026-03-31T18:28:00Z,45.02,57.55
2026-03-31T18:29:00Z,47.20,52.87
2026-03-31T18:30:00Z,55.91,44.38
2026-03-31T18:31:00Z,56.39,45.25
2026-03-31T18:32:00Z,72.40,30.15
2026-03-31T18:33:00Z,88.31,12.18
2026-03-31T18:34:00Z,91.56,10.57
2026-03-31T18:35:00Z,97.60,2.57
2026-03-31T18:36:00Z,99.00,1.00
2026-03-31T18:37:00Z,99.00,1.00
