# event_ticker=KXATPMATCH-26MAR05ZHEKOP
# final_score=7-6(1) 7-5
# score_resolution=6-7 5-7
# match_winner=Vit Kopriva
# fav_player=Michael Zheng
# dog_player=Vit Kopriva
# kalshi_date=2026-03-05
timestamp,Michael Zheng,Vit Kopriva
2026-03-05T16:40:00Z,,46.00
2026-03-05T16:42:00Z,55.00,46.00
2026-03-05T16:44:00Z,55.00,46.00
2026-03-05T16:45:00Z,55.00,46.00
2026-03-05T16:47:00Z,55.00,46.00
2026-03-05T16:59:00Z,56.00,46.00
2026-03-05T17:00:00Z,56.00,46.00
2026-03-05T17:05:00Z,56.00,46.00
2026-03-05T17:09:00Z,56.00,46.00
2026-03-05T17:13:00Z,56.00,46.00
2026-03-05T17:16:00Z,56.00,46.00
2026-03-05T17:17:00Z,56.00,46.00
2026-03-05T17:29:00Z,56.00,45.00
2026-03-05T17:31:00Z,56.00,45.00
2026-03-05T17:33:00Z,56.00,45.00
2026-03-05T17:37:00Z,56.00,45.15
2026-03-05T17:42:00Z,56.00,45.15
2026-03-05T17:44:00Z,56.00,45.15
2026-03-05T17:49:00Z,56.00,45.15
2026-03-05T17:56:00Z,56.00,45.15
2026-03-05T17:59:00Z,56.00,45.15
2026-03-05T18:01:00Z,56.00,45.15
2026-03-05T18:03:00Z,56.00,45.15
2026-03-05T18:07:00Z,56.00,45.15
2026-03-05T18:08:00Z,56.00,45.00
2026-03-05T18:12:00Z,56.00,45.00
2026-03-05T18:14:00Z,56.00,45.00
2026-03-05T18:16:00Z,56.00,45.00
2026-03-05T18:22:00Z,55.00,45.00
2026-03-05T18:23:00Z,56.00,45.00
2026-03-05T18:25:00Z,56.00,45.00
2026-03-05T18:26:00Z,56.00,45.00
2026-03-05T18:28:00Z,56.00,45.00
2026-03-05T18:29:00Z,55.81,45.00
2026-03-05T18:30:00Z,56.00,45.00
2026-03-05T18:31:00Z,56.00,45.00
2026-03-05T18:32:00Z,56.00,45.00
2026-03-05T18:33:00Z,56.00,45.00
2026-03-05T18:34:00Z,56.00,45.00
2026-03-05T18:35:00Z,56.00,45.00
2026-03-05T18:36:00Z,56.00,45.00
2026-03-05T18:37:00Z,56.00,45.00
2026-03-05T18:38:00Z,56.00,45.00
2026-03-05T18:40:00Z,56.00,45.00
2026-03-05T18:44:00Z,56.00,45.00
2026-03-05T18:45:00Z,56.00,45.00
