# event_ticker=KXATPMATCH-26JUN11AUGFUC
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Felix Auger-Aliassime
# fav_player=Marton Fucsovics
# dog_player=Felix Auger-Aliassime
# kalshi_date=2026-06-11
timestamp,Felix Auger-Aliassime,Marton Fucsovics
2026-06-11T01:40:00Z,73.00,
2026-06-11T01:44:00Z,73.00,
2026-06-11T01:46:00Z,73.00,
2026-06-11T01:50:00Z,73.00,
2026-06-11T02:03:00Z,73.00,
2026-06-11T02:04:00Z,73.00,
2026-06-11T02:41:00Z,73.00,
2026-06-11T02:58:00Z,73.00,
2026-06-11T03:03:00Z,73.00,
2026-06-11T03:04:00Z,73.00,28.00
2026-06-11T03:25:00Z,72.00,28.00
2026-06-11T03:42:00Z,73.00,28.00
2026-06-11T03:50:00Z,73.00,28.00
2026-06-11T03:54:00Z,73.00,28.00
2026-06-11T04:01:00Z,73.00,28.00
2026-06-11T04:02:00Z,73.00,28.00
2026-06-11T04:04:00Z,73.00,29.00
2026-06-11T04:05:00Z,73.00,29.00
2026-06-11T04:06:00Z,73.00,29.00
2026-06-11T04:08:00Z,73.00,29.00
2026-06-11T04:12:00Z,73.00,29.00
2026-06-11T04:13:00Z,73.00,29.00
2026-06-11T04:15:00Z,73.00,29.00
2026-06-11T04:21:00Z,73.00,29.00
2026-06-11T04:24:00Z,73.00,29.00
2026-06-11T04:25:00Z,73.00,29.00
2026-06-11T04:27:00Z,73.00,29.00
2026-06-11T04:29:00Z,72.28,29.00
2026-06-11T04:36:00Z,72.28,29.77
2026-06-11T04:38:00Z,73.00,29.77
2026-06-11T04:42:00Z,73.00,29.77
2026-06-11T04:44:00Z,72.00,29.77
2026-06-11T04:48:00Z,73.00,29.77
2026-06-11T04:52:00Z,73.00,29.77
2026-06-11T04:56:00Z,73.00,29.00
2026-06-11T05:03:00Z,73.00,28.00
2026-06-11T05:05:00Z,73.00,28.00
2026-06-11T05:10:00Z,73.00,28.00
2026-06-11T05:12:00Z,73.00,28.00
2026-06-11T05:13:00Z,73.00,28.00
2026-06-11T05:19:00Z,73.00,28.00
2026-06-11T05:23:00Z,73.00,28.00
2026-06-11T05:25:00Z,73.00,28.00
2026-06-11T05:32:00Z,73.00,28.00
2026-06-11T05:33:00Z,73.00,28.00
2026-06-11T05:36:00Z,73.00,28.00
2026-06-11T05:42:00Z,73.00,28.00
2026-06-11T05:49:00Z,73.00,28.00
2026-06-11T06:02:00Z,73.00,29.00
2026-06-11T06:03:00Z,72.00,29.00
2026-06-11T06:04:00Z,73.00,29.00
2026-06-11T06:11:00Z,72.00,29.00
2026-06-11T06:12:00Z,72.00,29.00
2026-06-11T06:14:00Z,71.00,29.00
2026-06-11T06:18:00Z,71.00,29.00
2026-06-11T06:24:00Z,71.00,29.00
2026-06-11T06:29:00Z,71.00,30.00
2026-06-11T06:32:00Z,71.00,30.00
2026-06-11T06:35:00Z,70.00,30.00
2026-06-11T06:36:00Z,70.00,30.00
2026-06-11T06:37:00Z,70.00,30.00
2026-06-11T06:38:00Z,70.00,30.87
2026-06-11T06:40:00Z,70.00,32.00
2026-06-11T06:44:00Z,70.00,32.00
2026-06-11T06:46:00Z,69.00,32.00
2026-06-11T06:48:00Z,68.00,32.00
2026-06-11T06:49:00Z,68.00,32.00
2026-06-11T09:03:00Z,69.42,32.00
2026-06-11T09:05:00Z,70.00,32.00
2026-06-11T09:07:00Z,70.00,32.00
2026-06-11T09:09:00Z,70.00,32.00
2026-06-11T09:10:00Z,70.00,31.00
2026-06-11T09:14:00Z,70.00,31.00
2026-06-11T09:16:00Z,70.00,31.00
2026-06-11T09:18:00Z,70.00,31.00
2026-06-11T09:24:00Z,70.00,30.00
2026-06-11T09:26:00Z,70.00,31.00
2026-06-11T09:29:00Z,70.00,31.00
2026-06-11T09:41:00Z,70.00,31.00
2026-06-11T09:43:00Z,69.03,31.00
2026-06-11T09:45:00Z,70.00,31.00
2026-06-11T09:48:00Z,70.00,31.00
2026-06-11T09:53:00Z,70.00,31.00
2026-06-11T10:09:00Z,70.00,31.00
2026-06-11T10:13:00Z,70.00,31.00
2026-06-11T10:18:00Z,70.00,31.00
2026-06-11T10:22:00Z,70.00,31.00
2026-06-11T10:31:00Z,70.00,31.00
2026-06-11T10:35:00Z,70.00,31.00
2026-06-11T10:39:00Z,70.00,30.00
2026-06-11T10:50:00Z,70.00,31.00
2026-06-11T10:53:00Z,70.00,31.00
2026-06-11T10:54:00Z,70.00,31.00
2026-06-11T10:55:00Z,70.00,31.00
2026-06-11T10:56:00Z,70.00,31.00
2026-06-11T10:57:00Z,70.00,31.00
2026-06-11T11:05:00Z,70.00,31.00
2026-06-11T11:07:00Z,70.00,31.00
2026-06-11T11:10:00Z,70.00,31.00
2026-06-11T11:11:00Z,70.00,31.00
2026-06-11T11:15:00Z,70.00,31.00
2026-06-11T11:17:00Z,70.00,31.00
2026-06-11T11:19:00Z,70.00,31.35
2026-06-11T11:20:00Z,70.00,31.35
2026-06-11T11:21:00Z,70.00,31.35
2026-06-11T11:24:00Z,71.00,31.35
2026-06-11T11:26:00Z,71.00,31.00
2026-06-11T11:28:00Z,71.00,31.00
2026-06-11T11:31:00Z,71.00,31.00
2026-06-11T11:34:00Z,71.00,31.00
2026-06-11T11:38:00Z,71.00,31.00
2026-06-11T11:42:00Z,68.46,31.00
2026-06-11T11:43:00Z,70.00,31.00
2026-06-11T11:45:00Z,70.00,31.00
2026-06-11T11:46:00Z,71.00,31.00
2026-06-11T11:48:00Z,71.00,31.00
2026-06-11T11:49:00Z,70.00,31.00
2026-06-11T11:52:00Z,70.00,31.00
2026-06-11T11:54:00Z,70.00,31.00
2026-06-11T11:56:00Z,70.00,31.00
2026-06-11T11:57:00Z,70.00,31.00
2026-06-11T11:58:00Z,70.00,31.00
2026-06-11T11:59:00Z,70.00,31.00
2026-06-11T12:00:00Z,70.00,31.00
2026-06-11T12:04:00Z,71.00,31.00
2026-06-11T12:05:00Z,71.00,31.00
2026-06-11T12:07:00Z,71.00,31.00
2026-06-11T12:09:00Z,71.00,31.00
2026-06-11T12:10:00Z,70.00,31.00
2026-06-11T12:11:00Z,70.00,32.00
2026-06-11T12:13:00Z,70.00,32.00
2026-06-11T12:14:00Z,70.00,32.00
2026-06-11T12:16:00Z,69.00,32.00
2026-06-11T12:17:00Z,69.00,32.00
2026-06-11T12:18:00Z,69.00,32.00
2026-06-11T12:19:00Z,69.00,32.00
2026-06-11T12:20:00Z,69.00,32.00
2026-06-11T12:21:00Z,69.00,32.00
2026-06-11T12:22:00Z,69.00,32.00
2026-06-11T12:23:00Z,69.00,32.00
2026-06-11T12:24:00Z,69.00,32.00
2026-06-11T12:25:00Z,69.00,33.00
2026-06-11T12:26:00Z,69.00,32.93
