# event_ticker=KXATPMATCH-26JUN11AUGFUC
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Felix Auger-Aliassime
# fav_player=Marton Fucsovics
# dog_player=Felix Auger-Aliassime
# kalshi_date=2026-06-11
timestamp,Felix Auger-Aliassime,Marton Fucsovics
2026-06-11T12:27:00Z,69.00,33.00
2026-06-11T12:28:00Z,69.00,33.00
2026-06-11T12:30:00Z,69.00,33.00
2026-06-11T12:32:00Z,69.00,33.00
2026-06-11T12:33:00Z,69.00,33.00
2026-06-11T12:34:00Z,69.00,33.00
2026-06-11T12:35:00Z,69.00,33.00
2026-06-11T12:37:00Z,69.00,33.00
2026-06-11T12:39:00Z,69.00,33.00
2026-06-11T12:40:00Z,69.00,33.00
2026-06-11T12:41:00Z,69.00,33.00
2026-06-11T12:42:00Z,69.00,33.00
2026-06-11T12:43:00Z,69.00,33.00
2026-06-11T12:44:00Z,69.00,33.00
2026-06-11T12:45:00Z,69.00,33.00
2026-06-11T12:46:00Z,69.00,31.00
2026-06-11T12:47:00Z,69.00,33.00
2026-06-11T12:48:00Z,69.00,33.23
2026-06-11T12:49:00Z,69.00,33.23
2026-06-11T12:50:00Z,69.00,33.91
2026-06-11T12:51:00Z,69.00,33.00
2026-06-11T12:52:00Z,69.00,33.00
2026-06-11T12:53:00Z,69.00,33.00
2026-06-11T12:54:00Z,69.00,33.00
2026-06-11T12:55:00Z,69.82,32.00
2026-06-11T12:56:00Z,69.05,33.00
2026-06-11T12:57:00Z,70.80,29.94
2026-06-11T12:58:00Z,71.53,29.50
2026-06-11T12:59:00Z,72.70,28.64
2026-06-11T13:00:00Z,77.26,25.00
2026-06-11T13:01:00Z,76.38,23.10
2026-06-11T13:02:00Z,84.71,16.10
2026-06-11T13:03:00Z,84.79,15.46
2026-06-11T13:04:00Z,85.42,16.79
2026-06-11T13:05:00Z,86.25,14.00
2026-06-11T13:06:00Z,86.28,14.00
2026-06-11T13:07:00Z,87.00,14.00
2026-06-11T13:08:00Z,87.00,13.37
2026-06-11T13:09:00Z,87.00,14.00
2026-06-11T13:10:00Z,86.91,14.48
2026-06-11T13:11:00Z,85.32,15.49
2026-06-11T13:12:00Z,85.47,15.00
2026-06-11T13:13:00Z,88.00,12.79
2026-06-11T13:14:00Z,88.00,13.00
2026-06-11T13:15:00Z,87.61,13.00
2026-06-11T13:16:00Z,88.00,12.83
2026-06-11T13:17:00Z,88.39,13.00
2026-06-11T13:18:00Z,88.06,12.05
2026-06-11T13:19:00Z,85.28,13.58
2026-06-11T13:20:00Z,87.82,13.87
2026-06-11T13:21:00Z,89.98,12.00
2026-06-11T13:22:00Z,89.52,12.00
2026-06-11T13:23:00Z,90.00,11.00
2026-06-11T13:24:00Z,90.81,11.00
2026-06-11T13:25:00Z,90.00,11.00
2026-06-11T13:26:00Z,88.62,12.87
2026-06-11T13:27:00Z,88.97,12.06
2026-06-11T13:28:00Z,88.08,12.41
2026-06-11T13:29:00Z,89.51,11.05
2026-06-11T13:30:00Z,90.00,11.00
2026-06-11T13:31:00Z,90.04,10.96
2026-06-11T13:32:00Z,93.69,7.70
2026-06-11T13:33:00Z,96.98,3.92
2026-06-11T13:34:00Z,97.93,2.92
2026-06-11T13:35:00Z,97.11,3.10
2026-06-11T13:36:00Z,97.10,2.99
2026-06-11T13:37:00Z,97.44,2.97
2026-06-11T13:38:00Z,97.01,3.00
2026-06-11T13:39:00Z,97.40,3.00
2026-06-11T13:40:00Z,97.08,3.00
2026-06-11T13:41:00Z,95.63,4.40
2026-06-11T13:42:00Z,96.45,4.66
2026-06-11T13:43:00Z,96.82,3.61
2026-06-11T13:44:00Z,97.00,3.80
2026-06-11T13:45:00Z,97.48,2.77
2026-06-11T13:46:00Z,97.94,2.16
2026-06-11T13:47:00Z,98.08,2.00
2026-06-11T13:48:00Z,98.02,2.93
2026-06-11T13:49:00Z,97.00,3.00
2026-06-11T13:50:00Z,97.99,3.14
2026-06-11T13:51:00Z,97.07,3.77
2026-06-11T13:52:00Z,97.00,3.13
2026-06-11T13:53:00Z,96.98,3.11
2026-06-11T13:54:00Z,98.00,2.02
2026-06-11T13:55:00Z,97.96,2.68
2026-06-11T13:56:00Z,98.00,2.99
2026-06-11T13:57:00Z,98.00,3.00
2026-06-11T13:58:00Z,98.00,3.00
2026-06-11T13:59:00Z,98.00,2.41
2026-06-11T14:00:00Z,99.00,1.32
2026-06-11T14:01:00Z,99.00,1.81
2026-06-11T14:02:00Z,99.00,2.04
2026-06-11T14:03:00Z,99.00,2.00
2026-06-11T14:04:00Z,98.69,2.00
2026-06-11T14:05:00Z,98.44,2.00
2026-06-11T14:06:00Z,97.63,2.75
2026-06-11T14:07:00Z,99.00,1.03
2026-06-11T14:08:00Z,98.47,1.88
2026-06-11T14:09:00Z,98.21,1.45
2026-06-11T14:10:00Z,99.00,1.44
2026-06-11T14:12:00Z,99.00,1.00
2026-06-11T14:13:00Z,99.00,1.00
2026-06-11T14:14:00Z,99.00,1.00
2026-06-11T14:15:00Z,99.00,1.00
