# event_ticker=KXATPMATCH-26APR01ETCBOL
# final_score=6-7(5) 6-0 6-3
# score_resolution=7-6 0-6 3-6
# match_winner=Tomas Martin Etcheverry
# fav_player=Alex Bolt
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-04-01
timestamp,Alex Bolt,Tomas Martin Etcheverry
2026-04-01T07:19:00Z,,86.00
2026-04-01T07:27:00Z,14.00,86.00
2026-04-01T07:35:00Z,14.00,86.00
2026-04-01T07:43:00Z,14.00,88.00
2026-04-01T07:54:00Z,14.00,88.00
2026-04-01T07:57:00Z,14.00,88.00
2026-04-01T08:06:00Z,14.00,88.00
2026-04-01T08:21:00Z,14.00,88.00
2026-04-01T08:31:00Z,12.00,88.00
2026-04-01T08:52:00Z,12.00,90.00
2026-04-01T09:33:00Z,12.00,90.00
2026-04-01T09:41:00Z,12.00,90.00
2026-04-01T09:48:00Z,12.00,90.00
2026-04-01T10:25:00Z,10.00,90.00
2026-04-01T10:53:00Z,10.00,90.00
2026-04-01T11:04:00Z,10.00,89.00
2026-04-01T11:14:00Z,10.00,90.00
2026-04-01T11:22:00Z,10.00,89.00
2026-04-01T11:58:00Z,10.80,89.00
2026-04-01T12:00:00Z,11.00,89.00
2026-04-01T12:02:00Z,10.00,91.00
2026-04-01T12:17:00Z,10.00,91.00
2026-04-01T12:24:00Z,10.00,91.00
2026-04-01T12:27:00Z,11.00,91.00
2026-04-01T12:34:00Z,11.00,91.00
2026-04-01T12:35:00Z,11.00,91.00
2026-04-01T12:36:00Z,11.00,91.00
2026-04-01T12:39:00Z,11.00,91.00
2026-04-01T12:47:00Z,10.00,91.00
2026-04-01T12:49:00Z,10.00,91.00
2026-04-01T12:50:00Z,10.00,92.00
2026-04-01T12:52:00Z,10.00,92.00
2026-04-01T12:59:00Z,10.00,91.00
2026-04-01T13:00:00Z,10.00,91.00
2026-04-01T13:01:00Z,10.00,91.00
2026-04-01T13:08:00Z,10.00,91.00
2026-04-01T13:09:00Z,10.00,91.00
2026-04-01T13:16:00Z,11.00,91.00
2026-04-01T13:24:00Z,11.00,91.00
2026-04-01T13:25:00Z,11.00,91.00
2026-04-01T13:28:00Z,11.00,91.00
2026-04-01T13:29:00Z,11.00,91.00
2026-04-01T13:30:00Z,11.00,91.00
2026-04-01T13:31:00Z,11.00,91.00
2026-04-01T13:32:00Z,11.00,91.00
2026-04-01T13:33:00Z,11.00,91.00
2026-04-01T13:36:00Z,11.00,91.00
2026-04-01T13:40:00Z,11.00,91.00
2026-04-01T13:51:00Z,11.00,91.00
2026-04-01T14:08:00Z,11.00,91.00
2026-04-01T14:11:00Z,11.00,91.00
