# event_ticker=KXATPMATCH-25AUG08VUKBAS
# final_score=7-6(5) 7-5
# score_resolution=6-7 5-7
# match_winner=Nishesh Basavareddy
# fav_player=Aleksandar Vukic
# dog_player=Nishesh Basavareddy
# kalshi_date=2025-08-08
timestamp,Aleksandar Vukic,Nishesh Basavareddy
2025-08-08T16:35:00Z,63.00,
2025-08-08T16:41:00Z,63.00,55.00
2025-08-08T18:44:00Z,53.00,55.00
2025-08-08T19:08:00Z,55.00,55.00
2025-08-08T19:54:00Z,55.00,46.45
2025-08-08T20:38:00Z,55.00,46.45
2025-08-08T20:48:00Z,55.00,46.45
2025-08-08T20:49:00Z,55.00,47.00
2025-08-08T20:55:00Z,55.00,47.00
2025-08-08T20:59:00Z,55.00,47.00
2025-08-08T21:22:00Z,53.00,47.00
2025-08-08T22:19:00Z,53.00,47.00
2025-08-08T22:21:00Z,53.00,47.00
2025-08-08T23:10:00Z,53.00,48.00
2025-08-08T23:12:00Z,53.00,49.00
2025-08-08T23:22:00Z,51.00,49.00
2025-08-08T23:38:00Z,52.00,49.00
2025-08-08T23:42:00Z,52.00,49.00
2025-08-08T23:50:00Z,55.18,49.00
2025-08-08T23:51:00Z,55.18,46.00
2025-08-08T23:55:00Z,55.18,46.00
2025-08-08T23:57:00Z,54.00,46.00
2025-08-08T23:58:00Z,54.00,46.00
2025-08-09T00:05:00Z,55.00,46.00
2025-08-09T00:14:00Z,55.00,46.00
2025-08-09T00:15:00Z,55.00,46.00
2025-08-09T00:18:00Z,55.00,46.00
2025-08-09T00:28:00Z,55.00,46.00
2025-08-09T00:38:00Z,55.00,46.00
2025-08-09T00:46:00Z,55.00,46.00
2025-08-09T00:47:00Z,54.00,46.00
2025-08-09T00:59:00Z,55.20,49.00
2025-08-09T01:03:00Z,55.20,49.00
2025-08-09T01:04:00Z,55.62,49.00
2025-08-09T01:05:00Z,56.00,49.00
2025-08-09T01:06:00Z,56.00,49.00
2025-08-09T01:10:00Z,56.00,49.00
2025-08-09T01:11:00Z,56.00,49.00
2025-08-09T01:15:00Z,56.18,49.00
2025-08-09T01:18:00Z,56.00,49.00
2025-08-09T01:19:00Z,56.00,49.00
2025-08-09T01:20:00Z,56.00,49.00
2025-08-09T01:23:00Z,57.00,49.00
2025-08-09T01:26:00Z,56.00,49.00
2025-08-09T01:28:00Z,56.00,49.00
2025-08-09T01:29:00Z,56.00,49.00
2025-08-09T01:31:00Z,56.00,49.00
2025-08-09T01:32:00Z,53.00,46.03
2025-08-09T01:33:00Z,52.00,46.03
2025-08-09T01:34:00Z,59.00,46.03
2025-08-09T01:35:00Z,59.00,47.02
2025-08-09T01:36:00Z,56.00,45.00
2025-08-09T01:37:00Z,65.00,41.00
2025-08-09T01:38:00Z,66.85,37.32
2025-08-09T01:39:00Z,59.00,37.32
2025-08-09T01:40:00Z,58.00,37.32
2025-08-09T01:41:00Z,56.58,37.32
2025-08-09T01:42:00Z,60.00,37.32
2025-08-09T01:44:00Z,62.00,37.32
2025-08-09T01:45:00Z,60.00,42.00
2025-08-09T01:46:00Z,60.00,42.00
2025-08-09T01:47:00Z,60.00,45.00
2025-08-09T01:48:00Z,62.00,45.00
2025-08-09T01:49:00Z,62.00,42.00
2025-08-09T01:50:00Z,65.00,42.00
2025-08-09T01:51:00Z,65.00,41.00
2025-08-09T01:52:00Z,65.00,43.25
2025-08-09T01:53:00Z,62.17,43.25
2025-08-09T01:54:00Z,62.00,43.25
2025-08-09T01:55:00Z,64.00,40.11
2025-08-09T01:56:00Z,60.53,40.61
2025-08-09T01:57:00Z,59.00,41.00
2025-08-09T01:58:00Z,57.06,45.82
2025-08-09T01:59:00Z,55.00,45.74
2025-08-09T02:00:00Z,52.75,48.42
2025-08-09T02:01:00Z,50.41,49.58
2025-08-09T02:02:00Z,57.01,54.11
2025-08-09T02:03:00Z,39.93,59.61
2025-08-09T02:04:00Z,33.84,70.54
2025-08-09T02:05:00Z,31.13,68.50
2025-08-09T02:06:00Z,36.41,71.00
2025-08-09T02:07:00Z,40.02,60.15
2025-08-09T02:08:00Z,54.00,47.41
2025-08-09T02:09:00Z,52.61,48.26
2025-08-09T02:10:00Z,52.62,57.00
2025-08-09T02:11:00Z,52.49,71.00
2025-08-09T02:12:00Z,57.89,73.00
2025-08-09T02:13:00Z,54.49,73.00
2025-08-09T02:14:00Z,53.57,49.31
2025-08-09T02:15:00Z,44.48,50.49
2025-08-09T02:16:00Z,48.58,54.53
2025-08-09T02:17:00Z,53.04,49.23
2025-08-09T02:18:00Z,55.00,50.00
2025-08-09T02:19:00Z,54.99,48.16
2025-08-09T02:20:00Z,54.21,49.75
2025-08-09T02:21:00Z,52.00,50.00
2025-08-09T02:22:00Z,48.14,52.00
2025-08-09T02:23:00Z,54.41,46.00
2025-08-09T02:24:00Z,53.11,48.99
2025-08-09T02:25:00Z,52.31,53.06
2025-08-09T02:26:00Z,52.31,54.00
2025-08-09T02:27:00Z,50.64,49.84
2025-08-09T02:28:00Z,47.02,50.13
2025-08-09T02:29:00Z,54.59,45.88
2025-08-09T02:30:00Z,47.14,57.19
2025-08-09T02:31:00Z,26.81,73.77
2025-08-09T02:32:00Z,26.50,74.27
2025-08-09T02:33:00Z,26.67,74.00
2025-08-09T02:34:00Z,28.91,77.66
2025-08-09T02:35:00Z,34.11,65.57
2025-08-09T02:36:00Z,40.56,60.00
2025-08-09T02:37:00Z,48.00,55.00
2025-08-09T02:38:00Z,46.46,54.81
2025-08-09T02:39:00Z,48.00,53.57
2025-08-09T02:40:00Z,47.00,57.00
2025-08-09T02:41:00Z,47.54,53.29
2025-08-09T02:42:00Z,44.00,53.29
2025-08-09T02:43:00Z,47.68,56.00
2025-08-09T02:44:00Z,47.68,56.23
2025-08-09T02:45:00Z,48.77,54.99
2025-08-09T02:46:00Z,48.80,55.67
2025-08-09T02:47:00Z,48.49,56.15
2025-08-09T02:48:00Z,48.49,59.65
2025-08-09T02:49:00Z,45.00,55.00
2025-08-09T02:50:00Z,52.96,51.59
2025-08-09T02:51:00Z,52.54,51.00
2025-08-09T02:52:00Z,49.00,55.19
2025-08-09T02:53:00Z,48.29,54.75
2025-08-09T02:54:00Z,46.41,55.00
2025-08-09T02:55:00Z,49.30,53.00
2025-08-09T02:56:00Z,41.22,56.66
2025-08-09T02:57:00Z,27.23,76.56
2025-08-09T02:58:00Z,25.52,77.20
2025-08-09T02:59:00Z,26.26,72.56
2025-08-09T03:00:00Z,24.86,80.59
2025-08-09T03:01:00Z,19.75,81.00
2025-08-09T03:02:00Z,18.79,81.07
2025-08-09T03:03:00Z,25.18,77.01
2025-08-09T03:04:00Z,32.21,74.31
2025-08-09T03:05:00Z,25.72,75.21
2025-08-09T03:06:00Z,28.26,77.77
2025-08-09T03:07:00Z,20.81,80.71
2025-08-09T03:08:00Z,21.31,80.78
2025-08-09T03:09:00Z,14.70,83.86
2025-08-09T03:10:00Z,10.30,93.78
2025-08-09T03:11:00Z,3.88,96.27
2025-08-09T03:12:00Z,1.00,99.00
2025-08-09T03:13:00Z,1.00,99.00
2025-08-09T03:15:00Z,1.00,99.00
