# event_ticker=KXATPMATCH-25OCT31BUBDE
# final_score=6-7(5) 6-4 7-5
# score_resolution=7-6 4-6 5-7
# match_winner=Alexander Bublik
# fav_player=Alex de Minaur
# dog_player=Alexander Bublik
# kalshi_date=2025-10-31
timestamp,Alex de Minaur,Alexander Bublik
2025-10-31T03:05:00Z,56.00,
2025-10-31T03:09:00Z,56.00,45.00
2025-10-31T03:10:00Z,56.00,45.00
2025-10-31T03:11:00Z,56.00,45.00
2025-10-31T03:12:00Z,56.00,45.00
2025-10-31T03:14:00Z,56.00,44.00
2025-10-31T03:16:00Z,56.00,45.00
2025-10-31T03:19:00Z,56.00,45.00
2025-10-31T03:21:00Z,56.00,45.00
2025-10-31T03:22:00Z,56.00,45.00
2025-10-31T03:23:00Z,56.00,45.00
2025-10-31T03:32:00Z,56.00,45.50
2025-10-31T03:37:00Z,56.00,45.50
2025-10-31T03:43:00Z,56.00,45.50
2025-10-31T03:44:00Z,56.00,46.00
2025-10-31T03:51:00Z,56.00,46.00
2025-10-31T03:52:00Z,56.00,47.00
2025-10-31T03:54:00Z,54.00,47.00
2025-10-31T03:55:00Z,54.00,47.00
2025-10-31T03:57:00Z,54.00,47.00
2025-10-31T03:58:00Z,54.00,47.00
2025-10-31T04:00:00Z,54.00,47.00
2025-10-31T04:01:00Z,54.00,47.00
2025-10-31T04:03:00Z,54.00,47.00
2025-10-31T04:05:00Z,54.00,47.00
2025-10-31T04:07:00Z,54.00,47.00
2025-10-31T04:12:00Z,54.00,47.00
2025-10-31T04:24:00Z,54.00,47.00
2025-10-31T04:26:00Z,54.00,47.00
2025-10-31T04:27:00Z,54.00,47.00
2025-10-31T04:30:00Z,54.00,47.00
2025-10-31T04:31:00Z,54.00,47.00
2025-10-31T04:33:00Z,54.00,47.00
2025-10-31T04:34:00Z,54.00,47.00
2025-10-31T04:37:00Z,54.00,47.00
2025-10-31T04:42:00Z,54.00,47.00
2025-10-31T04:49:00Z,54.00,47.00
2025-10-31T04:51:00Z,54.00,47.00
2025-10-31T04:52:00Z,54.00,47.00
