# event_ticker=KXATPCHALLENGERMATCH-26MAR05VARBOS
# final_score=6-2 7-6(1)
# score_resolution=2-6 6-7
# match_winner=Pedro Boscardin Dias
# fav_player=Juan Pablo Varillas
# dog_player=Pedro Boscardin Dias
# kalshi_date=2026-03-05
timestamp,Juan Pablo Varillas,Pedro Boscardin Dias
2026-03-05T06:00:00Z,,42.00
2026-03-05T06:01:00Z,,42.00
2026-03-05T06:02:00Z,,42.00
2026-03-05T06:03:00Z,,42.00
2026-03-05T06:05:00Z,,42.00
2026-03-05T06:06:00Z,,42.00
2026-03-05T06:16:00Z,,42.00
2026-03-05T06:22:00Z,,42.00
2026-03-05T06:23:00Z,,42.00
2026-03-05T06:57:00Z,61.00,42.00
2026-03-05T07:00:00Z,68.00,42.00
2026-03-05T07:07:00Z,68.00,42.00
2026-03-05T07:08:00Z,68.00,42.00
2026-03-05T07:12:00Z,68.00,42.00
2026-03-05T07:16:00Z,68.00,43.00
2026-03-05T07:17:00Z,68.00,42.00
2026-03-05T07:21:00Z,68.00,42.00
2026-03-05T07:26:00Z,68.00,42.00
2026-03-05T07:31:00Z,68.00,42.00
2026-03-05T07:36:00Z,68.00,42.00
2026-03-05T07:41:00Z,68.00,42.00
2026-03-05T07:46:00Z,68.00,42.00
2026-03-05T07:51:00Z,68.00,42.00
2026-03-05T07:56:00Z,68.00,42.00
2026-03-05T07:58:00Z,68.00,42.00
2026-03-05T07:59:00Z,68.00,42.00
2026-03-05T10:06:00Z,68.00,43.52
2026-03-05T10:07:00Z,68.00,44.73
2026-03-05T10:28:00Z,58.00,44.73
2026-03-05T10:33:00Z,57.00,44.73
2026-03-05T10:42:00Z,57.00,44.73
2026-03-05T10:53:00Z,57.00,44.73
2026-03-05T11:08:00Z,57.00,44.73
2026-03-05T11:27:00Z,57.00,44.73
2026-03-05T11:29:00Z,57.00,44.73
2026-03-05T11:31:00Z,57.00,46.00
2026-03-05T11:39:00Z,57.00,46.00
2026-03-05T11:45:00Z,57.00,46.00
2026-03-05T11:46:00Z,57.00,46.00
2026-03-05T11:53:00Z,57.00,46.00
2026-03-05T11:54:00Z,57.00,46.00
2026-03-05T11:55:00Z,57.00,46.00
2026-03-05T12:02:00Z,57.00,46.00
2026-03-05T12:16:00Z,57.00,46.00
2026-03-05T12:30:00Z,57.00,46.00
2026-03-05T12:31:00Z,57.00,46.00
2026-03-05T12:35:00Z,57.00,46.00
2026-03-05T12:54:00Z,57.00,46.00
2026-03-05T12:59:00Z,57.00,46.00
2026-03-05T13:18:00Z,57.00,45.91
2026-03-05T13:19:00Z,57.00,46.00
2026-03-05T13:20:00Z,57.00,46.00
2026-03-05T13:25:00Z,57.00,46.00
2026-03-05T13:28:00Z,57.00,46.40
2026-03-05T13:30:00Z,57.00,46.40
2026-03-05T13:31:00Z,57.00,46.40
2026-03-05T13:34:00Z,57.00,46.74
2026-03-05T13:39:00Z,57.00,46.00
2026-03-05T13:44:00Z,56.00,46.00
2026-03-05T13:46:00Z,56.00,45.00
2026-03-05T13:47:00Z,56.00,45.00
2026-03-05T13:48:00Z,56.00,45.00
2026-03-05T13:50:00Z,56.00,45.00
2026-03-05T13:55:00Z,56.00,45.00
2026-03-05T13:56:00Z,56.00,45.00
2026-03-05T13:57:00Z,56.00,45.00
2026-03-05T14:01:00Z,56.00,45.00
2026-03-05T14:02:00Z,56.00,45.00
2026-03-05T14:08:00Z,56.00,45.00
2026-03-05T14:09:00Z,56.00,45.00
2026-03-05T14:13:00Z,56.00,45.00
2026-03-05T14:14:00Z,56.00,45.00
2026-03-05T14:19:00Z,56.00,46.00
2026-03-05T14:20:00Z,55.00,46.00
2026-03-05T14:21:00Z,55.00,44.23
2026-03-05T14:24:00Z,55.00,46.00
2026-03-05T14:28:00Z,55.00,46.00
2026-03-05T14:30:00Z,56.00,46.00
2026-03-05T14:31:00Z,56.00,46.00
2026-03-05T14:32:00Z,56.00,46.00
2026-03-05T14:34:00Z,56.00,46.00
2026-03-05T14:35:00Z,56.00,46.00
2026-03-05T14:36:00Z,56.00,46.00
2026-03-05T14:37:00Z,56.00,46.23
2026-03-05T14:38:00Z,56.23,46.23
2026-03-05T14:39:00Z,57.00,47.00
2026-03-05T14:40:00Z,56.93,47.00
2026-03-05T14:41:00Z,56.93,46.00
2026-03-05T14:42:00Z,56.17,46.83
2026-03-05T14:44:00Z,57.16,46.36
2026-03-05T14:45:00Z,56.00,47.00
2026-03-05T14:46:00Z,55.44,47.00
2026-03-05T14:47:00Z,56.00,47.00
2026-03-05T14:48:00Z,56.00,47.00
2026-03-05T14:49:00Z,56.00,47.00
2026-03-05T14:50:00Z,56.55,47.00
2026-03-05T14:51:00Z,56.89,44.00
2026-03-05T14:52:00Z,57.62,46.00
2026-03-05T14:54:00Z,58.00,46.00
2026-03-05T14:55:00Z,58.00,46.00
2026-03-05T14:56:00Z,58.00,44.93
2026-03-05T14:57:00Z,58.00,44.93
2026-03-05T14:58:00Z,58.00,44.93
2026-03-05T14:59:00Z,58.00,45.00
2026-03-05T15:00:00Z,58.00,45.50
2026-03-05T15:02:00Z,58.00,46.00
2026-03-05T15:04:00Z,57.00,46.00
2026-03-05T15:06:00Z,57.00,46.00
2026-03-05T15:07:00Z,57.00,45.00
2026-03-05T15:08:00Z,57.00,45.00
2026-03-05T15:10:00Z,57.00,45.00
2026-03-05T15:12:00Z,57.00,45.00
2026-03-05T15:13:00Z,57.15,45.00
2026-03-05T15:15:00Z,57.00,45.00
2026-03-05T15:17:00Z,57.00,44.00
2026-03-05T15:18:00Z,57.00,44.00
2026-03-05T15:19:00Z,57.00,45.00
2026-03-05T15:21:00Z,57.00,45.00
2026-03-05T15:24:00Z,57.49,45.00
2026-03-05T15:25:00Z,57.20,45.00
2026-03-05T15:26:00Z,57.00,45.00
2026-03-05T15:28:00Z,55.65,46.28
2026-03-05T15:29:00Z,56.00,45.95
2026-03-05T15:30:00Z,55.32,45.00
2026-03-05T15:31:00Z,56.82,46.00
2026-03-05T15:32:00Z,56.07,46.00
2026-03-05T15:33:00Z,56.00,46.00
2026-03-05T15:34:00Z,57.47,45.00
2026-03-05T15:35:00Z,57.00,45.00
2026-03-05T15:36:00Z,57.00,45.00
2026-03-05T15:37:00Z,54.53,46.42
2026-03-05T15:38:00Z,56.17,46.42
2026-03-05T15:39:00Z,56.17,47.00
2026-03-05T15:40:00Z,56.69,46.00
2026-03-05T15:41:00Z,57.00,46.31
2026-03-05T15:42:00Z,57.00,44.00
2026-03-05T15:43:00Z,52.77,50.15
2026-03-05T15:44:00Z,52.30,50.17
2026-03-05T15:45:00Z,53.65,48.68
2026-03-05T15:46:00Z,54.00,49.84
2026-03-05T15:47:00Z,53.97,48.55
2026-03-05T15:48:00Z,52.10,50.40
2026-03-05T15:49:00Z,51.63,52.30
2026-03-05T15:50:00Z,50.70,51.96
2026-03-05T15:51:00Z,49.56,51.97
2026-03-05T15:52:00Z,51.09,51.96
2026-03-05T15:53:00Z,51.73,52.00
2026-03-05T15:54:00Z,52.13,51.12
2026-03-05T15:55:00Z,49.85,51.03
2026-03-05T15:56:00Z,51.39,51.79
2026-03-05T15:57:00Z,53.19,52.00
2026-03-05T15:58:00Z,53.87,48.53
2026-03-05T15:59:00Z,54.00,48.75
2026-03-05T16:00:00Z,53.88,49.53
2026-03-05T16:01:00Z,53.87,49.74
2026-03-05T16:02:00Z,53.47,49.56
2026-03-05T16:03:00Z,51.93,49.43
2026-03-05T16:04:00Z,52.60,49.00
2026-03-05T16:05:00Z,54.00,48.30
2026-03-05T16:06:00Z,54.38,49.00
2026-03-05T16:07:00Z,52.88,49.05
2026-03-05T16:08:00Z,52.77,49.84
2026-03-05T16:09:00Z,53.46,50.42
2026-03-05T16:10:00Z,52.37,50.71
2026-03-05T16:11:00Z,53.21,49.49
2026-03-05T16:12:00Z,52.33,50.00
2026-03-05T16:13:00Z,53.78,49.31
2026-03-05T16:14:00Z,56.67,44.25
2026-03-05T16:15:00Z,60.82,38.90
2026-03-05T16:16:00Z,56.62,46.83
2026-03-05T16:17:00Z,53.38,47.56
2026-03-05T16:18:00Z,51.71,51.45
2026-03-05T16:19:00Z,44.15,56.17
2026-03-05T16:20:00Z,47.00,55.76
2026-03-05T16:21:00Z,49.82,49.93
2026-03-05T16:22:00Z,51.23,49.01
2026-03-05T16:23:00Z,54.27,46.03
2026-03-05T16:24:00Z,57.52,43.12
2026-03-05T16:25:00Z,52.27,48.34
2026-03-05T16:26:00Z,50.64,50.66
2026-03-05T16:27:00Z,51.00,49.99
2026-03-05T16:28:00Z,47.97,54.43
2026-03-05T16:29:00Z,43.46,57.53
2026-03-05T16:30:00Z,36.87,63.83
2026-03-05T16:31:00Z,32.16,65.90
2026-03-05T16:32:00Z,34.47,66.17
2026-03-05T16:33:00Z,35.96,66.11
2026-03-05T16:34:00Z,36.14,65.28
2026-03-05T16:35:00Z,31.73,69.17
2026-03-05T16:36:00Z,32.44,66.96
2026-03-05T16:37:00Z,28.05,72.06
2026-03-05T16:38:00Z,28.51,72.50
2026-03-05T16:39:00Z,31.29,69.55
2026-03-05T16:40:00Z,30.71,70.12
2026-03-05T16:41:00Z,31.94,69.73
2026-03-05T16:42:00Z,30.37,70.07
2026-03-05T16:43:00Z,35.56,64.68
2026-03-05T16:44:00Z,35.72,64.65
2026-03-05T16:45:00Z,35.44,65.24
2026-03-05T16:46:00Z,32.25,69.41
2026-03-05T16:47:00Z,30.04,70.87
2026-03-05T16:48:00Z,29.73,70.99
2026-03-05T16:49:00Z,31.96,70.07
2026-03-05T16:50:00Z,29.40,71.24
2026-03-05T16:51:00Z,27.45,73.78
2026-03-05T16:52:00Z,27.66,72.77
2026-03-05T16:53:00Z,27.44,73.27
2026-03-05T16:54:00Z,26.77,72.33
2026-03-05T16:55:00Z,26.55,74.28
2026-03-05T16:56:00Z,26.27,74.20
2026-03-05T16:57:00Z,22.52,77.37
2026-03-05T16:58:00Z,22.42,77.84
2026-03-05T16:59:00Z,22.65,77.45
2026-03-05T17:00:00Z,23.98,77.15
2026-03-05T17:01:00Z,23.91,77.72
2026-03-05T17:02:00Z,23.14,79.16
2026-03-05T17:03:00Z,19.04,81.21
2026-03-05T17:04:00Z,20.29,79.95
2026-03-05T17:05:00Z,19.83,80.61
2026-03-05T17:06:00Z,18.78,83.25
2026-03-05T17:07:00Z,17.44,81.81
2026-03-05T17:08:00Z,16.71,82.18
2026-03-05T17:09:00Z,20.30,80.23
2026-03-05T17:10:00Z,23.62,75.95
2026-03-05T17:11:00Z,22.28,77.24
2026-03-05T17:12:00Z,20.57,80.53
2026-03-05T17:13:00Z,19.77,81.01
2026-03-05T17:14:00Z,18.85,81.87
2026-03-05T17:15:00Z,20.01,80.89
2026-03-05T17:16:00Z,20.09,80.04
2026-03-05T17:17:00Z,14.31,86.33
2026-03-05T17:18:00Z,10.77,88.29
2026-03-05T17:19:00Z,14.77,86.17
2026-03-05T17:20:00Z,18.78,81.14
2026-03-05T17:21:00Z,13.77,86.64
2026-03-05T17:22:00Z,14.71,87.52
2026-03-05T17:23:00Z,20.99,80.15
2026-03-05T17:24:00Z,23.37,79.17
2026-03-05T17:25:00Z,20.04,82.00
2026-03-05T17:26:00Z,17.99,83.83
2026-03-05T17:27:00Z,16.03,84.77
2026-03-05T17:28:00Z,16.85,83.57
2026-03-05T17:29:00Z,17.46,83.62
2026-03-05T17:30:00Z,19.80,81.37
2026-03-05T17:31:00Z,20.29,79.65
2026-03-05T17:32:00Z,20.51,79.66
2026-03-05T17:33:00Z,20.96,79.71
2026-03-05T17:34:00Z,19.84,78.95
2026-03-05T17:35:00Z,24.79,76.41
2026-03-05T17:36:00Z,21.73,78.76
2026-03-05T17:37:00Z,22.96,76.71
2026-03-05T17:38:00Z,18.19,81.84
2026-03-05T17:39:00Z,19.16,81.59
2026-03-05T17:40:00Z,20.90,80.67
2026-03-05T17:41:00Z,25.50,75.57
2026-03-05T17:42:00Z,24.58,75.91
2026-03-05T17:43:00Z,23.45,75.86
2026-03-05T17:44:00Z,24.63,78.01
2026-03-05T17:45:00Z,23.25,77.97
2026-03-05T17:46:00Z,24.88,77.50
2026-03-05T17:47:00Z,19.43,79.96
2026-03-05T17:48:00Z,18.49,81.19
2026-03-05T17:49:00Z,17.87,81.79
2026-03-05T17:50:00Z,19.01,80.99
2026-03-05T17:51:00Z,18.05,82.16
2026-03-05T17:52:00Z,13.70,87.20
2026-03-05T17:53:00Z,13.57,87.39
2026-03-05T17:54:00Z,9.05,91.40
2026-03-05T17:55:00Z,16.37,84.28
2026-03-05T17:56:00Z,9.14,92.14
2026-03-05T17:57:00Z,14.06,85.39
2026-03-05T17:58:00Z,19.76,79.64
