# event_ticker=KXATPCHALLENGERMATCH-26MAY08LAJSWE
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Mark Lajal
# fav_player=Dane Sweeny
# dog_player=Mark Lajal
# kalshi_date=2026-05-08
timestamp,Mark Lajal,Dane Sweeny
2026-05-08T05:30:00Z,63.00,38.00
2026-05-08T05:31:00Z,63.00,38.00
2026-05-08T05:32:00Z,62.00,38.00
2026-05-08T05:33:00Z,62.00,38.00
2026-05-08T05:35:00Z,62.00,38.00
2026-05-08T05:36:00Z,62.00,38.00
2026-05-08T05:40:00Z,63.68,37.00
2026-05-08T05:42:00Z,64.00,37.00
2026-05-08T05:45:00Z,64.00,37.00
2026-05-08T05:46:00Z,64.00,37.00
2026-05-08T05:51:00Z,64.00,38.00
2026-05-08T05:52:00Z,63.00,38.00
2026-05-08T05:53:00Z,63.00,38.00
2026-05-08T05:54:00Z,63.00,38.00
2026-05-08T05:55:00Z,63.00,37.19
2026-05-08T05:56:00Z,63.00,38.04
2026-05-08T05:57:00Z,63.00,39.00
2026-05-08T05:58:00Z,63.34,39.00
2026-05-08T05:59:00Z,63.00,39.00
2026-05-08T06:00:00Z,63.00,39.00
2026-05-08T06:01:00Z,63.00,39.00
2026-05-08T06:02:00Z,63.50,39.00
2026-05-08T06:03:00Z,63.99,39.00
2026-05-08T06:04:00Z,63.94,39.00
2026-05-08T06:05:00Z,63.94,39.00
2026-05-08T06:06:00Z,64.00,38.53
2026-05-08T06:07:00Z,64.00,38.89
2026-05-08T06:08:00Z,64.00,38.00
2026-05-08T06:09:00Z,64.00,38.92
2026-05-08T06:10:00Z,63.00,39.00
2026-05-08T06:11:00Z,63.00,38.13
2026-05-08T06:12:00Z,62.68,43.12
2026-05-08T06:13:00Z,61.24,43.46
2026-05-08T06:14:00Z,54.92,50.89
2026-05-08T06:15:00Z,51.83,51.15
2026-05-08T06:16:00Z,51.02,51.14
2026-05-08T06:17:00Z,48.70,52.94
2026-05-08T06:18:00Z,48.05,52.89
2026-05-08T06:19:00Z,44.31,56.69
2026-05-08T06:20:00Z,46.07,56.25
2026-05-08T06:21:00Z,44.04,58.66
2026-05-08T06:22:00Z,37.09,63.80
2026-05-08T06:23:00Z,33.00,68.27
2026-05-08T06:24:00Z,34.26,68.96
2026-05-08T06:25:00Z,29.62,71.26
2026-05-08T06:26:00Z,30.98,71.45
2026-05-08T06:27:00Z,29.28,71.95
2026-05-08T06:28:00Z,29.00,72.21
2026-05-08T06:29:00Z,29.41,71.06
2026-05-08T06:30:00Z,31.91,69.91
2026-05-08T06:31:00Z,30.42,70.14
2026-05-08T06:32:00Z,30.18,71.10
2026-05-08T06:33:00Z,30.50,70.69
2026-05-08T06:34:00Z,30.38,70.30
2026-05-08T06:35:00Z,32.03,69.09
2026-05-08T06:36:00Z,36.26,65.00
2026-05-08T06:37:00Z,37.56,64.07
2026-05-08T06:38:00Z,38.82,62.33
2026-05-08T06:39:00Z,38.47,62.62
2026-05-08T06:40:00Z,40.80,59.46
2026-05-08T06:41:00Z,41.48,59.45
2026-05-08T06:42:00Z,41.87,58.72
2026-05-08T06:43:00Z,42.35,55.70
2026-05-08T06:44:00Z,53.69,45.87
2026-05-08T06:45:00Z,61.45,39.68
2026-05-08T06:46:00Z,59.63,41.17
2026-05-08T06:47:00Z,63.12,38.41
2026-05-08T06:48:00Z,67.53,32.69
2026-05-08T06:49:00Z,66.51,34.66
2026-05-08T06:50:00Z,62.07,38.61
2026-05-08T06:51:00Z,58.83,41.05
2026-05-08T06:52:00Z,63.94,36.88
2026-05-08T06:53:00Z,66.47,37.37
2026-05-08T06:54:00Z,61.47,39.99
2026-05-08T06:55:00Z,66.50,33.65
2026-05-08T06:56:00Z,68.06,31.98
2026-05-08T06:57:00Z,70.61,31.62
2026-05-08T06:58:00Z,76.39,21.88
2026-05-08T06:59:00Z,80.68,18.72
2026-05-08T07:00:00Z,83.80,18.78
2026-05-08T07:01:00Z,84.19,15.62
2026-05-08T07:02:00Z,84.00,15.42
2026-05-08T07:03:00Z,86.03,15.20
2026-05-08T07:04:00Z,85.12,14.78
2026-05-08T07:05:00Z,86.87,13.78
2026-05-08T07:06:00Z,87.36,13.22
2026-05-08T07:07:00Z,89.14,11.77
2026-05-08T07:08:00Z,90.19,9.43
2026-05-08T07:09:00Z,91.72,8.48
2026-05-08T07:10:00Z,90.66,11.44
2026-05-08T07:11:00Z,87.65,12.38
2026-05-08T07:12:00Z,84.84,14.84
2026-05-08T07:13:00Z,85.41,15.13
2026-05-08T07:14:00Z,85.95,15.99
2026-05-08T07:15:00Z,84.28,16.19
2026-05-08T07:16:00Z,85.76,15.27
2026-05-08T07:17:00Z,86.27,13.90
2026-05-08T07:18:00Z,86.86,13.48
2026-05-08T07:19:00Z,84.36,16.49
2026-05-08T07:20:00Z,82.41,17.83
2026-05-08T07:21:00Z,82.83,17.93
2026-05-08T07:22:00Z,84.74,15.97
2026-05-08T07:23:00Z,85.15,14.50
2026-05-08T07:24:00Z,86.98,13.29
2026-05-08T07:25:00Z,85.65,14.85
2026-05-08T07:26:00Z,86.51,14.47
2026-05-08T07:27:00Z,87.37,14.00
2026-05-08T07:28:00Z,85.20,13.94
2026-05-08T07:29:00Z,92.13,5.55
2026-05-08T07:30:00Z,96.92,3.32
2026-05-08T07:31:00Z,97.87,1.96
2026-05-08T07:32:00Z,98.34,1.33
2026-05-08T07:33:00Z,98.99,1.00
2026-05-08T07:34:00Z,97.99,1.92
2026-05-08T07:35:00Z,98.22,2.73
2026-05-08T07:36:00Z,96.42,3.26
2026-05-08T07:37:00Z,94.82,4.97
2026-05-08T07:38:00Z,95.21,4.97
2026-05-08T07:39:00Z,97.53,1.20
2026-05-08T07:40:00Z,99.00,1.02
2026-05-08T07:41:00Z,98.91,1.99
2026-05-08T07:42:00Z,99.00,1.00
