# event_ticker=KXATPCHALLENGERMATCH-26MAY08LAJSWE
# final_score=7-5 6-3
# score_resolution=5-7 3-6
# match_winner=Mark Lajal
# fav_player=Dane Sweeny
# dog_player=Mark Lajal
# kalshi_date=2026-05-08
timestamp,Mark Lajal,Dane Sweeny
2026-05-07T18:53:00Z,62.00,
2026-05-07T19:31:00Z,62.00,
2026-05-07T20:55:00Z,63.00,
2026-05-07T21:37:00Z,63.00,
2026-05-07T22:03:00Z,64.00,
2026-05-07T22:12:00Z,64.00,
2026-05-07T22:45:00Z,64.00,37.69
2026-05-07T22:50:00Z,64.00,38.00
2026-05-07T22:52:00Z,64.00,38.00
2026-05-07T23:00:00Z,64.00,38.00
2026-05-07T23:01:00Z,64.00,38.00
2026-05-07T23:05:00Z,63.00,38.00
2026-05-07T23:10:00Z,63.00,38.00
2026-05-07T23:11:00Z,63.00,38.00
2026-05-07T23:43:00Z,63.00,38.00
2026-05-07T23:47:00Z,61.37,38.79
2026-05-08T01:05:00Z,63.00,38.79
2026-05-08T01:06:00Z,62.50,38.79
2026-05-08T01:16:00Z,62.50,38.79
2026-05-08T01:49:00Z,62.50,38.00
2026-05-08T02:23:00Z,63.00,38.00
2026-05-08T02:26:00Z,63.00,38.66
2026-05-08T02:37:00Z,63.00,39.00
2026-05-08T02:46:00Z,63.00,39.00
2026-05-08T02:48:00Z,63.00,39.00
2026-05-08T03:06:00Z,63.00,39.00
2026-05-08T03:09:00Z,63.00,39.00
2026-05-08T03:12:00Z,63.00,39.00
2026-05-08T03:43:00Z,63.00,38.00
2026-05-08T03:53:00Z,63.00,38.00
2026-05-08T03:54:00Z,63.00,38.00
2026-05-08T04:01:00Z,63.00,38.00
2026-05-08T04:02:00Z,63.00,38.00
2026-05-08T04:05:00Z,63.00,38.00
2026-05-08T04:12:00Z,63.00,38.00
2026-05-08T04:18:00Z,63.00,38.00
2026-05-08T04:21:00Z,63.00,38.00
2026-05-08T04:23:00Z,63.00,38.00
2026-05-08T04:27:00Z,63.00,38.26
2026-05-08T04:29:00Z,63.00,38.26
2026-05-08T04:33:00Z,63.00,38.00
2026-05-08T04:34:00Z,63.00,38.00
2026-05-08T04:35:00Z,63.00,38.00
2026-05-08T04:40:00Z,63.00,38.00
2026-05-08T04:41:00Z,63.00,38.00
2026-05-08T04:44:00Z,63.00,38.00
2026-05-08T04:46:00Z,63.00,38.00
2026-05-08T04:48:00Z,63.00,38.00
2026-05-08T04:53:00Z,63.00,38.00
2026-05-08T04:54:00Z,63.00,38.00
2026-05-08T04:55:00Z,63.00,38.00
2026-05-08T04:56:00Z,63.00,38.00
2026-05-08T05:00:00Z,63.00,38.00
2026-05-08T05:02:00Z,63.00,38.00
2026-05-08T05:03:00Z,63.00,38.00
2026-05-08T05:05:00Z,63.00,38.00
2026-05-08T05:06:00Z,63.00,38.00
2026-05-08T05:09:00Z,63.00,38.00
2026-05-08T05:10:00Z,62.19,38.00
2026-05-08T05:12:00Z,63.00,38.00
2026-05-08T05:15:00Z,63.00,38.00
2026-05-08T05:16:00Z,63.00,38.00
2026-05-08T05:17:00Z,63.00,38.00
2026-05-08T05:18:00Z,63.00,38.00
2026-05-08T05:19:00Z,63.00,38.00
2026-05-08T05:21:00Z,62.04,38.00
2026-05-08T05:22:00Z,62.04,39.00
2026-05-08T05:23:00Z,63.00,38.00
2026-05-08T05:25:00Z,63.00,38.00
2026-05-08T05:26:00Z,63.00,38.00
2026-05-08T05:28:00Z,63.00,38.00
2026-05-08T05:29:00Z,63.00,38.40
