# event_ticker=KXATPMATCH-26APR01TIRMCD
# final_score=6-2 6-0
# score_resolution=2-6 0-6
# match_winner=Thiago Agustin Tirante
# fav_player=Mackenzie McDonald
# dog_player=Thiago Agustin Tirante
# kalshi_date=2026-04-01
timestamp,Mackenzie McDonald,Thiago Agustin Tirante
2026-04-01T09:55:00Z,34.00,
2026-04-01T10:25:00Z,34.00,
2026-04-01T10:54:00Z,34.00,67.00
2026-04-01T10:56:00Z,34.00,67.00
2026-04-01T11:00:00Z,34.00,67.00
2026-04-01T11:15:00Z,34.00,67.00
2026-04-01T11:33:00Z,34.00,67.00
2026-04-01T11:46:00Z,34.00,67.00
2026-04-01T11:57:00Z,34.00,67.00
2026-04-01T12:08:00Z,34.00,67.00
2026-04-01T12:14:00Z,34.00,67.00
2026-04-01T12:16:00Z,34.00,67.00
2026-04-01T12:19:00Z,34.00,67.00
2026-04-01T12:24:00Z,34.00,67.00
2026-04-01T12:26:00Z,34.00,67.00
2026-04-01T12:39:00Z,34.00,67.00
2026-04-01T12:40:00Z,34.00,67.00
2026-04-01T12:49:00Z,34.00,68.00
2026-04-01T12:50:00Z,34.00,66.00
2026-04-01T12:58:00Z,34.00,66.00
2026-04-01T12:59:00Z,34.00,66.00
2026-04-01T13:01:00Z,33.00,68.00
2026-04-01T13:02:00Z,33.00,68.00
2026-04-01T13:05:00Z,33.00,68.00
2026-04-01T13:09:00Z,33.00,68.00
2026-04-01T13:10:00Z,33.00,68.00
2026-04-01T13:15:00Z,34.00,68.00
2026-04-01T13:26:00Z,34.00,68.41
2026-04-01T13:27:00Z,33.00,68.41
2026-04-01T13:28:00Z,33.00,68.41
2026-04-01T13:30:00Z,33.00,68.41
2026-04-01T13:31:00Z,33.00,68.00
2026-04-01T13:38:00Z,33.00,68.00
2026-04-01T13:42:00Z,33.00,68.00
2026-04-01T13:46:00Z,33.00,68.00
2026-04-01T14:05:00Z,33.00,68.00
2026-04-01T14:07:00Z,33.00,68.00
2026-04-01T14:08:00Z,33.00,68.00
2026-04-01T14:20:00Z,33.00,69.86
2026-04-01T14:21:00Z,33.00,69.00
2026-04-01T14:38:00Z,33.00,69.00
2026-04-01T14:43:00Z,33.00,70.00
2026-04-01T14:44:00Z,33.00,70.00
2026-04-01T14:47:00Z,33.00,69.00
2026-04-01T14:56:00Z,33.00,70.00
2026-04-01T15:00:00Z,33.00,70.00
2026-04-01T15:01:00Z,33.00,70.00
2026-04-01T15:04:00Z,33.00,70.00
2026-04-01T15:05:00Z,33.00,70.00
2026-04-01T15:09:00Z,33.00,70.00
2026-04-01T15:14:00Z,31.00,70.00
2026-04-01T15:15:00Z,31.00,70.00
2026-04-01T15:16:00Z,31.00,70.00
2026-04-01T15:18:00Z,31.00,69.00
2026-04-01T15:20:00Z,31.00,69.00
2026-04-01T15:21:00Z,31.00,70.00
2026-04-01T15:25:00Z,31.00,70.00
2026-04-01T15:27:00Z,31.00,69.00
2026-04-01T15:30:00Z,31.00,69.91
2026-04-01T15:31:00Z,31.00,70.00
2026-04-01T15:43:00Z,31.00,70.00
2026-04-01T15:44:00Z,31.00,70.00
2026-04-01T15:55:00Z,31.00,70.00
2026-04-01T15:57:00Z,31.00,70.00
2026-04-01T16:03:00Z,31.00,71.00
2026-04-01T16:04:00Z,31.00,71.00
2026-04-01T16:06:00Z,31.00,71.00
2026-04-01T16:07:00Z,31.00,71.00
2026-04-01T16:09:00Z,31.00,71.00
2026-04-01T16:11:00Z,31.00,71.00
2026-04-01T16:13:00Z,31.00,71.00
2026-04-01T16:16:00Z,31.00,70.00
2026-04-01T16:17:00Z,31.00,70.00
2026-04-01T16:33:00Z,31.00,70.00
2026-04-01T16:41:00Z,31.00,70.00
2026-04-01T16:43:00Z,31.00,70.00
2026-04-01T16:47:00Z,31.00,70.00
2026-04-01T16:49:00Z,31.00,70.00
2026-04-01T16:53:00Z,31.00,70.00
2026-04-01T16:54:00Z,31.00,70.00
2026-04-01T16:55:00Z,29.33,70.00
2026-04-01T16:56:00Z,29.33,70.00
2026-04-01T16:59:00Z,29.33,70.00
2026-04-01T17:03:00Z,31.00,70.00
2026-04-01T17:05:00Z,31.00,70.00
2026-04-01T17:11:00Z,31.00,70.00
2026-04-01T17:15:00Z,31.00,69.00
2026-04-01T17:18:00Z,31.00,70.00
2026-04-01T17:21:00Z,31.00,70.00
2026-04-01T17:29:00Z,31.00,70.00
2026-04-01T17:30:00Z,31.00,70.00
2026-04-01T17:31:00Z,31.00,70.00
2026-04-01T17:38:00Z,31.00,69.00
2026-04-01T17:39:00Z,31.00,70.00
2026-04-01T17:42:00Z,31.00,70.00
2026-04-01T17:45:00Z,31.00,70.00
2026-04-01T17:46:00Z,31.00,69.96
2026-04-01T17:47:00Z,29.00,69.96
2026-04-01T17:49:00Z,29.00,70.00
2026-04-01T17:50:00Z,29.00,70.00
2026-04-01T17:51:00Z,31.00,70.00
2026-04-01T17:54:00Z,31.00,70.00
2026-04-01T17:55:00Z,31.00,70.00
2026-04-01T17:56:00Z,31.00,71.00
2026-04-01T17:57:00Z,31.00,71.00
2026-04-01T17:58:00Z,31.00,71.00
2026-04-01T17:59:00Z,31.00,71.00
2026-04-01T18:01:00Z,31.00,71.00
2026-04-01T18:02:00Z,31.00,71.00
2026-04-01T18:03:00Z,31.00,71.00
2026-04-01T18:13:00Z,31.00,71.00
2026-04-01T18:18:00Z,31.00,71.00
2026-04-01T18:28:00Z,31.00,71.00
2026-04-01T18:31:00Z,31.00,71.00
2026-04-01T18:33:00Z,31.00,71.00
2026-04-01T18:37:00Z,31.00,71.00
2026-04-01T18:42:00Z,31.00,69.00
2026-04-01T18:50:00Z,31.00,69.00
2026-04-01T18:53:00Z,31.00,70.00
2026-04-01T18:56:00Z,31.00,70.00
2026-04-01T18:57:00Z,31.00,70.00
2026-04-01T18:58:00Z,31.00,70.00
2026-04-01T19:00:00Z,31.00,70.00
2026-04-01T19:01:00Z,31.00,70.00
2026-04-01T19:02:00Z,31.00,69.54
2026-04-01T19:04:00Z,31.00,70.00
2026-04-01T19:06:00Z,31.00,70.00
2026-04-01T19:13:00Z,31.00,70.00
2026-04-01T19:15:00Z,31.00,70.00
2026-04-01T19:16:00Z,31.00,70.00
2026-04-01T19:17:00Z,31.00,70.00
2026-04-01T19:18:00Z,31.00,70.00
2026-04-01T19:21:00Z,31.00,70.00
2026-04-01T19:23:00Z,30.00,70.00
2026-04-01T19:28:00Z,30.00,71.00
2026-04-01T19:31:00Z,30.00,71.00
2026-04-01T19:32:00Z,30.00,71.00
2026-04-01T19:38:00Z,30.00,71.73
2026-04-01T19:40:00Z,30.00,72.00
2026-04-01T19:41:00Z,30.00,72.00
2026-04-01T19:44:00Z,27.72,72.00
2026-04-01T19:45:00Z,29.00,72.00
2026-04-01T19:46:00Z,29.00,72.00
2026-04-01T19:48:00Z,29.29,72.00
2026-04-01T19:49:00Z,29.29,72.00
2026-04-01T19:50:00Z,29.29,72.00
2026-04-01T19:51:00Z,30.00,72.00
2026-04-01T19:54:00Z,30.00,72.00
2026-04-01T19:57:00Z,30.00,72.00
2026-04-01T19:59:00Z,30.00,72.00
2026-04-01T20:01:00Z,30.00,72.00
2026-04-01T20:02:00Z,30.00,72.00
2026-04-01T20:03:00Z,30.00,72.00
2026-04-01T20:06:00Z,30.00,72.00
2026-04-01T20:08:00Z,30.00,72.00
2026-04-01T20:12:00Z,29.52,72.00
2026-04-01T20:21:00Z,29.52,72.00
2026-04-01T20:22:00Z,29.52,72.00
2026-04-01T20:24:00Z,29.52,71.01
2026-04-01T20:26:00Z,29.00,72.00
2026-04-01T20:27:00Z,29.00,72.00
2026-04-01T20:28:00Z,29.00,72.00
2026-04-01T20:30:00Z,29.00,72.00
2026-04-01T20:31:00Z,29.00,72.00
2026-04-01T20:32:00Z,29.00,72.00
2026-04-01T20:33:00Z,29.00,72.00
2026-04-01T20:34:00Z,29.00,72.99
2026-04-01T20:35:00Z,29.00,73.00
2026-04-01T20:38:00Z,29.00,73.00
2026-04-01T20:39:00Z,29.00,72.00
2026-04-01T20:40:00Z,29.00,73.00
2026-04-01T20:41:00Z,29.75,73.00
2026-04-01T20:42:00Z,29.75,73.00
2026-04-01T20:43:00Z,29.70,73.00
2026-04-01T20:44:00Z,29.70,73.00
2026-04-01T20:46:00Z,29.00,73.00
2026-04-01T20:47:00Z,29.81,73.00
2026-04-01T20:48:00Z,29.81,73.00
2026-04-01T20:50:00Z,29.00,73.00
