# event_ticker=KXATPCHALLENGERMATCH-26MAR16NEDIVA
# final_score=7-5 6-2
# match_winner=Andrej Nedic
# fav_player=Andrej Nedic
# dog_player=Emanuel Ivanisevic
# kalshi_date=2026-03-16
timestamp,Andrej Nedic,Emanuel Ivanisevic
2026-03-16T09:12:00Z,94.00,7.00
2026-03-16T09:22:00Z,94.00,7.00
2026-03-16T09:29:00Z,94.00,7.00
2026-03-16T09:38:00Z,94.00,7.00
2026-03-16T09:40:00Z,94.00,7.00
2026-03-16T09:54:00Z,94.00,7.00
2026-03-16T09:57:00Z,94.00,7.00
2026-03-16T09:58:00Z,94.00,7.00
2026-03-16T10:04:00Z,94.00,7.00
2026-03-16T10:07:00Z,94.00,7.00
2026-03-16T10:13:00Z,94.00,7.26
2026-03-16T10:23:00Z,94.00,7.83
2026-03-16T10:28:00Z,94.00,8.41
2026-03-16T10:29:00Z,93.00,8.00
2026-03-16T10:30:00Z,93.00,7.16
2026-03-16T10:32:00Z,93.00,7.33
2026-03-16T10:47:00Z,93.00,7.00
2026-03-16T11:09:00Z,93.00,8.00
2026-03-16T11:19:00Z,93.00,7.00
2026-03-16T11:27:00Z,93.00,8.00
2026-03-16T11:29:00Z,93.00,8.00
2026-03-16T11:31:00Z,94.00,8.00
2026-03-16T11:34:00Z,94.00,8.00
2026-03-16T11:35:00Z,94.00,8.00
2026-03-16T11:37:00Z,94.00,7.00
2026-03-16T11:47:00Z,94.00,7.00
2026-03-16T11:49:00Z,94.00,7.00
2026-03-16T11:50:00Z,94.00,7.00
2026-03-16T11:54:00Z,94.00,7.00
2026-03-16T11:55:00Z,94.00,7.00
2026-03-16T11:58:00Z,94.00,8.00
2026-03-16T12:00:00Z,94.00,7.02
2026-03-16T12:05:00Z,94.00,8.00
2026-03-16T12:15:00Z,94.00,7.19
2026-03-16T12:17:00Z,94.00,7.72
2026-03-16T12:24:00Z,94.00,8.00
2026-03-16T12:25:00Z,94.00,8.00
2026-03-16T12:33:00Z,94.00,8.33
2026-03-16T12:35:00Z,93.13,8.00
2026-03-16T12:44:00Z,93.13,6.56
2026-03-16T12:45:00Z,94.00,6.56
2026-03-16T12:50:00Z,94.00,6.00
2026-03-16T12:51:00Z,94.00,6.00
2026-03-16T12:57:00Z,94.00,6.00
2026-03-16T12:58:00Z,93.00,8.00
2026-03-16T12:59:00Z,93.00,7.00
2026-03-16T13:00:00Z,93.00,8.00
2026-03-16T13:02:00Z,93.00,8.00
2026-03-16T13:11:00Z,93.00,6.65
2026-03-16T13:13:00Z,93.00,8.00
2026-03-16T13:17:00Z,93.00,8.00
2026-03-16T13:18:00Z,93.00,8.00
2026-03-16T13:23:00Z,93.00,8.00
2026-03-16T13:24:00Z,93.00,7.00
2026-03-16T13:29:00Z,93.00,8.00
2026-03-16T13:34:00Z,93.00,8.00
2026-03-16T13:40:00Z,93.00,8.00
2026-03-16T13:43:00Z,94.00,5.03
2026-03-16T13:44:00Z,94.00,5.00
2026-03-16T13:45:00Z,94.00,7.00
2026-03-16T13:50:00Z,95.00,7.00
2026-03-16T13:52:00Z,95.00,7.00
2026-03-16T13:55:00Z,95.00,7.00
2026-03-16T13:56:00Z,95.00,7.00
2026-03-16T13:59:00Z,95.00,7.00
2026-03-16T14:00:00Z,95.00,7.00
2026-03-16T14:01:00Z,93.00,7.00
2026-03-16T14:02:00Z,95.00,7.00
2026-03-16T14:05:00Z,95.00,7.00
2026-03-16T14:06:00Z,95.00,7.00
2026-03-16T14:08:00Z,95.00,7.00
2026-03-16T14:12:00Z,95.00,7.00
2026-03-16T14:15:00Z,95.00,7.00
2026-03-16T14:16:00Z,93.00,7.00
2026-03-16T14:19:00Z,95.00,7.00
2026-03-16T14:22:00Z,95.00,7.00
2026-03-16T14:23:00Z,94.00,7.00
2026-03-16T14:26:00Z,94.00,7.60
2026-03-16T14:27:00Z,94.00,6.00
2026-03-16T14:28:00Z,94.00,8.00
2026-03-16T14:33:00Z,94.00,8.00
2026-03-16T14:34:00Z,94.00,7.00
2026-03-16T14:35:00Z,94.00,7.00
2026-03-16T14:36:00Z,93.00,7.00
2026-03-16T14:37:00Z,93.00,8.00
2026-03-16T14:38:00Z,93.00,8.00
2026-03-16T14:39:00Z,93.00,8.00
2026-03-16T14:40:00Z,93.00,8.00
2026-03-16T14:42:00Z,93.00,7.00
2026-03-16T14:43:00Z,93.00,6.00
2026-03-16T14:44:00Z,93.00,7.00
2026-03-16T14:45:00Z,93.00,7.00
2026-03-16T14:46:00Z,93.00,7.00
2026-03-16T14:47:00Z,93.00,7.74
2026-03-16T14:48:00Z,94.00,7.96
2026-03-16T14:50:00Z,94.00,7.00
2026-03-16T14:51:00Z,94.00,7.53
2026-03-16T14:53:00Z,93.04,7.00
2026-03-16T14:54:00Z,93.04,7.63
2026-03-16T14:55:00Z,93.04,7.75
2026-03-16T14:56:00Z,94.00,7.86
2026-03-16T14:57:00Z,94.00,7.18
2026-03-16T14:58:00Z,94.00,8.00
2026-03-16T14:59:00Z,94.00,8.00
2026-03-16T15:00:00Z,94.00,8.03
2026-03-16T15:01:00Z,93.00,7.23
2026-03-16T15:02:00Z,94.00,8.06
2026-03-16T15:03:00Z,94.08,5.85
2026-03-16T15:04:00Z,94.91,6.00
2026-03-16T15:05:00Z,94.91,5.00
2026-03-16T15:06:00Z,94.91,4.13
2026-03-16T15:07:00Z,97.00,3.38
2026-03-16T15:08:00Z,96.33,4.43
2026-03-16T15:09:00Z,96.33,5.55
2026-03-16T15:10:00Z,95.00,5.10
2026-03-16T15:11:00Z,95.00,5.86
2026-03-16T15:12:00Z,95.00,6.61
2026-03-16T15:13:00Z,95.00,6.93
2026-03-16T15:14:00Z,95.00,6.09
2026-03-16T15:15:00Z,95.00,5.89
2026-03-16T15:16:00Z,95.63,4.59
2026-03-16T15:17:00Z,97.31,3.05
2026-03-16T15:18:00Z,97.00,3.14
2026-03-16T15:19:00Z,97.00,3.94
2026-03-16T15:20:00Z,97.00,3.00
2026-03-16T15:21:00Z,98.00,2.06
2026-03-16T15:22:00Z,98.00,2.96
2026-03-16T15:23:00Z,98.00,3.16
2026-03-16T15:24:00Z,97.00,3.22
2026-03-16T15:25:00Z,97.54,3.00
2026-03-16T15:26:00Z,96.96,4.33
2026-03-16T15:27:00Z,94.05,6.89
2026-03-16T15:28:00Z,93.00,7.80
2026-03-16T15:29:00Z,93.25,7.20
2026-03-16T15:30:00Z,93.31,7.39
2026-03-16T15:31:00Z,93.31,5.55
2026-03-16T15:32:00Z,92.00,8.31
2026-03-16T15:33:00Z,93.00,9.05
2026-03-16T15:34:00Z,91.00,7.70
2026-03-16T15:35:00Z,89.22,10.60
2026-03-16T15:36:00Z,88.89,12.16
2026-03-16T15:37:00Z,90.99,9.63
2026-03-16T15:38:00Z,91.05,10.20
2026-03-16T15:39:00Z,92.96,9.01
2026-03-16T15:40:00Z,92.00,7.89
2026-03-16T15:41:00Z,93.36,8.67
2026-03-16T15:42:00Z,93.36,11.00
2026-03-16T15:43:00Z,87.21,12.87
2026-03-16T15:44:00Z,88.00,11.98
2026-03-16T15:45:00Z,88.00,10.12
2026-03-16T15:46:00Z,91.00,9.40
2026-03-16T15:47:00Z,92.94,9.16
2026-03-16T15:48:00Z,93.86,4.56
2026-03-16T15:49:00Z,96.19,3.56
2026-03-16T15:50:00Z,97.00,3.48
2026-03-16T15:51:00Z,97.00,4.00
2026-03-16T15:52:00Z,97.00,4.00
2026-03-16T15:53:00Z,97.72,4.24
2026-03-16T15:54:00Z,97.00,3.54
2026-03-16T15:55:00Z,97.13,3.79
2026-03-16T15:56:00Z,96.00,4.34
2026-03-16T15:57:00Z,95.00,5.82
2026-03-16T15:58:00Z,94.63,6.33
2026-03-16T15:59:00Z,95.00,5.90
2026-03-16T16:00:00Z,95.00,5.26
2026-03-16T16:01:00Z,96.00,5.00
2026-03-16T16:02:00Z,94.75,6.10
2026-03-16T16:03:00Z,95.00,6.09
2026-03-16T16:04:00Z,96.00,6.87
2026-03-16T16:05:00Z,93.00,6.46
2026-03-16T16:06:00Z,93.00,5.13
2026-03-16T16:07:00Z,95.90,6.00
2026-03-16T16:08:00Z,95.00,5.07
2026-03-16T16:09:00Z,96.00,4.00
2026-03-16T16:10:00Z,95.72,5.74
2026-03-16T16:11:00Z,96.47,3.07
2026-03-16T16:12:00Z,97.89,2.71
2026-03-16T16:13:00Z,98.11,2.19
2026-03-16T16:14:00Z,98.00,1.48
2026-03-16T16:15:00Z,99.00,1.81
2026-03-16T16:16:00Z,99.00,1.00
2026-03-16T16:17:00Z,99.00,1.00
2026-03-16T16:19:00Z,99.00,1.00
2026-03-16T16:20:00Z,99.00,1.00
