# event_ticker=KXATPMATCH-25OCT03BAERUN
# final_score=7-5 6-4
# match_winner=Holger Rune
# fav_player=Holger Rune
# dog_player=Sebastian Baez
# kalshi_date=2025-10-03
timestamp,Holger Rune,Sebastian Baez
2025-10-02T20:08:00Z,81.00,
2025-10-02T20:50:00Z,81.00,
2025-10-02T20:52:00Z,81.00,
2025-10-02T21:00:00Z,81.00,
2025-10-02T21:22:00Z,81.00,20.00
2025-10-02T21:32:00Z,81.00,20.00
2025-10-02T21:41:00Z,81.00,20.00
2025-10-02T21:44:00Z,80.00,20.00
2025-10-02T22:41:00Z,81.00,20.00
2025-10-02T23:22:00Z,81.00,20.00
2025-10-02T23:24:00Z,80.00,20.00
2025-10-02T23:25:00Z,80.00,20.00
2025-10-02T23:27:00Z,80.00,20.00
2025-10-02T23:28:00Z,80.00,20.00
2025-10-02T23:38:00Z,81.00,20.00
2025-10-02T23:48:00Z,81.00,20.00
2025-10-02T23:51:00Z,81.00,20.00
2025-10-03T00:15:00Z,81.00,20.00
2025-10-03T00:21:00Z,81.00,20.00
2025-10-03T00:27:00Z,81.00,20.00
2025-10-03T00:33:00Z,81.00,20.00
2025-10-03T00:41:00Z,81.00,20.00
2025-10-03T00:45:00Z,81.00,20.00
2025-10-03T01:10:00Z,81.00,20.00
2025-10-03T01:14:00Z,81.00,20.00
2025-10-03T01:18:00Z,81.00,20.00
2025-10-03T01:21:00Z,81.00,20.00
2025-10-03T01:23:00Z,81.00,20.00
2025-10-03T01:36:00Z,81.00,20.00
2025-10-03T01:37:00Z,81.00,20.00
2025-10-03T01:43:00Z,81.00,20.00
2025-10-03T01:49:00Z,81.00,20.00
2025-10-03T02:06:00Z,81.00,20.00
2025-10-03T02:20:00Z,81.00,20.00
2025-10-03T02:21:00Z,81.00,20.00
2025-10-03T02:24:00Z,81.00,20.00
2025-10-03T02:39:00Z,81.00,20.00
2025-10-03T02:45:00Z,81.00,20.00
2025-10-03T02:54:00Z,81.00,20.00
2025-10-03T03:00:00Z,81.00,20.00
2025-10-03T03:05:00Z,81.00,20.00
2025-10-03T03:06:00Z,80.02,20.00
2025-10-03T03:15:00Z,80.61,20.00
2025-10-03T03:19:00Z,81.00,20.00
2025-10-03T03:23:00Z,81.00,20.00
2025-10-03T03:29:00Z,81.00,20.00
2025-10-03T03:30:00Z,81.00,20.00
2025-10-03T03:33:00Z,81.00,20.00
2025-10-03T03:35:00Z,81.00,20.00
2025-10-03T03:41:00Z,81.00,20.00
2025-10-03T03:42:00Z,81.00,20.00
2025-10-03T03:43:00Z,81.00,20.00
2025-10-03T03:44:00Z,81.00,20.00
2025-10-03T03:45:00Z,81.00,20.00
2025-10-03T03:46:00Z,81.00,20.00
2025-10-03T03:47:00Z,81.00,20.00
2025-10-03T03:49:00Z,81.00,20.00
2025-10-03T03:50:00Z,81.00,20.00
2025-10-03T03:51:00Z,81.00,20.00
2025-10-03T03:52:00Z,81.00,20.00
2025-10-03T03:53:00Z,81.00,20.00
2025-10-03T03:54:00Z,81.00,20.00
2025-10-03T03:55:00Z,81.00,20.00
2025-10-03T03:56:00Z,81.00,20.00
2025-10-03T03:57:00Z,81.00,20.00
2025-10-03T03:58:00Z,81.00,20.00
2025-10-03T04:01:00Z,81.00,20.00
2025-10-03T04:03:00Z,81.00,20.00
2025-10-03T04:06:00Z,81.00,20.00
2025-10-03T04:07:00Z,81.00,20.00
2025-10-03T04:08:00Z,81.00,20.00
2025-10-03T04:09:00Z,81.00,20.00
2025-10-03T04:11:00Z,81.00,20.00
2025-10-03T04:12:00Z,81.00,20.00
2025-10-03T04:13:00Z,81.93,20.00
2025-10-03T04:15:00Z,82.00,20.00
2025-10-03T04:18:00Z,82.00,20.00
2025-10-03T04:19:00Z,82.00,20.00
2025-10-03T04:22:00Z,82.00,20.00
2025-10-03T04:23:00Z,82.00,19.80
2025-10-03T04:24:00Z,82.00,19.00
2025-10-03T04:26:00Z,82.00,20.00
2025-10-03T04:27:00Z,82.00,20.00
2025-10-03T04:28:00Z,82.00,20.00
2025-10-03T04:29:00Z,82.00,20.00
2025-10-03T04:30:00Z,82.00,20.00
2025-10-03T04:31:00Z,82.00,20.00
2025-10-03T04:33:00Z,82.00,20.00
2025-10-03T04:35:00Z,82.00,20.00
2025-10-03T04:37:00Z,82.00,20.00
2025-10-03T04:39:00Z,82.00,20.00
2025-10-03T04:40:00Z,82.00,20.00
2025-10-03T04:49:00Z,82.00,20.00
2025-10-03T04:52:00Z,82.00,20.00
2025-10-03T04:55:00Z,82.00,20.00
2025-10-03T04:58:00Z,82.00,20.00
2025-10-03T05:00:00Z,81.00,20.00
